Alt (m);Mach number;Throttle;Power (kW);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);;;Power (kW)
0;0.2;0.295718003;500000;103.4032;0.85817;0.7382;0.9989;4.1632;0.051702;0.2242574;-10;9.3556;584.18;0.013798;533.24;;;500
0;0.2;0.414005205;700000;91.0935;0.88882;0.81733;0.99924;4.7215;0.063765;0.254562;-10;10.893;606.36;0.015006;750.76;;;700
0;0.2;0.532292406;900000;84.0595;0.91538;0.87016;0.99949;5.2113;0.075654;0.2758633;-10;12.287;623.77;0.01613;977.44;;;900
0;0.2;0.650579607;1100000;79.6116;0.94132;0.91114;0.99969;5.6684;0.087573;0.2912758;-10;13.615;638.5;0.017166;1218.67;;;1100
0;0.2;0.768866809;1300000;76.7701;0.96381;0.94673;0.99986;6.1129;0.099801;0.3020567;-10;14.927;651.88;0.018141;1481.39;;;1300
0;0.2;0.88715401;1500000;75.1699;0.98258;0.98022;1;6.5169;0.11275;0.308487;-10;16.194;666.1;0.019224;1760.43;;;1500
0;0.2;1.005441211;1700000;74.3465;1.0016;1.0096;1.0001;6.9012;0.12639;0.3119036;-10;17.447;680.48;0.020349;2059.8;;;1700
0;0.4;0.16835578;300010;127.365;0.81073;0.5882;0.99839;3.4816;0.038211;0.1820668;-10;7.5387;555.85;0.012195;86.22;;;300.01
0;0.4;0.280583614;500000;100.7143;0.8505;0.70466;0.9989;4.2106;0.050357;0.2302447;-10;9.4013;585.84;0.013289;253.23;;;500
0;0.4;0.392817059;700000;89.0636;0.88407;0.7913;0.99924;4.768;0.062345;0.2603638;-10;10.941;608.62;0.014529;434.27;;;700
0;0.4;0.505050505;900000;82.3765;0.90908;0.84681;0.99949;5.259;0.074139;0.2814993;-10;12.339;626.17;0.015665;629.09;;;900
0;0.4;0.617283951;1100000;78.2046;0.93385;0.89176;0.99969;5.7136;0.086025;0.2965161;-10;13.667;641.28;0.01673;840.55;;;1100
0;0.4;0.729517396;1300000;75.4542;0.95728;0.92715;0.99986;6.1631;0.09809;0.3073247;-10;14.987;654.58;0.017685;1074.18;;;1300
0;0.4;0.841750842;1500000;73.7153;0.97717;0.96057;1;6.5945;0.11057;0.3145743;-10;16.287;667.27;0.018631;1328.68;;;1500
0;0.4;0.953984287;1700000;72.8773;0.99481;0.99182;1.0001;6.9962;0.12389;0.3181916;-10;17.564;680.76;0.019676;1605.26;;;1700
0;0.4;1.066217733;1900000;72.525;1.0126;1.0193;1.0002;7.3784;0.1378;0.3197373;-10;18.823;694.35;0.020752;1900.45;;;1900
0;0.6;0.361663653;700000;85.544;0.87303;0.73779;0.99924;4.8518;0.059881;0.2710761;-10;11.027;611.61;0.013716;108.6;;;700
0;0.6;0.464996125;900000;79.4671;0.90107;0.80611;0.99949;5.3436;0.07152;0.2918055;-10;12.432;629.98;0.014874;271.74;;;900
0;0.6;0.568328597;1100000;75.6873;0.92299;0.8538;0.99969;5.8011;0.083256;0.3063782;-10;13.767;645.21;0.015949;454.35;;;1100
0;0.6;0.671661069;1300000;73.2663;0.94489;0.89452;0.99986;6.2457;0.095246;0.3165021;-10;15.084;659.09;0.016947;659.03;;;1300
0;0.6;0.774993542;1500000;71.6826;0.96663;0.93068;1;6.6832;0.10752;0.3234948;-10;16.396;671.86;0.017878;886.04;;;1500
0;0.6;0.878326014;1700000;70.6572;0.98655;0.95853;1.0001;7.1274;0.12012;0.3281891;-10;17.726;683.2;0.018728;1137.81;;;1700
0;0.6;0.981658486;1900000;70.2376;1.0021;0.98997;1.0002;7.5408;0.13345;0.3301498;-10;19.028;695.28;0.019666;1410.48;;;1900
0;0.6;1.084990958;2100000;70.2411;1.0184;1.0163;1.0003;7.9305;0.14751;0.3301334;-10;20.309;707.85;0.020669;1702.79;;;2100
1000;0;0.06407711;100050;235.4961;0.72997;0.42141;0.9973;2.1385;0.023561;0.0984684;-10;4.4704;486.92;0.012242;242.19;;;100.05
1000;0;0.192141668;300010;124.603;0.81406;0.64879;0.99839;3.2219;0.037382;0.1861025;-10;7.0202;547.23;0.012892;535.05;;;300.01
1000;0;0.320225439;500000;99.5082;0.8597;0.76968;0.9989;3.8904;0.049754;0.2330354;-10;8.7714;579.07;0.01421;795.14;;;500
1000;0;0.448315614;700000;88.1087;0.89116;0.84108;0.99924;4.4296;0.061676;0.2631856;-10;10.257;601.04;0.015471;1053.41;;;700
1000;0;0.57640579;900000;81.7022;0.92142;0.89262;0.99949;4.91;0.073532;0.2838227;-10;11.624;618.66;0.01664;1321.16;;;900
1000;0;0.704495965;1100000;77.7565;0.94821;0.93355;0.99969;5.3693;0.085532;0.2982252;-10;12.952;633.7;0.0177;1608.26;;;1100
1000;0;0.832586141;1300000;75.7287;0.97008;0.97105;0.99986;5.7802;0.098447;0.3062107;-10;14.229;650.02;0.018924;1912.37;;;1300
1000;0;0.960676316;1500000;74.6765;0.99168;1.0054;1;6.1709;0.11201;0.3105254;-10;15.49;666.17;0.020169;2237.6;;;1500
1000;0;1.088766492;1700000;74.1724;1.0125;1.0417;1.0001;6.5519;0.12609;0.3126355;-10;16.747;681.68;0.021384;2583.89;;;1700
1000;0.2;0.062956204;100050;232.3642;0.72622;0.41607;0.9973;2.1533;0.023248;0.0997956;-10;4.4839;487.27;0.011996;100.83;;;100.05
1000;0.2;0.188780518;300010;123.5514;0.81199;0.63869;0.99839;3.2331;0.037067;0.1876865;-10;7.0312;548;0.012739;322.44;;;300.01
1000;0.2;0.31462371;500000;98.7669;0.85825;0.75941;0.9989;3.9031;0.049384;0.2347844;-10;8.7855;579.79;0.014056;538.84;;;500
1000;0.2;0.440473194;700000;87.5199;0.88934;0.83309;0.99924;4.4426;0.061264;0.2649562;-10;10.271;601.87;0.015322;761.46;;;700
1000;0.2;0.566322678;900000;81.2317;0.91907;0.88762;0.99949;4.9221;0.073109;0.2854664;-10;11.638;619.66;0.016503;997.65;;;900
1000;0.2;0.692172162;1100000;77.296;0.94629;0.92619;0.99969;5.386;0.085026;0.3000018;-10;12.972;634.44;0.017541;1255.16;;;1100
1000;0.2;0.818021646;1300000;75.2041;0.96788;0.96546;0.99986;5.807;0.097765;0.3083466;-10;14.261;650.11;0.018706;1533.6;;;1300
1000;0.2;0.94387113;1500000;74.1904;0.98933;0.99851;1;6.1997;0.11129;0.3125597;-10;15.526;666.19;0.019945;1833.88;;;1500
1000;0.2;1.069720614;1700000;73.7124;1.0099;1.0333;1.0001;6.583;0.12531;0.3145866;-10;16.787;681.59;0.02115;2156.09;;;1700
1000;0.4;0.179410358;300010;120.4909;0.80637;0.60916;0.99839;3.2643;0.036148;0.1924539;-10;7.0615;550.61;0.012305;107.49;;;300.01
1000;0.4;0.299007296;500000;96.3707;0.85047;0.7273;0.9989;3.9452;0.048185;0.2406222;-10;8.826;581.49;0.013571;279.67;;;500
1000;0.4;0.418610214;700000;85.6922;0.8843;0.8095;0.99924;4.4847;0.059985;0.2706074;-10;10.317;604.19;0.014862;467.67;;;700
1000;0.4;0.538213132;900000;79.6995;0.91155;0.86462;0.99949;4.9661;0.07173;0.2909544;-10;11.688;621.97;0.016049;673.01;;;900
1000;0.4;0.657816051;1100000;76.0613;0.9389;0.90853;0.99969;5.4241;0.083667;0.3048715;-10;13.019;637.55;0.017139;900.62;;;1100
1000;0.4;0.777418969;1300000;73.7788;0.96282;0.94545;0.99986;5.8734;0.095912;0.3143033;-10;14.341;651.44;0.018145;1153.16;;;1300
1000;0.4;0.897021887;1500000;72.7362;0.98271;0.98088;1;6.2851;0.1091;0.3188086;-10;15.631;666.47;0.019288;1430.5;;;1500
1000;0.4;1.016624806;1700000;72.3327;1.0027;1.012;1.0001;6.6747;0.12297;0.3205872;-10;16.902;681.59;0.02047;1729.45;;;1700
1000;0.6;0.275892512;500000;92.2357;0.83899;0.68312;0.9989;4.0216;0.046118;0.2514094;-10;8.9036;584.4;0.012743;12.24;;;500
1000;0.6;0.386249517;700000;82.5381;0.87506;0.76326;0.99924;4.5597;0.057777;0.2809481;-10;10.396;607.54;0.01408;165.95;;;700
1000;0.6;0.496606522;900000;77.1008;0.90276;0.82628;0.99949;5.0419;0.069391;0.3007611;-10;11.773;625.92;0.015293;340.95;;;900
1000;0.6;0.606963527;1100000;73.8149;0.92672;0.87442;0.99969;5.5014;0.081196;0.3141499;-10;13.11;641.69;0.0164;539.83;;;1100
1000;0.6;0.717320532;1300000;71.8012;0.95156;0.91656;0.99986;5.9472;0.093341;0.3229605;-10;14.43;656.23;0.01744;763.54;;;1300
1000;0.6;0.827677537;1500000;70.537;0.97449;0.9481;1;6.4028;0.10581;0.3287484;-10;15.778;668.9;0.01836;1016.24;;;1500
1000;0.6;0.938034542;1700000;70.0536;0.99202;0.9835;1.0001;6.8255;0.11909;0.331017;-10;17.092;682.22;0.019387;1292.45;;;1700
1000;0.6;1.048391547;1900000;70.1285;1.0105;1.0119;1.0002;7.2185;0.13324;0.3306635;-10;18.383;696.43;0.020511;1590.95;;;1900
2000;0;0.068410256;100050;221.4927;0.72859;0.43527;0.9973;1.986;0.02216;0.1046939;-10;4.1551;483.66;0.012398;234.09;;;100.05
2000;0;0.205135043;300010;118.1463;0.81108;0.66661;0.99839;3.0119;0.035445;0.196273;-10;6.5663;542.78;0.013076;522.58;;;300.01
2000;0;0.341880342;500000;95.1186;0.85852;0.78772;0.9989;3.6503;0.047559;0.2437896;-10;8.2435;574.68;0.014477;783.35;;;500
2000;0;0.478632479;700000;84.7733;0.89293;0.85773;0.99924;4.171;0.059341;0.2735407;-10;9.6818;596.71;0.015808;1046.38;;;700
2000;0;0.615384615;900000;79.035;0.92537;0.90577;0.99949;4.6508;0.071131;0.2934008;-10;11.038;614.28;0.016994;1326.61;;;900
2000;0;0.752136752;1100000;76.0304;0.95207;0.95161;0.99969;5.089;0.083633;0.3049957;-10;12.347;631.84;0.018261;1628.5;;;1100
2000;0;0.888888889;1300000;74.6358;0.97672;0.99;0.99986;5.4897;0.097027;0.3106944;-10;13.621;650.06;0.019639;1952.23;;;1300
2000;0;1.025641026;1500000;73.9945;1.0002;1.031;1;5.8803;0.11099;0.3133874;-10;14.892;667.37;0.020973;2300.81;;;1500
2000;0.2;0.067215317;100050;218.7624;0.7254;0.42967;0.9973;1.9991;0.021887;0.1060005;-10;4.1672;484.05;0.012165;104.46;;;100.05
2000;0.2;0.201551898;300010;117.1042;0.80869;0.65923;0.99839;3.0239;0.035132;0.1980197;-10;6.5779;543.36;0.012909;326.26;;;300.01
2000;0.2;0.335908633;500000;94.4277;0.85701;0.77909;0.9989;3.6621;0.047214;0.2455734;-10;8.2558;575.42;0.014326;545.58;;;500
2000;0.2;0.470272086;700000;84.222;0.89049;0.85014;0.99924;4.1837;0.058955;0.2753312;-10;9.6956;597.44;0.015658;774.9;;;700
2000;0.2;0.604635539;900000;78.6127;0.92293;0.89968;0.99949;4.6616;0.070751;0.2949769;-10;11.051;615.29;0.016864;1023.96;;;900
2000;0.2;0.738998992;1100000;75.4953;0.94993;0.94626;0.99969;5.1128;0.083045;0.3071573;-10;12.375;631.92;0.018047;1298.94;;;1100
2000;0.2;0.873362445;1300000;74.1457;0.97439;0.98326;0.99986;5.5155;0.096389;0.3127483;-10;13.652;650.07;0.019418;1597.34;;;1300
2000;0.2;1.007725899;1500000;73.5373;0.99764;1.0226;1;5.9083;0.11031;0.3153356;-10;14.926;667.28;0.020745;1921.32;;;1500
2000;0.4;0.191736435;300010;114.1869;0.80256;0.63067;0.99839;3.0557;0.034257;0.2030788;-10;6.6086;545.46;0.012456;127.73;;;300.01
2000;0.4;0.319550073;500000;92.3153;0.85069;0.75129;0.9989;3.6994;0.046158;0.2511927;-10;8.2941;577.34;0.013863;305.99;;;500
2000;0.4;0.447370103;700000;82.6167;0.88524;0.82717;0.99924;4.2201;0.057832;0.280681;-10;9.7361;599.89;0.015226;502.06;;;700
2000;0.4;0.575190132;900000;77.3302;0.91604;0.88379;0.99949;4.6953;0.069597;0.2998692;-10;11.091;618.27;0.01647;720.62;;;900
2000;0.4;0.703010162;1100000;74.1704;0.94476;0.92485;0.99969;5.1629;0.081587;0.3126439;-10;12.435;633.88;0.017559;967.59;;;1100
2000;0.4;0.830830191;1300000;72.6991;0.96796;0.96627;0.99986;5.5912;0.094509;0.3189712;-10;13.744;650.37;0.018781;1242.75;;;1300
2000;0.4;0.95865022;1500000;72.1837;0.99059;1.0014;1;5.9896;0.10828;0.3212488;-10;15.029;667.31;0.020086;1543.31;;;1500
2000;0.4;1.08647025;1700000;72.1533;1.0124;1.0387;1.0001;6.3804;0.12266;0.3213844;-10;16.316;683.6;0.02136;1869.14;;;1700
2000;0.6;0.295718003;500000;88.6659;0.83917;0.6994;0.9989;3.7663;0.044333;0.2615317;-10;8.3615;580.12;0.013079;59.23;;;500
2000;0.6;0.414005205;700000;79.774;0.87769;0.78744;0.99924;4.2876;0.055842;0.2906829;-10;9.8093;603.53;0.014472;222.4;;;700
2000;0.6;0.532292406;900000;74.9839;0.9054;0.84628;0.99949;4.7647;0.067486;0.309252;-10;11.171;622.16;0.015738;411.72;;;900
2000;0.6;0.650579607;1100000;72.2247;0.93299;0.89622;0.99969;5.2255;0.079447;0.3210665;-10;12.511;638.76;0.016894;629.57;;;1100
2000;0.6;0.768866809;1300000;70.5754;0.95887;0.93311;0.99986;5.6882;0.091748;0.3285696;-10;13.861;653.15;0.017925;877.49;;;1300
2000;0.6;0.88715401;1500000;69.9124;0.97999;0.97343;1;6.1265;0.10487;0.3316857;-10;15.199;667.83;0.01902;1155.9;;;1500
2000;0.6;1.005441211;1700000;70.0212;1.0009;1.005;1.0001;6.5266;0.11904;0.3311702;-10;16.505;683.76;0.020265;1460.49;;;1700
3000;0;0.073264499;100050;208.5422;0.72524;0.449;0.9973;1.8375;0.020865;0.1111954;-10;3.8511;480.2;0.012616;225.76;;;100.05
3000;0;0.219683656;300000;112.1967;0.80864;0.68511;0.99839;2.8085;0.03366;0.206681;-10;6.131;538.32;0.013317;510.1;;;300
3000;0;0.366139426;500000;91.0774;0.858;0.80392;0.9989;3.419;0.045539;0.2546068;-10;7.7388;570.06;0.0148;772.34;;;500
3000;0;0.512595196;700000;81.7538;0.896;0.87237;0.99924;3.9306;0.057228;0.2836435;-10;9.1496;592.35;0.016178;1044.24;;;700
3000;0;0.659050967;900000;76.8485;0.92989;0.92589;0.99949;4.4087;0.069164;0.3017485;-10;10.504;610.92;0.017432;1341.07;;;900
3000;0;0.805506737;1100000;74.7816;0.95817;0.96912;0.99969;4.8223;0.08226;0.3100886;-10;11.791;631.56;0.018954;1659.14;;;1100
3000;0;0.951962507;1300000;73.8928;0.98495;1.0152;0.99986;5.224;0.096061;0.3138184;-10;13.077;651.11;0.020433;2007.26;;;1300
3000;0;1.098418278;1500000;73.7152;1.0108;1.0642;1;5.6113;0.11057;0.3145746;-10;14.359;670.17;0.021898;2381.07;;;1500
3000;0.2;0.072045798;100050;206.2177;0.72227;0.4429;0.9973;1.8482;0.020632;0.1124488;-10;3.8607;480.62;0.012404;107.3;;;100.05
3000;0.2;0.216036581;300010;111.2688;0.80628;0.67438;0.99839;2.8192;0.033382;0.2084046;-10;6.1414;538.85;0.013157;329.38;;;300.01
3000;0.2;0.360048967;500000;90.457;0.85637;0.79652;0.9989;3.4299;0.045229;0.256353;-10;7.7505;570.79;0.014652;552.52;;;500
3000;0.2;0.504068553;700000;81.2956;0.89377;0.86745;0.99924;3.9401;0.056907;0.2852422;-10;9.1605;593.3;0.016048;791.5;;;700
3000;0.2;0.64808814;900000;76.4063;0.92838;0.9185;0.99949;4.4228;0.068766;0.3034949;-10;10.52;611.56;0.017277;1058.26;;;900
3000;0.2;0.792107727;1100000;74.2963;0.95599;0.96317;0.99969;4.8444;0.081726;0.3121142;-10;11.818;631.63;0.018745;1351.05;;;1100
3000;0.2;0.936127313;1300000;73.4421;0.98246;1.007;0.99986;5.2484;0.095475;0.3157445;-10;13.107;651.04;0.020213;1674.28;;;1300
3000;0.2;1.0801469;1500000;73.2839;1.008;1.0546;1;5.6401;0.10993;0.316426;-10;14.396;669.74;0.021657;2024.83;;;1500
3000;0.4;0.205655333;300010;108.5255;0.79987;0.65174;0.99839;2.8511;0.032559;0.2136727;-10;6.1735;540.7;0.012687;146.81;;;300.01
3000;0.4;0.342747464;500000;88.6079;0.852;0.77195;0.9989;3.4626;0.044304;0.2617029;-10;7.7881;572.98;0.01421;331.83;;;500
3000;0.4;0.479846449;700000;79.8273;0.88712;0.84532;0.99924;3.9739;0.055879;0.2904886;-10;9.1984;595.65;0.015624;538.04;;;700
3000;0.4;0.616945435;900000;75.2211;0.92098;0.89817;0.99949;4.4551;0.067699;0.3082771;-10;10.56;614.41;0.016884;774.7;;;900
3000;0.4;0.75404442;1100000;72.8323;0.94975;0.94694;0.99969;4.9113;0.080115;0.3183882;-10;11.898;631.92;0.018125;1043.26;;;1100
3000;0.4;0.891143406;1300000;72.0944;0.97566;0.98641;0.99986;5.3205;0.093723;0.321647;-10;13.197;651.11;0.019573;1342.48;;;1300
3000;0.4;1.028242391;1500000;72.0098;1.0004;1.0288;1;5.721;0.10801;0.3220246;-10;14.5;669.34;0.020978;1671.26;;;1500
3000;0.6;0.318025696;500000;85.3065;0.84008;0.72273;0.9989;3.5217;0.042653;0.2718308;-10;7.8449;575.77;0.013457;103.65;;;500
3000;0.6;0.445235975;700000;77.3029;0.87901;0.80801;0.99924;4.0334;0.054112;0.299975;-10;9.2645;599.46;0.014907;278.95;;;700
3000;0.6;0.572446254;900000;73.1625;0.90963;0.86781;0.99949;4.5133;0.065846;0.3169512;-10;10.629;618.8;0.01621;486.28;;;900
3000;0.6;0.699656532;1100000;70.8751;0.93987;0.91412;0.99969;4.9831;0.077963;0.3271804;-10;11.986;635.72;0.017384;726.74;;;1100
3000;0.6;0.826866811;1300000;69.8576;0.9655;0.95871;0.99986;5.4399;0.090815;0.3319456;-10;13.345;651.76;0.018549;1002.63;;;1300
3000;0.6;0.954077089;1500000;69.9109;0.9891;0.99497;1;5.8517;0.10487;0.3316925;-10;14.667;669.51;0.019912;1309.77;;;1500
3000;0.6;1.081287368;1700000;70.5025;1.0121;1.0333;1.0001;6.2615;0.11985;0.3289094;-10;16.015;686.81;0.021268;1659.25;;;1700
4000;0;0.078822973;100050;196.1396;0.72075;0.46276;0.9973;1.6957;0.019624;0.1182267;-10;3.5603;476.21;0.012859;217.3;;;100.05
4000;0;0.236350745;300000;106.6722;0.80632;0.70995;0.99839;2.6194;0.032002;0.217385;-10;5.7281;534.08;0.013576;499.58;;;300
4000;0;0.393917908;500000;87.3599;0.85807;0.82083;0.9989;3.2049;0.04368;0.2654414;-10;7.2732;565.59;0.015145;764.79;;;500
4000;0;0.551485071;700000;79.0224;0.89965;0.88642;0.99924;3.713;0.055316;0.2934474;-10;8.6678;588.04;0.016555;1049.06;;;700
4000;0;0.709052234;900000;75.3105;0.93497;0.94212;0.99949;4.164;0.067779;0.307911;-10;9.9948;610.03;0.018088;1360.3;;;900
4000;0;0.866619397;1100000;73.9221;0.9659;0.99259;0.99969;4.579;0.081314;0.3136942;-10;11.295;632.31;0.019736;1703.45;;;1100
4000;0;1.02418656;1300000;73.5975;0.99506;1.0483;0.99986;4.9773;0.095677;0.3150778;-10;12.594;653.76;0.021359;2077.99;;;1300
4000;0.2;0.077492061;100050;194.2084;0.71797;0.45616;0.9973;1.7042;0.01943;0.1194023;-10;3.5682;476.73;0.012668;109.39;;;100.05
4000;0.2;0.232367748;300010;105.8586;0.80406;0.69943;0.99839;2.6285;0.031759;0.2190557;-10;5.737;534.65;0.013426;333.15;;;300.01
4000;0.2;0.387266672;500000;86.8093;0.85637;0.81339;0.9989;3.214;0.043405;0.2671249;-10;7.2829;566.35;0.015006;561.29;;;500
4000;0.2;0.542173341;700000;78.6114;0.89729;0.8799;0.99924;3.7217;0.055028;0.2949819;-10;8.6783;588.95;0.01643;813.54;;;700
4000;0.2;0.697080009;900000;74.8197;0.93293;0.93673;0.99949;4.1835;0.067338;0.3099308;-10;10.018;610.14;0.017886;1097.76;;;900
4000;0.2;0.851986678;1100000;73.48;0.96365;0.98552;0.99969;4.5999;0.080828;0.3155817;-10;11.322;632.36;0.019526;1415.47;;;1100
4000;0.2;1.006893347;1300000;73.1171;0.99253;1.0389;0.99986;5.0046;0.095052;0.3171477;-10;12.625;653.28;0.02111;1764.91;;;1300
4000;0.4;0.22160585;300010;103.4089;0.79771;0.66822;0.99839;2.6566;0.031024;0.2242449;-10;5.7645;536.35;0.012976;165.19;;;300.01
4000;0.4;0.369330773;500000;85.128;0.85166;0.7913;0.9989;3.2438;0.042564;0.2724006;-10;7.3154;568.55;0.01458;356.86;;;500
4000;0.4;0.517063082;700000;77.3864;0.89086;0.86517;0.99924;3.748;0.05417;0.2996513;-10;8.711;591.88;0.016057;577.8;;;700
4000;0.4;0.664795391;900000;73.4299;0.92749;0.91886;0.99949;4.2348;0.066087;0.3157969;-10;10.079;611.09;0.01734;834.71;;;900
4000;0.4;0.8125277;1100000;72.1215;0.95702;0.96602;0.99969;4.6636;0.079334;0.3215259;-10;11.4;632.42;0.018902;1128.22;;;1100
4000;0.4;0.960260009;1300000;71.8751;0.98521;1.0136;0.99986;5.075;0.093438;0.3226282;-10;12.717;653.02;0.020458;1455.57;;;1300
4000;0.4;1.107992318;1500000;72.406;1.0128;1.0658;1;5.4793;0.10861;0.3202626;-10;14.055;673.37;0.022026;1828.6;;;1500
4000;0.6;0.343076712;500000;82.2098;0.84155;0.74838;0.9989;3.2964;0.041105;0.2820702;-10;7.3703;571.69;0.013855;147.14;;;500
4000;0.6;0.480307397;700000;75.1321;0.88145;0.82836;0.99924;3.8012;0.052592;0.3086423;-10;8.7706;595.75;0.015372;337.35;;;700
4000;0.6;0.617538082;900000;71.6175;0.91592;0.88889;0.99949;4.2844;0.064456;0.3237886;-10;10.141;615.83;0.016716;565.1;;;900
4000;0.6;0.754768766;1100000;69.933;0.94777;0.93786;0.99969;4.763;0.076926;0.3315877;-10;11.522;633.51;0.017945;833.62;;;1100
4000;0.6;0.891999451;1300000;69.7984;0.97432;0.9807;0.99986;5.1902;0.090738;0.3322271;-10;12.863;653.24;0.019425;1139.04;;;1300
4000;0.6;1.029230136;1500000;70.4254;1.0005;1.0241;1;5.6102;0.10564;0.3292695;-10;14.227;672.65;0.020922;1491.96;;;1500
5000;0;0.085695931;100050;184.4516;0.71423;0.479;0.9973;1.5655;0.018454;0.1257183;-10;3.2928;472.16;0.013098;209.8;;;100.05
5000;0;0.256959315;300000;101.5199;0.80431;0.73173;0.99839;2.4371;0.030456;0.2284176;-10;5.3424;529.45;0.013885;489.12;;;300
5000;0;0.428265525;500000;83.9999;0.85898;0.83827;0.9989;3.0044;0.042;0.2760589;-10;6.8398;561.15;0.015536;760.33;;;500
5000;0;0.599571734;700000;76.7732;0.90531;0.90715;0.99924;3.5129;0.053741;0.3020444;-10;8.2354;584.58;0.016998;1062.49;;;700
5000;0;0.770877944;900000;74.2416;0.94189;0.96284;0.99949;3.9418;0.066817;0.312344;-10;9.5447;610.34;0.018838;1392.69;;;900
5000;0;0.942184154;1100000;73.4712;0.97578;1.0243;0.99969;4.3552;0.080818;0.3156195;-10;10.857;634.61;0.020624;1761.9;;;1100
5000;0;1.113490364;1300000;74.2875;1.0084;1.0762;0.99986;4.7127;0.096574;0.3121513;-10;12.129;661.8;0.022773;2165.25;;;1300
5000;0.2;0.084153419;100050;182.9164;0.71145;0.47178;0.9973;1.5719;0.018301;0.1267734;-10;3.2987;472.82;0.012936;111.49;;;100.05
5000;0.2;0.25233409;300000;100.8036;0.80212;0.72168;0.99839;2.4449;0.030242;0.2300407;-10;5.3492;530.04;0.013745;336.2;;;300
5000;0.2;0.420556817;500000;83.5394;0.85728;0.8306;0.9989;3.0122;0.04177;0.2775807;-10;6.849;561.97;0.01541;572.26;;;500
5000;0.2;0.588779544;700000;76.3517;0.90254;0.90005;0.99924;3.5224;0.053446;0.3037121;-10;8.2449;585.34;0.016863;842.31;;;700
5000;0.2;0.757002271;900000;73.7782;0.93966;0.95627;0.99949;3.9602;0.0664;0.3143061;-10;9.5669;610.33;0.018633;1147.59;;;900
5000;0.2;0.925224998;1100000;73.0398;0.97313;1.0155;0.99969;4.3769;0.080344;0.3174833;-10;10.884;634.28;0.0204;1492;;;1100
5000;0.2;1.093447725;1300000;73.7184;1.0052;1.0711;0.99986;4.7529;0.095834;0.3145611;-10;12.181;660.13;0.022409;1877.63;;;1300
5000;0.4;0.079950455;100050;178.0128;0.70311;0.45173;0.9973;1.5933;0.01781;0.1302655;-10;3.3183;474.58;0.01242;11.64;;;100.05
5000;0.4;0.239739492;300010;98.6608;0.79591;0.69054;0.99839;2.4694;0.029599;0.235037;-10;5.3737;531.82;0.013319;182.27;;;300.01
5000;0.4;0.399552501;500000;82.0435;0.85239;0.8087;0.9989;3.0379;0.041022;0.2826419;-10;6.8771;564.22;0.015004;383.32;;;500
5000;0.4;0.559373502;700000;75.2107;0.89542;0.87919;0.99924;3.5479;0.052648;0.3083196;-10;8.2757;587.97;0.016489;622.4;;;700
5000;0.4;0.719194502;900000;72.4138;0.9335;0.93908;0.99949;4.0152;0.065172;0.3202282;-10;9.6338;610.54;0.018037;903.47;;;900
5000;0.4;0.879015503;1100000;71.7865;0.96609;0.9915;0.99969;4.4386;0.078965;0.3230264;-10;10.962;634.07;0.01977;1224.1;;;1100
5000;0.4;1.038836503;1300000;72.2299;0.99739;1.0506;0.99986;4.8546;0.093899;0.3210434;-10;12.313;656.94;0.021495;1594.98;;;1300
5000;0.6;0.223015165;300000;94.9888;0.78595;0.64733;0.99839;2.5123;0.028497;0.2441227;-10;5.4161;534.77;0.012604;23.84;;;300
