Alt (m);Mach number;Throttle;Power (W);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);;;Power (W)
0;0;0.054140955;100020;305.9656;0.73431;0.36437;0.99699;2.8642;0.030603;0.0757893;0;4.2343;497.92;0.011872;312.65;;;100.02
0;0;0.10828191;200040;201.2855;0.79299;0.47117;0.99768;3.6278;0.040266;0.1152042;0;5.5306;542.53;0.012333;500.7;;;200.04
0;0;0.162439104;300090;159.4218;0.81627;0.54968;0.99809;4.2006;0.047842;0.1454565;0;6.5104;565.82;0.012655;667.41;;;300.09
0;0;0.216569232;400090;135.7061;0.82909;0.61744;0.99838;4.7044;0.054294;0.1708761;0;7.3613;580.42;0.012824;827.83;;;400.09
0;0;0.270758904;500200;121.7127;0.84173;0.6684;0.9986;5.114;0.06088;0.1905219;0;8.0995;593.69;0.013227;980.47;;;500.2
0;0;0.324878207;600180;112.4822;0.85378;0.70902;0.99878;5.4589;0.06751;0.2061564;0;8.7554;605.55;0.013741;1126.88;;;600.18
0;0;0.378948793;700070;105.7355;0.86478;0.74771;0.99893;5.7737;0.074022;0.2193107;0;9.3679;616.14;0.014245;1271.91;;;700.07
0;0;0.43305727;800030;100.5908;0.87489;0.77817;0.99907;6.0648;0.080475;0.2305275;0;9.9456;625.51;0.014744;1416.44;;;800.03
0;0;0.487187399;900030;96.5912;0.88491;0.80361;0.99919;6.3372;0.086935;0.2400728;0;10.497;634.03;0.015242;1561.64;;;900.03
0;0;0.541301288;1000000;93.4112;0.89488;0.82413;0.99929;6.5901;0.093412;0.2482456;0;11.022;641.88;0.01575;1706.36;;;1000
0;0;0.595431417;1100000;90.7748;0.90434;0.84408;0.99939;6.8385;0.099853;0.2554556;0;11.538;649.2;0.016224;1854.38;;;1100
0;0;0.649561546;1200000;88.5947;0.91342;0.86219;0.99947;7.0778;0.10631;0.2617418;0;12.041;656;0.01669;2004.42;;;1200
0;0;0.703691675;1300000;86.7628;0.92214;0.87992;0.99955;7.3124;0.11279;0.2672681;0;12.538;662.38;0.017138;2157.72;;;1300
0;0;0.757821804;1400000;85.1522;0.93011;0.89256;0.99963;7.5485;0.11921;0.2723233;0;13.033;668.08;0.017548;2315.26;;;1400
0;0;0.811951932;1500000;83.796;0.93741;0.90502;0.9997;7.781;0.12569;0.2767309;0;13.524;673.58;0.017949;2476.72;;;1500
0;0;0.866082061;1600000;82.7748;0.94377;0.91884;0.99976;8.0048;0.13244;0.280145;0;14.011;679.42;0.018383;2643.01;;;1600
0;0;0.92021219;1700000;81.9141;0.94997;0.93331;0.99982;8.2253;0.13925;0.2830884;0;14.495;685.13;0.018811;2812.91;;;1700
0;0;0.974342319;1800000;81.1841;0.95594;0.94775;0.99988;8.4456;0.14613;0.285634;0;14.98;690.65;0.019225;2987.67;;;1800
0;0;1;1847000;80.73;0.96271;0.95904;0.99993;8.6466;0.15339;0.2872404;0;15.451;696.93;0.019711;3163.58;;;1847
0;0.1;0.053875572;100020;304.6141;0.73371;0.36338;0.99699;2.8708;0.030468;0.0761256;0;4.2385;497.94;0.011792;215.37;;;100.02
0;0.1;0.107751145;200040;200.7707;0.79252;0.46967;0.99768;3.6325;0.040163;0.1154996;0;5.5365;542.7;0.01228;377.86;;;200.04
0;0.1;0.161615944;300040;159.1151;0.81617;0.54737;0.99809;4.2037;0.047741;0.1457368;0;6.5125;566.07;0.012619;524.63;;;300.04
0;0.1;0.215480743;400040;135.5278;0.82908;0.61498;0.99838;4.7064;0.054216;0.171101;0;7.3661;580.78;0.012796;668.4;;;400.04
0;0.1;0.269340156;500030;121.4692;0.84152;0.66649;0.9986;5.119;0.060739;0.1909037;0;8.103;593.85;0.013184;806.79;;;500.03
0;0.1;0.323204956;600030;112.3114;0.85357;0.70636;0.99878;5.4635;0.06739;0.20647;0;8.7628;605.76;0.013701;942.27;;;600.03
0;0.1;0.377058982;700010;105.5685;0.86456;0.74533;0.99893;5.7783;0.073899;0.2196578;0;9.3755;616.35;0.014205;1076.7;;;700.01
0;0.1;0.430918395;800000;100.4273;0.87465;0.77627;0.99907;6.0697;0.080342;0.2309026;0;9.9536;625.73;0.014703;1211.4;;;800
0;0.1;0.484783194;900000;96.4389;0.88456;0.80177;0.99919;6.3424;0.086795;0.2404521;0;10.506;634.24;0.0152;1347.57;;;900
0;0.1;0.538647994;1000000;93.2714;0.8945;0.82241;0.99929;6.5954;0.093272;0.2486179;0;11.031;642.09;0.015708;1483.84;;;1000
0;0.1;0.592512793;1100000;90.6454;0.90395;0.84243;0.99939;6.8437;0.09971;0.2558203;0;11.547;649.43;0.016183;1623.47;;;1100
0;0.1;0.646377592;1200000;88.4782;0.91305;0.86045;0.99947;7.0829;0.10617;0.2620865;0;12.051;656.24;0.01665;1765.53;;;1200
0;0.1;0.700242392;1300000;86.6559;0.92176;0.87806;0.99955;7.3172;0.11265;0.2675977;0;12.547;662.63;0.0171;1910.87;;;1300
0;0.1;0.754107191;1400000;85.0601;0.92979;0.89139;0.99963;7.5526;0.11908;0.2726181;0;13.041;668.4;0.017514;2060.36;;;1400
0;0.1;0.80797199;1500000;83.6966;0.93728;0.90383;0.9997;7.7861;0.12554;0.2770594;0;13.533;673.86;0.017911;2214.05;;;1500
0;0.1;0.86183679;1600000;82.6737;0.94358;0.91722;0.99976;8.0109;0.13228;0.2804873;0;14.022;679.64;0.018341;2373.06;;;1600
0;0.1;0.915701589;1700000;81.8209;0.94979;0.93162;0.99982;8.2313;0.1391;0.2834109;0;14.507;685.37;0.01877;2535.7;;;1700
0;0.1;0.969566388;1800000;81.0919;0.95576;0.946;0.99988;8.4515;0.14597;0.2859588;0;14.991;690.89;0.019184;2702.94;;;1800
0;0.1;1.023431188;1900000;80.6191;0.96235;0.9578;0.99993;8.6559;0.15318;0.2876358;0;15.465;697;0.019656;2872.88;;;1900
0;0.2;0.053100446;100020;300.5181;0.73195;0.36047;0.99699;2.8911;0.030059;0.0771632;0;4.2515;498.02;0.011552;117.56;;;100.02
0;0.2;0.106190274;200020;198.7812;0.79091;0.46462;0.99768;3.6491;0.03976;0.1166556;0;5.5447;542.93;0.012107;254;;;200.02
0;0.2;0.159280102;300020;158.0742;0.81586;0.54064;0.99809;4.2137;0.047425;0.1466965;0;6.5193;566.79;0.012506;381.78;;;300.02
0;0.2;0.212364621;400010;134.7591;0.82901;0.60673;0.99838;4.7139;0.053905;0.1720769;0;7.368;581.64;0.012706;507.94;;;400.01
0;0.2;0.265454449;500010;120.628;0.84089;0.66083;0.9986;5.134;0.060315;0.1922351;0;8.1137;594.32;0.013053;633.18;;;500.01
0;0.2;0.318538968;600000;111.529;0.85284;0.69741;0.99878;5.4796;0.066918;0.2079184;0;8.7701;606.1;0.013569;756.33;;;600
0;0.2;0.371628796;700000;104.8625;0.86379;0.73732;0.99893;5.7947;0.073404;0.2211365;0;9.3831;616.7;0.014075;880.11;;;700
0;0.2;0.424718624;800000;99.773;0.87383;0.76989;0.99907;6.0872;0.079819;0.2324168;0;9.9626;626.13;0.014569;1005.06;;;800
0;0.2;0.477808452;900000;95.8303;0.8834;0.79497;0.99919;6.3599;0.086247;0.2419792;0;10.514;634.61;0.015068;1131.76;;;900
0;0.2;0.53089828;1000000;92.6986;0.89324;0.8166;0.99929;6.6138;0.092699;0.2501541;0;11.04;642.46;0.015573;1259.56;;;1000
0;0.2;0.583988108;1100000;90.1208;0.90265;0.83631;0.99939;6.8617;0.099133;0.2573095;0;11.556;649.84;0.016053;1390.79;;;1100
0;0.2;0.637077936;1200000;87.9917;0.91173;0.85456;0.99947;7.1006;0.10559;0.2635355;0;12.06;656.69;0.016523;1524.75;;;1200
0;0.2;0.690167764;1300000;86.2022;0.92045;0.87187;0.99955;7.3344;0.11206;0.2690061;0;12.556;663.11;0.016977;1662.06;;;1300
0;0.2;0.743257592;1400000;84.6623;0.92866;0.88746;0.99963;7.5671;0.11853;0.273899;0;13.049;669.1;0.017404;1803.47;;;1400
0;0.2;0.79634742;1500000;83.3143;0.93631;0.89974;0.9997;7.8012;0.12497;0.2783308;0;13.541;674.59;0.017799;1949.45;;;1500
0;0.2;0.849437248;1600000;82.2406;0.94294;0.91181;0.99976;8.032;0.13159;0.2819644;0;14.032;680.06;0.018206;2100.74;;;1600
0;0.2;0.902527076;1700000;81.4184;0.94917;0.92591;0.99982;8.2523;0.13841;0.2848118;0;14.519;685.82;0.018636;2256.66;;;1700
0;0.2;0.955616904;1800000;80.7075;0.95516;0.94003;0.99988;8.4717;0.14527;0.2873208;0;15.003;691.36;0.019053;2416.27;;;1800
0;0.2;1.008706732;1900000;80.1485;0.96114;0.9536;0.99993;8.6883;0.15228;0.2893246;0;15.487;696.91;0.019475;2580.91;;;1900
0;0.3;0.052110034;100020;293.659;0.7293;0.35607;0.99699;2.9277;0.029373;0.0789655;0;4.2763;498.25;0.011148;17.93;;;100.02
0;0.3;0.104209649;200020;195.532;0.78837;0.45677;0.99768;3.6769;0.03911;0.1185941;0;5.5631;543.38;0.011819;129.12;;;200.02
0;0.3;0.156309263;300020;156.2237;0.81459;0.52995;0.99809;4.2325;0.04687;0.1484342;0;6.5323;567.85;0.012304;238.14;;;300.02
0;0.3;0.208403668;400010;133.4577;0.82879;0.59395;0.99838;4.7278;0.053384;0.173755;0;7.3775;583.06;0.012547;347.37;;;400.01
0;0.3;0.260503282;500010;119.4092;0.84031;0.64761;0.9986;5.1523;0.059705;0.1941972;0;8.1262;595.41;0.012876;458.52;;;500.01
0;0.3;0.312597687;600000;110.2889;0.85178;0.68559;0.99878;5.5057;0.066174;0.2102562;0;8.789;606.88;0.013355;570.22;;;600
0;0.3;0.364697301;700000;103.7502;0.86261;0.72368;0.99893;5.8213;0.072625;0.2235074;0;9.4022;617.39;0.013862;683.42;;;700
0;0.3;0.416796916;800000;98.7752;0.87261;0.75715;0.99907;6.114;0.07902;0.2347648;0;9.9824;626.88;0.014361;798.67;;;800
0;0.3;0.46889653;900000;94.8844;0.88196;0.78429;0.99919;6.3879;0.085396;0.2443913;0;10.535;635.39;0.014854;916.15;;;900
0;0.3;0.520996145;1000000;91.793;0.89125;0.80728;0.99929;6.6445;0.091793;0.2526221;0;11.064;643.17;0.01535;1035.79;;;1000
0;0.3;0.573095759;1100000;89.2885;0.90058;0.82676;0.99939;6.8918;0.098217;0.2597081;0;11.58;650.61;0.015835;1158.69;;;1100
0;0.3;0.625195374;1200000;87.2192;0.90962;0.84518;0.99947;7.1302;0.10466;0.2658696;0;12.083;657.5;0.01631;1284.64;;;1200
0;0.3;0.677294988;1300000;85.4854;0.91833;0.86224;0.99955;7.3632;0.11113;0.2712619;0;12.579;663.99;0.01677;1414.2;;;1300
0;0.3;0.729394602;1400000;84.0098;0.92665;0.8789;0.99963;7.5938;0.11761;0.2760264;0;13.071;670.15;0.017209;1547.78;;;1400
0;0.3;0.781494217;1500000;82.7258;0.9345;0.89333;0.9997;7.8248;0.12409;0.2803107;0;13.562;675.88;0.017621;1685.71;;;1500
0;0.3;0.833593831;1600000;81.6549;0.94199;0.90536;0.99976;8.0599;0.13065;0.2839871;0;14.059;681.24;0.018011;1830.63;;;1600
0;0.3;0.885693446;1700000;80.7832;0.94814;0.91704;0.99982;8.2873;0.13733;0.2870515;0;14.549;686.63;0.018413;1979.03;;;1700
0;0.3;0.93779306;1800000;80.1029;0.95417;0.93077;0.99988;8.5061;0.14419;0.2894892;0;15.033;692.22;0.018835;2131.38;;;1800
0;0.3;0.989892675;1900000;79.5375;0.96;0.94453;0.99993;8.7253;0.15112;0.291547;0;15.519;697.64;0.019245;2288.91;;;1900
0;0.3;1.041992289;2000000;79.0894;0.96577;0.95784;0.99998;8.9419;0.15818;0.293199;0;16.004;703.03;0.019656;2451.13;;;2000
0;0.4;0.101579402;200020;190.8422;0.78495;0.44638;0.99768;3.7181;0.038172;0.1215084;0;5.5904;543.91;0.011408;1.61;;;200.02
0;0.4;0.152364024;300020;153.4184;0.81222;0.51597;0.99809;4.263;0.046028;0.1511483;0;6.5528;569.09;0.011997;92.64;;;300.02
0;0.4;0.20313849;400000;131.6481;0.82798;0.57662;0.99838;4.7472;0.05266;0.1761433;0;7.3909;585.02;0.012325;185.77;;;400
0;0.4;0.253928191;500010;117.6117;0.83954;0.62982;0.9986;5.1807;0.058807;0.1971652;0;8.1457;596.82;0.012613;282.25;;;500.01
0;0.4;0.304707734;600000;108.5288;0.85043;0.67234;0.99878;5.543;0.065118;0.2136661;0;8.8163;608.04;0.013053;382.07;;;600
0;0.4;0.355492357;700000;102.1962;0.86104;0.70338;0.99893;5.8585;0.071537;0.2269061;0;9.4288;618.32;0.013568;484.81;;;700
0;0.4;0.406276979;800000;97.3417;0.87092;0.73926;0.99907;6.1531;0.077873;0.238222;0;10.011;627.85;0.014063;590.32;;;800
0;0.4;0.457061602;900000;93.5573;0.88018;0.76856;0.99919;6.4275;0.084202;0.247858;0;10.565;636.46;0.014556;698.75;;;900
0;0.4;0.507846224;1000000;90.541;0.889;0.79224;0.99929;6.6857;0.090541;0.2561152;0;11.095;644.23;0.015048;809.66;;;1000
0;0.4;0.558630847;1100000;88.0913;0.89779;0.81409;0.99939;6.9362;0.0969;0.2632374;0;11.617;651.63;0.015521;925.14;;;1100
0;0.4;0.609415469;1200000;86.1188;0.90673;0.83177;0.99947;7.1729;0.10334;0.2692669;0;12.117;658.57;0.016009;1042.76;;;1200
0;0.4;0.660200091;1300000;84.4534;0.91537;0.84912;0.99955;7.4057;0.10979;0.2745767;0;12.613;665.14;0.016473;1164.64;;;1300
0;0.4;0.710984714;1400000;83.0497;0.9237;0.86552;0.99963;7.6356;0.11627;0.2792174;0;13.105;671.39;0.01692;1290.82;;;1400
0;0.4;0.761769336;1500000;81.8436;0.93169;0.88144;0.9997;7.8637;0.12277;0.2833323;0;13.594;677.35;0.017347;1420.99;;;1500
0;0.4;0.812553959;1600000;80.8555;0.93944;0.8965;0.99976;8.0945;0.12937;0.2867946;0;14.089;683.05;0.017759;1557.97;;;1600
0;0.4;0.863338581;1700000;79.9736;0.94664;0.90801;0.99982;8.3272;0.13596;0.2899574;0;14.585;688.27;0.018141;1699.4;;;1700
0;0.4;0.914123203;1800000;79.2607;0.95285;0.91927;0.99988;8.5541;0.14267;0.2925653;0;15.076;693.48;0.018532;1845.23;;;1800
0;0.4;0.964907826;1900000;78.703;0.95858;0.93174;0.99993;8.7744;0.14954;0.2946383;0;15.562;698.82;0.018937;1995.11;;;1900
0;0.4;1.015692448;2000000;78.2716;0.9643;0.94502;0.99998;8.9935;0.15654;0.2962622;0;16.05;704.15;0.019341;2150.7;;;2000
0;0.5;0.196507172;400010;129.2106;0.82628;0.55565;0.99838;4.7751;0.051685;0.1794662;0;7.4097;587.31;0.012027;22.18;;;400.01
0;0.5;0.245627825;500000;115.5399;0.83833;0.60686;0.9986;5.2085;0.05777;0.2007006;0;8.1644;599.23;0.012325;103.99;;;500
0;0.5;0.29475339;600000;106.4949;0.8495;0.65014;0.99878;5.5811;0.063897;0.2177469;0;8.843;609.86;0.012722;191.24;;;600
0;0.5;0.343878955;700000;100.1584;0.85933;0.68463;0.99893;5.9076;0.070111;0.2315227;0;9.4646;619.77;0.013188;282.89;;;700
0;0.5;0.39300452;800000;95.5233;0.86897;0.71342;0.99907;6.2025;0.076419;0.2427569;0;10.047;629.06;0.01369;379.08;;;800
0;0.5;0.442130084;900000;91.8279;0.87809;0.74547;0.99919;6.4788;0.082645;0.2525261;0;10.602;637.68;0.014175;477.73;;;900
0;0.5;0.491255649;1000000;88.9253;0.88673;0.77202;0.99929;6.7393;0.088925;0.2607686;0;11.136;645.61;0.014663;580.5;;;1000
0;0.5;0.540381214;1100000;86.576;0.89499;0.79482;0.99939;6.9908;0.095234;0.2678449;0;11.657;652.97;0.015137;687.29;;;1100
0;0.5;0.589506779;1200000;84.6637;0.90329;0.81463;0.99947;7.2313;0.1016;0.2738947;0;12.163;659.86;0.015612;797.75;;;1200
0;0.5;0.638632344;1300000;83.092;0.91175;0.83225;0.99955;7.4634;0.10802;0.2790755;0;12.659;666.49;0.016083;912.07;;;1300
0;0.5;0.687757909;1400000;81.7598;0.91996;0.84863;0.99963;7.6926;0.11446;0.2836227;0;13.151;672.84;0.016534;1030.56;;;1400
0;0.5;0.736883474;1500000;80.6441;0.92796;0.8647;0.9997;7.9203;0.12097;0.2875466;0;13.641;678.9;0.016971;1153.9;;;1500
0;0.5;0.786009039;1600000;79.7257;0.93576;0.87999;0.99976;8.149;0.12756;0.2908591;0;14.135;684.78;0.017394;1283.15;;;1600
0;0.5;0.835134604;1700000;78.9467;0.94329;0.89517;0.99982;8.3761;0.13421;0.293729;0;14.627;690.41;0.017805;1417.01;;;1700
0;0.5;0.884260169;1800000;78.2595;0.95037;0.90796;0.99988;8.6056;0.14087;0.2963083;0;15.122;695.68;0.018189;1555.71;;;1800
0;0.5;0.933385734;1900000;77.662;0.95727;0.91885;0.99993;8.8361;0.14756;0.2985879;0;15.62;700.65;0.018553;1700.04;;;1900
0;0.5;0.982511299;2000000;77.2258;0.96251;0.92949;0.99998;9.0582;0.15445;0.3002744;0;16.108;705.68;0.018945;1847.35;;;2000
0;0.5;1.031636864;2100000;76.9336;0.96809;0.94185;1;9.2792;0.16156;0.3014147;0;16.601;710.9;0.019347;2001.96;;;2100
0;0.6;0.331737832;700000;97.8157;0.85811;0.65954;0.99893;5.9597;0.068471;0.2370675;0;9.5025;621.85;0.012766;77.66;;;700
0;0.6;0.379128951;800000;93.2075;0.86703;0.69013;0.99907;6.2663;0.074566;0.2487883;0;10.094;630.78;0.013224;163.04;;;800
0;0.6;0.42652007;900000;89.735;0.87575;0.71425;0.99919;6.5418;0.080762;0.2584157;0;10.647;639.12;0.013719;252.94;;;900
0;0.6;0.473911189;1000000;86.9629;0.88425;0.7434;0.99929;6.8027;0.086963;0.2666533;0;11.183;647.09;0.014204;347.02;;;1000
0;0.6;0.521302308;1100000;84.6936;0.89236;0.76891;0.99939;7.0584;0.093163;0.2737979;0;11.708;654.59;0.014668;445;;;1100
0;0.6;0.568693427;1200000;82.8871;0.90014;0.79202;0.99947;7.301;0.099465;0.2797653;0;12.217;661.51;0.015139;547.97;;;1200
0;0.6;0.616084546;1300000;81.3989;0.90768;0.8105;0.99955;7.5362;0.10582;0.2848802;0;12.719;668.09;0.015601;655.53;;;1300
0;0.6;0.663475665;1400000;80.1485;0.91565;0.82856;0.99963;7.7669;0.11221;0.2893245;0;13.213;674.45;0.016052;766.62;;;1400
0;0.6;0.710866784;1500000;79.1165;0.92351;0.84426;0.9997;7.9951;0.11867;0.2930987;0;13.703;680.63;0.016495;882.44;;;1500
0;0.6;0.758257902;1600000;78.2823;0.93122;0.85964;0.99976;8.2222;0.12525;0.2962219;0;14.196;686.61;0.016929;1004.33;;;1600
0;0.6;0.805649021;1700000;77.5859;0.93868;0.87471;0.99982;8.4479;0.1319;0.2988806;0;14.688;692.35;0.01735;1131.18;;;1700
0;0.6;0.85304014;1800000;76.9852;0.94601;0.88905;0.99988;8.674;0.13857;0.301213;0;15.181;697.89;0.017753;1262.48;;;1800
0;0.6;0.900431259;1900000;76.4725;0.95308;0.90331;0.99993;8.8986;0.1453;0.3032323;0;15.673;703.22;0.018145;1398.23;;;1900
0;0.6;0.947822378;2000000;76.0296;0.95985;0.91579;0.99998;9.1256;0.15206;0.3049988;0;16.167;708.25;0.018516;1538.83;;;2000
0;0.6;0.995213497;2100000;75.7038;0.96647;0.92625;1;9.3586;0.15898;0.3063113;0;16.676;713.12;0.018872;1688.61;;;2100
0;0.6;1.042604616;2200000;75.5096;0.97148;0.93647;1.0001;9.5824;0.16612;0.307099;0;17.174;718.01;0.019262;1841.06;;;2200
304.8;0;0.055119586;100020;300.0557;0.7344;0.36779;0.99699;2.8012;0.030012;0.0772821;0;4.1418;497.21;0.011905;309.24;;;100.02
304.8;0;0.110228149;200020;197.4277;0.79188;0.47577;0.99768;3.5518;0.039489;0.1174553;0;5.4133;541.39;0.012353;495.75;;;200.02
304.8;0;0.165336713;300020;156.2911;0.81469;0.55608;0.99809;4.1223;0.04689;0.1483702;0;6.3826;564.24;0.012638;662.42;;;300.02
304.8;0;0.220439766;400010;133.2362;0.82772;0.62434;0.99838;4.6169;0.053295;0.1740437;0;7.2193;578.83;0.012826;822.17;;;400.01
304.8;0;0.27554833;500010;119.818;0.84087;0.67304;0.9986;5.0133;0.05991;0.1935347;0;7.9406;592.34;0.013278;973.55;;;500.01
304.8;0;0.330651383;600000;110.8295;0.85314;0.71697;0.99878;5.3565;0.066498;0.2092307;0;8.5929;604.41;0.013794;1120.92;;;600
304.8;0;0.385759947;700000;104.2573;0.8643;0.75447;0.99893;5.6641;0.07298;0.2224202;0;9.1938;614.93;0.014316;1265.34;;;700
304.8;0;0.440868511;800000;99.2721;0.87458;0.78381;0.99907;5.9533;0.079418;0.2335896;0;9.7678;624.35;0.014822;1411.02;;;800
304.8;0;0.495977075;900000;95.4147;0.88504;0.80811;0.99919;6.2182;0.085873;0.2430331;0;10.308;632.86;0.015344;1555.64;;;900
304.8;0;0.551085639;1000000;92.324;0.89519;0.82923;0.99929;6.4711;0.092324;0.251169;0;10.831;640.76;0.015852;1701.98;;;1000
304.8;0;0.606194203;1100000;89.7761;0.90479;0.84914;0.99939;6.7184;0.098754;0.2582973;0;11.345;648.13;0.016332;1851.52;;;1100
304.8;0;0.661302766;1200000;87.6824;0.91407;0.86761;0.99947;6.9558;0.10522;0.264465;0;11.845;654.93;0.016808;2003.04;;;1200
304.8;0;0.71641133;1300000;85.8921;0.92273;0.88337;0.99955;7.1925;0.11166;0.2699774;0;12.342;661.17;0.01725;2158.8;;;1300
304.8;0;0.771519894;1400000;84.344;0.93081;0.89642;0.99963;7.4293;0.11808;0.2749328;0;12.837;666.9;0.01766;2319.03;;;1400
304.8;0;0.826628458;1500000;83.128;0.93772;0.90984;0.9997;7.6588;0.12469;0.2789546;0;13.328;672.75;0.01809;2483.68;;;1500
304.8;0;0.881737022;1600000;82.178;0.94427;0.92488;0.99976;7.8814;0.13148;0.2821794;0;13.815;678.76;0.018537;2652.59;;;1600
304.8;0;0.936845586;1700000;81.3648;0.95053;0.93985;0.99982;8.1029;0.13832;0.2849996;0;14.3;684.52;0.018967;2825.89;;;1700
304.8;0;0.99195415;1800000;80.7976;0.95729;0.95254;0.99988;8.311;0.14544;0.2870003;0;14.776;690.75;0.019444;3001.61;;;1800
304.8;0;1.047062714;1900000;80.3901;0.96417;0.96419;0.99993;8.5124;0.15274;0.288455;0;15.248;697.13;0.019937;3180.98;;;1900
304.8;0.1;0.054847554;100020;298.7684;0.73379;0.36677;0.99699;2.8075;0.029884;0.0776151;0;4.1458;497.24;0.011827;214.43;;;100.02
304.8;0.1;0.109684141;200020;196.8372;0.79138;0.47407;0.99768;3.5567;0.039371;0.1178077;0;5.4167;541.5;0.012299;375.53;;;200.02
304.8;0.1;0.164520728;300020;155.9723;0.81462;0.55372;0.99809;4.1251;0.046794;0.1486734;0;6.3845;564.5;0.012604;522.77;;;300.02
304.8;0.1;0.219351832;400010;132.9484;0.82759;0.6218;0.99838;4.6206;0.05318;0.1744205;0;7.2218;579.05;0.012788;665.82;;;400.01
304.8;0.1;0.274188419;500010;119.5454;0.84067;0.67111;0.9986;5.0181;0.059773;0.1939759;0;7.9441;592.5;0.013235;803.89;;;500.01
304.8;0.1;0.329019522;600000;110.5937;0.85291;0.71399;0.99878;5.3614;0.066356;0.2096768;0;8.5964;604.55;0.013752;939.67;;;600
304.8;0.1;0.383856109;700000;104.0471;0.86405;0.75179;0.99893;5.669;0.072833;0.2228695;0;9.1974;615.07;0.014275;1073.71;;;700
304.8;0.1;0.438692696;800000;99.0749;0.87431;0.78167;0.99907;5.9586;0.07926;0.2340545;0;9.7717;624.52;0.01478;1209.63;;;800
304.8;0.1;0.493529283;900000;95.2259;0.88463;0.80628;0.99919;6.224;0.085703;0.2435149;0;10.312;633;0.0153;1345.34;;;900
304.8;0.1;0.54836587;1000000;92.1533;0.89476;0.82729;0.99929;6.4767;0.092153;0.2516344;0;10.835;640.92;0.015809;1483.14;;;1000
304.8;0.1;0.603202457;1100000;89.6191;0.90437;0.84727;0.99939;6.7239;0.098581;0.2587499;0;11.35;648.3;0.01629;1624.33;;;1100
304.8;0.1;0.658039044;1200000;87.5387;0.91365;0.86563;0.99947;6.9611;0.10505;0.2648993;0;11.849;655.11;0.016767;1767.84;;;1200
304.8;0.1;0.712875631;1300000;85.7656;0.92237;0.88212;0.99955;7.197;0.1115;0.2703756;0;12.346;661.42;0.017213;1915.49;;;1300
304.8;0.1;0.767712218;1400000;84.2264;0.93045;0.8951;0.99963;7.4337;0.11792;0.2753167;0;12.841;667.17;0.017625;2067.72;;;1400
304.8;0.1;0.822548805;1500000;82.9949;0.93751;0.90808;0.9997;7.6653;0.12449;0.2794019;0;13.334;672.9;0.018045;2224.96;;;1500
304.8;0.1;0.877385392;1600000;82.0525;0.94407;0.92304;0.99976;7.8878;0.13128;0.2826108;0;13.82;678.92;0.018493;2386.36;;;1600
304.8;0.1;0.932221979;1700000;81.2459;0.95034;0.93792;0.99982;8.1093;0.13812;0.2854168;0;14.306;684.7;0.018925;2552.17;;;1700
304.8;0.1;0.987058565;1800000;80.651;0.95689;0.95118;0.99988;8.321;0.14517;0.287522;0;14.785;690.75;0.019385;2721.48;;;1800
304.8;0.1;1.041895152;1900000;80.2483;0.96378;0.96277;0.99993;8.5225;0.15247;0.2889649;0;15.257;697.12;0.019878;2894.09;;;1900
304.8;0.2;0.054108737;100020;294.8646;0.732;0.36379;0.99699;2.8268;0.029493;0.0786427;0;4.1582;497.33;0.011593;119.13;;;100.02
304.8;0.2;0.108206654;200020;195.0258;0.78988;0.46906;0.99768;3.5719;0.039009;0.1189019;0;5.4268;541.82;0.012134;255.08;;;200.02
304.8;0.2;0.162304571;300020;154.9886;0.81437;0.5468;0.99809;4.1341;0.046499;0.149617;0;6.3906;565.26;0.012498;383.07;;;300.02
304.8;0.2;0.216397079;400010;132.1786;0.8274;0.61392;0.99838;4.6292;0.052872;0.1754363;0;7.2277;579.85;0.012691;509.38;;;400.01
304.8;0.2;0.270494996;500010;118.7269;0.84006;0.66538;0.9986;5.0326;0.059364;0.1953132;0;7.9544;592.99;0.013107;634.29;;;500.01
304.8;0.2;0.324587503;600000;109.8824;0.85222;0.70518;0.99878;5.3762;0.06593;0.2110342;0;8.607;604.97;0.013626;758.6;;;600
304.8;0.2;0.378685421;700000;103.4101;0.86332;0.74387;0.99893;5.6841;0.072387;0.2242424;0;9.2083;615.5;0.01415;882.3;;;700
304.8;0.2;0.432783338;800000;98.4799;0.87353;0.77536;0.99907;5.9747;0.078784;0.2354686;0;9.784;624.99;0.014651;1008.58;;;800
304.8;0.2;0.486881255;900000;94.6598;0.88345;0.80054;0.99919;6.2412;0.085194;0.2449712;0;10.326;633.42;0.015167;1135.4;;;900
304.8;0.2;0.540979172;1000000;91.6371;0.8935;0.82155;0.99929;6.4937;0.091637;0.2530519;0;10.849;641.37;0.01568;1264.77;;;1000
304.8;0.2;0.59507709;1100000;89.1438;0.9031;0.84176;0.99939;6.7407;0.098058;0.2601296;0;11.363;648.79;0.016164;1397.68;;;1100
304.8;0.2;0.649175007;1200000;87.1008;0.91239;0.85981;0.99947;6.9774;0.10452;0.2662311;0;11.862;655.63;0.016644;1533.22;;;1200
304.8;0.2;0.703272924;1300000;85.3766;0.92122;0.87765;0.99955;7.2115;0.11099;0.2716075;0;12.358;662.1;0.017101;1672.88;;;1300
304.8;0.2;0.757370841;1400000;83.87;0.92938;0.89119;0.99963;7.447;0.11742;0.2764867;0;12.853;667.96;0.017519;1817;;;1400
