Alt (m);Mach number;Throttle;Power (W);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);;;;Power (kW)
0;0.4;0.382653061;900000;80.9209;0.87262;0.76583;0.9992;4.2619;0.072829;0.2865629;-10;10.427;601.68;0.018987;410.99;;;;900
0;0.4;0.467687075;1100000;76.5223;0.8947;0.81779;0.9994;4.6345;0.084175;0.303035;-10;11.558;616.76;0.020181;563.12;;;;1100
0;0.4;0.552721088;1300000;73.5051;0.91424;0.8576;0.99957;4.9835;0.095557;0.3154736;-10;12.64;629.69;0.021306;726.7;;;;1300
0;0.4;0.637755102;1500000;71.3572;0.93421;0.8929;0.99971;5.319;0.10704;0.3249697;-10;13.697;641.62;0.02236;902.66;;;;1500
0;0.4;0.722789116;1700000;69.8035;0.95316;0.92177;0.99984;5.6523;0.11867;0.3322032;-10;14.751;652.36;0.023328;1093.56;;;;1700
0;0.4;0.807823129;1900000;68.6603;0.97054;0.94747;0.99995;5.9813;0.13045;0.3377343;-10;15.799;662.23;0.024235;1298.23;;;;1900
0;0.4;0.892857143;2100000;67.9886;0.98418;0.9751;1;6.2884;0.14278;0.3410709;-10;16.823;672.6;0.025227;1515.49;;;;2100
0;0.4;0.977891156;2300000;67.6902;0.99866;0.99757;1.0001;6.5751;0.15569;0.3425743;-10;17.825;683.64;0.02631;1745.33;;;;2300
0;0.4;1.06292517;2500000;67.5609;1.0127;1.0193;1.0002;6.8556;0.1689;0.3432302;-10;18.822;694.33;0.027376;1986.97;;;;2500
0;0.6;0.275005893;700000;84.6402;0.83411;0.65338;0.99895;3.9295;0.059248;0.2739707;-10;9.3027;586.76;0.016756;5.92;;;;700
0;0.6;0.353579005;900000;78.2632;0.86085;0.71379;0.9992;4.3433;0.070437;0.2962942;-10;10.519;604.59;0.018022;120.1;;;;900
0;0.6;0.432152118;1100000;74.2559;0.88565;0.77121;0.9994;4.7151;0.081681;0.3122842;-10;11.653;620.25;0.019252;248.45;;;;1100
0;0.6;0.51072523;1300000;71.5086;0.9061;0.81768;0.99957;5.0641;0.092961;0.3242816;-10;12.739;633.67;0.0204;389.92;;;;1300
0;0.6;0.589298342;1500000;69.5432;0.92348;0.85515;0.99971;5.4028;0.10431;0.3334463;-10;13.803;645.63;0.021456;544.84;;;;1500
0;0.6;0.667871454;1700000;68.1616;0.94083;0.88802;0.99984;5.7333;0.11587;0.3402054;-10;14.856;656.73;0.022459;714.34;;;;1700
0;0.6;0.746444567;1900000;67.1706;0.9586;0.91838;0.99995;6.0567;0.12762;0.3452242;-10;15.899;667.24;0.023416;897.5;;;;1900
0;0.6;0.825017679;2100000;66.4492;0.97515;0.94223;1;6.3832;0.13954;0.3489726;-10;16.95;676.67;0.024293;1095.87;;;;2100
0;0.6;0.903590791;2300000;66.0103;0.99004;0.96521;1.0001;6.7041;0.15182;0.3512926;-10;18;685.81;0.025165;1309.28;;;;2300
0;0.6;0.982163904;2500000;65.8263;1.0023;0.9902;1.0002;7.0085;0.16457;0.3522748;-10;19.034;695.33;0.02609;1535.77;;;;2500
0;0.6;1.060737016;2700000;65.8503;1.0151;1.0112;1.0003;7.2963;0.1778;0.3521463;-10;20.047;705.25;0.027078;1772.95;;;;2700
1000;0;0.048489843;100020;234.4633;0.6543;0.34935;0.99701;1.6443;0.023451;0.0989022;-10;3.6263;458.8;0.015847;166.58;;;;100.02
1000;0;0.145450138;300020;124.1967;0.7772;0.55074;0.9981;2.5349;0.037261;0.1867113;-10;5.8073;524.59;0.016333;380.68;;;;300.02
1000;0;0.242405585;500010;97.9911;0.81861;0.67521;0.99861;3.1247;0.048996;0.2366433;-10;7.3573;554.41;0.017422;578.58;;;;500.01
1000;0;0.339361032;700000;86.5287;0.85465;0.7643;0.99895;3.577;0.06057;0.2679911;-10;8.649;577.47;0.018815;773.11;;;;700
1000;0;0.436321326;900000;79.9854;0.88096;0.82218;0.9992;3.9695;0.071987;0.2899146;-10;9.8145;595.11;0.02015;971.97;;;;900
1000;0;0.533281621;1100000;75.7972;0.9053;0.86829;0.9994;4.333;0.083377;0.305934;-10;10.919;610;0.02138;1180.26;;;;1100
1000;0;0.630241916;1300000;72.8987;0.92869;0.90316;0.99957;4.6819;0.094768;0.3180981;-10;11.992;622.87;0.02249;1400.32;;;;1300
1000;0;0.727202211;1500000;70.9627;0.94964;0.93691;0.99971;5.0196;0.10644;0.3267763;-10;13.051;634.89;0.023562;1635.47;;;;1500
1000;0;0.824162505;1700000;69.8527;0.96712;0.96681;0.99984;5.3238;0.11875;0.3319689;-10;14.068;647.89;0.024784;1879.71;;;;1700
1000;0;0.9211228;1900000;69.2168;0.9845;0.99354;0.99995;5.6135;0.13151;0.3350188;-10;15.069;660.84;0.026031;2136.4;;;;1900
1000;0;1.018083095;2100000;68.8736;1.0013;1.0218;1;5.8976;0.14463;0.3366884;-10;16.069;673.32;0.027249;2407.43;;;;2100
1000;0.2;0.047683066;100020;231.6968;0.64871;0.34534;0.99701;1.6566;0.023175;0.1000831;-10;3.6379;459.21;0.015543;57.81;;;;100.02
1000;0.2;0.14303013;300020;123.3303;0.77541;0.54199;0.9981;2.5439;0.037001;0.188023;-10;5.8169;525.47;0.016161;213.36;;;;300.02
1000;0.2;0.238372426;500010;97.2923;0.81633;0.6678;0.99861;3.1376;0.048647;0.238343;-10;7.3715;555.02;0.017227;372.61;;;;500.01
1000;0.2;0.333714722;700000;85.9891;0.85214;0.75367;0.99895;3.5896;0.060192;0.269673;-10;8.6631;578.1;0.018632;537.41;;;;700
1000;0.2;0.429061785;900000;79.535;0.87927;0.81467;0.9992;3.9826;0.071582;0.2915564;-10;9.8301;595.89;0.019971;710.57;;;;900
1000;0.2;0.524408848;1100000;75.4034;0.90283;0.86065;0.9994;4.3466;0.082944;0.3075316;-10;10.936;610.76;0.021203;895.11;;;;1100
1000;0.2;0.619755912;1300000;72.5819;0.92637;0.89795;0.99957;4.6931;0.094356;0.3194865;-10;12.006;623.93;0.022339;1092.1;;;;1300
1000;0.2;0.715102975;1500000;70.614;0.94805;0.92961;0.99971;5.0365;0.10592;0.3283899;-10;13.072;635.56;0.023368;1305.76;;;;1500
1000;0.2;0.810450038;1700000;69.4528;0.96497;0.96135;0.99984;5.3492;0.11807;0.3338803;-10;14.101;648;0.024525;1531.33;;;;1700
1000;0.2;0.905797101;1900000;68.8433;0.98226;0.98738;0.99995;5.6397;0.1308;0.3368363;-10;15.104;660.92;0.02577;1769.48;;;;1900
1000;0.2;1.001144165;2100000;68.5145;0.99887;1.0146;1;5.9251;0.14388;0.3384531;-10;16.106;673.34;0.026981;2022.34;;;;2100
1000;0.4;0.13626743;300020;120.4531;0.76982;0.51793;0.9981;2.5756;0.036138;0.1925143;-10;5.8499;527.76;0.01559;43.76;;;;300.02
1000;0.4;0.227101785;500010;95.317;0.81037;0.6393;0.99861;3.1722;0.047659;0.2432822;-10;7.4094;557.2;0.016693;164.42;;;;500.01
1000;0.4;0.31793614;700000;84.3326;0.84489;0.72129;0.99895;3.6297;0.059033;0.27497;-10;8.7077;579.86;0.018071;299.76;;;;700
1000;0.4;0.408775037;900000;78.1664;0.87475;0.78961;0.9992;4.0228;0.07035;0.2966612;-10;9.878;598.18;0.019431;447.59;;;;900
1000;0.4;0.499613935;1100000;74.2378;0.89719;0.83761;0.9994;4.3863;0.081662;0.31236;-10;10.985;613.24;0.020686;608.78;;;;1100
1000;0.4;0.590452832;1300000;71.5604;0.91914;0.87821;0.99957;4.7327;0.093028;0.3240471;-10;12.057;626.61;0.021841;783.62;;;;1300
1000;0.4;0.681291729;1500000;69.7206;0.9406;0.9113;0.99971;5.0734;0.10458;0.3325982;-10;13.122;638.67;0.022904;975.09;;;;1500
1000;0.4;0.772130626;1700000;68.4079;0.96029;0.94068;0.99984;5.4086;0.11629;0.3389801;-10;14.179;649.59;0.023891;1181.87;;;;1700
1000;0.4;0.862969524;1900000;67.7075;0.97579;0.97072;0.99995;5.7192;0.12864;0.3424871;-10;15.21;661.27;0.024993;1403.76;;;;1900
1000;0.4;0.953808421;2100000;67.4403;0.99208;0.99516;1;6.0082;0.14162;0.3438438;-10;16.219;673.56;0.026191;1639.52;;;;2100
1000;0.4;1.044647318;2300000;67.3519;1.0077;1.0204;1.0001;6.2925;0.15491;0.344295;-10;17.225;685.35;0.027354;1888.71;;;;2300
1000;0.6;0.294402153;700000;81.498;0.83451;0.67762;0.99895;3.7;0.057049;0.2845337;-10;8.787;582.89;0.017132;54.62;;;;700
1000;0.6;0.378517054;900000;75.7929;0.86367;0.73939;0.9992;4.0949;0.068214;0.3059513;-10;9.9609;601.24;0.018511;177.36;;;;900
1000;0.6;0.462631955;1100000;72.1948;0.88954;0.79773;0.9994;4.4589;0.079414;0.3211993;-10;11.073;617.05;0.019791;315.64;;;;1100
1000;0.6;0.546746856;1300000;69.7562;0.90935;0.84091;0.99957;4.8064;0.090683;0.3324285;-10;12.151;630.59;0.020965;468.93;;;;1300
1000;0.6;0.630861757;1500000;68.105;0.9286;0.8781;0.99971;5.1463;0.10216;0.3404881;-10;13.217;642.97;0.022058;639.14;;;;1500
1000;0.6;0.714976658;1700000;66.9593;0.94852;0.91219;0.99984;5.4756;0.11383;0.3463137;-10;14.269;654.59;0.023099;824.37;;;;1700
1000;0.6;0.799091559;1900000;66.1602;0.96687;0.93747;0.99995;5.8108;0.1257;0.3504968;-10;15.333;664.85;0.024038;1027.26;;;;1900
1000;0.6;0.88320646;2100000;65.74;0.98286;0.96468;1;6.1331;0.13805;0.3527369;-10;16.388;675.19;0.025013;1246.78;;;;2100
1000;0.6;0.967321361;2300000;65.6222;0.99684;0.99112;1.0001;6.4381;0.15093;0.3533703;-10;17.425;685.88;0.02605;1480.43;;;;2300
1000;0.6;1.051436262;2500000;65.7619;1.0115;1.0132;1.0002;6.7242;0.1644;0.3526193;-10;18.444;697.08;0.027168;1727.3;;;;2500
2000;0;0.051917986;100020;221.016;0.65618;0.36017;0.99701;1.5218;0.022106;0.1049197;-10;3.366;456.05;0.016141;160.81;;;;100.02
2000;0;0.155733195;300020;117.5005;0.77223;0.57226;0.9981;2.3765;0.035252;0.1973517;-10;5.4434;519.86;0.016482;373.28;;;;300.02
2000;0;0.259543213;500010;93.7097;0.81804;0.69601;0.99861;2.9302;0.046855;0.2474549;-10;6.9175;550.61;0.017768;570.83;;;;500.01
2000;0;0.363353231;700000;83.2252;0.85543;0.78392;0.99895;3.3649;0.058258;0.2786286;-10;8.1636;573.62;0.019238;768.46;;;;700
2000;0;0.46716844;900000;77.2831;0.88302;0.84106;0.9992;3.7508;0.069555;0.300052;-10;9.3071;591.41;0.020605;974.43;;;;900
2000;0;0.570983649;1100000;73.5382;0.91001;0.88491;0.9994;4.1105;0.080892;0.315332;-10;10.398;606.49;0.021866;1192.41;;;;1100
2000;0;0.674798858;1300000;71.0588;0.9351;0.92235;0.99957;4.4625;0.092376;0.3263345;-10;11.476;619.69;0.023002;1427.75;;;;1300
2000;0;0.778614067;1500000;69.6993;0.95496;0.9563;0.99971;4.7744;0.10455;0.3326999;-10;12.503;634.14;0.024332;1673.01;;;;1500
2000;0;0.882429276;1700000;68.9874;0.97457;0.98668;0.99984;5.0699;0.11728;0.3361327;-10;13.515;648.58;0.025703;1933.43;;;;1700
2000;0;0.986244485;1900000;68.6111;0.99333;1.0184;0.99995;5.3594;0.13036;0.3379766;-10;14.52;662.34;0.027033;2208.85;;;;1900
2000;0;1.090059694;2100000;68.5244;1.0116;1.0522;1;5.6411;0.1439;0.338404;-10;15.528;675.8;0.028345;2499.83;;;;2100
2000;0.2;0.051054055;100020;218.5221;0.65125;0.35603;0.99701;1.5332;0.021857;0.1061171;-10;3.377;456.43;0.015839;61.4;;;;100.02
2000;0.2;0.153141749;300020;116.7426;0.77066;0.56282;0.9981;2.3829;0.035025;0.198633;-10;5.4497;520.86;0.016331;218.13;;;;300.02
2000;0.2;0.255224338;500010;93.0838;0.81574;0.6848;0.99861;2.9416;0.046542;0.2491188;-10;6.9299;551.14;0.017581;380.05;;;;500.01
2000;0.2;0.357306927;700000;82.7382;0.85401;0.7754;0.99895;3.3761;0.057917;0.2802686;-10;8.1766;574.36;0.019061;549.42;;;;700
2000;0.2;0.45939462;900000;76.8898;0.88129;0.83345;0.9992;3.762;0.069201;0.3015864;-10;9.3208;592.25;0.020439;730.47;;;;900
2000;0.2;0.561482313;1100000;73.2087;0.90776;0.87994;0.9994;4.1209;0.08053;0.316751;-10;10.411;607.49;0.021713;925.05;;;;1100
2000;0.2;0.663570007;1300000;70.7565;0.93247;0.9149;0.99957;4.4739;0.091983;0.3277285;-10;11.491;620.64;0.022845;1137.83;;;;1300
2000;0.2;0.7656577;1500000;69.3046;0.95284;0.95089;0.99971;4.7969;0.10396;0.3345946;-10;12.532;634.24;0.02408;1364.34;;;;1500
2000;0.2;0.867745393;1700000;68.6094;0.9723;0.9802;0.99984;5.0939;0.11664;0.3379845;-10;13.547;648.62;0.025442;1606.13;;;;1700
2000;0.2;0.969833087;1900000;68.2754;0.99091;1.0112;0.99995;5.3844;0.12972;0.3396384;-10;14.558;662.38;0.02677;1864.2;;;;1900
2000;0.2;1.07192078;2100000;68.1861;1.009;1.0435;1;5.668;0.14319;0.3400831;-10;15.565;675.7;0.028071;2136.77;;;;2100
2000;0.4;0.146030664;300020;114.4043;0.76606;0.53693;0.9981;2.4079;0.034323;0.2026929;-10;5.4768;523.51;0.015838;61.7;;;;300.02
2000;0.4;0.243373083;500010;91.196;0.80933;0.6624;0.99861;2.9765;0.045598;0.2542757;-10;6.969;553.02;0.017021;187.44;;;;500.01
2000;0.4;0.340715503;700000;81.2514;0.84684;0.74706;0.99895;3.4117;0.056876;0.2853973;-10;8.2168;576.2;0.018523;328.9;;;;700
2000;0.4;0.438062789;900000;75.66;0.87633;0.8109;0.9992;3.7978;0.068094;0.3064888;-10;9.3641;594.57;0.019922;485.43;;;;900
2000;0.4;0.535410075;1100000;72.1402;0.90061;0.85825;0.9994;4.1578;0.079354;0.3214424;-10;10.458;609.87;0.021206;657.33;;;;1100
2000;0.4;0.632757362;1300000;69.8683;0.92535;0.89754;0.99957;4.5063;0.090829;0.3318951;-10;11.534;623.69;0.022396;847.56;;;;1300
2000;0.4;0.730104648;1500000;68.2745;0.94801;0.93067;0.99971;4.8503;0.10241;0.3396429;-10;12.602;635.8;0.02346;1054.96;;;;1500
2000;0.4;0.827451935;1700000;67.507;0.96595;0.96353;0.99984;5.1651;0.11476;0.343504;-10;13.641;648.96;0.024687;1280.06;;;;1700
2000;0.4;0.924799221;1900000;67.2248;0.98412;0.99101;0.99995;5.4598;0.12773;0.3449459;-10;14.66;662.52;0.025993;1520.97;;;;1900
2000;0.4;1.022146508;2100000;67.1731;1.0016;1.02;1;5.7488;0.14106;0.3452116;-10;15.677;675.56;0.027264;1777.18;;;;2100
2000;0.6;0.31614127;700000;78.7023;0.83594;0.69624;0.99895;3.4755;0.055092;0.2946412;-10;8.2889;579.08;0.017613;102.05;;;;700
2000;0.6;0.406467347;900000;73.5353;0.86749;0.76725;0.9992;3.8621;0.066182;0.315344;-10;9.4404;598.02;0.019042;234.32;;;;900
2000;0.6;0.496793424;1100000;70.3164;0.89231;0.82106;0.9994;4.2217;0.077348;0.3297799;-10;10.538;613.85;0.020357;383.94;;;;1100
2000;0.6;0.587119501;1300000;68.2396;0.91383;0.86402;0.99957;4.5719;0.088712;0.3398162;-10;11.618;627.83;0.021562;552.5;;;;1300
2000;0.6;0.677445579;1500000;66.8736;0.9362;0.9025;0.99971;4.9092;0.10031;0.3467577;-10;12.682;640.81;0.022703;738.71;;;;1500
2000;0.6;0.767771656;1700000;65.9531;0.95676;0.93057;0.99984;5.2517;0.11212;0.3515972;-10;13.757;652.14;0.023721;944.71;;;;1700
2000;0.6;0.858097733;1900000;65.5233;0.97449;0.96217;0.99995;5.5786;0.12449;0.3539035;-10;14.821;663.7;0.024797;1169.47;;;;1900
2000;0.6;0.94842381;2100000;65.4976;0.99073;0.98944;1;5.8809;0.13754;0.3540425;-10;15.859;676.01;0.025988;1409.8;;;;2100
2000;0.6;1.038749887;2300000;65.7039;1.0069;1.0144;1.0001;6.1732;0.15112;0.3529306;-10;16.892;688.3;0.0272;1668.48;;;;2300
3000;0;0.055752508;100020;208.8294;0.65612;0.3717;0.99701;1.405;0.020887;0.1110425;-10;3.1213;453.77;0.016518;155.38;;;;100.02
3000;0;0.167235229;300020;111.3588;0.76769;0.59488;0.9981;2.2255;0.033409;0.2082362;-10;5.101;515.53;0.016681;366.68;;;;300.02
3000;0;0.2787068;500000;89.7269;0.81786;0.72225;0.99861;2.7473;0.044864;0.258439;-10;6.5059;546.94;0.018146;564.79;;;;500
3000;0;0.390189521;700000;80.1705;0.8561;0.80307;0.99895;3.1677;0.056119;0.2892454;-10;7.7135;569.87;0.019685;767.06;;;;700
3000;0;0.501672241;900000;74.842;0.8867;0.86089;0.9992;3.5464;0.067358;0.3098383;-10;8.836;587.92;0.021105;981.4;;;;900
3000;0;0.613154961;1100000;71.5451;0.91563;0.90193;0.9994;3.91;0.0787;0.3241161;-10;9.9297;603.1;0.022366;1213.77;;;;1100
3000;0;0.724637681;1300000;69.6933;0.94014;0.94221;0.99957;4.2392;0.090601;0.3327282;-10;10.979;618.66;0.023748;1459.91;;;;1300
3000;0;0.836120401;1500000;68.818;0.96241;0.97652;0.99971;4.5414;0.10323;0.3369603;-10;12.001;634.86;0.025258;1721.97;;;;1500
3000;0;0.947603122;1700000;68.4217;0.98362;1.013;0.99984;4.8368;0.11632;0.3389117;-10;13.02;650.27;0.026722;2002.62;;;;1700
3000;0;1.059085842;1900000;68.3499;1.0041;1.0514;0.99995;5.1232;0.12986;0.3392678;-10;14.034;665.22;0.028168;2298.79;;;;1900
3000;0.2;0.054862597;100020;206.6881;0.65133;0.36729;0.99701;1.4149;0.020673;0.1121929;-10;3.131;454.18;0.016235;64.78;;;;100.02
3000;0.2;0.164565849;300020;110.6698;0.76609;0.58541;0.9981;2.2324;0.033203;0.2095327;-10;5.1083;516.43;0.016526;223.35;;;;300.02
3000;0.2;0.274263617;500010;89.1704;0.81559;0.71216;0.99861;2.7574;0.044586;0.2600519;-10;6.5172;547.52;0.017967;388.18;;;;500.01
3000;0.2;0.383961384;700000;79.7267;0.85452;0.79573;0.99895;3.1781;0.055809;0.2908552;-10;7.7257;570.61;0.019512;563.48;;;;700
3000;0.2;0.493664637;900000;74.4814;0.88435;0.85312;0.9992;3.5569;0.067033;0.3113387;-10;8.8491;588.68;0.020941;753.74;;;;900
3000;0.2;0.60336789;1100000;71.2283;0.91305;0.89466;0.9994;3.9203;0.078351;0.3255578;-10;9.9418;603.98;0.022211;962.55;;;;1100
3000;0.2;0.713071143;1300000;69.3092;0.9381;0.93696;0.99957;4.2595;0.090102;0.334572;-10;11.005;618.78;0.023504;1189.49;;;;1300
3000;0.2;0.822774395;1500000;68.4507;0.96018;0.97001;0.99971;4.5633;0.10268;0.3387682;-10;12.03;634.88;0.025002;1432.62;;;;1500
3000;0.2;0.932477648;1700000;68.0772;0.98118;1.0051;0.99984;4.8596;0.11573;0.3406268;-10;13.051;650.23;0.026463;1694.76;;;;1700
3000;0.2;1.042180901;1900000;68.0092;1.0015;1.0423;0.99995;5.149;0.12922;0.3409678;-10;14.07;664.99;0.027885;1973.64;;;;1900
3000;0.4;0.156955271;300020;108.6196;0.76174;0.5581;0.9981;2.2528;0.032588;0.2134875;-10;5.13;519.09;0.016072;78.7;;;;300.02
3000;0.4;0.261579911;500010;87.4921;0.8093;0.67969;0.99861;2.7882;0.043747;0.2650402;-10;6.5514;549.28;0.017433;210.1;;;;500.01
3000;0.4;0.366204551;700000;78.3978;0.84934;0.77131;0.99895;3.21;0.054879;0.2957856;-10;7.7633;572.72;0.018995;358.84;;;;700
3000;0.4;0.470834423;900000;73.3943;0.87898;0.83071;0.9992;3.5879;0.066055;0.3159501;-10;8.8875;591.14;0.020456;525.29;;;;900
3000;0.4;0.575464295;1100000;70.3519;0.9065;0.87947;0.9994;3.9481;0.077387;0.3296133;-10;9.9802;607.03;0.021779;711.61;;;;1100
3000;0.4;0.680094167;1300000;68.3589;0.93235;0.91626;0.99957;4.3018;0.088867;0.3392234;-10;11.062;620.76;0.022953;918.1;;;;1300
3000;0.4;0.784724039;1500000;67.3673;0.95396;0.95351;0.99971;4.6268;0.10105;0.3442166;-10;12.114;635.22;0.024267;1144.27;;;;1500
3000;0.4;0.889353911;1700000;67.0495;0.97445;0.98469;0.99984;4.9277;0.11398;0.3458481;-10;13.143;650.34;0.025702;1389.23;;;;1700
3000;0.4;0.993983782;1900000;67.0278;0.99404;1.0177;0.99995;5.2223;0.12735;0.3459599;-10;14.171;664.78;0.027095;1651.83;;;;1900
3000;0.4;1.098613654;2100000;67.2578;1.0132;1.0528;1;5.5113;0.14124;0.344777;-10;15.202;678.9;0.028475;1936.21;;;;2100
3000;0.6;0.243183697;500010;84.7098;0.79973;0.63798;0.99861;2.839;0.042355;0.2737457;-10;6.6076;552.58;0.016577;26.58;;;;500.01
3000;0.6;0.340450367;700000;76.1071;0.83816;0.72226;0.99895;3.2667;0.053275;0.3046882;-10;7.828;575.67;0.018121;148.69;;;;700
3000;0.6;0.437721901;900000;71.496;0.87151;0.79241;0.9992;3.6451;0.064346;0.3243387;-10;8.9577;594.88;0.019614;292.01;;;;900
3000;0.6;0.534993434;1100000;68.7112;0.89631;0.84375;0.9994;4.0059;0.075582;0.3374838;-10;10.054;611.05;0.020964;456.33;;;;1100
3000;0.6;0.632264968;1300000;66.9634;0.92097;0.88829;0.99957;4.3547;0.087052;0.3462928;-10;11.133;625.61;0.022211;641.22;;;;1300
3000;0.6;0.729536501;1500000;65.8392;0.9443;0.92081;0.99971;4.704;0.098759;0.3522058;-10;12.217;638.33;0.023327;847.8;;;;1500
3000;0.6;0.826808035;1700000;65.345;0.96452;0.95704;0.99984;5.0387;0.11109;0.354869;-10;13.293;651.14;0.024496;1076.6;;;;1700
3000;0.6;0.924079568;1900000;65.393;0.98322;0.98606;0.99995;5.3419;0.12425;0.354609;-10;14.336;665.15;0.025843;1322.87;;;;1900
3000;0.6;1.021351102;2100000;65.682;1.0014;1.0151;1;5.6396;0.13793;0.3530484;-10;15.383;678.81;0.027175;1592.87;;;;2100
4000;0;0.06013347;100020;197.4514;0.65457;0.38243;0.99701;1.2915;0.019749;0.1174412;-10;2.8851;451.3;0.016992;149.7;;;;100.02
4000;0;0.18037636;300020;105.8161;0.76409;0.61637;0.9981;2.0755;0.031746;0.2191437;-10;4.7676;511.22;0.016997;359.64;;;;300.02
4000;0;0.300607227;500000;86.0184;0.81805;0.74612;0.99861;2.575;0.043009;0.2695811;-10;6.1193;543.19;0.01856;560.29;;;;500
4000;0;0.420850117;700000;77.3903;0.85768;0.8221;0.99895;2.983;0.054173;0.299636;-10;7.294;566.18;0.02018;768.84;;;;700
4000;0;0.541093008;900000;72.6145;0.8912;0.87502;0.9992;3.3621;0.065353;0.3193431;-10;8.4101;584.27;0.0216;995.28;;;;900
4000;0;0.661335899;1100000;69.9453;0.92191;0.92357;0.9994;3.7166;0.07694;0.3315296;-10;9.4933;601.01;0.023004;1241.76;;;;1100
