Alt (m);Mach number;Throttle;Power (W);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);;;;Power (kW)
1000;0.6;0.392112929;700000;78.2216;0.86676;0.74099;0.99924;3.3358;0.054755;0.2964516;-10;12.619;655.74;0.01824;154.1;;;;700
1000;0.6;0.504145194;900000;73.2939;0.89851;0.81437;0.99949;3.7347;0.065965;0.3163826;-10;14.458;676.77;0.019628;303.45;;;;900
1000;0.6;0.616177459;1100000;70.3446;0.92455;0.86833;0.99969;4.1156;0.077379;0.3296477;-10;16.247;694.59;0.020892;475.91;;;;1100
1000;0.6;0.728209724;1300000;68.5643;0.95143;0.91493;0.99986;4.4823;0.089134;0.3382072;-10;18.008;711.04;0.022097;671.19;;;;1300
1000;0.6;0.84024199;1500000;67.4392;0.97553;0.94897;1;4.8549;0.10116;0.3438493;-10;19.795;725.13;0.023153;891.46;;;;1500
1000;0.6;0.952274255;1700000;67.0297;0.99405;0.98669;1.0001;5.2001;0.11395;0.3459499;-10;21.541;740.23;0.02435;1133.44;;;;1700
1000;0.6;1.06430652;1900000;67.1289;1.0139;1.0167;1.0002;5.5188;0.12754;0.345439;-10;23.247;756.41;0.025681;1395.05;;;;1900
2000;0;0.068546177;100050;200.4214;0.70224;0.40173;0.9973;1.3542;0.020052;0.1157009;-10;4.7335;519.33;0.016453;158.81;;;;100.05
2000;0;0.205542614;300010;108.6143;0.79464;0.63536;0.99839;2.1404;0.032585;0.2134979;-10;7.7445;584.37;0.016916;377.23;;;;300.01
2000;0;0.342559605;500000;88.1745;0.84849;0.76788;0.9989;2.6573;0.044087;0.2629892;-10;9.9342;619.74;0.018435;587.95;;;;500
2000;0;0.479583448;700000;79.1655;0.88641;0.84656;0.99924;3.086;0.055416;0.2929171;-10;11.847;644.8;0.019953;808.07;;;;700
2000;0;0.61660729;900000;74.239;0.92161;0.90083;0.99949;3.4828;0.066815;0.312355;-10;13.664;664.92;0.021316;1047.14;;;;900
2000;0;0.753631132;1100000;71.6282;0.95104;0.95094;0.99969;3.8471;0.078791;0.3237402;-10;15.416;684.58;0.022757;1306.64;;;;1100
2000;0;0.890654974;1300000;70.49;0.97758;0.99239;0.99986;4.1752;0.091637;0.3289676;-10;17.109;705.45;0.024387;1584.85;;;;1300
2000;0;1.027678816;1500000;70.011;1.0028;1.0368;1;4.4939;0.10502;0.3312185;-10;18.795;725.22;0.025966;1885.27;;;;1500
2000;0.2;0.067455502;100050;198.6924;0.69866;0.39626;0.9973;1.361;0.019879;0.1167077;-10;4.7438;519.71;0.016229;70.4;;;;100.05
2000;0.2;0.202272114;300010;108.0105;0.79262;0.62504;0.99839;2.1455;0.032404;0.2146916;-10;7.7528;585.22;0.016782;237.65;;;;300.01
2000;0.2;0.337108954;500000;87.7023;0.84584;0.75894;0.9989;2.6644;0.043851;0.264405;-10;9.9467;620.41;0.018287;414.89;;;;500
2000;0.2;0.471952535;700000;78.8013;0.88455;0.83886;0.99924;3.0929;0.055161;0.294271;-10;11.861;645.71;0.019817;607.17;;;;700
2000;0.2;0.606796117;900000;73.9577;0.91937;0.89524;0.99949;3.4883;0.066562;0.3135431;-10;13.675;666.1;0.021202;820.34;;;;900
2000;0.2;0.741639698;1100000;71.2292;0.94888;0.94545;0.99969;3.8636;0.078352;0.3255538;-10;15.449;684.61;0.022533;1057.62;;;;1100
2000;0.2;0.876483279;1300000;70.115;0.9752;0.98541;0.99986;4.1931;0.091149;0.3307273;-10;17.145;705.38;0.024154;1315.06;;;;1300
2000;0.2;1.011326861;1500000;69.662;1.0001;1.0282;1;4.5136;0.10449;0.3328778;-10;18.836;725.04;0.025723;1595.48;;;;1500
2000;0.4;0.193280505;300010;106.3899;0.78794;0.59445;0.99839;2.157;0.031918;0.2179618;-10;7.7717;588.37;0.016442;97.23;;;;300.01
2000;0.4;0.322123438;500000;86.2967;0.83882;0.72592;0.9989;2.6847;0.043148;0.2687117;-10;9.9809;622.46;0.017858;240.75;;;;500
2000;0.4;0.450972813;700000;77.6758;0.87925;0.81508;0.99924;3.1148;0.054373;0.2985347;-10;11.902;648.28;0.019396;405.59;;;;700
2000;0.4;0.579822188;900000;73.0517;0.91249;0.87718;0.99949;3.5084;0.065747;0.3174319;-10;13.716;669.22;0.020822;593.48;;;;900
2000;0.4;0.708671563;1100000;70.2903;0.94344;0.92305;0.99969;3.8935;0.077319;0.3299024;-10;15.51;686.85;0.022065;807.21;;;;1100
2000;0.4;0.837520938;1300000;69.0232;0.96859;0.96767;0.99986;4.2456;0.08973;0.3359584;-10;17.253;705.48;0.023483;1046.12;;;;1300
2000;0.4;0.966370313;1500000;68.6308;0.99284;1.0057;1;4.571;0.10295;0.3378792;-10;18.957;724.8;0.025024;1307.46;;;;1500
2000;0.4;1.095219688;1700000;68.6562;1.0162;1.0462;1.0001;4.8885;0.11672;0.3377544;-10;20.66;743.32;0.026528;1591.41;;;;1700
2000;0.6;0.300012;500000;83.9041;0.82845;0.67729;0.9989;2.7201;0.041952;0.2763744;-10;10.04;625.92;0.017138;62.84;;;;500
2000;0.6;0.420016801;700000;75.7528;0.87054;0.77006;0.99924;3.153;0.053027;0.3061132;-10;11.972;652.17;0.018687;200.36;;;;700
2000;0.6;0.540021601;900000;71.408;0.90221;0.83843;0.99949;3.5497;0.064267;0.3247384;-10;13.797;673.47;0.020118;363.52;;;;900
2000;0.6;0.660026401;1100000;68.9324;0.93184;0.8929;0.99969;3.9295;0.075826;0.3364013;-10;15.585;692.17;0.021441;553.07;;;;1100
2000;0.6;0.780031201;1300000;67.4647;0.95958;0.93365;0.99986;4.3098;0.087704;0.3437195;-10;17.386;708.27;0.022612;770.37;;;;1300
2000;0.6;0.900036001;1500000;66.9089;0.98189;0.97622;1;4.6657;0.10036;0.3465749;-10;19.155;724.94;0.023902;1013.49;;;;1500
2000;0.6;1.020040802;1700000;67.0104;1.0041;1.0099;1.0001;4.9917;0.11392;0.3460497;-10;20.882;742.96;0.025359;1279.93;;;;1700
3000;0;0.073452757;100050;189.6052;0.69824;0.41315;0.9973;1.249;0.01897;0.1223012;-10;4.3847;516.29;0.016876;153.23;;;;100.05
3000;0;0.220255488;300010;103.4243;0.79225;0.65594;0.99839;2.0057;0.031028;0.2242117;-10;7.2692;580.14;0.017188;371.83;;;;300.01
3000;0;0.367080244;500000;84.6971;0.84899;0.78866;0.9989;2.5021;0.042349;0.2737865;-10;9.3786;615.52;0.018806;585.83;;;;500
3000;0;0.513912341;700000;76.6047;0.89038;0.86599;0.99924;2.9231;0.053623;0.302709;-10;11.258;641.06;0.020384;815;;;;700
3000;0;0.660744439;900000;72.3393;0.92789;0.92353;0.99949;3.3217;0.065105;0.3205579;-10;13.078;661.77;0.021779;1070.09;;;;900
3000;0;0.807576536;1100000;70.5943;0.95823;0.97067;0.99969;3.6617;0.077654;0.3284819;-10;14.791;685.33;0.023565;1343.34;;;;1100
3000;0;0.954408634;1300000;69.8967;0.98692;1.0206;0.99986;3.9901;0.090866;0.3317602;-10;16.498;707.62;0.025305;1643.22;;;;1300
3000;0;1.101240731;1500000;69.8602;1.0149;1.0733;1;4.3031;0.10479;0.3319336;-10;18.189;729.4;0.027061;1965.86;;;;1500
3000;0.2;0.072332273;100050;188.1436;0.69497;0.40731;0.9973;1.2546;0.018824;0.1232512;-10;4.3932;516.75;0.016671;72.71;;;;100.05
3000;0.2;0.216888375;300000;102.8494;0.78997;0.64818;0.99839;2.0111;0.030855;0.225465;-10;7.2779;580.88;0.017048;242.68;;;;300
3000;0.2;0.361480625;500000;84.2758;0.84752;0.77984;0.9989;2.5081;0.042138;0.2751551;-10;9.3888;616.34;0.018669;424.8;;;;500
3000;0.2;0.506072874;700000;76.2766;0.88804;0.85928;0.99924;2.9293;0.053394;0.3040111;-10;11.27;641.97;0.020253;627.09;;;;700
3000;0.2;0.650665124;900000;72.0522;0.92563;0.91571;0.99949;3.3286;0.064847;0.3218352;-10;13.092;662.72;0.021648;856.75;;;;900
3000;0.2;0.795257374;1100000;70.224;0.956;0.9644;0.99969;3.6771;0.077246;0.3302137;-10;14.822;685.31;0.023343;1109.5;;;;1100
3000;0.2;0.939849624;1300000;69.5608;0.98439;1.012;0.99986;4.0071;0.090429;0.3333622;-10;16.533;707.46;0.025075;1389.16;;;;1300
3000;0.2;1.084441874;1500000;69.5127;1.0119;1.0635;1;4.3243;0.10427;0.3335926;-10;18.235;728.93;0.026793;1692.93;;;;1500
3000;0.4;0.207318084;300010;101.2456;0.78454;0.61767;0.99839;2.0242;0.030375;0.2290365;-10;7.2993;583.49;0.016673;112.67;;;;300.01
3000;0.4;0.345518623;500000;82.9976;0.84035;0.75256;0.9989;2.527;0.041499;0.2793927;-10;9.4219;618.43;0.018247;263.14;;;;500
3000;0.4;0.483726073;700000;75.2634;0.88204;0.83606;0.99924;2.9489;0.052684;0.3081035;-10;11.308;644.55;0.019851;438.81;;;;700
3000;0.4;0.621933522;900000;71.2299;0.9184;0.89532;0.99949;3.3466;0.064107;0.3255507;-10;13.13;665.85;0.021284;643.23;;;;900
3000;0.4;0.760140972;1100000;69.1247;0.94963;0.94763;0.99969;3.7233;0.076037;0.3354651;-10;14.915;685.44;0.022691;876.41;;;;1100
3000;0.4;0.898348421;1300000;68.5376;0.97743;0.99028;0.99986;4.0574;0.089099;0.3383386;-10;16.639;707.33;0.0244;1136.43;;;;1300
3000;0.4;1.03655587;1500000;68.513;1.0038;1.0363;1;4.3831;0.10277;0.3384604;-10;18.361;728.05;0.026053;1422.7;;;;1500
3000;0.6;0.322331099;500000;80.8436;0.82976;0.69655;0.9989;2.5587;0.040422;0.2868369;-10;9.4757;621.78;0.017554;98.16;;;;500
3000;0.6;0.451263538;700000;73.5159;0.87396;0.7962;0.99924;2.9839;0.051461;0.3154275;-10;11.374;648.7;0.019163;247.46;;;;700
3000;0.6;0.580195977;900000;69.7768;0.90707;0.86291;0.99949;3.3813;0.062799;0.3323303;-10;13.2;670.53;0.020636;427.26;;;;900
3000;0.6;0.709128417;1100000;67.7176;0.93962;0.91372;0.99969;3.767;0.074489;0.342436;-10;15.006;689.52;0.021971;637;;;;1100
3000;0.6;0.838060856;1300000;66.819;0.96677;0.96176;0.99986;4.1415;0.086865;0.3470411;-10;16.813;707.49;0.023305;878.67;;;;1300
3000;0.6;0.966993296;1500000;66.8992;0.99203;0.99992;1;4.475;0.10035;0.3466249;-10;18.558;727.7;0.024916;1147.28;;;;1500
3000;0.6;1.095925735;1700000;67.4202;1.0165;1.0412;1.0001;4.8049;0.11461;0.3439466;-10;20.327;747.21;0.026504;1450.83;;;;1700
4000;0;0.079115926;100050;179.3606;0.69222;0.42691;0.9973;1.1521;0.017945;0.1292867;-10;4.0623;513.22;0.017306;148.25;;;;100.05
4000;0;0.237237071;300010;98.6122;0.79013;0.67691;0.99839;1.8757;0.029585;0.2351528;-10;6.8131;575.8;0.017527;366.53;;;;300.01
4000;0;0.395381939;500000;81.5318;0.84978;0.80781;0.9989;2.357;0.040766;0.284416;-10;8.8613;611.52;0.01922;586.12;;;;500
4000;0;0.553534715;700000;74.3059;0.89487;0.88115;0.99924;2.7773;0.052014;0.312074;-10;10.73;637.17;0.02081;828.38;;;;700
4000;0;0.71168749;900000;71.0347;0.93386;0.94229;0.99949;3.1531;0.063931;0.3264449;-10;12.507;661.73;0.022531;1096.17;;;;900
4000;0;0.869840266;1100000;69.9161;0.96713;0.99715;0.99969;3.492;0.076908;0.3316681;-10;14.236;687.29;0.024471;1391.92;;;;1100
4000;0;1.027993041;1300000;69.6987;0.99874;1.057;0.99986;3.8164;0.090608;0.3327024;-10;15.95;711.6;0.026384;1714.14;;;;1300
4000;0.2;0.077872042;100050;178.1429;0.68928;0.42069;0.9973;1.1567;0.017823;0.1301704;-10;4.0693;513.76;0.017121;74.94;;;;100.05
4000;0.2;0.233507161;300010;98.0769;0.7881;0.66548;0.99839;1.8806;0.029424;0.2364362;-10;6.8209;576.48;0.017388;247.29;;;;300.01
4000;0.2;0.389165629;500000;81.1545;0.84821;0.79992;0.9989;2.3625;0.040577;0.285738;-10;8.8718;612.34;0.019085;436.51;;;;500
4000;0.2;0.54483188;700000;74.0193;0.89271;0.87533;0.99924;2.7818;0.051814;0.3132821;-10;10.738;638.25;0.020697;651.89;;;;700
4000;0.2;0.700498132;900000;70.6626;0.93178;0.93669;0.99949;3.1663;0.063596;0.3281644;-10;12.534;661.77;0.022319;897.29;;;;900
4000;0.2;0.856164384;1100000;69.5677;0.96476;0.98929;0.99969;3.5068;0.076524;0.3333289;-10;14.265;687.18;0.024249;1171.83;;;;1100
4000;0.2;1.011830635;1300000;69.3544;0.99584;1.0474;0.99986;3.8353;0.090161;0.3343541;-10;15.99;711.17;0.026124;1475.17;;;;1300
4000;0.4;0.074464126;100050;174.4978;0.67731;0.40313;0.9973;1.1702;0.017458;0.1328895;-10;4.0897;515.32;0.016577;0.57;;;;100.05
4000;0.4;0.223288181;300010;96.6133;0.78237;0.64067;0.99839;1.8934;0.028985;0.240018;-10;6.8431;578.91;0.017009;127.46;;;;300.01
4000;0.4;0.372134564;500000;79.9911;0.84288;0.77591;0.9989;2.3798;0.039996;0.2898937;-10;8.9032;614.62;0.018675;286.32;;;;500
4000;0.4;0.520988389;700000;73.1398;0.88612;0.85852;0.99924;2.7977;0.051198;0.3170496;-10;10.77;641.2;0.020334;475.52;;;;700
4000;0.4;0.669842215;900000;69.6706;0.92567;0.91804;0.99949;3.1991;0.062703;0.3328369;-10;12.601;662.9;0.021779;698.53;;;;900
4000;0.4;0.81869604;1100000;68.5318;0.95797;0.96886;0.99969;3.5515;0.075385;0.3383674;-10;14.357;686.98;0.023586;953.39;;;;1100
4000;0.4;0.967549866;1300000;68.3765;0.98805;1.0207;0.99986;3.8862;0.088889;0.339136;-10;16.099;710.41;0.025416;1238.38;;;;1300
4000;0.4;1.116403692;1500000;68.8959;1.0176;1.0764;1;4.2101;0.10334;0.3365792;-10;17.851;733.47;0.027276;1560.83;;;;1500
4000;0.6;0.208485059;300010;94.3371;0.77533;0.59123;0.99839;1.9102;0.028302;0.2458093;-10;6.8707;583.68;0.016461;5.57;;;;300.01
4000;0.6;0.347463516;500000;78.0288;0.83166;0.72822;0.9989;2.4091;0.039014;0.2971842;-10;8.9544;617.98;0.017994;133.31;;;;500
4000;0.6;0.486448923;700000;71.5788;0.87723;0.8206;0.99924;2.8288;0.050105;0.3239638;-10;10.831;645.43;0.01968;296.94;;;;700
4000;0.6;0.625434329;900000;68.3971;0.91437;0.88727;0.99949;3.2272;0.061557;0.3390337;-10;12.66;668.08;0.021194;495.25;;;;900
4000;0.6;0.764419736;1100000;66.8776;0.94839;0.94016;0.99969;3.6205;0.073565;0.3467368;-10;14.499;687.74;0.022577;730.26;;;;1100
4000;0.6;0.903405142;1300000;66.7846;0.97678;0.98536;0.99986;3.9668;0.08682;0.3472199;-10;16.27;710.17;0.024318;997.23;;;;1300
4000;0.6;1.042390549;1500000;67.3353;1.0045;1.0324;1;4.3053;0.101;0.3443801;-10;18.061;732.07;0.026067;1303.87;;;;1500
5000;0;0.085828258;100050;169.8854;0.68533;0.44072;0.9973;1.0587;0.016997;0.1364975;-10;3.7542;510.22;0.017838;143.22;;;;100.05
5000;0;0.257356095;300000;94.2062;0.7887;0.70512;0.99839;1.7536;0.028262;0.2461507;-10;6.3889;571.89;0.01791;362.59;;;;300
5000;0;0.428926825;500000;78.6978;0.85168;0.82748;0.9989;2.2206;0.039349;0.2946578;-10;8.38;607.66;0.019693;589.12;;;;500
5000;0;0.600497555;700000;72.3392;0.90102;0.90479;0.99924;2.6431;0.050637;0.3205583;-10;10.25;634.03;0.021292;847.61;;;;700
5000;0;0.772068285;900000;70.1553;0.94184;0.96533;0.99949;2.9981;0.06314;0.3305373;-10;12;663.13;0.023404;1132.48;;;;900
5000;0;0.943639015;1100000;69.589;0.97814;1.0322;0.99969;3.3353;0.076548;0.3332271;-10;13.738;690.76;0.025508;1450.76;;;;1100
5000;0;1.115209745;1300000;70.4573;1.0155;1.0858;0.99986;3.6163;0.091595;0.3291201;-10;15.397;722.78;0.028143;1795.71;;;;1300
5000;0.2;0.084302326;100050;168.883;0.68244;0.43407;0.9973;1.0621;0.016897;0.1373076;-10;3.7593;510.83;0.017676;76.73;;;;100.05
5000;0.2;0.252780586;300000;93.736;0.7866;0.6945;0.99839;1.7581;0.028121;0.2473856;-10;6.3962;572.51;0.017775;252.6;;;;300
5000;0.2;0.421300977;500000;78.3621;0.84993;0.81989;0.9989;2.2256;0.039181;0.2959203;-10;8.3898;608.47;0.019564;450.07;;;;500
5000;0.2;0.589821368;700000;72.0768;0.8987;0.89698;0.99924;2.6477;0.050454;0.3217253;-10;10.259;635.06;0.021177;682.1;;;;700
5000;0.2;0.758341759;900000;69.801;0.93956;0.95852;0.99949;3.0109;0.062821;0.3322149;-10;12.025;663.04;0.023187;946.06;;;;900
5000;0.2;0.92686215;1100000;69.2713;0.97549;1.0229;0.99969;3.3509;0.076198;0.3347552;-10;13.775;690.4;0.025266;1244.94;;;;1100
5000;0.2;1.095382541;1300000;69.9542;1.0116;1.0791;0.99986;3.6481;0.09094;0.3314872;-10;15.461;720.36;0.027703;1575.24;;;;1300
5000;0.4;0.08054907;100050;165.8604;0.67078;0.41533;0.9973;1.0725;0.016594;0.1398099;-10;3.7747;512.55;0.017192;9.45;;;;100.05
5000;0.4;0.241534498;300010;92.3985;0.78092;0.65998;0.99839;1.7694;0.02772;0.2509665;-10;6.415;574.7;0.017408;142.05;;;;300.01
5000;0.4;0.402544079;500000;77.3122;0.84514;0.79723;0.9989;2.2413;0.038656;0.299939;-10;8.4193;610.82;0.019165;310.64;;;;500
5000;0.4;0.56356171;700000;71.2865;0.89184;0.87617;0.99924;2.662;0.049901;0.3252923;-10;10.289;637.95;0.02083;516.76;;;;700
