Alt (m);Mach number;Throttle;Power (W);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);Nominal Power (W);;;Power (kW)
8000;0;0.222798158;300020;95.2653;0.77194;0.68849;0.99788;2.3494;0.028582;0.2434144;0;3.3408;497.91;0.013517;440.74;2501105.048;;;
8000;0;0.37130551;500000;78.8072;0.82804;0.80058;0.99839;2.9108;0.039404;0.294249;0;4.297;528.34;0.015041;688.57;2501105.048;;;
8000;0;0.519827714;700000;71.916;0.87087;0.86818;0.99873;3.4053;0.050341;0.3224448;0;5.1747;550.5;0.016426;961;2501105.048;;;
8000;0;0.668349918;900000;68.9495;0.90834;0.92433;0.99898;3.8466;0.062055;0.3363179;0;6.0127;571.99;0.017925;1261.81;2501105.048;;;
8000;0;0.816872122;1100000;67.9798;0.9401;0.97872;0.99918;4.2445;0.074778;0.341115;0;6.826;594.01;0.019575;1591.09;2501105.048;;;
8000;0;0.965394326;1300000;68.1325;0.96934;1.0343;0.99935;4.6113;0.088572;0.3403506;0;7.6268;616.56;0.021342;1950.05;2501105.048;;;
8000;0;1.113916531;1500000;69.3842;1.0004;1.0771;0.99949;4.9161;0.10408;0.3342105;0;8.3927;642.78;0.023522;2334.89;2501105.048;;;
8000;0.2;0.072816594;100050;172.7995;0.67532;0.43395;0.99679;1.4842;0.017288;0.1341956;0;2.0322;444.17;0.012942;94.29;2501105.048;;;
8000;0.2;0.218355167;300020;94.5998;0.76998;0.67832;0.99788;2.3576;0.028382;0.2451265;0;3.3461;498.49;0.013376;296.31;2501105.048;;;
8000;0.2;0.363901019;500000;78.3382;0.82647;0.79361;0.99839;2.9198;0.039169;0.2960107;0;4.3034;529.05;0.014906;509.83;2501105.048;;;
8000;0.2;0.509461426;700000;71.5565;0.8685;0.86118;0.99873;3.4139;0.05009;0.3240649;0;5.1812;551.3;0.016302;752.02;2501105.048;;;
8000;0.2;0.655021834;900000;68.5353;0.90642;0.91887;0.99898;3.8642;0.061682;0.33835;0;6.0266;572.14;0.017736;1027.21;2501105.048;;;
8000;0.2;0.800582242;1100000;67.5875;0.93782;0.97079;0.99918;4.2647;0.074346;0.3430951;0;6.8422;593.97;0.01937;1332.69;2501105.048;;;
8000;0.2;0.946142649;1300000;67.6921;0.96693;1.0265;0.99935;4.642;0.088;0.342565;0;7.6523;615.74;0.021064;1671.83;2501105.048;;;
8000;0.2;1.091703057;1500000;68.8472;0.99686;1.0694;0.99949;4.9645;0.10327;0.3368173;0;8.4344;640.59;0.023113;2043.13;2501105.048;;;
8000;0.4;0.068852797;100050;168.1555;0.66535;0.41624;0.99679;1.5061;0.016823;0.1379017;0;2.0453;445.76;0.012411;1.72;2501105.048;;;
8000;0.4;0.206468928;300020;92.6618;0.76411;0.64688;0.99788;2.3804;0.027801;0.2502534;0;3.3606;500.36;0.012977;150.64;2501105.048;;;
8000;0.4;0.344091941;500000;76.9333;0.82196;0.77204;0.99839;2.9468;0.038467;0.3014162;0;4.3228;531.21;0.014504;330.29;2501105.048;;;
8000;0.4;0.481728718;700000;70.482;0.86204;0.84538;0.99873;3.4393;0.049337;0.329005;0;5.2007;553.91;0.015939;542.66;2501105.048;;;
8000;0.4;0.619365494;900000;67.3079;0.89999;0.90354;0.99898;3.9157;0.060577;0.34452;0;6.0671;572.82;0.01719;792.95;2501105.048;;;
8000;0.4;0.757002271;1100000;66.4175;0.93141;0.95048;0.99918;4.3245;0.073059;0.3491391;0;6.8902;594.05;0.018771;1075.55;2501105.048;;;
8000;0.4;0.894639048;1300000;66.4782;0.96031;1.0017;0.99935;4.7223;0.086422;0.3488199;0;7.7192;614.4;0.020334;1396.34;2501105.048;;;
8000;0.4;1.032275824;1500000;67.3879;0.98762;1.0532;0.99949;5.0916;0.10108;0.3441113;0;8.5441;635.92;0.022059;1758.65;2501105.048;;;
8000;0.6;0.191144241;300020;89.3961;0.75572;0.60565;0.99788;2.4188;0.026821;0.2593952;0;3.3853;503.8;0.012321;0.95;2501105.048;;;
8000;0.6;0.318552497;500000;74.5169;0.81105;0.73229;0.99839;2.9944;0.037259;0.3111904;0;4.3561;534.34;0.013825;146.47;2501105.048;;;
8000;0.6;0.445973496;700000;68.5749;0.85379;0.81273;0.99873;3.486;0.048002;0.3381547;0;5.2347;557.89;0.015303;329.25;2501105.048;;;
8000;0.6;0.573394495;900000;65.7175;0.88874;0.87143;0.99898;3.9622;0.059146;0.3528578;0;6.103;577.25;0.01659;551.47;2501105.048;;;
8000;0.6;0.700815494;1100000;64.4776;0.92189;0.92385;0.99918;4.4243;0.070925;0.359643;0;6.9698;594.74;0.017816;812.45;2501105.048;;;
8000;0.6;0.828236493;1300000;64.6308;0.94952;0.96635;0.99935;4.8304;0.08402;0.3587908;0;7.806;614.46;0.019332;1110.77;2501105.048;;;
8000;0.6;0.955657492;1500000;65.4449;0.9763;1.0137;0.99949;5.2376;0.098167;0.3543275;0;8.6666;633.62;0.020832;1458.03;2501105.048;;;
8000;0.6;1.083078491;1700000;66.8119;1.0018;1.0642;0.99961;5.6318;0.11358;0.3470777;0;9.5393;653.22;0.022418;1854.29;2501105.048;;;
0;0;0.044217086;100050;292.9705;0.68483;0.33967;0.99679;2.7638;0.029311;0.0791511;10;3.7881;481.57;0.011783;248.1;2501105.048;;;
0;0;0.132646838;300140;152.48;0.81073;0.51797;0.99788;4.051;0.045765;0.1520785;10;5.825;549.16;0.012552;529.06;2501105.048;;;
0;0;0.22107659;500230;116.8544;0.84505;0.63312;0.99839;4.8977;0.058454;0.198443;10;7.2178;578.17;0.013261;772.09;2501105.048;;;
0;0;0.309440049;700170;100.6226;0.87081;0.7131;0.99873;5.5536;0.070452;0.2304545;10;8.3596;598.8;0.014095;1002.1;2501105.048;;;
0;0;0.397878641;900280;91.4554;0.89448;0.77926;0.99898;6.0931;0.082335;0.2535544;10;9.3555;616.1;0.015014;1225.83;2501105.048;;;
0;0;0.486189066;1100100;85.3689;0.91234;0.82905;0.99918;6.5807;0.093913;0.2716319;10;10.274;630.17;0.015857;1450.58;2501105.048;;;
0;0;0.574534848;1300000;81.0603;0.92899;0.86597;0.99935;7.0205;0.10538;0.2860702;10;11.125;641.94;0.016678;1675.22;2501105.048;;;
0;0;0.662924824;1500000;77.8941;0.94564;0.89825;0.99949;7.4392;0.11684;0.2976981;10;11.947;652.69;0.017451;1906.64;2501105.048;;;
0;0;0.751314801;1700000;75.5335;0.96225;0.92715;0.99961;7.8391;0.12841;0.307002;10;12.745;662.44;0.0182;2145.44;2501105.048;;;
0;0;0.839704777;1900000;73.6224;0.97734;0.94796;0.99973;8.2367;0.13988;0.3149709;10;13.535;670.98;0.01887;2394.01;2501105.048;;;
0;0;0.928094754;2100000;72.2312;0.99124;0.97078;0.99983;8.6226;0.15169;0.3210378;10;14.318;679.44;0.019546;2653.98;2501105.048;;;
0;0;1.016484731;2300000;71.238;1.0025;0.99426;0.99992;8.9881;0.16385;0.3255134;10;15.083;688.1;0.020255;2921.45;2501105.048;;;
0;0.2;0.043539754;100050;287.856;0.67924;0.33596;0.99679;2.7876;0.028799;0.0805574;10;3.8019;482.06;0.011479;56.32;2501105.048;;;
0;0.2;0.130580095;300060;150.6674;0.80781;0.51071;0.99788;4.0737;0.045209;0.1539081;10;5.8397;549.76;0.012331;248.78;2501105.048;;;
0;0.2;0.217598677;500020;115.8858;0.84316;0.62285;0.99839;4.9131;0.057945;0.2001016;10;7.2279;579.22;0.013105;433.25;2501105.048;;;
0;0.2;0.304630315;700010;99.7101;0.86816;0.70517;0.99873;5.576;0.069798;0.2325635;10;8.3749;599.52;0.013908;618.26;2501105.048;;;
0;0.2;0.391661952;900000;90.7218;0.89235;0.76855;0.99898;6.1154;0.08165;0.2556048;10;9.3709;616.81;0.014835;804.9;2501105.048;;;
0;0.2;0.478697942;1100000;84.7301;0.91067;0.82007;0.99918;6.6029;0.093203;0.2736801;10;10.29;631.02;0.015684;996.16;2501105.048;;;
0;0.2;0.565733931;1300000;80.4957;0.92713;0.85796;0.99935;7.0428;0.10464;0.2880767;10;11.142;642.85;0.016509;1190.59;2501105.048;;;
0;0.2;0.65276992;1500000;77.3633;0.94298;0.89043;0.99949;7.4628;0.11604;0.2997408;10;11.965;653.52;0.017278;1393.19;2501105.048;;;
0;0.2;0.73980591;1700000;75.0669;0.95958;0.91927;0.99961;7.8612;0.12761;0.3089101;10;12.762;663.38;0.018037;1604.48;2501105.048;;;
0;0.2;0.826841899;1900000;73.2159;0.97481;0.94245;0.99973;8.2559;0.13911;0.3167197;10;13.551;672.17;0.018722;1825.44;2501105.048;;;
0;0.2;0.913877889;2100000;71.7902;0.98927;0.96324;0.99983;8.6504;0.15076;0.3230098;10;14.34;680.25;0.019365;2059.84;2501105.048;;;
0;0.2;1.000913878;2300000;70.8115;1.001;0.98635;0.99992;9.0179;0.16287;0.3274743;10;15.108;688.85;0.020067;2302.53;2501105.048;;;
0;0.4;0.207451355;500020;112.8381;0.838;0.5934;0.99839;4.9602;0.056421;0.2055062;10;7.2592;582.36;0.012639;90.73;2501105.048;;;
0;0.4;0.290424428;700010;97.0438;0.86156;0.67626;0.99873;5.6374;0.067931;0.2389533;10;8.4161;601.93;0.013389;229.73;2501105.048;;;
0;0.4;0.373397502;900000;88.3576;0.88431;0.73283;0.99898;6.186;0.079522;0.2624442;10;9.4169;618.68;0.014287;378.85;2501105.048;;;
0;0.4;0.456374725;1100000;82.7696;0.9057;0.78954;0.99918;6.6702;0.091047;0.2801625;10;10.338;633.4;0.015167;537.63;2501105.048;;;
0;0.4;0.539351948;1300000;78.7615;0.92205;0.83199;0.99935;7.1117;0.10239;0.2944198;10;11.193;645.47;0.015998;702.39;2501105.048;;;
0;0.4;0.622329171;1500000;75.8002;0.93701;0.86616;0.99949;7.5319;0.1137;0.305922;10;12.017;656.2;0.016774;876.42;2501105.048;;;
0;0.4;0.705306393;1700000;73.6074;0.95165;0.8955;0.99961;7.9339;0.12513;0.3150355;10;12.82;665.96;0.017523;1061.08;2501105.048;;;
0;0.4;0.788283616;1900000;71.9224;0.96707;0.92214;0.99973;8.3224;0.13665;0.322416;10;13.604;675.22;0.018245;1254.95;2501105.048;;;
0;0.4;0.871260839;2100000;70.6325;0.98163;0.94625;0.99983;8.7112;0.14833;0.3283039;10;14.391;683.79;0.01892;1462.58;2501105.048;;;
0;0.4;0.954238062;2300000;69.5782;0.99522;0.96504;0.99992;9.1002;0.16003;0.3332787;10;15.176;691.5;0.01954;1681.47;2501105.048;;;
0;0.4;1.037215284;2500000;68.8189;1.0073;0.98567;1;9.4728;0.17205;0.3369558;10;15.948;699.34;0.020181;1910.65;2501105.048;;;
0;0.6;0.429519719;1100000;79.2932;0.8932;0.73614;0.99918;6.7959;0.087223;0.2924454;10;10.426;636.63;0.014263;64.28;2501105.048;;;
0;0.6;0.507614213;1300000;75.7461;0.91226;0.78063;0.99935;7.2352;0.09847;0.3061404;10;11.284;649.19;0.015122;200.4;2501105.048;;;
0;0.6;0.585708708;1500000;73.1029;0.92902;0.82162;0.99949;7.656;0.10965;0.3172094;10;12.111;660.45;0.015917;346.38;2501105.048;;;
0;0.6;0.663803202;1700000;71.1304;0.94267;0.85417;0.99961;8.0568;0.12092;0.3260059;10;12.912;670.35;0.016679;503.33;2501105.048;;;
0;0.6;0.741897696;1900000;69.6094;0.95573;0.88286;0.99973;8.4501;0.13226;0.3331295;10;13.703;679.55;0.017393;671.66;2501105.048;;;
0;0.6;0.819992191;2100000;68.4907;0.96866;0.90871;0.99983;8.8395;0.14383;0.3385704;10;14.495;688.31;0.01808;854.35;2501105.048;;;
0;0.6;0.898086685;2300000;67.6451;0.98245;0.93262;0.99992;9.2186;0.15558;0.3428027;10;15.274;696.73;0.018755;1047.57;2501105.048;;;
0;0.6;0.976181179;2500000;66.968;0.99566;0.95607;1;9.5949;0.16742;0.3462688;10;16.053;704.69;0.019388;1252.41;2501105.048;;;
0;0.6;1.054275674;2700000;66.4346;1.0081;0.9735;1.0001;9.9777;0.17937;0.349049;10;16.837;711.91;0.019977;1469.48;2501105.048;;;
1000;0;0.04689917;100050;274.0996;0.69121;0.35078;0.99679;2.567;0.027423;0.0846004;10;3.5179;478.68;0.01187;238.83;2501105.048;;;
1000;0;0.140655323;300060;143.7157;0.80869;0.53636;0.99788;3.7846;0.043123;0.1613529;10;5.4409;545.54;0.01266;514.25;2501105.048;;;
1000;0;0.234388037;500020;110.5407;0.84211;0.65736;0.99839;4.5999;0.055272;0.2097773;10;6.7733;573.74;0.013351;756.12;2501105.048;;;
1000;0;0.328134815;700010;96.0188;0.87119;0.73702;0.99873;5.2114;0.067214;0.241504;10;7.8572;595.35;0.01433;984.83;2501105.048;;;
1000;0;0.421881592;900000;87.6049;0.89459;0.8027;0.99898;5.7282;0.078845;0.264699;10;8.8129;612.47;0.015294;1209.77;2501105.048;;;
1000;0;0.515633057;1100000;82.0821;0.91375;0.84772;0.99918;6.1916;0.09029;0.2825091;10;9.6924;626.35;0.016203;1436.23;2501105.048;;;
1000;0;0.609384522;1300000;78.1934;0.93209;0.8849;0.99935;6.6244;0.10165;0.2965586;10;10.529;638.47;0.01705;1668.21;2501105.048;;;
1000;0;0.703135986;1500000;75.4265;0.95085;0.91736;0.99949;7.0324;0.11314;0.3074374;10;11.334;649.39;0.017876;1907.94;2501105.048;;;
1000;0;0.796887451;1700000;73.2716;0.96778;0.94078;0.99961;7.4382;0.12456;0.3164793;10;12.132;658.86;0.018607;2159.47;2501105.048;;;
1000;0;0.890638916;1900000;71.7796;0.98309;0.96714;0.99973;7.8282;0.13638;0.3230575;10;12.919;668.35;0.019357;2423.45;2501105.048;;;
1000;0;0.984390381;2100000;70.7751;0.99601;0.9919;0.99983;8.1922;0.14863;0.3276425;10;13.685;678.19;0.020159;2694.97;2501105.048;;;
1000;0;1.078141846;2300000;70.1483;1.0095;1.0125;0.99992;8.532;0.16134;0.3305699;10;14.431;688.43;0.021011;2973.98;2501105.048;;;
1000;0.2;0.046012693;100050;269.5738;0.68568;0.34685;0.99679;2.5884;0.02697;0.0860207;10;3.5304;479.14;0.011577;62.74;2501105.048;;;
1000;0.2;0.137996689;300060;142.1402;0.806;0.52849;0.99788;3.8029;0.04265;0.1631412;10;5.4527;546.24;0.012461;255.27;2501105.048;;;
1000;0.2;0.229957689;500020;109.5353;0.83989;0.64724;0.99839;4.6173;0.05477;0.2117029;10;6.7848;574.55;0.01318;441.58;2501105.048;;;
1000;0.2;0.321932487;700010;95.1778;0.8685;0.72519;0.99873;5.232;0.066625;0.2436379;10;7.8711;595.97;0.014149;628.75;2501105.048;;;
1000;0.2;0.413907285;900000;86.9295;0.89304;0.79324;0.99898;5.7476;0.078237;0.2667557;10;8.8268;613.27;0.015124;818.45;2501105.048;;;
1000;0.2;0.505886681;1100000;81.4959;0.91197;0.84001;0.99918;6.2119;0.089645;0.2845412;10;9.7075;627.21;0.016035;1013.48;2501105.048;;;
1000;0.2;0.597866078;1300000;77.6693;0.92961;0.87713;0.99935;6.6454;0.10097;0.2985598;10;10.545;639.31;0.016882;1216.12;2501105.048;;;
1000;0.2;0.689845475;1500000;74.9646;0.94825;0.9097;0.99949;7.0521;0.11245;0.3093319;10;11.349;650.33;0.017717;1427.95;2501105.048;;;
1000;0.2;0.781824871;1700000;72.876;0.9653;0.93526;0.99961;7.4552;0.12389;0.318197;10;12.146;660.05;0.018464;1651.67;2501105.048;;;
1000;0.2;0.873804268;1900000;71.3335;0.98158;0.95966;0.99973;7.8552;0.13553;0.3250775;10;12.941;669.05;0.019172;1890.11;2501105.048;;;
1000;0.2;0.965783664;2100000;70.3077;0.99408;0.98544;0.99983;8.2264;0.14765;0.3298209;10;13.713;678.58;0.019942;2138.02;2501105.048;;;
1000;0.2;1.057763061;2300000;69.6768;1.0072;1.0066;0.99992;8.5715;0.16026;0.3328073;10;14.464;688.6;0.020774;2394.92;2501105.048;;;
1000;0.4;0.219326257;500020;106.7491;0.8347;0.61703;0.99839;4.6616;0.053376;0.2172283;10;6.8148;577.59;0.012722;123.47;2501105.048;;;
1000;0.4;0.307048864;700010;92.5993;0.86098;0.69983;0.99873;5.2958;0.06482;0.2504225;10;7.9148;598.01;0.0136;268.32;2501105.048;;;
1000;0.4;0.394771471;900000;84.8551;0.88631;0.76056;0.99898;5.8094;0.07637;0.2732769;10;8.87;615.37;0.014606;423.58;2501105.048;;;
1000;0.4;0.482498465;1100000;79.7239;0.90716;0.81354;0.99918;6.2733;0.087696;0.2908654;10;9.7529;629.75;0.015533;587.5;2501105.048;;;
1000;0.4;0.570225458;1300000;76.1144;0.9242;0.85319;0.99935;6.7067;0.098949;0.3046588;10;10.591;642;0.016393;761.19;2501105.048;;;
1000;0.4;0.657952452;1500000;73.512;0.94048;0.88608;0.99949;7.117;0.11027;0.3154441;10;11.399;652.83;0.017216;945.42;2501105.048;;;
1000;0.4;0.745679446;1700000;71.6206;0.95776;0.91611;0.99961;7.5133;0.12176;0.3237746;10;12.192;663.14;0.018006;1142.26;2501105.048;;;
1000;0.4;0.833406439;1900000;70.1943;0.9739;0.94139;0.99973;7.9111;0.13337;0.3303533;10;12.988;672.48;0.018732;1354.07;2501105.048;;;
1000;0.4;0.921133433;2100000;69.0671;0.98898;0.96283;0.99983;8.3066;0.14504;0.3357448;10;13.779;680.91;0.019401;1578.33;2501105.048;;;
1000;0.4;1.008860426;2300000;68.3493;1.0015;0.98703;0.99992;8.6771;0.1572;0.339271;10;14.552;689.84;0.02013;1814.31;2501105.048;;;
1000;0.6;0.369594678;900000;81.2084;0.87441;0.7127;0.99898;5.9224;0.073088;0.2855484;10;8.9486;618.64;0.013713;15.4;2501105.048;;;
1000;0.6;0.451726828;1100000;76.6355;0.8963;0.75985;0.99918;6.3835;0.084299;0.3025873;10;9.8308;633.2;0.014675;148.87;2501105.048;;;
1000;0.6;0.533858979;1300000;73.413;0.91655;0.80805;0.99935;6.8173;0.095437;0.3158696;10;10.674;646.14;0.015557;294.44;2501105.048;;;
1000;0.6;0.61599113;1500000;71.0984;0.93194;0.84535;0.99949;7.2269;0.10665;0.3261526;10;11.484;657.24;0.016398;452;2501105.048;;;
1000;0.6;0.69812328;1700000;69.3615;0.94659;0.87712;0.99961;7.6273;0.11791;0.3343199;10;12.281;667.44;0.017178;622.17;2501105.048;;;
1000;0.6;0.780255431;1900000;68.129;0.96124;0.90604;0.99973;8.0235;0.12945;0.3403679;10;13.078;677.09;0.017927;808.08;2501105.048;;;
1000;0.6;0.862387582;2100000;67.2181;0.97654;0.93245;0.99983;8.4094;0.14116;0.3449804;10;13.865;686.32;0.018652;1006.72;2501105.048;;;
1000;0.6;0.944519732;2300000;66.5076;0.99092;0.95568;0.99992;8.7956;0.15297;0.3486658;10;14.652;694.79;0.019325;1218.32;2501105.048;;;
1000;0.6;1.026651883;2500000;66.0033;1.0046;0.97468;1;9.1871;0.16501;0.3513298;10;15.45;702.57;0.019956;1446.34;2501105.048;;;
2000;0;0.050055033;100050;256.5976;0.69738;0.363;0.99679;2.3833;0.025672;0.0903708;10;3.2669;476.06;0.011968;230.39;2501105.048;;;
2000;0;0.150120072;300060;135.1773;0.80577;0.55656;0.99788;3.5368;0.040561;0.1715446;10;5.0802;541.38;0.012743;500.42;2501105.048;;;
2000;0;0.250160096;500020;104.814;0.84025;0.68049;0.99839;4.3087;0.052409;0.221239;10;6.3469;569.64;0.013515;740.45;2501105.048;;;
2000;0;0.350215129;700010;91.7131;0.87226;0.76244;0.99873;4.8819;0.0642;0.252842;10;7.3761;591.78;0.014612;968.1;2501105.048;;;
2000;0;0.450270162;900000;84.0366;0.89531;0.82306;0.99898;5.3808;0.075633;0.2759384;10;8.2994;608.76;0.015618;1196.29;2501105.048;;;
2000;0;0.550330198;1100000;79.0359;0.91593;0.8669;0.99918;5.8314;0.086939;0.2933976;10;9.1556;622.76;0.016565;1428.25;2501105.048;;;
2000;0;0.650390234;1300000;75.6373;0.93715;0.90455;0.99935;6.2501;0.098329;0.3065805;10;9.9707;635.18;0.017481;1667.6;2501105.048;;;
2000;0;0.75045027;1500000;73.1195;0.95631;0.93119;0.99949;6.6643;0.10968;0.3171374;10;10.776;645.82;0.018287;1920.47;2501105.048;;;
2000;0;0.850510306;1700000;71.4462;0.97365;0.96126;0.99961;7.0623;0.12146;0.3245651;10;11.571;656.38;0.01911;2188.05;2501105.048;;;
2000;0;0.950570342;1900000;70.407;0.98853;0.98751;0.99973;7.4256;0.13377;0.3293557;10;12.338;667.6;0.020017;2463;2501105.048;;;
2000;0;1.050630378;2100000;69.7776;1.0035;1.0107;0.99983;7.7719;0.14653;0.3323265;10;13.093;678.89;0.020949;2749.67;2501105.048;;;
2000;0.2;0.049135645;100050;252.6429;0.6918;0.35883;0.99679;2.4022;0.025276;0.0917854;10;3.278;476.51;0.011691;68.8;2501105.048;;;
2000;0.2;0.147362735;300060;133.8899;0.80343;0.54795;0.99788;3.5509;0.040175;0.1731941;10;5.0895;542.24;0.012571;261.18;2501105.048;;;
2000;0.2;0.245565269;500020;103.8932;0.83802;0.67105;0.99839;4.3242;0.051948;0.2231998;10;6.3569;570.42;0.013348;449.06;2501105.048;;;
2000;0.2;0.343782536;700010;90.9549;0.86956;0.75201;0.99873;4.9001;0.063669;0.2549498;10;7.3886;592.42;0.014437;638.29;2501105.048;;;
2000;0.2;0.441999804;900000;83.4327;0.89373;0.81399;0.99898;5.3979;0.07509;0.2779358;10;8.3118;609.61;0.015457;832.89;2501105.048;;;
2000;0.2;0.540221982;1100000;78.523;0.91408;0.85866;0.99918;5.8483;0.086375;0.295314;10;9.1679;623.67;0.016411;1034.48;2501105.048;;;
2000;0.2;0.638444161;1300000;75.1754;0.93457;0.89634;0.99935;6.2682;0.097728;0.3084643;10;9.9848;636.06;0.017324;1245.95;2501105.048;;;
2000;0.2;0.736666339;1500000;72.7315;0.9539;0.9257;0.99949;6.6793;0.1091;0.3188292;10;10.788;646.99;0.018149;1470.64;2501105.048;;;
2000;0.2;0.834888518;1700000;71.0093;0.9722;0.95376;0.99961;7.0862;0.12072;0.3265618;10;11.591;657.08;0.018928;1712.36;2501105.048;;;
2000;0.2;0.933110696;1900000;69.9196;0.98634;0.98194;0.99973;7.4606;0.13285;0.3316513;10;12.366;667.77;0.019785;1964.5;2501105.048;;;
2000;0.2;1.031332875;2100000;69.3222;1.0013;1.0047;0.99983;7.8077;0.14558;0.3345097;10;13.122;679.07;0.020717;2228.34;2501105.048;;;
2000;0.4;0.13971225;300060;129.7056;0.79657;0.5242;0.99788;3.5995;0.038919;0.1787813;10;5.121;544.48;0.012014;18.08;2501105.048;;;
2000;0.4;0.232816501;500020;101.2563;0.83235;0.6405;0.99839;4.3687;0.05063;0.2290122;10;6.3869;572.98;0.012876;154.62;2501105.048;;;
2000;0.4;0.325934721;700010;88.6685;0.862;0.71705;0.99873;4.9557;0.062068;0.2615239;10;7.4253;594.26;0.013918;304.83;2501105.048;;;
2000;0.4;0.41905294;900000;81.6049;0.88905;0.78612;0.99898;5.4519;0.073445;0.2841611;10;8.3523;612;0.014965;467.22;2501105.048;;;
2000;0.4;0.512175816;1100000;76.9252;0.90889;0.83504;0.99918;5.9037;0.084618;0.3014479;10;9.2098;626.26;0.015926;638.49;2501105.048;;;
2000;0.4;0.605298692;1300000;73.7492;0.92749;0.87295;0.99935;6.3256;0.095874;0.3144298;10;10.029;638.62;0.016841;822.35;2501105.048;;;
2000;0.4;0.698421567;1500000;71.5011;0.94655;0.90706;0.99949;6.731;0.10725;0.3243159;10;10.83;650.05;0.017704;1019.67;2501105.048;;;
2000;0.4;0.791544443;1700000;69.8853;0.96462;0.93467;0.99961;7.1373;0.11881;0.331814;10;11.633;660.36;0.018495;1234.38;2501105.048;;;
2000;0.4;0.884667319;1900000;68.6684;0.9817;0.96009;0.99973;7.5386;0.13047;0.3376945;10;12.431;669.77;0.01923;1463.43;2501105.048;;;
2000;0.4;0.977790194;2100000;67.961;0.99493;0.98725;0.99983;7.9139;0.14272;0.3412093;10;13.211;679.74;0.020038;1706.79;2501105.048;;;
2000;0.4;1.07091307;2300000;67.6625;1.0089;1.0093;0.99992;8.2637;0.15562;0.3427144;10;13.975;690.42;0.020925;1964.43;2501105.048;;;
2000;0.6;0.390370852;900000;78.3198;0.87673;0.73087;0.99898;5.5517;0.070488;0.2960799;10;8.4187;615.07;0.01411;88.89;2501105.048;;;
2000;0.6;0.477119931;1100000;74.1731;0.9003;0.78848;0.99918;6.0022;0.08159;0.3126325;10;9.2826;630.14;0.015104;232.1;2501105.048;;;
2000;0.6;0.563869009;1300000;71.3229;0.91919;0.83253;0.99935;6.4238;0.09272;0.3251259;10;10.105;642.9;0.016038;388.49;2501105.048;;;
2000;0.6;0.650618087;1500000;69.2768;0.93573;0.86845;0.99949;6.8322;0.10392;0.3347288;10;10.909;654.33;0.0169;559.11;2501105.048;;;
2000;0.6;0.737367165;1700000;67.8798;0.9523;0.90066;0.99961;7.2357;0.1154;0.3416174;10;11.712;665.03;0.017721;747.74;2501105.048;;;
2000;0.6;0.824116244;1900000;66.882;0.96934;0.9304;0.99973;7.6289;0.12708;0.3467139;10;12.506;675.18;0.018509;950.86;2501105.048;;;
2000;0.6;0.910865322;2100000;66.1405;0.98518;0.95372;0.99983;8.0265;0.13889;0.3506014;10;13.306;684.31;0.019228;1170.26;2501105.048;;;
2000;0.6;0.9976144;2300000;65.648;1.0004;0.97644;0.99992;8.4234;0.15099;0.3532312;10;14.11;692.92;0.019918;1406.43;2501105.048;;;
2000;0.6;1.084363479;2500000;65.4712;1.0123;1.0009;1;8.7947;0.16368;0.3541853;10;14.897;702.14;0.020679;1656.95;2501105.048;;;
3000;0;0.053580035;100050;240.8467;0.70041;0.37611;0.99679;2.2083;0.024096;0.0962809;10;3.0312;473.85;0.012124;222.5;2501105.048;;;
3000;0;0.160691908;300060;127.0049;0.8011;0.58017;0.99788;3.3112;0.038109;0.182583;10;4.7485;536.86;0.012789;488.79;2501105.048;;;
3000;0;0.267777004;500020;99.7143;0.83976;0.69783;0.99839;4.023;0.049859;0.2325538;10;5.937;565.94;0.013771;724.93;2501105.048;;;
3000;0;0.374878166;700010;87.6957;0.87266;0.78611;0.99873;4.5745;0.061387;0.2644249;10;6.928;588.21;0.014912;954.67;2501105.048;;;
3000;0;0.481979328;900000;80.7671;0.89692;0.84133;0.99898;5.0513;0.07269;0.2871088;10;7.8154;605.08;0.01599;1185.92;2501105.048;;;
3000;0;0.589085846;1100000;76.3306;0.92032;0.88602;0.99918;5.4899;0.083964;0.303796;10;8.6517;619.39;0.016995;1425.37;2501105.048;;;
3000;0;0.696192363;1300000;73.2553;0.94241;0.91847;0.99935;5.9123;0.095232;0.3165497;10;9.4643;631.62;0.017898;1677.41;2501105.048;;;
3000;0;0.803298881;1500000;71.2589;0.96256;0.95236;0.99949;6.3216;0.10689;0.3254181;10;10.269;643.29;0.018788;1947.14;2501105.048;;;
3000;0;0.910405398;1700000;70.1257;0.97956;0.98114;0.99961;6.6886;0.11921;0.3306766;10;11.04;655.99;0.019805;2225.47;2501105.048;;;
3000;0;1.017511916;1900000;69.4735;0.99637;1.0076;0.99973;7.0415;0.132;0.3337808;10;11.803;668.55;0.02083;2518.66;2501105.048;;;
3000;0.2;0.052649582;100050;237.1046;0.69676;0.37187;0.99679;2.2268;0.023722;0.0978004;10;3.0423;474.19;0.011837;74.53;2501105.048;;;
3000;0.2;0.157901384;300060;125.9929;0.79925;0.57061;0.99788;3.3208;0.037805;0.1840495;10;4.7549;537.91;0.01265;267.35;2501105.048;;;
