Alt (m);Mach number;Throttle;Power (kW);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);;;Power (kW)
0;0.6;0.43;500000;95.46;0.90;0.77;0.99931;3.64;0.05;0.24;0;11.41;645.87;0.01;122.84;;;500
0;0.6;0.60;700000;86.04;0.93;0.86;0.99964;4.15;0.06;0.27;0;13.39;671.17;0.02;310.88;;;700
0;0.6;0.77;900000;81.20;0.96;0.92;0.9999;4.62;0.07;0.29;0;15.28;692.30;0.02;532.04;;;900
0;0.6;0.94;1100000;78.55;1.00;0.96;1.0001;5.09;0.09;0.30;0;17.19;710.69;0.02;789.68;;;1100
0;0.6;1.11;1300000;77.42;1.02;1.01;1.0003;5.53;0.10;0.30;0;19.08;728.77;0.02;1083.84;;;1300
1000;0;0.11;100020;223.31;0.78;0.50;0.9977;1.81;0.02;0.10;0;5.34;537.56;0.01;249.04;;;100.02
1000;0;0.32;300000;120.67;0.86;0.76;0.9988;2.74;0.04;0.19;0;8.43;601.40;0.01;557.70;;;300
1000;0;0.53;500000;98.03;0.91;0.87;0.99931;3.32;0.05;0.24;0;10.60;635.37;0.02;841.93;;;500
1000;0;0.74;700000;88.20;0.96;0.94;0.99964;3.82;0.06;0.26;0;12.54;659.76;0.02;1141.63;;;700
1000;0;0.96;900000;83.92;0.99;0.99;0.9999;4.26;0.08;0.28;0;14.39;684.15;0.02;1470.59;;;900
1000;0;1.17;1100000;82.19;1.02;1.04;1.0001;4.67;0.09;0.28;0;16.21;708.40;0.02;1833.14;;;1100
1000;0.2;0.10;100020;220.91;0.78;0.50;0.9977;1.82;0.02;0.10;0;5.35;538.04;0.01;127.13;;;100.02
1000;0.2;0.31;300000;119.68;0.86;0.75;0.9988;2.75;0.04;0.19;0;8.44;601.94;0.01;373.80;;;300
1000;0.2;0.52;500000;97.39;0.91;0.86;0.99931;3.33;0.05;0.24;0;10.62;636.21;0.02;619.04;;;500
1000;0.2;0.73;700000;87.71;0.95;0.93;0.99964;3.83;0.06;0.26;0;12.55;660.73;0.02;885.44;;;700
1000;0.2;0.94;900000;83.34;0.99;0.99;0.9999;4.28;0.08;0.28;0;14.42;684.18;0.02;1186.28;;;900
1000;0.2;1.15;1100000;81.66;1.02;1.04;1.0001;4.70;0.09;0.28;0;16.25;708.30;0.02;1522.12;;;1100
1000;0.4;0.10;100020;213.43;0.77;0.48;0.9977;1.85;0.02;0.11;0;5.39;539.33;0.01;2.78;;;100.02
1000;0.4;0.30;300000;116.68;0.85;0.71;0.9988;2.78;0.04;0.20;0;8.48;603.49;0.01;187.97;;;300
1000;0.4;0.49;500000;95.40;0.91;0.84;0.99931;3.36;0.05;0.24;0;10.66;638.52;0.02;394.84;;;500
1000;0.4;0.69;700000;86.24;0.95;0.91;0.99964;3.86;0.06;0.27;0;12.60;663.80;0.02;628.38;;;700
1000;0.4;0.89;900000;81.70;0.98;0.97;0.9999;4.33;0.07;0.28;0;14.50;685.10;0.02;901.07;;;900
1000;0.4;1.09;1100000;80.07;1.01;1.02;1.0001;4.76;0.09;0.29;0;16.36;708.22;0.02;1211.91;;;1100
1000;0.6;0.45;500000;91.94;0.90;0.79;0.99931;3.42;0.05;0.25;0;10.74;641.92;0.01;164.85;;;500
1000;0.6;0.64;700000;83.52;0.93;0.88;0.99964;3.91;0.06;0.28;0;12.68;667.55;0.02;366.38;;;700
1000;0.6;0.82;900000;79.45;0.97;0.94;0.9999;4.39;0.07;0.29;0;14.60;689.62;0.02;608.56;;;900
1000;0.6;1.00;1100000;77.53;1.00;0.99;1.0001;4.86;0.09;0.30;0;16.52;709.32;0.02;893.34;;;1100
1000;0.6;1.18;1300000;77.27;1.03;1.03;1.0003;5.29;0.10;0.30;0;18.41;730.61;0.02;1216.69;;;1300
2000;0;0.11;100020;209.81;0.77;0.52;0.9977;1.68;0.02;0.11;0;4.96;533.39;0.01;240.46;;;100.02
2000;0;0.34;300000;114.84;0.86;0.78;0.9988;2.56;0.03;0.20;0;7.89;597.10;0.01;545.28;;;300
2000;0;0.57;500000;94.20;0.92;0.89;0.99931;3.12;0.05;0.25;0;9.99;631.26;0.02;833.70;;;500
2000;0;0.80;700000;85.68;0.96;0.96;0.99964;3.61;0.06;0.27;0;11.92;656.79;0.02;1149.32;;;700
2000;0;1.02;900000;82.63;1.00;1.01;0.9999;4.04;0.07;0.28;0;13.75;684.70;0.02;1497.95;;;900
2000;0.2;0.11;100020;207.85;0.77;0.51;0.9977;1.69;0.02;0.11;0;4.97;534.01;0.01;128.64;;;100.02
2000;0.2;0.33;300000;113.97;0.86;0.77;0.9988;2.57;0.03;0.20;0;7.90;597.67;0.01;375.60;;;300
2000;0.2;0.56;500000;93.61;0.91;0.88;0.99931;3.13;0.05;0.25;0;10.00;631.99;0.02;626.93;;;500
2000;0.2;0.78;700000;85.15;0.96;0.95;0.99964;3.63;0.06;0.27;0;11.93;657.39;0.02;910.20;;;700
2000;0.2;1.00;900000;82.08;0.99;1.01;0.9999;4.06;0.07;0.28;0;13.78;684.64;0.02;1231.94;;;900
2000;0.4;0.11;100020;201.59;0.76;0.49;0.9977;1.71;0.02;0.12;0;5.00;535.66;0.01;14.92;;;100.02
2000;0.4;0.32;300000;111.30;0.85;0.74;0.9988;2.59;0.03;0.21;0;7.93;599.29;0.01;204.28;;;300
2000;0.4;0.53;500000;91.84;0.91;0.86;0.99931;3.16;0.05;0.25;0;10.04;634.35;0.02;419.10;;;500
2000;0.4;0.74;700000;83.75;0.95;0.93;0.99964;3.65;0.06;0.28;0;11.98;660.09;0.02;670.03;;;700
2000;0.4;0.95;900000;80.45;0.99;0.99;0.9999;4.12;0.07;0.29;0;13.88;684.70;0.02;966.26;;;900
2000;0.4;1.16;1100000;79.58;1.02;1.04;1.0001;4.54;0.09;0.29;0;15.74;710.19;0.02;1303.35;;;1100
2000;0.6;0.29;300000;106.69;0.84;0.69;0.9988;2.64;0.03;0.22;0;8.00;601.97;0.01;27.59;;;300
2000;0.6;0.48;500000;88.74;0.90;0.82;0.99931;3.20;0.04;0.26;0;10.11;637.96;0.02;206.37;;;500
2000;0.6;0.68;700000;81.39;0.94;0.90;0.99964;3.70;0.06;0.28;0;12.05;664.48;0.02;425.61;;;700
2000;0.6;0.87;900000;78.03;0.98;0.96;0.9999;4.19;0.07;0.30;0;14.00;686.96;0.02;693.07;;;900
2000;0.6;1.06;1100000;77.12;1.01;1.01;1.0001;4.64;0.08;0.30;0;15.91;710.24;0.02;1006.12;;;1100
3000;0;0.12;100020;196.94;0.77;0.54;0.9977;1.56;0.02;0.12;0;4.61;529.01;0.01;232.77;;;100.02
3000;0;0.37;300000;109.44;0.86;0.80;0.9988;2.39;0.03;0.21;0;7.38;592.75;0.02;534.34;;;300
3000;0;0.61;500000;90.68;0.92;0.90;0.99931;2.93;0.05;0.26;0;9.42;626.84;0.02;829.85;;;500
3000;0;0.85;700000;83.85;0.97;0.97;0.99964;3.41;0.06;0.28;0;11.33;656.27;0.02;1161.60;;;700
3000;0;1.10;900000;81.72;1.01;1.04;0.9999;3.84;0.07;0.28;0;13.18;686.36;0.02;1536.60;;;900
3000;0.2;0.12;100020;195.43;0.77;0.53;0.9977;1.57;0.02;0.12;0;4.62;529.80;0.01;130.18;;;100.02
3000;0.2;0.36;300000;108.68;0.86;0.79;0.9988;2.39;0.03;0.21;0;7.39;593.42;0.02;377.86;;;300
3000;0.2;0.60;500000;90.19;0.92;0.89;0.99931;2.94;0.05;0.26;0;9.43;627.83;0.02;637.60;;;500
3000;0.2;0.84;700000;83.27;0.96;0.97;0.99964;3.43;0.06;0.28;0;11.35;656.28;0.02;939.32;;;700
3000;0.2;1.08;900000;81.22;1.00;1.03;0.9999;3.86;0.07;0.29;0;13.21;686.14;0.02;1287.18;;;900
3000;0.4;0.11;100020;190.33;0.76;0.51;0.9977;1.59;0.02;0.12;0;4.64;531.87;0.01;26.18;;;100.02
3000;0.4;0.34;300000;106.30;0.85;0.76;0.9988;2.42;0.03;0.22;0;7.42;595.13;0.01;220.20;;;300
3000;0.4;0.57;500000;88.59;0.91;0.87;0.99931;2.97;0.04;0.26;0;9.47;630.27;0.02;444.56;;;500
3000;0.4;0.79;700000;81.66;0.96;0.95;0.99964;3.47;0.06;0.28;0;11.42;657.06;0.02;716.60;;;700
3000;0.4;1.02;900000;79.71;1.00;1.01;0.9999;3.91;0.07;0.29;0;13.30;686.03;0.02;1039.13;;;900
3000;0.6;0.31;300000;102.22;0.84;0.71;0.9988;2.46;0.03;0.23;0;7.48;597.76;0.01;57.87;;;300
3000;0.6;0.52;500000;85.85;0.90;0.84;0.99931;3.01;0.04;0.27;0;9.53;634.10;0.02;248.02;;;500
3000;0.6;0.73;700000;79.57;0.95;0.92;0.99964;3.51;0.06;0.29;0;11.48;661.82;0.02;488.45;;;700
3000;0.6;0.94;900000;77.17;0.99;0.98;0.9999;4.00;0.07;0.30;0;13.45;686.19;0.02;784.95;;;900
3000;0.6;1.15;1100000;77.39;1.02;1.04;1.0001;4.44;0.09;0.30;0;15.39;713.40;0.02;1137.60;;;1100
4000;0;0.13;100020;185.05;0.76;0.56;0.9977;1.45;0.02;0.13;0;4.27;523.95;0.01;224.53;;;100.02
4000;0;0.39;300000;104.50;0.86;0.81;0.9988;2.22;0.03;0.22;0;6.90;588.33;0.02;524.45;;;300
4000;0;0.66;500000;87.61;0.92;0.91;0.99931;2.77;0.04;0.26;0;8.91;623.01;0.02;831.97;;;500
4000;0;0.92;700000;82.54;0.97;0.99;0.99964;3.23;0.06;0.28;0;10.80;656.96;0.02;1184.69;;;700
4000;0;1.18;900000;81.39;1.02;1.07;0.9999;3.65;0.07;0.28;0;12.68;689.94;0.02;1588.93;;;900
4000;0.2;0.13;100010;183.76;0.76;0.55;0.9977;1.45;0.02;0.13;0;4.27;524.89;0.01;130.76;;;100.01
4000;0.2;0.39;300000;103.80;0.86;0.80;0.9988;2.23;0.03;0.22;0;6.91;589.02;0.02;380.42;;;300
4000;0.2;0.64;500000;87.15;0.92;0.91;0.99931;2.77;0.04;0.27;0;8.92;623.85;0.02;653.07;;;500
4000;0.2;0.90;700000;82.01;0.97;0.99;0.99964;3.24;0.06;0.28;0;10.83;656.88;0.02;977.49;;;700
4000;0.2;1.16;900000;80.88;1.01;1.06;0.9999;3.67;0.07;0.29;0;12.72;689.36;0.02;1355.66;;;900
4000;0.4;0.12;100020;179.55;0.75;0.52;0.9977;1.46;0.02;0.13;0;4.29;527.35;0.01;36.16;;;100.02
4000;0.4;0.37;300000;101.67;0.85;0.78;0.9988;2.25;0.03;0.23;0;6.94;590.83;0.02;235.40;;;300
4000;0.4;0.61;500000;85.80;0.91;0.89;0.99931;2.79;0.04;0.27;0;8.95;626.71;0.02;473.86;;;500
4000;0.4;0.86;700000;80.43;0.96;0.97;0.99964;3.28;0.06;0.29;0;10.90;656.89;0.02;770.75;;;700
4000;0.4;1.10;900000;79.47;1.01;1.04;0.9999;3.72;0.07;0.29;0;12.81;688.78;0.02;1124.27;;;900
4000;0.6;0.34;300000;98.06;0.84;0.73;0.9988;2.29;0.03;0.24;0;6.98;593.58;0.01;86.54;;;300
4000;0.6;0.56;500000;83.36;0.90;0.86;0.99931;2.83;0.04;0.28;0;9.01;630.69;0.02;291.70;;;500
4000;0.6;0.79;700000;78.12;0.95;0.94;0.99964;3.34;0.05;0.30;0;11.00;659.29;0.02;558.24;;;700
4000;0.6;1.01;900000;77.14;0.99;1.00;0.9999;3.81;0.07;0.30;0;12.96;688.59;0.02;887.88;;;900
5000;0;0.14;100010;174.32;0.75;0.58;0.9977;1.33;0.02;0.13;0;3.95;519.50;0.01;216.99;;;100.01
5000;0;0.43;300000;99.97;0.86;0.83;0.9988;2.07;0.03;0.23;0;6.45;584.03;0.02;516.29;;;300
5000;0;0.71;500000;85.15;0.93;0.93;0.99931;2.61;0.04;0.27;0;8.45;620.43;0.02;840.01;;;500
5000;0;0.99;700000;81.67;0.98;1.02;0.99964;3.06;0.06;0.28;0;10.34;658.81;0.02;1217.50;;;700
5000;0;1.28;900000;82.24;1.03;1.10;0.9999;3.45;0.07;0.28;0;12.21;699.57;0.02;1654.63;;;900
5000;0.2;0.14;100010;173.14;0.75;0.57;0.9977;1.34;0.02;0.13;0;3.95;520.33;0.01;131.51;;;100.01
5000;0.2;0.42;300000;99.34;0.86;0.82;0.9988;2.08;0.03;0.23;0;6.46;584.68;0.02;383.80;;;300
5000;0.2;0.70;500000;84.63;0.92;0.93;0.99931;2.62;0.04;0.27;0;8.46;620.77;0.02;673.98;;;500
5000;0.2;0.98;700000;81.16;0.98;1.01;0.99964;3.07;0.06;0.29;0;10.36;658.67;0.02;1023.78;;;700
5000;0.2;1.25;900000;81.60;1.03;1.10;0.9999;3.48;0.07;0.28;0;12.26;697.67;0.02;1439.67;;;900
5000;0.4;0.13;100010;169.75;0.74;0.54;0.9977;1.35;0.02;0.14;0;3.96;523.12;0.01;45.29;;;100.01
5000;0.4;0.40;300000;97.44;0.85;0.80;0.9988;2.10;0.03;0.24;0;6.48;586.63;0.02;250.65;;;300
5000;0.4;0.66;500000;83.35;0.92;0.91;0.99931;2.64;0.04;0.28;0;8.49;623.32;0.02;507.00;;;500
5000;0.4;0.93;700000;79.69;0.97;0.99;0.99964;3.11;0.06;0.29;0;10.43;658.41;0.02;831.30;;;700
5000;0.4;1.19;900000;79.92;1.02;1.08;0.9999;3.56;0.07;0.29;0;12.39;693.82;0.02;1229.32;;;900
5000;0.6;0.37;300000;94.22;0.84;0.76;0.9988;2.13;0.03;0.25;0;6.53;589.49;0.01;114.22;;;300
5000;0.6;0.61;500000;81.20;0.91;0.88;0.99931;2.67;0.04;0.29;0;8.54;627.64;0.02;337.56;;;500
5000;0.6;0.86;700000;77.24;0.96;0.96;0.99964;3.18;0.05;0.30;0;10.55;658.51;0.02;634.39;;;700
5000;0.6;1.10;900000;77.69;1.01;1.03;0.9999;3.64;0.07;0.30;0;12.55;692.65;0.02;1009.77;;;900
6000;0;0.15;100010;164.60;0.74;0.59;0.9977;1.23;0.02;0.14;0;3.64;515.26;0.01;209.25;;;100.01
6000;0;0.46;300000;95.97;0.86;0.85;0.9988;1.93;0.03;0.24;0;6.03;580.12;0.02;510.47;;;300
6000;0;0.77;500000;83.50;0.93;0.95;0.99931;2.45;0.04;0.28;0;8.02;620.51;0.02;853.62;;;500
6000;0;1.08;700000;81.59;0.99;1.05;0.99964;2.89;0.06;0.28;0;9.93;663.89;0.02;1262.24;;;700
6000;0.2;0.15;100010;163.63;0.74;0.58;0.9977;1.23;0.02;0.14;0;3.64;516.17;0.01;131.69;;;100.01
6000;0.2;0.46;300000;95.40;0.86;0.84;0.9988;1.93;0.03;0.24;0;6.04;580.82;0.02;388.50;;;300
6000;0.2;0.76;500000;82.95;0.93;0.95;0.99931;2.46;0.04;0.28;0;8.03;620.49;0.02;699.45;;;500
6000;0.2;1.06;700000;81.01;0.99;1.04;0.99964;2.91;0.06;0.29;0;9.96;662.97;0.02;1081.52;;;700
6000;0.4;0.14;100010;160.66;0.74;0.56;0.9977;1.24;0.02;0.14;0;3.65;518.80;0.01;53.57;;;100.01
6000;0.4;0.43;300000;93.73;0.85;0.82;0.9988;1.95;0.03;0.25;0;6.06;582.88;0.02;266.34;;;300
6000;0.4;0.72;500000;81.46;0.92;0.93;0.99931;2.49;0.04;0.28;0;8.08;621.06;0.02;545.99;;;500
6000;0.4;1.01;700000;79.55;0.98;1.02;0.99964;2.96;0.06;0.29;0;10.04;661.58;0.02;903.98;;;700
6000;0.6;0.40;300000;90.81;0.84;0.78;0.9988;1.98;0.03;0.26;0;6.11;585.67;0.02;141.46;;;300
6000;0.6;0.67;500000;79.48;0.91;0.90;0.99931;2.53;0.04;0.29;0;8.13;625.12;0.02;388.26;;;500
6000;0.6;0.93;700000;77.30;0.97;0.99;0.99964;3.03;0.05;0.30;0;10.16;661.21;0.02;721.65;;;700
6000;0.6;1.20;900000;79.04;1.02;1.08;0.9999;3.50;0.07;0.29;0;12.23;699.23;0.02;1155.96;;;900
7000;0;0.17;100010;155.96;0.73;0.61;0.9977;1.12;0.02;0.15;0;3.35;511.76;0.02;201.70;;;100.01
7000;0;0.51;300000;92.41;0.86;0.86;0.9988;1.80;0.03;0.25;0;5.65;576.50;0.02;507.52;;;300
7000;0;0.85;500000;82.41;0.94;0.98;0.99931;2.31;0.04;0.28;0;7.64;622.08;0.02;875.30;;;500
7000;0;1.19;700000;82.76;1.01;1.08;0.99964;2.72;0.06;0.28;0;9.54;675.58;0.02;1317.68;;;700
7000;0.2;0.17;100010;155.06;0.73;0.60;0.9977;1.12;0.02;0.15;0;3.35;512.49;0.02;131.71;;;100.01
7000;0.2;0.50;300000;91.94;0.86;0.85;0.9988;1.80;0.03;0.25;0;5.66;577.32;0.02;395.63;;;300
7000;0.2;0.84;500000;81.91;0.94;0.97;0.99931;2.32;0.04;0.28;0;7.66;621.92;0.02;732.54;;;500
7000;0.2;1.17;700000;82.12;1.00;1.07;0.99964;2.75;0.06;0.28;0;9.58;673.31;0.02;1153.62;;;700
7000;0.4;0.16;100010;152.39;0.73;0.57;0.9977;1.13;0.02;0.15;0;3.36;514.88;0.01;61.20;;;100.01
7000;0.4;0.47;300000;90.47;0.85;0.83;0.9988;1.82;0.03;0.26;0;5.68;579.52;0.02;283.48;;;300
7000;0.4;0.79;500000;80.39;0.93;0.95;0.99931;2.36;0.04;0.29;0;7.70;621.69;0.02;589.71;;;500
7000;0.4;1.11;700000;80.29;0.99;1.06;0.99964;2.82;0.06;0.29;0;9.69;668.26;0.02;992.25;;;700
7000;0.6;0.44;300000;87.83;0.84;0.80;0.9988;1.84;0.03;0.26;0;5.72;582.45;0.02;168.97;;;300
7000;0.6;0.73;500000;78.21;0.92;0.92;0.99931;2.40;0.04;0.30;0;7.78;623.39;0.02;444.04;;;500
7000;0.6;1.02;700000;78.02;0.98;1.02;0.99964;2.89;0.05;0.30;0;9.83;665.87;0.02;825.23;;;700
8000;0;0.19;100010;147.96;0.73;0.63;0.9977;1.02;0.01;0.16;0;3.08;508.13;0.02;194.52;;;100.01
8000;0;0.57;300000;89.44;0.86;0.87;0.9988;1.68;0.03;0.26;0;5.31;573.84;0.02;509.31;;;300
8000;0;0.95;500000;82.06;0.95;1.01;0.99931;2.18;0.04;0.28;0;7.30;626.53;0.02;904.56;;;500
8000;0;1.33;700000;85.45;1.03;1.12;0.99964;2.54;0.06;0.27;0;9.18;695.87;0.03;1388.91;;;700
8000;0.2;0.19;100010;147.17;0.72;0.62;0.9977;1.03;0.01;0.16;0;3.08;508.89;0.02;131.53;;;100.01
8000;0.2;0.56;300000;88.99;0.86;0.87;0.9988;1.68;0.03;0.26;0;5.32;574.42;0.02;406.44;;;300
8000;0.2;0.93;500000;81.51;0.95;1.00;0.99931;2.19;0.04;0.28;0;7.32;625.62;0.02;772.91;;;500
8000;0.2;1.30;700000;84.72;1.03;1.11;0.99964;2.57;0.06;0.27;0;9.23;692.26;0.03;1240.54;;;700
8000;0.4;0.17;100010;144.80;0.72;0.59;0.9977;1.03;0.01;0.16;0;3.09;511.06;0.02;68.12;;;100.01
8000;0.4;0.52;300000;87.69;0.86;0.85;0.9988;1.70;0.03;0.26;0;5.34;576.68;0.02;303.27;;;300
8000;0.4;0.87;500000;80.04;0.94;0.98;0.99931;2.23;0.04;0.29;0;7.38;624.37;0.02;642.13;;;500
8000;0.4;1.22;700000;82.71;1.02;1.09;0.99964;2.65;0.06;0.28;0;9.38;683.57;0.02;1099.41;;;700
8000;0.6;0.16;100010;140.96;0.71;0.55;0.9977;1.04;0.01;0.16;0;3.10;515.19;0.02;3.50;;;100.01
8000;0.6;0.48;300000;85.40;0.85;0.82;0.9988;1.72;0.03;0.27;0;5.37;579.98;0.02;198.42;;;300
8000;0.6;0.80;500000;77.77;0.93;0.95;0.99931;2.28;0.04;0.30;0;7.46;624.24;0.02;507.08;;;500
8000;0.6;1.13;700000;79.92;1.00;1.06;0.99964;2.77;0.06;0.29;0;9.58;674.71;0.02;953.69;;;700
0;0;0.11;100050;240.08;0.80;0.49;0.9977;1.91;0.02;0.10;10;5.70;558.11;0.01;254.83;;;100.05
0;0;0.34;300080;128.18;0.88;0.74;0.9988;2.86;0.04;0.18;10;8.93;624.05;0.01;563.60;;;300.08
0;0;0.56;500010;103.30;0.93;0.87;0.99931;3.45;0.05;0.22;10;11.16;659.33;0.02;842.48;;;500.01
0;0;0.78;700000;92.22;0.97;0.94;0.99964;3.94;0.06;0.25;10;13.10;684.17;0.02;1126.91;;;700
0;0;1.00;900000;86.47;1.00;0.99;0.9999;4.40;0.08;0.27;10;14.95;705.21;0.02;1435.73;;;900
0;0.2;0.11;100020;237.27;0.79;0.49;0.9977;1.92;0.02;0.10;10;5.71;558.54;0.01;122.95;;;100.02
0;0.2;0.33;300000;127.08;0.88;0.73;0.9988;2.87;0.04;0.18;10;8.94;624.57;0.01;365.85;;;300
0;0.2;0.55;500000;102.56;0.92;0.86;0.99931;3.46;0.05;0.23;10;11.18;660.13;0.02;603.96;;;500
0;0.2;0.77;700000;91.67;0.96;0.93;0.99964;3.95;0.06;0.25;10;13.12;685.20;0.02;854.67;;;700
0;0.2;0.99;900000;85.93;1.00;0.98;0.9999;4.41;0.08;0.27;10;14.98;705.84;0.02;1132.98;;;900
0;0.2;1.21;1100000;83.32;1.03;1.03;1.0001;4.82;0.09;0.28;10;16.77;727.94;0.02;1439.20;;;1100
0;0.4;0.31;300000;123.65;0.87;0.71;0.9988;2.91;0.04;0.19;10;8.98;626.29;0.01;165.72;;;300
0;0.4;0.52;500000;100.29;0.92;0.83;0.99931;3.50;0.05;0.23;10;11.23;662.41;0.02;363.67;;;500
0;0.4;0.73;700000;89.88;0.96;0.91;0.99964;3.99;0.06;0.26;10;13.17;687.55;0.02;581.24;;;700
0;0.4;0.94;900000;84.40;0.99;0.96;0.9999;4.45;0.08;0.27;10;15.04;708.41;0.02;828.89;;;900
0;0.4;1.14;1100000;81.57;1.02;1.01;1.0001;4.89;0.09;0.28;10;16.88;728.09;0.02;1110.06;;;1100
0;0.6;0.49;500000;96.34;0.91;0.78;0.99931;3.56;0.05;0.24;10;11.31;665.47;0.02;116.54;;;500
0;0.6;0.68;700000;86.82;0.95;0.87;0.99964;4.05;0.06;0.27;10;13.26;691.44;0.02;301.45;;;700
0;0.6;0.87;900000;81.91;0.98;0.93;0.9999;4.51;0.07;0.28;10;15.13;713.00;0.02;518.59;;;900
0;0.6;1.07;1100000;79.21;1.01;0.98;1.0001;4.96;0.09;0.29;10;17.01;731.89;0.02;771.12;;;1100
1000;0;0.12;100020;225.90;0.79;0.51;0.9977;1.77;0.02;0.10;10;5.30;554.62;0.01;245.92;;;100.02
1000;0;0.36;300000;121.92;0.88;0.77;0.9988;2.67;0.04;0.19;10;8.35;620.24;0.02;550.41;;;300
1000;0;0.59;500000;99.01;0.93;0.88;0.99931;3.24;0.05;0.23;10;10.50;655.18;0.02;830.62;;;500
1000;0;0.83;700000;89.05;0.97;0.95;0.99964;3.73;0.06;0.26;10;12.41;680.20;0.02;1126.01;;;700
1000;0;1.07;900000;84.64;1.01;1.01;0.9999;4.16;0.08;0.27;10;14.24;704.79;0.02;1449.93;;;900
1000;0.2;0.12;100020;223.43;0.79;0.50;0.9977;1.78;0.02;0.10;10;5.31;555.10;0.01;124.77;;;100.02
1000;0.2;0.35;300000;120.91;0.88;0.76;0.9988;2.68;0.04;0.19;10;8.37;620.78;0.02;367.73;;;300
1000;0.2;0.58;500000;98.35;0.93;0.87;0.99931;3.25;0.05;0.24;10;10.52;656.03;0.02;609.29;;;500
1000;0.2;0.81;700000;88.56;0.97;0.94;0.99964;3.74;0.06;0.26;10;12.43;681.26;0.02;871.64;;;700
1000;0.2;1.04;900000;84.04;1.00;1.00;0.9999;4.18;0.08;0.28;10;14.27;704.81;0.02;1167.61;;;900
1000;0.4;0.11;100020;215.66;0.78;0.48;0.9977;1.81;0.02;0.11;10;5.34;556.32;0.01;1.03;;;100.02
1000;0.4;0.33;300000;117.85;0.87;0.72;0.9988;2.71;0.04;0.20;10;8.41;622.39;0.01;183.08;;;300
1000;0.4;0.55;500000;96.31;0.92;0.85;0.99931;3.28;0.05;0.24;10;10.56;658.37;0.02;386.62;;;500
1000;0.4;0.77;700000;87.05;0.96;0.93;0.99964;3.76;0.06;0.27;10;12.47;684.30;0.02;616.40;;;700
1000;0.4;0.99;900000;82.40;1.00;0.98;0.9999;4.23;0.07;0.28;10;14.35;705.97;0.02;884.10;;;900
1000;0.4;1.21;1100000;80.69;1.03;1.03;1.0001;4.64;0.09;0.29;10;16.18;729.34;0.02;1189.36;;;1100
1000;0.6;0.51;500000;92.78;0.91;0.80;0.99931;3.34;0.05;0.25;10;10.64;661.82;0.02;158.03;;;500
1000;0.6;0.72;700000;84.28;0.95;0.89;0.99964;3.82;0.06;0.28;10;12.56;688.15;0.02;356.17;;;700
1000;0.6;0.92;900000;80.13;0.99;0.95;0.9999;4.28;0.07;0.29;10;14.44;710.76;0.02;593.66;;;900
1000;0.6;1.13;1100000;78.14;1.02;1.00;1.0001;4.74;0.09;0.30;10;16.34;730.71;0.02;872.94;;;1100
2000;0;0.13;100020;212.23;0.79;0.53;0.9977;1.64;0.02;0.11;10;4.92;550.75;0.01;237.25;;;100.02
2000;0;0.38;300000;116.04;0.88;0.79;0.9988;2.50;0.03;0.20;10;7.82;616.30;0.02;538.18;;;300
2000;0;0.63;500000;95.13;0.93;0.90;0.99931;3.04;0.05;0.24;10;9.89;651.39;0.02;822.21;;;500
2000;0;0.89;700000;86.47;0.98;0.97;0.99964;3.52;0.06;0.27;10;11.79;677.46;0.02;1132.87;;;700
2000;0;1.14;900000;83.31;1.01;1.03;0.9999;3.94;0.07;0.28;10;13.60;705.71;0.02;1475.61;;;900
2000;0.2;0.12;100020;210.23;0.78;0.52;0.9977;1.65;0.02;0.11;10;4.93;551.36;0.01;126.19;;;100.02
2000;0.2;0.37;300000;115.15;0.87;0.78;0.9988;2.50;0.03;0.20;10;7.83;616.89;0.02;369.55;;;300
2000;0.2;0.62;500000;94.52;0.93;0.89;0.99931;3.05;0.05;0.25;10;9.90;652.14;0.02;616.86;;;500
2000;0.2;0.87;700000;85.94;0.97;0.96;0.99964;3.54;0.06;0.27;10;11.81;678.06;0.02;895.43;;;700
2000;0.2;1.12;900000;82.75;1.01;1.02;0.9999;3.96;0.07;0.28;10;13.63;705.64;0.02;1211.61;;;900
2000;0.4;0.12;100020;203.74;0.78;0.50;0.9977;1.67;0.02;0.11;10;4.96;552.94;0.01;13.11;;;100.02
2000;0.4;0.35;300000;112.43;0.87;0.75;0.9988;2.53;0.03;0.21;10;7.86;618.54;0.01;199.34;;;300
2000;0.4;0.58;500000;92.71;0.92;0.87;0.99931;3.08;0.05;0.25;10;9.94;654.57;0.02;410.42;;;500
2000;0.4;0.82;700000;84.55;0.97;0.94;0.99964;3.56;0.06;0.27;10;11.85;681.01;0.02;657.10;;;700
2000;0.4;1.05;900000;81.09;1.00;1.00;0.9999;4.01;0.07;0.29;10;13.72;705.74;0.02;947.80;;;900
2000;0.6;0.32;300000;107.72;0.85;0.70;0.9988;2.58;0.03;0.22;10;7.93;621.31;0.01;23.81;;;300
2000;0.6;0.54;500000;89.55;0.91;0.83;0.99931;3.13;0.04;0.26;10;10.01;658.25;0.02;199.16;;;500
2000;0.6;0.76;700000;82.12;0.95;0.91;0.99964;3.61;0.06;0.28;10;11.93;685.40;0.02;414.46;;;700
2000;0.6;0.97;900000;78.67;0.99;0.97;0.9999;4.08;0.07;0.29;10;13.84;708.40;0.02;676.02;;;900
