Alt (m);Mach number;Throttle;Power (W);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);;;;Power (kW)
0;0.2;0.392730908;1100000;77.9878;0.87594;0.78204;0.99918;5.1185;0.085787;0.2973404;-10;12.688;639.06;0.018622;795.38;;;;1100
0;0.2;0.464136528;1300000;74.3659;0.89352;0.82335;0.99935;5.504;0.096676;0.3118222;-10;13.847;651.94;0.019516;964.72;;;;1300
0;0.2;0.535542147;1500000;71.732;0.91061;0.85757;0.99949;5.8682;0.1076;0.323272;-10;14.963;663.36;0.020372;1142.3;;;;1500
0;0.2;0.606947767;1700000;69.7552;0.92811;0.88822;0.99961;6.2166;0.11858;0.3324329;-10;16.047;674.03;0.021195;1328.19;;;;1700
0;0.2;0.678353386;1900000;68.1874;0.94407;0.91264;0.99973;6.5641;0.12956;0.3400766;-10;17.127;683.47;0.02193;1525.06;;;;1900
0;0.2;0.749759006;2100000;67.0047;0.95902;0.93558;0.99983;6.9083;0.14071;0.346079;-10;18.204;692.27;0.022631;1734.33;;;;2100
0;0.2;0.821164626;2300000;66.2038;0.97068;0.96009;0.99992;7.2283;0.15227;0.3502661;-10;19.25;701.65;0.023406;1951.34;;;;2300
0;0.2;0.892570245;2500000;65.6914;0.98288;0.98061;1;7.5273;0.16423;0.3529982;-10;20.267;711.49;0.024242;2175.61;;;;2500
0;0.2;0.963975865;2700000;65.3737;0.9951;0.99968;1.0001;7.8181;0.17651;0.3547134;-10;21.278;721.33;0.025086;2410.31;;;;2700
0;0.2;1.035381485;2900000;65.1845;1.007;1.0195;1.0001;8.1047;0.18903;0.3557432;-10;22.287;730.91;0.025916;2655.08;;;;2900
0;0.4;0.170597066;500020;103.4134;0.79842;0.5485;0.99839;3.7107;0.051708;0.2242353;-10;8.6733;588.66;0.015484;79.54;;;;500.02
0;0.4;0.238826339;700000;89.432;0.82375;0.63126;0.99873;4.2755;0.062603;0.2592913;-10;10.182;608.81;0.01627;193.09;;;;700
0;0.4;0.307062436;900000;81.6209;0.84742;0.69391;0.99898;4.745;0.073459;0.2841053;-10;11.511;626.09;0.017202;317.78;;;;900
0;0.4;0.375298533;1100000;76.6957;0.87021;0.74956;0.99918;5.1591;0.084365;0.3023498;-10;12.735;641.41;0.018171;452.66;;;;1100
0;0.4;0.44353463;1300000;73.208;0.88851;0.79671;0.99935;5.5462;0.09517;0.3167543;-10;13.899;654.66;0.019067;596.75;;;;1300
0;0.4;0.511770727;1500000;70.6797;0.90472;0.83323;0.99949;5.9112;0.10602;0.3280846;-10;15.016;666.14;0.019929;750.4;;;;1500
0;0.4;0.580006824;1700000;68.7654;0.92043;0.86434;0.99961;6.2629;0.1169;0.3372182;-10;16.107;676.67;0.02074;913.73;;;;1700
0;0.4;0.648242921;1900000;67.3258;0.93668;0.89287;0.99973;6.6039;0.12792;0.3444286;-10;17.18;686.71;0.021523;1087.57;;;;1900
0;0.4;0.716479017;2100000;66.2076;0.95184;0.91745;0.99983;6.9455;0.13904;0.3502458;-10;18.255;695.82;0.022243;1273.83;;;;2100
0;0.4;0.784715114;2300000;65.283;0.96588;0.93743;0.99992;7.2881;0.15015;0.3552065;-10;19.325;703.96;0.022898;1470.13;;;;2300
0;0.4;0.852951211;2500000;64.709;0.9775;0.96037;1;7.6064;0.16177;0.3583573;-10;20.374;712.81;0.023632;1677.61;;;;2500
0;0.4;0.921187308;2700000;64.34;0.98838;0.98213;1.0001;7.917;0.17372;0.3604126;-10;21.413;721.65;0.024381;1895.83;;;;2700
0;0.4;0.989423405;2900000;64.1849;1;1;1.0001;8.2068;0.18614;0.3612833;-10;22.428;731.13;0.025202;2122.89;;;;2900
0;0.4;1.057659502;3100000;64.1101;1.0113;1.0178;1.0002;8.4944;0.19874;0.3617048;-10;23.443;740.26;0.025997;2359.53;;;;3100
0;0.6;0.349550351;1100000;74.4572;0.85854;0.69861;0.99918;5.2326;0.081903;0.3114397;-10;12.819;645.04;0.017394;102.03;;;;1100
0;0.6;0.41310496;1300000;71.2172;0.87865;0.74234;0.99935;5.6205;0.092582;0.3256084;-10;13.986;658.47;0.018306;220.88;;;;1300
0;0.6;0.47665957;1500000;68.9045;0.89687;0.78674;0.99949;5.9849;0.10336;0.3365374;-10;15.108;670.53;0.019191;351.25;;;;1500
0;0.6;0.540214179;1700000;67.1088;0.91125;0.82286;0.99961;6.3395;0.11408;0.3455425;-10;16.204;681.27;0.02;491.47;;;;1700
0;0.6;0.603768788;1900000;65.7683;0.92526;0.85353;0.99973;6.6855;0.12496;0.3525852;-10;17.287;691.16;0.02077;643.82;;;;1900
0;0.6;0.667323398;2100000;64.7555;0.93932;0.88084;0.99983;7.0237;0.13599;0.3580996;-10;18.36;700.58;0.021512;807.76;;;;2100
0;0.6;0.730878007;2300000;63.9953;0.95374;0.90608;0.99992;7.3561;0.14719;0.3623536;-10;19.422;709.6;0.022236;982.46;;;;2300
0;0.6;0.794432616;2500000;63.3949;0.96737;0.92953;1;7.6875;0.15849;0.3657852;-10;20.486;717.99;0.02291;1168.54;;;;2500
0;0.6;0.857987226;2700000;62.9384;0.98015;0.94749;1.0001;8.0239;0.16993;0.3684386;-10;21.561;725.57;0.023535;1367.52;;;;2700
0;0.6;0.921541835;2900000;62.6682;0.99126;0.96678;1.0001;8.3482;0.18174;0.370027;-10;22.624;733.4;0.024192;1577.54;;;;2900
0;0.6;0.985096444;3100000;62.5384;1.0009;0.98727;1.0002;8.6601;0.19387;0.3707952;-10;23.673;741.4;0.024878;1797.39;;;;3100
0;0.6;1.048651053;3300000;62.5402;1.011;1.0055;1.0003;8.9593;0.20638;0.3707844;-10;24.711;749.68;0.025598;2027.19;;;;3300
1000;0;0.038583163;100050;239.6004;0.64685;0.32063;0.99679;1.8649;0.023971;0.0967817;-10;4.0686;478.67;0.014282;166.39;;;;100.05
1000;0;0.115714782;300060;128.71;0.76643;0.4928;0.99788;2.8105;0.038621;0.1801642;-10;6.4359;549.47;0.015268;373.53;;;;300.06
1000;0;0.192827118;500020;100.3265;0.80176;0.61078;0.99839;3.4736;0.050165;0.2311347;-10;8.1436;578.87;0.016046;565.66;;;;500.02
1000;0;0.269947167;700000;87.5628;0.83172;0.69119;0.99873;3.9914;0.061294;0.2648262;-10;9.567;600.88;0.017063;753.34;;;;700
1000;0;0.34707493;900000;80.3176;0.8587;0.76355;0.99898;4.435;0.072286;0.2887153;-10;10.845;619.34;0.01811;943.12;;;;900
1000;0;0.424202692;1100000;75.6029;0.87931;0.81228;0.99918;4.8363;0.083163;0.3067201;-10;12.031;634.22;0.019106;1137.61;;;;1100
1000;0;0.501330454;1300000;72.3362;0.89891;0.85154;0.99935;5.2127;0.094037;0.3205716;-10;13.166;647.18;0.020045;1339.84;;;;1300
1000;0;0.578458216;1500000;69.9765;0.91871;0.88597;0.99949;5.571;0.10496;0.3313819;-10;14.265;659;0.020935;1550.65;;;;1500
1000;0;0.655585978;1700000;68.1588;0.93641;0.91107;0.99961;5.9293;0.11587;0.3402192;-10;15.36;669.15;0.021713;1774.26;;;;1700
1000;0;0.73271374;1900000;66.9169;0.95188;0.93964;0.99973;6.2676;0.12714;0.3465331;-10;16.429;679.54;0.02254;2007.55;;;;1900
1000;0;0.809841502;2100000;66.1422;0.96583;0.96425;0.99983;6.5794;0.1389;0.3505919;-10;17.465;690.64;0.023457;2248.27;;;;2100
1000;0;0.886969265;2300000;65.6577;0.97987;0.9861;0.99992;6.8766;0.15101;0.3531789;-10;18.483;701.8;0.024401;2497.85;;;;2300
1000;0;0.964097027;2500000;65.3712;0.99354;1.0091;1;7.1697;0.16343;0.3547272;-10;19.502;712.67;0.025327;2759.81;;;;2500
1000;0;1.041224789;2700000;65.2167;1.0069;1.0324;1.0001;7.4574;0.17609;0.3555673;-10;20.515;723.23;0.026236;3031.66;;;;2700
1000;0.2;0.037992709;100050;236.8588;0.64107;0.31697;0.99679;1.8773;0.023697;0.0979019;-10;4.0804;479.1;0.014025;42.98;;;;100.05
1000;0.2;0.113943951;300060;127.7594;0.76408;0.48513;0.99788;2.8204;0.038335;0.1815047;-10;6.4462;550.23;0.015103;187.91;;;;300.06
1000;0.2;0.189876206;500020;99.7902;0.80019;0.6004;0.99839;3.48;0.049897;0.232377;-10;8.1506;580.02;0.015931;336.27;;;;500.02
1000;0.2;0.265816055;700000;87.0447;0.82942;0.68252;0.99873;4.0026;0.060932;0.2664026;-10;9.5797;601.67;0.016915;490.06;;;;700
1000;0.2;0.3417635;900000;79.8857;0.8569;0.75231;0.99898;4.446;0.071897;0.2902765;-10;10.858;620.14;0.017968;650.59;;;;900
1000;0.2;0.417710944;1100000;75.2163;0.87757;0.80392;0.99918;4.8485;0.082738;0.3082967;-10;12.046;635.11;0.018961;818.82;;;;1100
1000;0.2;0.493658388;1300000;71.9855;0.89666;0.8436;0.99935;5.2255;0.093581;0.3221335;-10;13.182;648.07;0.019899;996.37;;;;1300
1000;0.2;0.569605833;1500000;69.668;0.91623;0.87851;0.99949;5.5831;0.1045;0.3328492;-10;14.281;659.98;0.020797;1183.62;;;;1500
1000;0.2;0.645553277;1700000;67.8994;0.9341;0.90545;0.99961;5.9388;0.11543;0.3415189;-10;15.373;670.4;0.021596;1383.44;;;;1700
1000;0.2;0.721500722;1900000;66.6056;0.9505;0.93204;0.99973;6.2854;0.12655;0.3481526;-10;16.453;680.26;0.022371;1595.42;;;;1900
1000;0.2;0.797448166;2100000;65.7779;0.96363;0.95863;0.99983;6.6075;0.13813;0.3525338;-10;17.502;690.73;0.023228;1817.17;;;;2100
1000;0.2;0.87339561;2300000;65.3068;0.97763;0.98006;0.99992;6.9052;0.15021;0.3550767;-10;18.522;701.91;0.02417;2047.53;;;;2300
1000;0.2;0.949343055;2500000;65.037;0.99116;1.0019;1;7.2002;0.16259;0.3565496;-10;19.544;712.69;0.025091;2290.86;;;;2500
1000;0.2;1.025290499;2700000;64.8915;1.0043;1.0247;1.0001;7.4899;0.17521;0.3573493;-10;20.56;723.16;0.025991;2544.58;;;;2700
1000;0.4;0.181620718;500020;98.2098;0.7956;0.57041;0.99839;3.498;0.049107;0.2361164;-10;8.1697;583.47;0.015599;105.55;;;;500.02
1000;0.4;0.254258835;700000;85.5161;0.82325;0.65564;0.99873;4.0347;0.059862;0.2711646;-10;9.6155;604.15;0.016486;224.8;;;;700
1000;0.4;0.326904217;900000;78.5193;0.84947;0.71798;0.99898;4.4828;0.070667;0.295328;-10;10.899;622.22;0.017516;356.22;;;;900
1000;0.4;0.399549599;1100000;74.0412;0.87289;0.777;0.99918;4.8856;0.081445;0.3131894;-10;12.091;637.7;0.018523;498.42;;;;1100
1000;0.4;0.47219498;1300000;70.9375;0.89123;0.81978;0.99935;5.2634;0.092219;0.3268925;-10;13.229;650.83;0.019468;651.6;;;;1300
1000;0.4;0.544840362;1500000;68.6872;0.90871;0.8549;0.99949;5.6245;0.10303;0.3376018;-10;14.334;662.57;0.020354;815.79;;;;1500
1000;0.4;0.617485743;1700000;67.0644;0.92697;0.88696;0.99961;5.9732;0.11401;0.3457712;-10;15.419;673.7;0.021208;992.33;;;;1700
1000;0.4;0.690131125;1900000;65.809;0.94366;0.91266;0.99973;6.3221;0.12504;0.352367;-10;16.503;683.56;0.021975;1181.93;;;;1900
1000;0.4;0.762776506;2100000;64.8618;0.95924;0.93664;0.99983;6.6668;0.13621;0.3575129;-10;17.582;692.7;0.022701;1384.16;;;;2100
1000;0.4;0.835421888;2300000;64.2872;0.97139;0.96226;0.99992;6.9891;0.14786;0.3607082;-10;18.635;702.47;0.023507;1597.75;;;;2300
1000;0.4;0.90806727;2500000;64.0386;0.98442;0.98337;1;7.2907;0.1601;0.3621088;-10;19.667;712.96;0.024399;1823.41;;;;2500
1000;0.4;0.980712651;2700000;63.9205;0.99719;1.0034;1.0001;7.5849;0.17259;0.3627778;-10;20.692;723.24;0.025282;2059.54;;;;2700
1000;0.4;1.053358033;2900000;63.9089;1.0097;1.0246;1.0001;7.8743;0.18534;0.3628435;-10;21.714;733.27;0.026152;2306.12;;;;2900
1000;0.6;0.304599452;900000;76.2679;0.83893;0.67145;0.99898;4.5433;0.068641;0.3040456;-10;10.967;626.05;0.016788;55.24;;;;900
1000;0.6;0.372288219;1100000;72.0172;0.86181;0.72078;0.99918;4.9516;0.079219;0.3219914;-10;12.167;641.26;0.017779;171.08;;;;1100
1000;0.6;0.439976986;1300000;69.163;0.88367;0.77277;0.99935;5.3285;0.089912;0.3352795;-10;13.311;655.12;0.018747;300.65;;;;1300
1000;0.6;0.507665753;1500000;67.0533;0.89997;0.8139;0.99949;5.6921;0.10058;0.3458285;-10;14.42;667.14;0.019636;441.15;;;;1500
1000;0.6;0.57535452;1700000;65.5396;0.91571;0.84791;0.99961;6.0456;0.11142;0.3538157;-10;15.513;678.12;0.020479;595.79;;;;1700
1000;0.6;0.643043287;1900000;64.4285;0.93154;0.8782;0.99973;6.3903;0.12241;0.3599172;-10;16.595;688.47;0.021286;763.24;;;;1900
1000;0.6;0.710732054;2100000;63.6014;0.94746;0.90626;0.99983;6.7282;0.13356;0.3645976;-10;17.666;698.3;0.022059;942.9;;;;2100
1000;0.6;0.778420821;2300000;62.9735;0.96227;0.92887;0.99992;7.0696;0.14484;0.3682329;-10;18.746;707.16;0.022765;1136.34;;;;2300
1000;0.6;0.846109588;2500000;62.5437;0.97619;0.94983;1;7.4113;0.15636;0.3707634;-10;19.833;715.48;0.023443;1344.19;;;;2500
1000;0.6;0.913798355;2700000;62.3665;0.98727;0.97292;1.0001;7.7307;0.16839;0.3718172;-10;20.894;724.52;0.024204;1563.38;;;;2700
1000;0.6;0.981487122;2900000;62.3425;0.99852;0.99368;1.0001;8.0375;0.18079;0.37196;-10;21.943;733.71;0.024994;1793.77;;;;2900
1000;0.6;1.049175889;3100000;62.4633;1.0103;1.0118;1.0002;8.3306;0.19364;0.3712407;-10;22.978;743.27;0.025828;2034.26;;;;3100
2000;0;0.041183008;100050;225.731;0.64992;0.33104;0.99679;1.7294;0.022584;0.1027282;-10;3.7813;476.21;0.01451;160.92;;;;100.05
2000;0;0.123511978;300060;121.6419;0.76254;0.51238;0.99788;2.6354;0.0365;0.1906327;-10;6.0329;545.24;0.015389;366.22;;;;300.06
2000;0;0.205820367;500020;95.4157;0.79972;0.63472;0.99839;3.2696;0.047709;0.2430306;-10;7.666;574.21;0.016213;558.6;;;;500.02
2000;0;0.288136989;700000;83.8726;0.83277;0.72038;0.99873;3.7622;0.058711;0.2764781;-10;9.0344;597.07;0.017339;748.35;;;;700
2000;0;0.370461842;900000;77.2762;0.85973;0.78538;0.99898;4.1903;0.069549;0.3000785;-10;10.269;615.25;0.018442;942;;;;900
2000;0;0.452786696;1100000;73.0436;0.88199;0.83261;0.99918;4.5839;0.080348;0.3174671;-10;11.433;630.31;0.019476;1143.89;;;;1100
2000;0;0.53511155;1300000;70.1603;0.90429;0.87295;0.99935;4.9531;0.091208;0.3305136;-10;12.549;643.72;0.020461;1355.09;;;;1300
2000;0;0.617436404;1500000;68.0382;0.92435;0.90132;0.99949;5.3199;0.10206;0.3408221;-10;13.657;655.11;0.021316;1580.46;;;;1500
2000;0;0.699761258;1700000;66.6187;0.94198;0.9338;0.99961;5.6656;0.11325;0.3480844;-10;14.736;666.57;0.022211;1816.74;;;;1700
2000;0;0.782086112;1900000;65.8124;0.95798;0.95991;0.99973;5.9772;0.12504;0.3523492;-10;15.773;679.18;0.023245;2060.53;;;;1900
2000;0;0.864410966;2100000;65.3276;0.97366;0.98491;0.99983;6.2796;0.13719;0.3549639;-10;16.802;691.53;0.024275;2317.06;;;;2100
2000;0;0.94673582;2300000;65.0669;0.98881;1.0111;0.99992;6.5772;0.14965;0.3563862;-10;17.83;703.45;0.025283;2586.58;;;;2300
2000;0;1.029060673;2500000;64.9685;1.0037;1.0386;1;6.8677;0.16242;0.3569257;-10;18.852;715.12;0.026279;2867.24;;;;2500
2000;0.2;0.040550399;100050;223.2797;0.64446;0.3271;0.99679;1.7403;0.022338;0.103856;-10;3.7916;476.57;0.014262;47.88;;;;100.05
2000;0.2;0.121614721;300060;120.8653;0.76058;0.50405;0.99788;2.6427;0.036267;0.1918576;-10;6.0406;546.14;0.015249;194.26;;;;300.06
2000;0.2;0.202658777;500020;94.8618;0.79789;0.6244;0.99839;3.2776;0.047433;0.2444495;-10;7.6745;575.09;0.01608;345.34;;;;500.02
2000;0.2;0.283710939;700000;83.4056;0.83044;0.70799;0.99873;3.7721;0.058384;0.278026;-10;9.0445;597.78;0.017198;503.1;;;;700
2000;0.2;0.364771207;900000;76.8822;0.85817;0.77643;0.99898;4.2006;0.069194;0.3016163;-10;10.282;616.12;0.018303;669.06;;;;900
2000;0.2;0.445831476;1100000;72.6992;0.8802;0.8244;0.99918;4.5944;0.079969;0.3189709;-10;11.446;631.25;0.01934;845.41;;;;1100
2000;0.2;0.526891744;1300000;69.8469;0.90182;0.86473;0.99935;4.9643;0.090801;0.3319964;-10;12.564;644.61;0.020323;1032.74;;;;1300
2000;0.2;0.607952012;1500000;67.782;0.92211;0.89572;0.99949;5.3282;0.10167;0.3421106;-10;13.668;656.33;0.021202;1233.98;;;;1500
2000;0.2;0.689012281;1700000;66.3182;0.94064;0.92621;0.99961;5.6817;0.11274;0.3496619;-10;14.758;667.3;0.022048;1448.85;;;;1700
2000;0.2;0.770072549;1900000;65.4582;0.95582;0.95423;0.99973;6.0024;0.12437;0.3542557;-10;15.807;679.28;0.023023;1673.66;;;;1900
2000;0.2;0.851132817;2100000;64.9913;0.97138;0.97836;0.99983;6.3063;0.13648;0.3568006;-10;16.839;691.58;0.024047;1911.14;;;;2100
2000;0.2;0.932193086;2300000;64.7477;0.98646;1.0037;0.99992;6.6047;0.14892;0.3581431;-10;17.868;703.48;0.025053;2161.82;;;;2300
2000;0.2;1.013253354;2500000;64.6514;1.0011;1.0298;1;6.8976;0.16163;0.3586765;-10;18.893;715;0.026037;2424.22;;;;2500
2000;0.4;0.116388038;300060;118.3498;0.75452;0.48086;0.99788;2.6681;0.035512;0.1959356;-10;6.067;548.48;0.014789;20.44;;;;300.06
2000;0.4;0.193949032;500020;93.3731;0.79305;0.59385;0.99839;3.296;0.046688;0.248347;-10;7.6947;578.35;0.015739;130.76;;;;500.02
2000;0.4;0.271517784;700000;81.9673;0.8237;0.67763;0.99873;3.8041;0.057378;0.2829046;-10;9.0805;599.93;0.016759;256.38;;;;700
2000;0.4;0.349094294;900000;75.6699;0.85245;0.74671;0.99898;4.2327;0.068103;0.3064486;-10;10.319;618.45;0.017877;394.69;;;;900
2000;0.4;0.426670804;1100000;71.6308;0.87506;0.8003;0.99918;4.6283;0.078794;0.3237283;-10;11.488;633.91;0.018916;545.86;;;;1100
2000;0.4;0.504247314;1300000;68.8794;0.89496;0.84128;0.99935;5;0.089543;0.3366601;-10;12.609;647.23;0.019898;709.59;;;;1300
2000;0.4;0.581823824;1500000;66.9632;0.91519;0.8778;0.99949;5.3585;0.10044;0.3462935;-10;13.709;659.6;0.020828;887.41;;;;1500
2000;0.4;0.659400334;1700000;65.5364;0.93386;0.90595;0.99961;5.7156;0.11141;0.3538327;-10;14.805;670.46;0.021658;1079.95;;;;1700
2000;0.4;0.736976843;1900000;64.5141;0.95091;0.9339;0.99973;6.0624;0.12258;0.3594399;-10;15.886;680.75;0.022466;1285.76;;;;1900
2000;0.4;0.814553353;2100000;63.9816;0.9649;0.96117;0.99983;6.3855;0.13436;0.3624315;-10;16.945;691.9;0.02338;1506.14;;;;2100
2000;0.4;0.892129863;2300000;63.7772;0.97962;0.98382;0.99992;6.6878;0.14669;0.3635927;-10;17.982;703.63;0.024371;1738.93;;;;2300
2000;0.4;0.969706373;2500000;63.7083;0.99381;1.0072;1;6.9853;0.15927;0.3639861;-10;19.015;714.93;0.025334;1983.91;;;;2500
2000;0.4;1.047282883;2700000;63.7642;1.0076;1.0311;1.0001;7.2789;0.17216;0.3636672;-10;20.049;725.92;0.02628;2240.88;;;;2700
2000;0.6;0.253485425;700000;79.7034;0.8146;0.63036;0.99873;3.8495;0.055793;0.2909403;-10;9.1313;604.27;0.016104;4.32;;;;700
2000;0.6;0.325909832;900000;73.5706;0.84108;0.69375;0.99898;4.2906;0.066214;0.315193;-10;10.384;621.93;0.017148;114.29;;;;900
2000;0.6;0.398334239;1100000;69.8057;0.86625;0.75247;0.99918;4.6872;0.076786;0.3321924;-10;11.558;637.85;0.018203;240.41;;;;1100
2000;0.6;0.470758646;1300000;67.2443;0.88658;0.80062;0.99935;5.0604;0.087418;0.344846;-10;12.685;651.68;0.019196;380.55;;;;1300
2000;0.6;0.543183053;1500000;65.4624;0.90441;0.83912;0.99949;5.4223;0.098194;0.3542326;-10;13.792;663.99;0.020122;536.13;;;;1500
2000;0.6;0.61560746;1700000;64.2012;0.92209;0.87296;0.99961;5.7747;0.10914;0.3611916;-10;14.884;675.45;0.021;706.31;;;;1700
2000;0.6;0.688031867;1900000;63.2782;0.9398;0.90433;0.99973;6.1192;0.12023;0.3664599;-10;15.965;686.21;0.021832;889.91;;;;1900
2000;0.6;0.760456274;2100000;62.6194;0.95607;0.92716;0.99983;6.4706;0.1315;0.3703152;-10;17.062;695.69;0.022581;1090.47;;;;2100
2000;0.6;0.832880681;2300000;62.2597;0.97053;0.95258;0.99992;6.809;0.1432;0.3724547;-10;18.148;705.35;0.023368;1306.07;;;;2300
2000;0.6;0.905305088;2500000;62.1427;0.98297;0.9775;1;7.1302;0.15536;0.3731559;-10;19.216;715.4;0.02421;1534.57;;;;2500
2000;0.6;0.977729495;2700000;62.2497;0.99628;0.99794;1.0001;7.4299;0.16807;0.3725147;-10;20.261;726.17;0.025136;1774.71;;;;2700
2000;0.6;1.050153902;2900000;62.4516;1.0092;1.0187;1.0001;7.7279;0.18111;0.3713102;-10;21.311;736.59;0.026041;2031.97;;;;2900
3000;0;0.044078773;100050;212.9999;0.65088;0.34082;0.99679;1.5955;0.02131;0.1088683;-10;3.5016;473.69;0.014841;155.09;;;;100.05
3000;0;0.132196669;300060;114.8904;0.75818;0.53259;0.99788;2.4679;0.034474;0.2018352;-10;5.6466;540.28;0.015522;358.89;;;;300.06
3000;0;0.220292537;500020;90.9383;0.79853;0.65681;0.99839;3.0742;0.045471;0.2549962;-10;7.215;570.02;0.016435;552.72;;;;500.02
3000;0;0.308397216;700000;80.4456;0.83441;0.74695;0.99873;3.5454;0.056312;0.2882561;-10;8.5308;593.15;0.017649;745.16;;;;700
3000;0;0.396510706;900000;74.4889;0.86153;0.8063;0.99898;3.9623;0.06704;0.3113071;-10;9.7351;611.35;0.018801;945.05;;;;900
3000;0;0.484624196;1100000;70.7376;0.88647;0.85356;0.99918;4.347;0.077811;0.3278162;-10;10.876;626.67;0.01989;1155.37;;;;1100
3000;0;0.572737686;1300000;68.1548;0.90973;0.88815;0.99935;4.7221;0.088601;0.340239;-10;11.996;639.8;0.020849;1380.46;;;;1300
3000;0;0.660851176;1500000;66.4636;0.93036;0.92481;0.99949;5.0796;0.099695;0.3488967;-10;13.092;652.42;0.021809;1619.66;;;;1500
3000;0;0.748964666;1700000;65.5508;0.94855;0.95344;0.99961;5.3944;0.11144;0.3537553;-10;14.134;666.58;0.022954;1865.72;;;;1700
3000;0;0.837078157;1900000;65.0583;0.96621;0.98222;0.99973;5.7024;0.12361;0.3564332;-10;15.174;680.34;0.024087;2128.38;;;;1900
3000;0;0.925191647;2100000;64.8126;0.98312;1.0124;0.99983;6.0047;0.13611;0.3577841;-10;16.211;693.5;0.025187;2404.98;;;;2100
3000;0;1.013305137;2300000;64.7497;0.99963;1.0437;0.99992;6.2996;0.14892;0.3581319;-10;17.24;706.34;0.026273;2693.42;;;;2300
3000;0.2;0.043432019;100050;210.8814;0.64561;0.33661;0.99679;1.6049;0.021098;0.1099619;-10;3.5106;474.07;0.014606;52.12;;;;100.05
3000;0.2;0.130256989;300060;114.258;0.75659;0.52359;0.99788;2.4727;0.034284;0.2029524;-10;5.6517;541.33;0.015406;199.81;;;;300.06
3000;0.2;0.217060254;500020;90.399;0.79643;0.64905;0.99839;3.0828;0.045201;0.2565176;-10;7.2242;570.73;0.016292;354.77;;;;500.02
3000;0.2;0.3038722;700000;80.0268;0.83208;0.73596;0.99873;3.5544;0.056019;0.2897644;-10;8.5411;593.9;0.017512;517.08;;;;700
