Alt (m);Mach number;Throttle;Power (W);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);;;Power (kW)
0;0.2;0.04972167;100040;254.3491;0.70412;0.37573;0.99712;2.4676;0.025445;0.0911697;-10;4.3713;472.9;0.011457;83.26;;;100.04
0;0.2;0.099413519;200020;168.2376;0.77539;0.48926;0.99781;3.1417;0.033652;0.1378344;-10;5.7346;513.84;0.011901;190.17;;;200.02
0;0.2;0.149115308;300020;134.6659;0.80497;0.57304;0.99822;3.6451;0.040402;0.1721961;-10;6.7765;536.35;0.012315;293.2;;;300.02
0;0.2;0.198812127;400010;116.1443;0.82314;0.64176;0.9985;4.0679;0.046459;0.1996562;-10;7.6641;551.45;0.01269;394.8;;;400.01
0;0.2;0.248508946;500000;105.0815;0.8412;0.69089;0.99873;4.4145;0.052541;0.2206757;-10;8.4376;564.73;0.013225;495.7;;;500
0;0.2;0.298210736;600000;97.6415;0.85819;0.73719;0.99891;4.7195;0.058585;0.2374906;-10;9.1454;576.6;0.013793;597.51;;;600
0;0.2;0.347912525;700000;92.1572;0.87256;0.77614;0.99906;4.9971;0.06451;0.2516238;-10;9.8031;586.69;0.014344;699.9;;;700
0;0.2;0.397614314;800000;87.9553;0.88451;0.80618;0.99919;5.259;0.070364;0.2636446;-10;10.431;595.58;0.014867;804.43;;;800
0;0.2;0.447316103;900000;84.6425;0.89587;0.83131;0.99931;5.5021;0.076178;0.2739632;-10;11.025;603.43;0.015384;909.8;;;900
0;0.2;0.497017893;1000000;81.9545;0.90673;0.85412;0.99942;5.7388;0.081955;0.2829487;-10;11.607;610.7;0.015868;1018.32;;;1000
0;0.2;0.546719682;1100000;79.8061;0.91829;0.87455;0.99951;5.9631;0.087787;0.2905659;-10;12.17;617.56;0.016357;1129.2;;;1100
0;0.2;0.596421471;1200000;78.0186;0.92956;0.89422;0.9996;6.1821;0.093622;0.2972231;-10;12.724;624.01;0.016827;1243.16;;;1200
0;0.2;0.64612326;1300000;76.4767;0.94005;0.90913;0.99968;6.4007;0.09942;0.3032157;-10;13.273;629.85;0.017259;1360.81;;;1300
0;0.2;0.69582505;1400000;75.1805;0.95012;0.92302;0.99975;6.619;0.10525;0.3084434;-10;13.823;635.34;0.017669;1483.14;;;1400
