Alt (m);Mach number;Throttle;Power (kW);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);Nominal Power (W);;;Power (kW)
0;0;0.090118897;100050;209.3304;0.74817;0.44813;0.9977;1.3629;0.020943;0.1107767;-10;6.6322;563.08;0.017074;177.25;1000400;;;100.05
0;0;0.270293641;300080;114.0569;0.83569;0.6946;0.9988;2.1319;0.034226;0.2033101;-10;10.77;631.32;0.017838;417.74;1000400;;;300.08
0;0;0.45037831;500010;93.0298;0.89022;0.82732;0.99931;2.6328;0.046516;0.2492636;-10;13.768;669.2;0.019631;649.43;1000400;;;500.01
0;0;0.630517024;700000;83.8292;0.9335;0.90348;0.99964;3.0568;0.058681;0.276621;-10;16.426;696.22;0.02133;895.27;1000400;;;700
0;0;0.810664745;900000;79.1518;0.96881;0.96251;0.99989;3.4532;0.071237;0.2929679;-10;18.994;719.3;0.022922;1168.13;1000400;;;900
0;0;0.990812466;1100000;77.2299;1.0005;1.0106;1.0001;3.7977;0.084953;0.3002583;-10;21.436;744.84;0.024855;1462.31;1000400;;;1100
0;0;1.170960187;1300000;76.4433;1.0307;1.0622;1.0003;4.1306;0.099376;0.3033483;-10;23.871;769.05;0.026732;1784.37;1000400;;;1300
0;0.2;0.088544618;100020;207.6842;0.74503;0.44164;0.9977;1.369;0.020773;0.1116548;-10;6.6448;563.52;0.01686;86.15;1000400;;;100.02
0;0.2;0.265580737;300000;113.3995;0.83335;0.68629;0.9988;2.1378;0.03402;0.2044889;-10;10.783;632.03;0.017682;275.4;1000400;;;300
0;0.2;0.442634561;500000;92.54;0.88835;0.81948;0.99931;2.6395;0.04627;0.2505828;-10;13.784;670;0.019478;473.84;1000400;;;500
0;0.2;0.619688385;700000;83.4697;0.93111;0.8982;0.99964;3.0625;0.058429;0.2778126;-10;16.442;697.31;0.021199;691.4;1000400;;;700
0;0.2;0.79674221;900000;78.7861;0.96741;0.95447;0.99989;3.4625;0.070907;0.2943277;-10;19.019;719.96;0.022754;938.38;1000400;;;900
0;0.2;0.973796034;1100000;76.8085;0.99809;1.0036;1.0001;3.8139;0.084489;0.3019057;-10;21.481;744.73;0.024615;1210.9;1000400;;;1100
0;0.2;1.150849858;1300000;76.0473;1.0279;1.0533;1.0003;4.1488;0.098862;0.3049277;-10;23.923;768.75;0.026477;1511.56;1000400;;;1300
0;0.4;0.252887128;300000;111.4095;0.82721;0.65798;0.9988;2.154;0.033423;0.2081413;-10;10.819;634.37;0.017242;131.96;1000400;;;300
0;0.4;0.421478547;500000;91.0737;0.8834;0.79234;0.99931;2.6591;0.045537;0.2546171;-10;13.832;672.38;0.019028;297.3;1000400;;;500
0;0.4;0.590069965;700000;82.2783;0.92337;0.87412;0.99964;3.0845;0.057595;0.2818354;-10;16.498;699.73;0.020748;487.24;1000400;;;700
0;0.4;0.758661384;900000;77.7154;0.96169;0.93287;0.99989;3.4881;0.069944;0.2983828;-10;19.089;722.37;0.022281;708.19;1000400;;;900
0;0.4;0.927252803;1100000;75.5547;0.99114;0.98581;1.0001;3.8618;0.08311;0.3069159;-10;21.614;744.63;0.023913;960.11;1000400;;;1100
0;0.4;1.095844222;1300000;74.865;1.0199;1.0303;1.0003;4.2027;0.097325;0.3097432;-10;24.076;768.14;0.025732;1240.44;1000400;;;1300
0;0.6;0.389863548;500000;88.5577;0.87172;0.73627;0.99931;2.6939;0.044279;0.2618511;-10;13.911;675.51;0.018266;117.08;1000400;;;500
0;0.6;0.545808967;700000;80.2668;0.9137;0.8336;0.99964;3.122;0.056187;0.288898;-10;16.595;703.87;0.02;279.55;1000400;;;700
0;0.6;0.701754386;900000;76.073;0.9493;0.90024;0.99989;3.5226;0.068466;0.3048248;-10;19.182;727.33;0.021599;474.29;1000400;;;900
0;0.6;0.857699805;1100000;73.7809;0.98305;0.9513;1.0001;3.9191;0.081159;0.3142946;-10;21.776;747.46;0.02301;702.99;1000400;;;1100
0;0.6;1.013645224;1300000;72.9127;1.0083;0.99981;1.0003;4.2902;0.094786;0.318037;-10;24.325;767.9;0.024552;963.45;1000400;;;1300
1000;0;0.095914845;100020;198.0722;0.74337;0.4613;0.9977;1.2651;0.019811;0.1170731;-10;6.1723;559.59;0.0174;171.63;1000400;;;100.02
1000;0;0.287686997;300000;108.8547;0.83401;0.71916;0.9988;2.0013;0.032657;0.2130265;-10;10.128;627.17;0.018131;411.47;1000400;;;300
1000;0;0.479478328;500000;89.5245;0.89109;0.84551;0.99931;2.4871;0.044762;0.2590233;-10;13.036;664.99;0.019997;647.91;1000400;;;500
1000;0;0.671269659;700000;81.266;0.9379;0.91842;0.99964;2.9103;0.056886;0.2853459;-10;15.677;692.1;0.021718;906.15;1000400;;;700
1000;0;0.86306099;900000;77.7564;0.97501;0.97953;0.99989;3.2843;0.069981;0.2982255;-10;18.194;719.49;0.023675;1192.24;1000400;;;900
1000;0;1.054852321;1100000;76.4464;1.0094;1.036;1.0001;3.6296;0.084091;0.3033358;-10;20.66;746.86;0.025743;1508.58;1000400;;;1100
1000;0.2;0.094331793;100020;196.672;0.74018;0.45435;0.9977;1.2697;0.019671;0.1179066;-10;6.1821;560.19;0.017214;88.07;1000400;;;100.02
1000;0.2;0.282938791;300000;108.2404;0.83171;0.70672;0.9988;2.0065;0.032472;0.2142354;-10;10.14;627.82;0.017982;279.43;1000400;;;300
1000;0.2;0.471564652;500000;89.0946;0.88924;0.8372;0.99931;2.4927;0.044547;0.2602733;-10;13.051;665.85;0.019856;483.98;1000400;;;500
1000;0.2;0.660190512;700000;80.939;0.93539;0.91175;0.99964;2.9155;0.056657;0.2864989;-10;15.692;693.16;0.021592;714.4;1000400;;;700
1000;0.2;0.848816373;900000;77.328;0.97274;0.97362;0.99989;3.2981;0.069595;0.2998775;-10;18.231;719.46;0.023446;977.18;1000400;;;900
1000;0.2;1.037442233;1100000;76.0481;1.0067;1.0279;1.0001;3.6454;0.083653;0.3049247;-10;20.704;746.61;0.025497;1271.54;1000400;;;1100
1000;0.4;0.0899137;100020;192.2818;0.73008;0.43492;0.9977;1.285;0.019232;0.1205987;-10;6.214;561.72;0.016629;3.31;1000400;;;100.02
1000;0.4;0.269687163;300000;106.373;0.8252;0.67842;0.9988;2.0224;0.031912;0.2179964;-10;10.175;629.83;0.017533;146.47;1000400;;;300
1000;0.4;0.449478605;500000;87.7563;0.88394;0.813;0.99931;2.511;0.043878;0.2642424;-10;13.096;668.26;0.019416;319.45;1000400;;;500
1000;0.4;0.629270047;700000;79.9542;0.92844;0.89513;0.99964;2.9312;0.055968;0.2900278;-10;15.735;696.43;0.021216;522.41;1000400;;;700
1000;0.4;0.809061489;900000;76.1181;0.96691;0.95453;0.99989;3.3348;0.068506;0.304644;-10;18.331;720.06;0.022825;761.99;1000400;;;900
1000;0.4;0.988852931;1100000;74.8665;0.99932;1.0063;1.0001;3.6919;0.082353;0.3097371;-10;20.835;746.2;0.024785;1035.72;1000400;;;1100
1000;0.4;1.168644373;1300000;74.6736;1.0308;1.0593;1.0003;4.0325;0.097076;0.3105372;-10;23.324;771.52;0.026748;1341.28;1000400;;;1300
1000;0.6;0.25;300000;103.5073;0.81605;0.62858;0.9988;2.0441;0.031052;0.224032;-10;10.222;634.09;0.01688;10.88;1000400;;;300
1000;0.6;0.416666667;500000;85.4747;0.87397;0.76468;0.99931;2.5423;0.042737;0.2712958;-10;13.17;671.75;0.018681;151.62;1000400;;;500
1000;0.6;0.583333333;700000;78.1152;0.91709;0.85576;0.99964;2.966;0.054681;0.2968557;-10;15.826;700.46;0.020486;327.94;1000400;;;700
1000;0.6;0.75;900000;74.5496;0.95651;0.92267;0.99989;3.3699;0.067095;0.3110539;-10;18.428;724.74;0.022124;541.66;1000400;;;900
1000;0.6;0.916666667;1100000;72.969;0.98885;0.97615;1.0001;3.7642;0.080266;0.3177917;-10;21.038;746.64;0.023695;794.71;1000400;;;1100
1000;0.6;1.083333333;1300000;72.8368;1.0182;1.0227;1.0003;4.1182;0.094688;0.3183685;-10;23.574;770.7;0.025547;1081.63;1000400;;;1300
2000;0;0.102562525;100020;187.3809;0.73642;0.47659;0.9977;1.1743;0.018742;0.1237529;-10;5.7448;556.04;0.017734;166.58;1000400;;;100.02
2000;0;0.30762605;300000;103.9566;0.83261;0.7432;0.9988;1.8777;0.031187;0.2230636;-10;9.5215;622.8;0.018455;406.02;1000400;;;300
2000;0;0.512710083;500000;86.3593;0.89319;0.86375;0.99931;2.3499;0.04318;0.2685168;-10;12.353;660.84;0.020417;648.93;1000400;;;500
2000;0;0.717794116;700000;79.1555;0.94255;0.9403;0.99964;2.7721;0.055409;0.292954;-10;14.99;689.21;0.02221;922.69;1000400;;;700
2000;0;0.922878149;900000;76.748;0.9827;1.0016;0.99989;3.1305;0.069073;0.3021439;-10;17.482;720.79;0.024517;1226.53;1000400;;;900
2000;0;1.127962183;1100000;76.0378;1.0203;1.0692;1.0001;3.4735;0.083642;0.304966;-10;19.964;750.39;0.026757;1565.37;1000400;;;1100
2000;0.2;0.100864234;100020;186.2461;0.73352;0.46916;0.9977;1.1779;0.018628;0.1245069;-10;5.7526;556.77;0.017572;89.97;1000400;;;100.02
2000;0.2;0.302532194;300000;103.4047;0.83023;0.73228;0.9988;1.8824;0.031022;0.2242542;-10;9.5321;623.47;0.018311;283.68;1000400;;;300
2000;0.2;0.504220324;500000;85.9654;0.89101;0.85569;0.99931;2.3551;0.042983;0.2697473;-10;12.366;661.66;0.020279;495.95;1000400;;;500
2000;0.2;0.705908454;700000;78.7924;0.94119;0.93254;0.99964;2.7798;0.055155;0.294304;-10;15.01;689.81;0.022047;742.65;1000400;;;700
2000;0.2;0.907596583;900000;76.3483;0.9803;0.99447;0.99989;3.1438;0.068714;0.3037254;-10;17.519;720.66;0.024285;1024.35;1000400;;;900
2000;0.2;1.109284713;1100000;75.6456;1.0173;1.0594;1.0001;3.4904;0.08321;0.306547;-10;20.013;749.84;0.026489;1342.09;1000400;;;1100
2000;0.4;0.096191575;100020;182.5353;0.72461;0.44848;0.9977;1.1901;0.018257;0.127038;-10;5.7781;558.61;0.017045;12.44;1000400;;;100.02
2000;0.4;0.288517023;300000;101.7453;0.82385;0.69663;0.9988;1.8963;0.030524;0.2279116;-10;9.563;625.43;0.017885;160.58;1000400;;;300
2000;0.4;0.480861704;500000;84.7772;0.88556;0.832;0.99931;2.3709;0.042389;0.2735278;-10;12.406;664.19;0.019865;342.57;1000400;;;500
2000;0.4;0.673206386;700000;77.859;0.9337;0.91081;0.99964;2.7956;0.054501;0.2978324;-10;15.054;692.79;0.021662;562.12;1000400;;;700
2000;0.4;0.865551068;900000;75.1407;0.97346;0.97569;0.99989;3.1834;0.067627;0.308607;-10;17.628;720.45;0.023604;822.95;1000400;;;900
2000;0.4;1.057895749;1100000;74.5302;1.0093;1.0333;1.0001;3.5359;0.081983;0.3111347;-10;20.144;749.04;0.025762;1120.31;1000400;;;1100
2000;0.6;0.268048606;300000;99.0267;0.81417;0.65111;0.9988;1.9185;0.029708;0.2341686;-10;9.6122;629.25;0.017207;34.99;1000400;;;300
2000;0.6;0.446747677;500000;82.7101;0.87734;0.79077;0.99931;2.3996;0.041355;0.2803638;-10;12.478;668.01;0.019149;186.54;1000400;;;500
2000;0.6;0.625446748;700000;76.2639;0.92212;0.87901;0.99964;2.8235;0.053385;0.3040617;-10;15.13;697.53;0.021009;379.47;1000400;;;700
2000;0.6;0.804145818;900000;73.3317;0.96484;0.94323;0.99989;3.2377;0.065999;0.3162197;-10;17.781;722.15;0.022647;616.93;1000400;;;900
2000;0.6;0.982844889;1100000;72.7005;0.99759;0.99977;1.0001;3.6095;0.079971;0.3189651;-10;20.355;748.56;0.024618;894.34;1000400;;;1100
2000;0.6;1.16154396;1300000;73.2487;1.0306;1.0531;1.0003;3.9653;0.095223;0.3165782;-10;22.948;775.21;0.026683;1220.24;1000400;;;1300
3000;0;0.11001969;100020;177.2974;0.72884;0.49089;0.9977;1.0851;0.017733;0.1307912;-10;5.3276;552.03;0.018159;161.09;1000400;;;100.02
3000;0;0.32999307;300000;99.4921;0.83197;0.76483;0.9988;1.7606;0.029848;0.2330731;-10;8.9526;618.78;0.018838;401.8;1000400;;;300
3000;0;0.54998845;500000;83.4731;0.8965;0.87853;0.99931;2.2239;0.041737;0.2778012;-10;11.726;656.81;0.020854;653.54;1000400;;;500
3000;0;0.76998383;700000;77.7026;0.94853;0.95745;0.99964;2.6298;0.054392;0.2984319;-10;14.328;689.4;0.022982;942.41;1000400;;;700
3000;0;0.98997921;900000;76.0727;0.99202;1.0309;0.99989;2.9899;0.068465;0.304826;-10;16.849;723.22;0.025445;1270.25;1000400;;;900
3000;0;1.209974591;1100000;76.4219;1.0355;1.1;1.0001;3.3094;0.084064;0.3034332;-10;19.302;758.84;0.028225;1633.81;1000400;;;1100
3000;0.2;0.108274877;100020;176.3127;0.72627;0.483;0.9977;1.0878;0.017635;0.1315216;-10;5.3328;552.81;0.018014;91.13;1000400;;;100.02
3000;0.2;0.324759678;300000;98.9756;0.82948;0.75617;0.9988;1.7652;0.029693;0.2342895;-10;8.9632;619.37;0.01869;288.54;1000400;;;300
3000;0.2;0.54126613;500000;83.1366;0.89426;0.87332;0.99931;2.228;0.041568;0.2789257;-10;11.737;657.81;0.020731;510.55;1000400;;;500
3000;0.2;0.757772582;700000;77.2862;0.94636;0.95172;0.99964;2.6408;0.0541;0.3000399;-10;14.357;689.36;0.022764;774.4;1000400;;;700
3000;0.2;0.974279034;900000;75.6963;0.98947;1.0222;0.99989;3.0027;0.068127;0.3063418;-10;16.885;722.99;0.025211;1079.81;1000400;;;900
3000;0.2;1.190785485;1100000;75.921;1.0319;1.0945;1.0001;3.336;0.083513;0.3054351;-10;19.381;756.77;0.027817;1426.9;1000400;;;1100
3000;0.4;0.103305102;100020;173.196;0.71834;0.46124;0.9977;1.0974;0.017323;0.1338884;-10;5.3531;554.88;0.017539;20.53;1000400;;;100.02
3000;0.4;0.309853336;300000;97.4442;0.82272;0.72451;0.9988;1.7784;0.029233;0.2379714;-10;8.9928;621.23;0.018265;174.63;1000400;;;300
3000;0.4;0.516422227;500000;82.0703;0.88789;0.85223;0.99931;2.242;0.041035;0.2825495;-10;11.774;660.38;0.020337;367.41;1000400;;;500
3000;0.4;0.722991118;700000;76.0965;0.94061;0.93358;0.99964;2.6707;0.053268;0.3047306;-10;14.438;689.83;0.022162;606.41;1000400;;;700
3000;0.4;0.929560008;900000;74.583;0.98226;0.99913;0.99989;3.0404;0.067125;0.3109145;-10;16.991;722.55;0.024531;890.8;1000400;;;900
3000;0.4;1.136128899;1100000;74.6881;1.0219;1.0697;1.0001;3.3946;0.082157;0.3104771;-10;19.553;753.77;0.026892;1222;1000400;;;1100
3000;0.6;0.288406076;300000;94.9554;0.813;0.67342;0.9988;1.7989;0.028487;0.2442086;-10;9.0383;624.68;0.017595;58.49;1000400;;;300
3000;0.6;0.480676793;500000;80.199;0.87938;0.81433;0.99931;2.2681;0.040099;0.2891425;-10;11.841;664.32;0.019644;222.11;1000400;;;500
3000;0.6;0.67294751;700000;74.6825;0.92889;0.90154;0.99964;2.6947;0.052278;0.3105001;-10;14.506;694.93;0.021556;434.73;1000400;;;700
3000;0.6;0.865218227;900000;72.7079;0.97133;0.96933;0.99989;3.1033;0.065437;0.318933;-10;17.168;722.29;0.023429;698.12;1000400;;;900
3000;0.6;1.057488944;1100000;72.9446;1.009;1.0282;1.0001;3.4686;0.080239;0.3178977;-10;19.771;752.45;0.025704;1010.9;1000400;;;1100
4000;0;0.118718101;100020;168.0567;0.72028;0.50652;0.9977;1.0016;0.016809;0.1379828;-10;4.9398;548.42;0.018647;156.15;1000400;;;100.02
4000;0;0.356083086;300000;95.4397;0.83271;0.78345;0.9988;1.6475;0.028632;0.2429695;-10;8.4096;614.88;0.019311;398.13;1000400;;;300
4000;0;0.59347181;500000;80.9836;0.90104;0.89647;0.99931;2.1101;0.040492;0.2863409;-10;11.166;653.28;0.021325;663.54;1000400;;;500
4000;0;0.830860534;700000;76.6881;0.95619;0.98012;0.99964;2.5009;0.053682;0.3023799;-10;13.744;690.85;0.023853;971.18;1000400;;;700
4000;0;1.068249258;900000;75.9175;1.0041;1.0677;0.99989;2.8568;0.068326;0.3054492;-10;16.283;727.98;0.026575;1324.81;1000400;;;900
4000;0.2;0.116729883;100020;167.2367;0.71806;0.49828;0.9977;1.0036;0.016727;0.1386594;-10;4.9437;549.31;0.01852;92.39;1000400;;;100.02
4000;0.2;0.350119624;300000;94.9679;0.83008;0.7755;0.9988;1.6517;0.02849;0.2441767;-10;8.4193;615.45;0.019167;293.5;1000400;;;300
4000;0.2;0.583532707;500000;80.6712;0.89858;0.88899;0.99931;2.1141;0.040336;0.2874499;-10;11.176;654.15;0.021201;529.69;1000400;;;500
4000;0.2;0.81694579;700000;76.2984;0.95387;0.97317;0.99964;2.5115;0.053409;0.3039243;-10;13.774;690.7;0.023631;813.73;1000400;;;700
4000;0.2;1.050358873;900000;75.5007;1.0011;1.0584;0.99989;2.8723;0.067951;0.3071353;-10;16.325;727.19;0.02629;1145.9;1000400;;;900
4000;0.4;0.111455315;100020;164.6311;0.71121;0.4753;0.9977;1.0108;0.016467;0.1408539;-10;4.9584;551.61;0.018101;28.15;1000400;;;100.02
4000;0.4;0.334299086;300000;93.5481;0.82282;0.74964;0.9988;1.6648;0.028065;0.2478824;-10;8.4501;617.2;0.018731;188.47;1000400;;;300
4000;0.4;0.557165144;500000;79.7424;0.89183;0.87219;0.99931;2.1256;0.039871;0.290798;-10;11.208;657.02;0.020842;395.75;1000400;;;500
4000;0.4;0.780031201;700000;75.1313;0.94731;0.95473;0.99964;2.5433;0.052592;0.3086455;-10;13.861;690.43;0.022977;657.11;1000400;;;700
4000;0.4;1.002897259;900000;74.4223;0.99304;1.0308;0.99989;2.9115;0.06698;0.3115856;-10;16.439;726.02;0.025563;969.19;1000400;;;900
4000;0.6;0.31144886;300000;91.259;0.81284;0.69326;0.9988;1.6844;0.027378;0.2541001;-10;8.4942;620.32;0.01806;81.31;1000400;;;300
4000;0.6;0.519081433;500000;78.0828;0.88251;0.83677;0.99931;2.1484;0.039041;0.2969788;-10;11.268;661.15;0.020191;260.24;1000400;;;500
4000;0.6;0.726714007;700000;73.4382;0.93671;0.92313;0.99964;2.5833;0.051407;0.3157612;-10;13.971;692.44;0.02211;496.51;1000400;;;700
4000;0.6;0.93434658;900000;72.6874;0.98144;0.99381;0.99989;2.9721;0.065419;0.3190228;-10;16.613;725.33;0.024457;789.2;1000400;;;900
4000;0.6;1.141979154;1100000;73.7938;1.0234;1.0671;1.0001;3.345;0.081173;0.3142394;-10;19.307;758.5;0.026964;1148.24;1000400;;;1100
5000;0;0.129026848;100010;159.4395;0.71113;0.52237;0.9977;0.92226;0.015945;0.1454403;-10;4.5732;544.87;0.019211;151.37;1000400;;;100.01
5000;0;0.387041839;300000;91.7783;0.83422;0.80131;0.9988;1.5422;0.027534;0.2526624;-10;7.9077;611.49;0.019841;396.32;1000400;;;300
5000;0;0.645069732;500000;78.9303;0.90806;0.91725;0.99931;2.0025;0.039465;0.2937899;-10;10.65;650.95;0.021902;677.64;1000400;;;500
5000;0;0.903097625;700000;76.0417;0.96562;1.0105;0.99964;2.383;0.053229;0.3049504;-10;13.226;693.59;0.024825;1007.77;1000400;;;700
5000;0;1.161125518;900000;76.9831;1.0224;1.0959;0.99989;2.6987;0.069285;0.301221;-10;15.701;741.7;0.028525;1386.32;1000400;;;900
5000;0.2;0.126742536;100010;158.7981;0.70932;0.51376;0.9977;0.92358;0.015881;0.1460278;-10;4.5758;545.85;0.019106;93.43;1000400;;;100.01
5000;0.2;0.380189588;300000;91.3743;0.83178;0.7935;0.9988;1.5458;0.027412;0.2537797;-10;7.9173;612.07;0.019704;299.77;1000400;;;300
5000;0.2;0.633649313;500000;78.6067;0.90483;0.91169;0.99931;2.0084;0.039303;0.2949993;-10;10.668;651.46;0.021744;552.9;1000400;;;500
5000;0.2;0.887109038;700000;75.6707;0.96319;1.002;0.99964;2.3934;0.052969;0.3064454;-10;13.255;693.33;0.024596;860;1000400;;;700
5000;0.2;1.140568764;900000;76.428;1.018;1.0879;0.99989;2.7252;0.068785;0.303409;-10;15.778;738.72;0.028045;1223.5;1000400;;;900
5000;0.4;0.120836505;100020;156.6146;0.70343;0.48965;0.9977;0.92874;0.015665;0.1480636;-10;4.5864;548.41;0.018738;35.16;1000400;;;100.02
5000;0.4;0.362437027;300000;90.0432;0.82401;0.77064;0.9988;1.5584;0.027013;0.2575311;-10;7.9466;613.71;0.019262;202.79;1000400;;;300
5000;0.4;0.604061711;500000;77.708;0.89725;0.88972;0.99931;2.0203;0.038854;0.2984113;-10;10.698;653.93;0.021371;427.35;1000400;;;500
5000;0.4;0.845686395;700000;74.5822;0.95617;0.9791;0.99964;2.4239;0.052208;0.3109178;-10;13.34;692.74;0.023934;713.47;1000400;;;700
5000;0.4;1.08731108;900000;74.9643;1.0073;1.0715;0.99989;2.7922;0.067468;0.309333;-10;15.974;732.44;0.026848;1065.11;1000400;;;900
5000;0.6;0.337795994;300000;87.8982;0.81315;0.72374;0.9988;1.5778;0.02637;0.2638159;-10;7.9919;616.46;0.018569;103.98;1000400;;;300
5000;0.6;0.562993323;500000;76.2415;0.88668;0.8612;0.99931;2.0398;0.038121;0.3041512;-10;10.752;658.35;0.020765;300.7;1000400;;;500
5000;0.6;0.788190652;700000;72.7749;0.94567;0.94968;0.99964;2.4742;0.050942;0.3186389;-10;13.481;692.39;0.022877;564.23;1000400;;;700
5000;0.6;1.013387981;900000;73.2329;0.99413;1.028;0.99989;2.8577;0.06591;0.3166462;-10;16.166;730.23;0.025628;897.66;1000400;;;900
6000;0;0.142338675;100010;151.3905;0.70149;0.53774;0.9977;0.84673;0.01514;0.153173;-10;4.2257;541.22;0.019868;146.68;1000400;;;100.01
6000;0;0.426973328;300000;88.4919;0.83502;0.81894;0.9988;1.4434;0.026548;0.2620459;-10;7.4398;608.01;0.020443;396.22;1000400;;;300
6000;0;0.711622214;500000;77.548;0.91501;0.93693;0.99931;1.8964;0.038774;0.2990267;-10;10.17;651.38;0.022725;696.12;1000400;;;500
6000;0;0.9962711;700000;76.1384;0.97827;1.0454;0.99964;2.2648;0.053297;0.3045627;-10;12.751;700.41;0.026148;1053.14;1000400;;;700
6000;0;1.280919985;900000;79.1685;1.0468;1.1361;0.99989;2.5347;0.071252;0.2929061;-10;15.16;763.59;0.031233;1462.36;1000400;;;900
6000;0.2;0.139439231;100010;150.8811;0.70008;0.5289;0.9977;0.84754;0.015089;0.1536901;-10;4.2272;542.3;0.019782;94.19;1000400;;;100.01
6000;0.2;0.418275867;300000;88.1105;0.83344;0.81151;0.9988;1.4467;0.026433;0.26318;-10;7.4481;608.69;0.020307;307;1000400;;;300
6000;0.2;0.697126445;500000;77.1757;0.91297;0.9308;0.99931;1.9042;0.038588;0.3004693;-10;10.192;651.33;0.022522;579.86;1000400;;;500
6000;0.2;0.975977023;700000;75.6338;0.97501;1.039;0.99964;2.2815;0.052944;0.3065947;-10;12.793;698.67;0.025794;915.66;1000400;;;700
6000;0.2;1.254827601;900000;78.5838;1.0422;1.1281;0.99989;2.5627;0.070725;0.2950854;-10;15.243;759.69;0.030664;1313.39;1000400;;;900
6000;0.4;0.132043834;100010;149.2852;0.69337;0.50388;0.9977;0.85036;0.01493;0.1553331;-10;4.2324;545.24;0.019508;41.52;1000400;;;100.01
6000;0.4;0.396091893;300000;86.9481;0.82668;0.78967;0.9988;1.4577;0.026084;0.2666986;-10;7.4759;610.44;0.019884;217.72;1000400;;;300
6000;0.4;0.660153156;500000;76.1529;0.90528;0.91418;0.99931;1.924;0.038076;0.3045049;-10;10.246;652.08;0.021993;463.92;1000400;;;500
6000;0.4;0.924214418;700000;74.5268;0.96736;1.0125;0.99964;2.3169;0.052169;0.3111491;-10;12.895;696.67;0.025022;780.28;1000400;;;700
6000;0.4;1.18827568;900000;76.871;1.0287;1.1043;0.99989;2.6435;0.069184;0.3016604;-10;15.485;749.21;0.029078;1172.73;1000400;;;900
6000;0.6;0.36819755;300000;84.9476;0.81478;0.75102;0.9988;1.4773;0.025484;0.2729792;-10;7.5236;612.94;0.019167;126.83;1000400;;;300
6000;0.6;0.613662584;500000;74.7663;0.89303;0.88112;0.99931;1.9438;0.037383;0.3101523;-10;10.301;655.94;0.02137;345.37;1000400;;;500
6000;0.6;0.859127617;700000;72.8309;0.95606;0.9757;0.99964;2.3659;0.050982;0.318394;-10;13.036;695.77;0.023945;641.33;1000400;;;700
6000;0.6;1.104592651;900000;74.5592;1.0107;1.0747;0.99989;2.7578;0.067103;0.3110137;-10;15.828;738.06;0.02704;1029.42;1000400;;;900
7000;0;0.158231153;100010;144.151;0.69024;0.55337;0.9977;0.77516;0.014416;0.1608655;-10;3.8999;538;0.020664;142.36;1000400;;;100.01
7000;0;0.474645993;300000;85.6059;0.83678;0.83347;0.9988;1.3534;0.025682;0.2708801;-10;7.0193;604.94;0.021083;399.29;1000400;;;300
7000;0;0.791076655;500000;76.7134;0.9232;0.96372;0.99931;1.7986;0.038357;0.30228;-10;9.7487;653.62;0.023696;721.78;1000400;;;500
7000;0;1.107507317;700000;77.4062;0.99751;1.0771;0.99964;2.1329;0.054184;0.2995746;-10;12.282;715.4;0.028226;1106.4;1000400;;;700
7000;0.2;0.154941361;100010;143.7386;0.68803;0.54409;0.9977;0.7756;0.014375;0.1613271;-10;3.9005;539.06;0.020594;94.95;1000400;;;100.01
7000;0.2;0.464777604;300000;85.2781;0.83515;0.82878;0.9988;1.3563;0.025583;0.2719211;-10;7.0268;605.73;0.020958;316.82;1000400;;;300
7000;0.2;0.77462934;500000;76.34;0.92085;0.95593;0.99931;1.8067;0.03817;0.3037587;-10;9.7708;653.28;0.023473;613.24;1000400;;;500
7000;0.2;1.084481076;700000;76.8793;0.99346;1.0692;0.99964;2.1535;0.053816;0.3016278;-10;12.342;712.54;0.027766;981.37;1000400;;;700
7000;0.4;0.146027713;100010;142.5162;0.68188;0.51832;0.9977;0.77687;0.014253;0.1627109;-10;3.9024;542.31;0.020385;47.46;1000400;;;100.01
7000;0.4;0.438039336;300000;84.2571;0.83043;0.80972;0.9988;1.3658;0.025277;0.2752165;-10;7.0507;607.82;0.020564;234.31;1000400;;;300
7000;0.4;0.73006556;500000;75.2796;0.91484;0.93636;0.99931;1.8288;0.03764;0.3080372;-10;9.8303;653.08;0.022869;505.25;1000400;;;500
7000;0.4;1.022091784;700000;75.3772;0.98259;1.0507;0.99964;2.209;0.052764;0.3076387;-10;12.498;705.69;0.026547;859.91;1000400;;;700
7000;0.6;0.404241844;300000;82.3705;0.81785;0.77465;0.9988;1.3838;0.024711;0.2815199;-10;7.0931;610.13;0.019842;150.24;1000400;;;300
7000;0.6;0.673736407;500000;73.7031;0.90191;0.90838;0.99931;1.8585;0.036852;0.3146265;-10;9.9103;654.53;0.022035;394.96;1000400;;;500
7000;0.6;0.94323097;700000;73.5417;0.96941;1.0124;0.99964;2.2718;0.051479;0.3153169;-10;12.682;701.3;0.025182;733.63;1000400;;;700
7000;0.6;1.212725533;900000;77.0974;1.0345;1.1108;0.99989;2.6162;0.069388;0.3007744;-10;15.402;756.81;0.029476;1157.26;1000400;;;900
8000;0;0.176893008;100010;137.5182;0.67662;0.56812;0.9977;0.70599;0.013753;0.1686245;-10;3.5875;534.65;0.021645;137.92;1000400;;;100.01
8000;0;0.530625962;300000;83.1345;0.83984;0.851;0.9988;1.2726;0.02494;0.2789327;-10;6.6433;602.52;0.021776;405.94;1000400;;;300
