Alt (m);Mach number;Throttle;Power (kW);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);Nominal Power (W);;;Power (kW)
1000;0.2;1.090206828;700000;84.0574;0.99239;0.96248;0.99964;2.6377;0.05884;0.2758703;30;15.045;780.17;0.024786;668.77;1000400;;;700
1000;0.4;0.44546737;300000;110.7453;0.87749;0.71;0.9988;1.8392;0.033224;0.2093897;30;9.8068;710.08;0.020071;132.03;1000400;;;300
1000;0.4;0.742445616;500000;91.1702;0.93922;0.85251;0.99931;2.2785;0.045585;0.2543478;30;12.59;752.47;0.02223;293.52;1000400;;;500
1000;0.4;1.039423862;700000;82.9325;0.98447;0.94048;0.99964;2.6544;0.058053;0.2796122;30;15.091;783.25;0.024301;482.67;1000400;;;700
1000;0.6;0.688041833;500000;88.6932;0.92753;0.79749;0.99931;2.3079;0.044347;0.2614511;30;12.663;756.07;0.021349;130.29;1000400;;;500
1000;0.6;0.963258566;700000;80.9277;0.9731;0.89877;0.99964;2.6865;0.056649;0.2865389;30;15.178;787.68;0.023432;293.52;1000400;;;700
1000;0.6;1.238475299;900000;77.1627;1.0137;0.97136;0.99989;3.0455;0.069446;0.30052;30;17.635;814.38;0.025339;491.84;1000400;;;900
2000;0;0.16719322;100020;196.0464;0.7867;0.49665;0.9977;1.0676;0.019609;0.1182829;30;5.547;629.42;0.020407;157.99;1000400;;;100.02
2000;0;0.501479364;300000;108.3097;0.88638;0.77682;0.9988;1.7016;0.032493;0.2140983;30;9.1584;704;0.021218;383.92;1000400;;;300
2000;0;0.83579894;500000;89.7836;0.94949;0.90929;0.99931;2.1256;0.044892;0.2582757;30;11.855;746.22;0.023467;612.45;1000400;;;500
2000;0;1.170118516;700000;82.1087;1.0022;0.98999;0.99964;2.5028;0.057476;0.2824175;30;14.35;776.93;0.025518;868.6;1000400;;;700
2000;0.2;0.164992329;100020;194.739;0.78332;0.48902;0.9977;1.0712;0.019478;0.119077;30;5.5549;630.13;0.020203;83.27;1000400;;;100.02
2000;0.2;0.494878013;300000;107.7209;0.88397;0.76405;0.9988;1.7059;0.032316;0.2152686;30;9.1686;704.74;0.021049;265;1000400;;;300
2000;0.2;0.824796688;500000;89.3579;0.94748;0.901;0.99931;2.1304;0.044679;0.2595063;30;11.868;747.17;0.023302;464.01;1000400;;;500
2000;0.2;1.154715363;700000;81.7724;0.99932;0.98166;0.99964;2.5076;0.057241;0.283579;30;14.364;778.02;0.025364;693.92;1000400;;;700
2000;0.4;0.157972045;100020;190.515;0.77307;0.46777;0.9977;1.0832;0.019055;0.1217171;30;5.5806;631.92;0.019546;7.5;1000400;;;100.02
2000;0.4;0.473821369;300000;105.9229;0.87717;0.72968;0.9988;1.719;0.031777;0.2189228;30;9.1993;706.96;0.02054;145.28;1000400;;;300
2000;0.4;0.789702282;500000;88.0364;0.94175;0.87549;0.99931;2.1456;0.044018;0.2634017;30;11.908;749.87;0.022795;315.01;1000400;;;500
2000;0.4;1.105583195;700000;80.7997;0.99164;0.96225;0.99964;2.5209;0.05656;0.2869927;30;14.403;781.61;0.024929;519.02;1000400;;;700
2000;0.6;0.440315266;300000;103.0134;0.86682;0.67943;0.9988;1.7392;0.030904;0.2251059;30;9.2466;711.26;0.019743;23.06;1000400;;;300
2000;0.6;0.733858776;500000;85.799;0.93195;0.82753;0.99931;2.1721;0.0429;0.2702703;30;11.975;753.88;0.021945;163.22;1000400;;;500
2000;0.6;1.027402287;700000;79.001;0.97888;0.92431;0.99964;2.5492;0.055301;0.2935272;30;14.482;786.27;0.024104;341.9;1000400;;;700
3000;0;0.177478884;100020;185.5711;0.77982;0.51331;0.9977;0.98606;0.018561;0.1249598;30;5.1465;626.99;0.020915;152.96;1000400;;;100.02
3000;0;0.532330187;300000;103.5548;0.88619;0.80396;0.9988;1.5925;0.031067;0.2239291;30;8.601;701.22;0.02168;379.3;1000400;;;300
3000;0;0.887216978;500000;86.8018;0.95405;0.9302;0.99931;2.0041;0.043401;0.2671479;30;11.229;743.9;0.024064;615.11;1000400;;;500
3000;0;1.242103769;700000;80.424;1.0086;1.0124;0.99964;2.3718;0.056297;0.2883335;30;13.701;777.81;0.026375;885.98;1000400;;;700
3000;0.2;0.175347557;100020;184.4162;0.77679;0.50523;0.9977;0.98888;0.018445;0.1257424;30;5.1522;627.79;0.020727;84.64;1000400;;;100.02
3000;0.2;0.525937484;300000;103.0543;0.88374;0.79195;0.9988;1.5961;0.030916;0.2250166;30;8.6102;701.96;0.021524;269.28;1000400;;;300
3000;0.2;0.876562473;500000;86.4134;0.95154;0.92289;0.99931;2.0085;0.043207;0.2683488;30;11.241;744.84;0.023903;476.7;1000400;;;500
3000;0.2;1.227187462;700000;79.9724;1.0063;1.0066;0.99964;2.3819;0.055981;0.2899618;30;13.729;777.76;0.026115;723.15;1000400;;;700
3000;0.4;0.168775944;100020;180.8728;0.76771;0.48267;0.9977;0.99839;0.018091;0.1282058;30;5.1727;629.81;0.020133;15.59;1000400;;;100.02
3000;0.4;0.506226587;300000;101.4389;0.87699;0.75537;0.9988;1.6077;0.030432;0.2285999;30;8.638;704.19;0.021031;158.59;1000400;;;300
3000;0.4;0.843710978;500000;85.2412;0.9453;0.89789;0.99931;2.0218;0.042621;0.272039;30;11.277;747.61;0.023423;337.91;1000400;;;500
3000;0.4;1.18119537;700000;78.9109;0.9996;0.98325;0.99964;2.4005;0.055238;0.2938624;30;13.783;780.02;0.025568;559.46;1000400;;;700
3000;0.6;0.471372007;300000;98.7699;0.86659;0.70521;0.9988;1.6268;0.029631;0.2347773;30;8.6834;708.25;0.020238;45.68;1000400;;;300
3000;0.6;0.785620011;500000;83.2005;0.93653;0.85496;0.99931;2.0458;0.0416;0.2787116;30;11.34;751.95;0.022594;196.79;1000400;;;500
3000;0.6;1.099868016;700000;77.3702;0.98726;0.95142;0.99964;2.4224;0.054159;0.2997141;30;13.847;785.64;0.024841;393.11;1000400;;;700
4000;0;0.190427233;100020;175.7971;0.77243;0.52996;0.9977;0.90768;0.017583;0.1319074;30;4.7637;624.59;0.021526;147.87;1000400;;;100.02
4000;0;0.571167466;300000;99.3565;0.88787;0.82555;0.9988;1.4861;0.029807;0.2333913;30;8.0679;698.88;0.022289;375.27;1000400;;;300
4000;0;0.951945777;500000;84.1286;0.95942;0.94631;0.99931;1.8944;0.042064;0.2756366;30;10.664;741.6;0.024675;622.26;1000400;;;500
4000;0;1.332724088;700000;79.2817;1.0176;1.0351;0.99964;2.2472;0.055497;0.2924878;30;13.107;781;0.027445;909.77;1000400;;;700
4000;0.2;0.18777104;100020;174.8968;0.76993;0.52141;0.9977;0.90972;0.017493;0.1325863;30;4.7682;625.52;0.021367;85.71;1000400;;;100.02
4000;0.2;0.563200481;300000;98.8495;0.88519;0.81612;0.9988;1.4899;0.029655;0.2345883;30;8.0772;699.57;0.022118;273.68;1000400;;;300
4000;0.2;0.938667468;500000;83.8051;0.95711;0.94048;0.99931;1.8975;0.041903;0.2767006;30;10.673;742.77;0.024538;492.82;1000400;;;500
4000;0.2;1.314134455;700000;78.8632;1.0151;1.0283;0.99964;2.2569;0.055204;0.2940401;30;13.136;780.86;0.027181;757.49;1000400;;;700
4000;0.4;0.180796067;100020;171.9563;0.76197;0.49765;0.9977;0.91697;0.017199;0.1348536;30;4.7839;627.92;0.020841;22.99;1000400;;;100.02
4000;0.4;0.542279744;300000;97.3455;0.87775;0.78471;0.9988;1.5011;0.029204;0.2382127;30;8.1045;701.59;0.021617;171.59;1000400;;;300
4000;0.4;0.903799573;500000;82.7774;0.94997;0.92197;0.99931;1.909;0.041389;0.280136;30;10.706;745.83;0.024089;363.44;1000400;;;500
4000;0.4;1.265319403;700000;77.6222;1.0083;1.0103;0.99964;2.2852;0.054336;0.2987411;30;13.218;780.78;0.02642;605.74;1000400;;;700
4000;0.6;0.506833809;300000;94.8818;0.86719;0.72734;0.9988;1.5189;0.028465;0.2443981;30;8.1468;705.2;0.020822;67.45;1000400;;;300
4000;0.6;0.844723015;500000;80.9522;0.94068;0.88116;0.99931;1.9302;0.040476;0.2864522;30;10.763;750.32;0.0233;231.99;1000400;;;500
4000;0.6;1.182612221;700000;76.033;0.99654;0.97411;0.99964;2.3125;0.053223;0.3049851;30;13.298;784.94;0.025573;449.84;1000400;;;700
5000;0;0.206414728;100010;166.9214;0.76412;0.54803;0.9977;0.83422;0.016694;0.1389213;30;4.4081;622.77;0.022235;143.32;1000400;;;100.01
5000;0;0.619182267;300000;95.5355;0.89056;0.84623;0.9988;1.3863;0.028661;0.2427259;30;7.5711;697.05;0.022976;372.61;1000400;;;300
5000;0;1.031970444;500000;81.8939;0.96687;0.97162;0.99931;1.7935;0.040947;0.2831584;30;10.153;740.42;0.025373;634.25;1000400;;;500
5000;0.2;0.203470866;100010;166.1895;0.762;0.53906;0.9977;0.83567;0.01662;0.1395331;30;4.4113;623.82;0.022099;86.82;1000400;;;100.01
5000;0.2;0.610351563;300000;95.0688;0.88771;0.83824;0.9988;1.39;0.028521;0.2439174;30;7.5807;697.67;0.022801;278.98;1000400;;;300
5000;0.2;1.017252604;500000;81.5867;0.96426;0.96334;0.99931;1.7968;0.040793;0.2842245;30;10.163;741.49;0.025231;513.18;1000400;;;500
5000;0.4;0.195038711;100010;163.7537;0.75527;0.51413;0.9977;0.84123;0.016377;0.1416086;30;4.4233;626.51;0.021631;29.93;1000400;;;100.01
5000;0.4;0.585057628;300000;93.6569;0.87977;0.81154;0.9988;1.4008;0.028097;0.2475945;30;7.6073;699.52;0.022287;184.86;1000400;;;300
5000;0.4;0.975096047;500000;80.651;0.9568;0.94183;0.99931;1.8069;0.040325;0.287522;30;10.192;744.49;0.024799;392.11;1000400;;;500
5000;0.4;1.365134466;700000;77.0103;1.0187;1.035;0.99964;2.1699;0.053907;0.3011148;30;12.69;785.07;0.027604;657.31;1000400;;;700
5000;0.6;0.548837379;300000;91.3761;0.86881;0.75579;0.9988;1.418;0.027413;0.2537747;30;7.6501;702.88;0.021476;89.03;1000400;;;300
5000;0.6;0.914728966;500000;79.0389;0.9462;0.90811;0.99931;1.8252;0.039519;0.2933861;30;10.244;749.32;0.024058;269.6;1000400;;;500
5000;0.6;1.280620552;700000;75.0973;1.0079;1.0049;0.99964;2.2132;0.052568;0.308785;30;12.815;785.21;0.026394;512.32;1000400;;;700
6000;0;0.22640527;100010;158.5805;0.75552;0.56496;0.9977;0.76333;0.015859;0.1462281;30;4.0659;620.74;0.023085;138.55;1000400;;;100.01
6000;0;0.679147896;300000;92.1123;0.89371;0.86685;0.9988;1.2932;0.027634;0.2517462;30;7.1102;695.46;0.023749;371.69;1000400;;;300
6000;0;1.13191316;500000;80.2713;0.97716;0.99365;0.99931;1.6948;0.040136;0.2888822;30;9.6771;741.84;0.026321;649.93;1000400;;;500
6000;0.2;0.223032493;100010;157.9807;0.75377;0.5557;0.9977;0.76431;0.015799;0.1467834;30;4.068;621.86;0.022968;87.44;1000400;;;100.01
6000;0.2;0.669030575;300000;91.7195;0.89179;0.8593;0.9988;1.2964;0.027516;0.2528245;30;7.1203;696.21;0.023584;285.5;1000400;;;300
6000;0.2;1.115050958;500000;79.8687;0.97485;0.98772;0.99931;1.7015;0.039934;0.2903381;30;9.696;741.91;0.026086;537.45;1000400;;;500
6000;0.4;0.213268222;100010;156.0499;0.74639;0.52965;0.9977;0.7679;0.015606;0.1485994;30;4.0753;624.88;0.022582;36.07;1000400;;;100.01
6000;0.4;0.639740692;300000;90.3966;0.8833;0.83526;0.9988;1.3066;0.027119;0.2565244;30;7.1447;697.95;0.023063;198.73;1000400;;;300
6000;0.4;1.066234486;500000;78.8966;0.9654;0.96752;0.99931;1.7146;0.039448;0.2939153;30;9.7341;744.01;0.02557;424.69;1000400;;;500
6000;0.6;0.598312758;300000;88.2518;0.87117;0.78861;0.9988;1.3235;0.026476;0.2627587;30;7.1868;700.93;0.022227;110.45;1000400;;;300
6000;0.6;0.99718793;500000;77.4428;0.95337;0.93511;0.99931;1.7308;0.038721;0.2994329;30;9.7818;748.84;0.024859;310.21;1000400;;;500
6000;0.6;1.396063102;700000;75.01;1.0196;1.0325;0.99964;2.1084;0.052507;0.3091447;30;12.355;790.44;0.027673;581.49;1000400;;;700
7000;0;0.252671736;100010;150.873;0.7458;0.58278;0.9977;0.69772;0.015089;0.1536983;30;3.7496;618.98;0.024028;134.33;1000400;;;100.01
7000;0;0.757939415;300000;89.1036;0.89672;0.88807;0.9988;1.2073;0.026731;0.2602468;30;6.69;694.3;0.024601;373.22;1000400;;;300
7000;0;1.263232359;500000;79.3653;0.98686;1.0206;0.99931;1.6017;0.039683;0.2921796;30;9.2539;746.11;0.027529;672.32;1000400;;;500
7000;0.2;0.2479177;100010;150.4592;0.74358;0.57311;0.9977;0.69798;0.015047;0.154121;30;3.7498;620.29;0.023954;88.13;1000400;;;100.01
7000;0.2;0.743678731;300000;88.73;0.895;0.88102;0.9988;1.21;0.026619;0.2613426;30;6.6972;695.11;0.024443;293.56;1000400;;;300
7000;0.2;1.239464551;500000;78.9841;0.98466;1.0134;0.99931;1.6082;0.039492;0.2935897;30;9.2725;746.04;0.027286;567.44;1000400;;;500
7000;0.4;0.236234794;100010;149.0322;0.73617;0.54607;0.9977;0.69971;0.014905;0.1555968;30;3.7529;623.75;0.023668;41.84;1000400;;;100.01
7000;0.4;0.708633518;300000;87.5711;0.88849;0.85794;0.9988;1.2192;0.026271;0.2648013;30;6.7208;697.11;0.023943;213.75;1000400;;;300
7000;0.4;1.181055864;500000;77.7861;0.97845;0.99417;0.99931;1.6283;0.038893;0.2981117;30;9.3283;745.86;0.026542;463.03;1000400;;;500
7000;0.6;0.658790461;300000;85.5465;0.8753;0.81754;0.9988;1.2353;0.025664;0.2710681;30;6.7606;699.79;0.023085;132.39;1000400;;;300
7000;0.6;1.097984101;500000;76.3038;0.96364;0.96034;0.99931;1.6478;0.038152;0.3039025;30;9.3839;749.26;0.02573;355.89;1000400;;;500
8000;0;0.287690936;100010;144.0688;0.73313;0.59983;0.9977;0.6341;0.014408;0.1609573;30;3.447;617.73;0.025247;130.09;1000400;;;100.01
8000;0;0.862986509;300000;86.4881;0.901;0.90391;0.9988;1.1301;0.025946;0.268117;30;6.3128;693.61;0.025511;378;1000400;;;300
8000;0;1.438310848;500000;78.9443;0.99951;1.0562;0.99931;1.515;0.039472;0.2937378;30;8.8729;752.75;0.028949;700.07;1000400;;;500
8000;0.2;0.281409156;100010;143.695;0.73103;0.58979;0.9977;0.63438;0.014371;0.1613761;30;3.4474;618.98;0.02517;88.62;1000400;;;100.01
8000;0.2;0.844143054;300000;86.1701;0.89924;0.89854;0.9988;1.1323;0.025851;0.2691065;30;6.319;694.52;0.025367;304.34;1000400;;;300
8000;0.2;1.40690509;500000;78.5615;0.99687;1.0475;0.99931;1.5221;0.039281;0.295169;30;8.8935;752.29;0.028674;602.42;1000400;;;500
8000;0.4;0.266238952;100010;142.5325;0.72484;0.56198;0.9977;0.63539;0.014254;0.1626923;30;3.449;622.61;0.024927;47.07;1000400;;;100.01
8000;0.4;0.798636993;300000;85.1718;0.89406;0.88219;0.9988;1.1398;0.025552;0.2722606;30;6.3395;697;0.024908;230.66;1000400;;;300
8000;0.4;1.331061655;500000;77.4456;0.98959;1.0236;0.99931;1.5424;0.038723;0.2994223;30;8.9524;751.37;0.027895;505.7;1000400;;;500
8000;0.6;0.245086507;100010;140.2443;0.71092;0.5214;0.9977;0.63874;0.014026;0.1653467;30;3.4553;627.63;0.024398;5.17;1000400;;;100.01
8000;0.6;0.735186002;300000;83.3537;0.88158;0.84457;0.9988;1.1548;0.025006;0.2781993;30;6.3787;699.82;0.02406;155.91;1000400;;;300
8000;0.6;1.225310003;500000;75.6868;0.97791;0.99214;0.99931;1.5716;0.037843;0.3063802;30;9.0345;751.61;0.026763;406.41;1000400;;;500
0;0;0.060300145;100050;223.5876;0.70564;0.37962;0.9973;1.5794;0.02237;0.103713;-10;5.4792;524.22;0.015737;169.79;1500500;;;
0;0;0.180894407;300140;120.5005;0.80191;0.59098;0.99839;2.4264;0.036167;0.1924385;-10;8.7764;593.97;0.016562;390.08;1500500;;;
0;0;0.301452507;500170;96.0011;0.84715;0.71797;0.9989;2.9937;0.048017;0.2415487;-10;11.148;627.76;0.017822;597.01;1500500;;;
0;0;0.421908149;700030;85.1248;0.88284;0.80804;0.99924;3.4471;0.05959;0.272411;-10;13.167;652.92;0.019208;805.46;1500500;;;
0;0;0.542430087;900000;78.9749;0.91225;0.86691;0.99949;3.8492;0.071078;0.2936239;-10;15.019;672.66;0.020517;1022.84;1500500;;;
0;0;0.662970106;1100000;75.0795;0.94053;0.91146;0.99969;4.2279;0.082587;0.3088584;-10;16.796;689.31;0.021704;1254.02;1500500;;;
0;0;0.783510125;1300000;72.6768;0.96413;0.9518;0.99986;4.5919;0.09448;0.3190691;-10;18.547;704.8;0.022862;1504.27;1500500;;;
0;0;0.904050145;1500000;71.3833;0.98507;0.98641;1;4.917;0.10707;0.324851;-10;20.22;721.62;0.024196;1765.5;1500500;;;
0;0;1.024590164;1700000;70.6973;1.0056;1.0196;1.0001;5.2294;0.12019;0.3280031;-10;21.878;738.14;0.025536;2044.07;1500500;;;
0;0.2;0.059309977;100050;221.232;0.70167;0.37489;0.9973;1.5892;0.022134;0.1048173;-10;5.4941;524.51;0.015475;64.13;1500500;;;
0;0.2;0.177846938;300010;119.9554;0.80045;0.58061;0.99839;2.4298;0.035988;0.1933129;-10;8.7819;595.23;0.016457;227.89;1500500;;;
0;0.2;0.296401684;500000;95.4511;0.84461;0.7058;0.9989;3.0023;0.047726;0.2429405;-10;11.163;628.38;0.017663;397.19;1500500;;;
0;0.2;0.414962357;700000;84.6771;0.88117;0.79883;0.99924;3.4557;0.059274;0.2738512;-10;13.183;653.79;0.019058;575.5;1500500;;;
0;0.2;0.53352303;900000;78.5802;0.90968;0.85911;0.99949;3.8591;0.070722;0.2950991;-10;15.038;673.46;0.020362;766.27;1500500;;;
0;0.2;0.652083704;1100000;74.7747;0.93816;0.906;0.99969;4.2353;0.082252;0.3101172;-10;16.811;690.49;0.021579;972.05;1500500;;;
0;0.2;0.770644377;1300000;72.331;0.96269;0.94409;0.99986;4.605;0.09403;0.3205946;-10;18.573;705.48;0.022688;1198.75;1500500;;;
0;0.2;0.889205051;1500000;70.9894;0.98278;0.98049;1;4.9377;0.10648;0.3266533;-10;20.262;721.65;0.023962;1439.6;1500500;;;
0;0.2;1.007765724;1700000;70.3246;1.0032;1.0123;1.0001;5.2519;0.11955;0.3297416;-10;21.924;738.07;0.025293;1698.02;1500500;;;
0;0.4;0.169669721;300010;118.0092;0.79572;0.55171;0.99839;2.4431;0.035404;0.1965011;-10;8.8035;598.67;0.016102;64.81;1500500;;;
0;0.4;0.282773442;500000;93.6995;0.83763;0.68016;0.9989;3.0281;0.04685;0.2474819;-10;11.206;630.53;0.017192;195.74;1500500;;;
0;0.4;0.395882819;700000;83.311;0.87611;0.769;0.99924;3.4821;0.058318;0.2783418;-10;13.23;656.15;0.018609;344.26;1500500;;;
0;0.4;0.508992195;900000;77.4281;0.90398;0.8347;0.99949;3.8866;0.069685;0.29949;-10;15.09;676.16;0.019922;508.61;1500500;;;
0;0.4;0.622101572;1100000;73.774;0.93062;0.88424;0.99969;4.2631;0.081151;0.3143241;-10;16.866;693.35;0.021151;689.76;1500500;;;
0;0.4;0.735210949;1300000;71.4187;0.95612;0.92439;0.99986;4.6339;0.092844;0.3246901;-10;18.632;708.55;0.022263;892.18;1500500;;;
0;0.4;0.848320326;1500000;69.9103;0.97732;0.96022;1;4.9895;0.10487;0.3316954;-10;20.367;722.8;0.023353;1113.06;1500500;;;
0;0.4;0.961429703;1700000;69.2135;0.99621;0.99367;1.0001;5.318;0.11766;0.3350349;-10;22.061;738.15;0.024585;1352.92;1500500;;;
0;0.4;1.074539079;1900000;68.952;1.0153;1.0235;1.0002;5.6296;0.13101;0.3363055;-10;23.73;753.62;0.025858;1609.6;1500500;;;
0;0.6;0.367511944;700000;80.9334;0.86394;0.71394;0.99924;3.5302;0.056653;0.2865188;-10;13.312;659.43;0.017835;107.85;1500500;;;
0;0.6;0.472515357;900000;75.45;0.89604;0.78873;0.99949;3.9356;0.067905;0.3073416;-10;15.181;680.33;0.019175;246.08;1500500;;;
0;0.6;0.577518769;1100000;72.0126;0.91991;0.84507;0.99969;4.3158;0.079214;0.3220123;-10;16.969;697.62;0.020396;402.96;1500500;;;
0;0.6;0.682522182;1300000;69.8684;0.94364;0.88966;0.99986;4.6831;0.090829;0.3318944;-10;18.73;713.35;0.021553;581.04;1500500;;;
0;0.6;0.787525595;1500000;68.4627;0.96707;0.9294;1;5.0427;0.10269;0.3387092;-10;20.477;727.76;0.022631;779.09;1500500;;;
0;0.6;0.892529007;1700000;67.5704;0.98782;0.95947;1.0001;5.4054;0.11487;0.3431817;-10;22.244;740.52;0.023615;999.27;1500500;;;
0;0.6;0.99753242;1900000;67.2091;1.0042;0.99339;1.0002;5.7439;0.1277;0.3450268;-10;23.975;754.05;0.024702;1238.37;1500500;;;
0;0.6;1.102535832;2100000;67.2447;1.0217;1.0208;1.0003;6.0591;0.14121;0.3448442;-10;25.664;768.47;0.025899;1493.24;1500500;;;
1000;0;0.064159292;100050;211.6288;0.70499;0.39064;0.9973;1.4651;0.021173;0.1095736;-10;5.0996;521.88;0.016057;164.39;1500500;;;
1000;0;0.192388098;300010;114.3089;0.79775;0.61354;0.99839;2.2829;0.034294;0.202862;-10;8.2538;589.16;0.016691;383.86;1500500;;;
1000;0;0.320636142;500000;91.9582;0.84751;0.74417;0.9989;2.8207;0.045979;0.2521681;-10;10.523;623.78;0.018112;591.69;1500500;;;
1000;0;0.448890599;700000;82.0091;0.88421;0.82714;0.99924;3.2608;0.057406;0.2827605;-10;12.485;648.86;0.019561;805.14;1500500;;;
1000;0;0.577145056;900000;76.5097;0.91688;0.88635;0.99949;3.6558;0.068859;0.3030847;-10;14.306;668.97;0.020929;1031.37;1500500;;;
1000;0;0.705399513;1100000;73.1021;0.94642;0.93021;0.99969;4.0386;0.080412;0.3172131;-10;16.091;685.79;0.022123;1277.88;1500500;;;
1000;0;0.833653969;1300000;71.3904;0.96983;0.97111;0.99986;4.3774;0.092807;0.3248188;-10;17.794;704.37;0.023557;1539.11;1500500;;;
1000;0;0.961908426;1500000;70.5442;0.99305;1.0083;1;4.6971;0.10582;0.3287148;-10;19.469;722.83;0.025031;1818.75;1500500;;;
1000;0;1.090162883;1700000;70.1781;1.0154;1.0476;1.0001;5.0077;0.1193;0.3304299;-10;21.135;740.56;0.026471;2117.15;1500500;;;
1000;0.2;0.063138963;100050;209.6167;0.70118;0.38558;0.9973;1.4735;0.020972;0.1106254;-10;5.1125;522.23;0.015815;67.56;1500500;;;
1000;0.2;0.189328537;300010;113.7366;0.79616;0.60306;0.99839;2.2866;0.034122;0.2038827;-10;8.2601;590.31;0.01658;233.1;1500500;;;
1000;0.2;0.315537044;500000;91.4352;0.84497;0.73343;0.9989;2.8285;0.045718;0.2536106;-10;10.536;624.44;0.017959;405.68;1500500;;;
1000;0.2;0.441751862;700000;81.5954;0.8824;0.8192;0.99924;3.2688;0.057117;0.2841941;-10;12.5;649.72;0.019415;590.22;1500500;;;
1000;0.2;0.567966679;900000;76.1693;0.91442;0.87904;0.99949;3.6637;0.068552;0.3044393;-10;14.322;669.91;0.02079;790.51;1500500;;;
1000;0.2;0.694181497;1100000;72.7961;0.94394;0.92251;0.99969;4.0472;0.080076;0.3185465;-10;16.109;686.76;0.021984;1011.98;1500500;;;
1000;0.2;0.820396315;1300000;70.9955;0.96759;0.96536;0.99986;4.3959;0.092294;0.3266255;-10;17.831;704.4;0.023328;1252.34;1500500;;;
1000;0.2;0.946611132;1500000;70.1768;0.99064;1.0011;1;4.717;0.10527;0.3304359;-10;19.51;722.78;0.024796;1511.56;1500500;;;
1000;0.2;1.07282595;1700000;69.8245;1.0128;1.0389;1.0001;5.0297;0.1187;0.3321031;-10;21.182;740.36;0.026223;1790.24;1500500;;;
1000;0.4;0.180794263;300010;112.0027;0.79176;0.57297;0.99839;2.2979;0.033602;0.207039;-10;8.2779;593.69;0.016248;81.53;1500500;;;
1000;0.4;0.301313728;500000;89.8627;0.83795;0.69804;0.9989;2.8516;0.044931;0.2580484;-10;10.575;626.42;0.017507;218.37;1500500;;;
1000;0.4;0.421839219;700000;80.3531;0.87743;0.79331;0.99924;3.2931;0.056247;0.2885879;-10;12.544;652.25;0.018978;374.35;1500500;;;
1000;0.4;0.54236471;900000;75.0961;0.9072;0.85539;0.99949;3.6903;0.067586;0.3087903;-10;14.373;672.43;0.020349;549.19;1500500;;;
1000;0.4;0.662890201;1100000;71.9437;0.9368;0.90498;0.99969;4.0683;0.079138;0.3223203;-10;16.152;690.21;0.021614;745.55;1500500;;;
1000;0.4;0.783415692;1300000;69.9526;0.96256;0.94467;0.99986;4.4396;0.090938;0.3314947;-10;17.92;705.76;0.022759;964.83;1500500;;;
1000;0.4;0.903941184;1500000;69.0784;0.98381;0.98263;1;4.7763;0.10362;0.33569;-10;19.632;722.85;0.024105;1205.37;1500500;;;
1000;0.4;1.024466675;1700000;68.7741;1.0052;1.0164;1.0001;5.0943;0.11692;0.3371756;-10;21.318;740.07;0.0255;1465.32;1500500;;;
1000;0.6;0.280080663;500000;87.3143;0.82813;0.6526;0.9989;2.8877;0.043657;0.2655801;-10;10.635;630.36;0.0168;26.9;1500500;;;
1000;0.6;0.392112929;700000;78.2216;0.86676;0.74099;0.99924;3.3358;0.054755;0.2964516;-10;12.619;655.74;0.01824;154.1;1500500;;;
1000;0.6;0.504145194;900000;73.2939;0.89851;0.81437;0.99949;3.7347;0.065965;0.3163826;-10;14.458;676.77;0.019628;303.45;1500500;;;
1000;0.6;0.616177459;1100000;70.3446;0.92455;0.86833;0.99969;4.1156;0.077379;0.3296477;-10;16.247;694.59;0.020892;475.91;1500500;;;
1000;0.6;0.728209724;1300000;68.5643;0.95143;0.91493;0.99986;4.4823;0.089134;0.3382072;-10;18.008;711.04;0.022097;671.19;1500500;;;
1000;0.6;0.84024199;1500000;67.4392;0.97553;0.94897;1;4.8549;0.10116;0.3438493;-10;19.795;725.13;0.023153;891.46;1500500;;;
1000;0.6;0.952274255;1700000;67.0297;0.99405;0.98669;1.0001;5.2001;0.11395;0.3459499;-10;21.541;740.23;0.02435;1133.44;1500500;;;
1000;0.6;1.06430652;1900000;67.1289;1.0139;1.0167;1.0002;5.5188;0.12754;0.345439;-10;23.247;756.41;0.025681;1395.05;1500500;;;
2000;0;0.068546177;100050;200.4214;0.70224;0.40173;0.9973;1.3542;0.020052;0.1157009;-10;4.7335;519.33;0.016453;158.81;1500500;;;
2000;0;0.205542614;300010;108.6143;0.79464;0.63536;0.99839;2.1404;0.032585;0.2134979;-10;7.7445;584.37;0.016916;377.23;1500500;;;
2000;0;0.342559605;500000;88.1745;0.84849;0.76788;0.9989;2.6573;0.044087;0.2629892;-10;9.9342;619.74;0.018435;587.95;1500500;;;
2000;0;0.479583448;700000;79.1655;0.88641;0.84656;0.99924;3.086;0.055416;0.2929171;-10;11.847;644.8;0.019953;808.07;1500500;;;
2000;0;0.61660729;900000;74.239;0.92161;0.90083;0.99949;3.4828;0.066815;0.312355;-10;13.664;664.92;0.021316;1047.14;1500500;;;
2000;0;0.753631132;1100000;71.6282;0.95104;0.95094;0.99969;3.8471;0.078791;0.3237402;-10;15.416;684.58;0.022757;1306.64;1500500;;;
2000;0;0.890654974;1300000;70.49;0.97758;0.99239;0.99986;4.1752;0.091637;0.3289676;-10;17.109;705.45;0.024387;1584.85;1500500;;;
