Alt (m);Mach number;Throttle;Power (W);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);;;Power (kW)
0.00;0.00;0.05;100040.00;318.22;0.73;0.40;1.00;3.09;0.03;0.07;-10.00;4.69;493.82;0.01;332.19;;;100.04
0.00;0.00;0.10;200060.00;208.71;0.80;0.52;1.00;3.89;0.04;0.11;-10.00;6.10;535.76;0.01;527.39;;;200.06
0.00;0.00;0.15;300090.00;164.87;0.82;0.61;1.00;4.49;0.05;0.14;-10.00;7.15;557.75;0.01;699.07;;;300.09
0.00;0.00;0.20;400110.00;141.44;0.84;0.68;1.00;4.98;0.06;0.16;-10.00;8.03;573.74;0.01;858.67;;;400.11
0.00;0.00;0.26;500140.00;127.34;0.86;0.72;1.00;5.37;0.06;0.18;-10.00;8.79;587.88;0.01;1009.51;;;500.14
0.00;0.00;0.31;600170.00;117.51;0.87;0.77;1.00;5.72;0.07;0.20;-10.00;9.49;599.75;0.01;1156.89;;;600.17
0.00;0.00;0.36;700130.00;110.26;0.88;0.80;1.00;6.03;0.08;0.21;-10.00;10.13;609.78;0.01;1300.89;;;700.13
0.00;0.00;0.41;800040.00;104.70;0.89;0.83;1.00;6.33;0.08;0.22;-10.00;10.74;618.77;0.01;1445.72;;;800.04
0.00;0.00;0.46;900020.00;100.27;0.90;0.85;1.00;6.61;0.09;0.23;-10.00;11.31;626.66;0.02;1588.36;;;900.02
0.00;0.00;0.51;1000000.00;96.71;0.92;0.87;1.00;6.87;0.10;0.24;-10.00;11.86;634.14;0.02;1732.32;;;1000.00
0.00;0.00;0.56;1100000.00;93.78;0.93;0.89;1.00;7.12;0.10;0.25;-10.00;12.40;641.06;0.02;1878.66;;;1100.00
0.00;0.00;0.61;1200000.00;91.31;0.94;0.91;1.00;7.37;0.11;0.25;-10.00;12.94;647.20;0.02;2027.59;;;1200.00
0.00;0.00;0.66;1300000.00;89.20;0.95;0.92;1.00;7.62;0.12;0.26;-10.00;13.46;652.94;0.02;2180.15;;;1300.00
0.00;0.00;0.71;1400000.00;87.50;0.96;0.94;1.00;7.86;0.12;0.27;-10.00;13.98;658.75;0.02;2336.72;;;1400.00
0.00;0.00;0.77;1500000.00;86.20;0.96;0.95;1.00;8.08;0.13;0.27;-10.00;14.50;664.89;0.02;2497.75;;;1500.00
0.00;0.00;0.82;1600000.00;85.12;0.97;0.97;1.00;8.31;0.14;0.27;-10.00;15.01;670.95;0.02;2662.26;;;1600.00
0.00;0.00;0.87;1700000.00;84.31;0.98;0.98;1.00;8.52;0.14;0.28;-10.00;15.51;677.45;0.02;2828.48;;;1700.00
0.00;0.00;0.92;1800000.00;83.64;0.99;0.99;1.00;8.73;0.15;0.28;-10.00;16.01;683.77;0.02;2998.73;;;1800.00
0.00;0.00;0.97;1900000.00;83.11;1.00;1.00;1.00;8.93;0.16;0.28;-10.00;16.51;689.98;0.02;3175.35;;;1900.00
0.00;0.00;1.02;2000000.00;82.69;1.00;1.01;1.00;9.14;0.17;0.28;-10.00;17.01;696.15;0.02;3355.99;;;2000.00
0.00;0.10;0.05;100040.00;316.93;0.73;0.40;1.00;3.10;0.03;0.07;-10.00;4.70;493.87;0.01;229.05;;;100.04
0.00;0.10;0.10;200060.00;208.21;0.80;0.52;1.00;3.90;0.04;0.11;-10.00;6.10;535.95;0.01;397.85;;;200.06
0.00;0.10;0.15;300040.00;164.53;0.82;0.61;1.00;4.50;0.05;0.14;-10.00;7.15;557.96;0.01;549.03;;;300.04
0.00;0.10;0.20;400050.00;141.18;0.84;0.67;1.00;4.98;0.06;0.16;-10.00;8.04;573.94;0.01;693.23;;;400.05
0.00;0.10;0.25;500020.00;127.10;0.86;0.72;1.00;5.37;0.06;0.18;-10.00;8.79;588.02;0.01;830.46;;;500.02
0.00;0.10;0.30;600010.00;117.30;0.87;0.77;1.00;5.72;0.07;0.20;-10.00;9.49;599.90;0.01;966.01;;;600.01
0.00;0.10;0.36;700010.00;110.06;0.88;0.80;1.00;6.04;0.08;0.21;-10.00;10.13;609.95;0.01;1099.52;;;700.01
0.00;0.10;0.41;800000.00;104.51;0.89;0.83;1.00;6.34;0.08;0.22;-10.00;10.74;618.95;0.01;1234.44;;;800.00
0.00;0.10;0.46;900000.00;100.08;0.90;0.85;1.00;6.61;0.09;0.23;-10.00;11.31;626.81;0.02;1367.84;;;900.00
0.00;0.10;0.51;1000000.00;96.54;0.91;0.87;1.00;6.87;0.10;0.24;-10.00;11.87;634.30;0.02;1503.25;;;1000.00
0.00;0.10;0.56;1100000.00;93.63;0.93;0.89;1.00;7.13;0.10;0.25;-10.00;12.41;641.24;0.02;1641.12;;;1100.00
0.00;0.10;0.61;1200000.00;91.17;0.94;0.90;1.00;7.37;0.11;0.25;-10.00;12.94;647.44;0.02;1781.69;;;1200.00
0.00;0.10;0.66;1300000.00;89.08;0.95;0.92;1.00;7.62;0.12;0.26;-10.00;13.47;653.20;0.02;1926.04;;;1300.00
0.00;0.10;0.71;1400000.00;87.35;0.96;0.93;1.00;7.86;0.12;0.27;-10.00;13.99;658.87;0.02;2074.97;;;1400.00
0.00;0.10;0.76;1500000.00;86.06;0.96;0.95;1.00;8.09;0.13;0.27;-10.00;14.51;665.03;0.02;2228.39;;;1500.00
0.00;0.10;0.81;1600000.00;84.96;0.97;0.96;1.00;8.32;0.14;0.27;-10.00;15.02;670.94;0.02;2385.89;;;1600.00
0.00;0.10;0.86;1700000.00;84.16;0.98;0.98;1.00;8.53;0.14;0.28;-10.00;15.52;677.44;0.02;2545.20;;;1700.00
0.00;0.10;0.91;1800000.00;83.49;0.99;0.99;1.00;8.74;0.15;0.28;-10.00;16.02;683.76;0.02;2708.63;;;1800.00
0.00;0.10;0.96;1900000.00;82.96;0.99;1.00;1.00;8.94;0.16;0.28;-10.00;16.52;689.97;0.02;2878.35;;;1900.00
0.00;0.10;1.02;2000000.00;82.55;1.00;1.01;1.00;9.15;0.17;0.28;-10.00;17.02;696.12;0.02;3052.34;;;2000.00
0.00;0.20;0.05;100040.00;313.08;0.73;0.40;1.00;3.11;0.03;0.07;-10.00;4.71;494.00;0.01;125.41;;;100.04
0.00;0.20;0.10;200020.00;206.29;0.79;0.52;1.00;3.91;0.04;0.11;-10.00;6.11;536.24;0.01;267.25;;;200.02
0.00;0.20;0.15;300020.00;163.39;0.82;0.60;1.00;4.51;0.05;0.14;-10.00;7.16;558.56;0.01;398.90;;;300.02
0.00;0.20;0.20;400010.00;140.12;0.84;0.67;1.00;5.00;0.06;0.17;-10.00;8.04;574.31;0.01;526.42;;;400.01
0.00;0.20;0.25;500000.00;126.21;0.85;0.71;1.00;5.39;0.06;0.18;-10.00;8.81;588.35;0.01;651.20;;;500.00
0.00;0.20;0.30;600000.00;116.56;0.87;0.76;1.00;5.74;0.07;0.20;-10.00;9.50;600.35;0.01;775.22;;;600.00
0.00;0.20;0.35;700000.00;109.39;0.88;0.79;1.00;6.06;0.08;0.21;-10.00;10.14;610.44;0.01;898.26;;;700.00
0.00;0.20;0.40;800000.00;103.90;0.89;0.82;1.00;6.35;0.08;0.22;-10.00;10.75;619.45;0.01;1023.38;;;800.00
0.00;0.20;0.45;900000.00;99.54;0.90;0.84;1.00;6.63;0.09;0.23;-10.00;11.32;627.37;0.02;1147.71;;;900.00
0.00;0.20;0.50;1000000.00;96.02;0.91;0.86;1.00;6.89;0.10;0.24;-10.00;11.88;634.78;0.02;1274.49;;;1000.00
0.00;0.20;0.55;1100000.00;93.15;0.92;0.88;1.00;7.14;0.10;0.25;-10.00;12.42;641.76;0.02;1403.95;;;1100.00
0.00;0.20;0.60;1200000.00;90.75;0.93;0.90;1.00;7.39;0.11;0.26;-10.00;12.95;648.14;0.02;1536.21;;;1200.00
0.00;0.20;0.65;1300000.00;88.69;0.94;0.91;1.00;7.63;0.12;0.26;-10.00;13.48;653.95;0.02;1672.40;;;1300.00
0.00;0.20;0.70;1400000.00;86.95;0.95;0.93;1.00;7.88;0.12;0.27;-10.00;14.00;659.48;0.02;1813.52;;;1400.00
0.00;0.20;0.75;1500000.00;85.64;0.96;0.94;1.00;8.11;0.13;0.27;-10.00;14.52;665.41;0.02;1959.91;;;1500.00
0.00;0.20;0.80;1600000.00;84.55;0.97;0.96;1.00;8.34;0.14;0.27;-10.00;15.04;671.34;0.02;2109.93;;;1600.00
0.00;0.20;0.85;1700000.00;83.69;0.98;0.97;1.00;8.56;0.14;0.28;-10.00;15.54;677.40;0.02;2263.55;;;1700.00
0.00;0.20;0.90;1800000.00;83.04;0.98;0.98;1.00;8.77;0.15;0.28;-10.00;16.04;683.72;0.02;2420.28;;;1800.00
0.00;0.20;0.95;1900000.00;82.53;0.99;1.00;1.00;8.97;0.16;0.28;-10.00;16.54;689.94;0.02;2583.39;;;1900.00
0.00;0.20;1.00;2000000.00;82.12;1.00;1.01;1.00;9.18;0.16;0.28;-10.00;17.05;696.02;0.02;2750.95;;;2000.00
0.00;0.30;0.05;100040.00;306.63;0.73;0.39;1.00;3.15;0.03;0.08;-10.00;4.73;494.22;0.01;19.98;;;100.04
0.00;0.30;0.10;200020.00;203.16;0.79;0.51;1.00;3.94;0.04;0.11;-10.00;6.13;536.77;0.01;135.74;;;200.02
0.00;0.30;0.15;300020.00;161.49;0.82;0.59;1.00;4.53;0.05;0.14;-10.00;7.17;559.58;0.01;247.79;;;300.02
0.00;0.30;0.20;400010.00;138.53;0.83;0.65;1.00;5.02;0.06;0.17;-10.00;8.06;575.17;0.01;359.21;;;400.01
0.00;0.30;0.24;500000.00;124.73;0.85;0.70;1.00;5.42;0.06;0.19;-10.00;8.82;588.93;0.01;471.00;;;500.00
0.00;0.30;0.29;600000.00;115.31;0.87;0.75;1.00;5.77;0.07;0.20;-10.00;9.52;601.06;0.01;583.94;;;600.00
0.00;0.30;0.34;700000.00;108.26;0.88;0.78;1.00;6.08;0.08;0.21;-10.00;10.16;611.22;0.01;696.08;;;700.00
0.00;0.30;0.39;800000.00;102.90;0.89;0.81;1.00;6.38;0.08;0.23;-10.00;10.77;620.31;0.01;811.37;;;800.00
0.00;0.30;0.44;900000.00;98.62;0.90;0.83;1.00;6.65;0.09;0.24;-10.00;11.34;628.24;0.01;926.70;;;900.00
0.00;0.30;0.49;1000000.00;95.15;0.91;0.85;1.00;6.92;0.10;0.24;-10.00;11.90;635.58;0.02;1044.94;;;1000.00
0.00;0.30;0.54;1100000.00;92.35;0.92;0.87;1.00;7.17;0.10;0.25;-10.00;12.44;642.58;0.02;1166.19;;;1100.00
0.00;0.30;0.59;1200000.00;90.03;0.93;0.89;1.00;7.41;0.11;0.26;-10.00;12.97;649.10;0.02;1290.35;;;1200.00
0.00;0.30;0.64;1300000.00;88.03;0.94;0.91;1.00;7.66;0.11;0.26;-10.00;13.50;655.15;0.02;1418.38;;;1300.00
0.00;0.30;0.68;1400000.00;86.34;0.95;0.92;1.00;7.90;0.12;0.27;-10.00;14.02;660.75;0.02;1551.35;;;1400.00
0.00;0.30;0.73;1500000.00;84.95;0.96;0.93;1.00;8.15;0.13;0.27;-10.00;14.55;666.17;0.02;1690.78;;;1500.00
0.00;0.30;0.78;1600000.00;83.87;0.97;0.95;1.00;8.37;0.13;0.28;-10.00;15.07;672.00;0.02;1833.67;;;1600.00
0.00;0.30;0.83;1700000.00;82.98;0.97;0.96;1.00;8.60;0.14;0.28;-10.00;15.58;677.75;0.02;1980.71;;;1700.00
0.00;0.30;0.88;1800000.00;82.28;0.98;0.98;1.00;8.82;0.15;0.28;-10.00;16.09;683.66;0.02;2131.78;;;1800.00
0.00;0.30;0.93;1900000.00;81.81;0.99;0.99;1.00;9.03;0.16;0.28;-10.00;16.59;689.89;0.02;2288.46;;;1900.00
0.00;0.30;0.98;2000000.00;81.42;1.00;1.00;1.00;9.23;0.16;0.28;-10.00;17.09;695.96;0.02;2449.50;;;2000.00
0.00;0.30;1.03;2100000.00;81.11;1.00;1.01;1.00;9.44;0.17;0.29;-10.00;17.60;701.90;0.02;2614.85;;;2100.00
0.00;0.40;0.09;200020.00;198.60;0.79;0.49;1.00;3.98;0.04;0.12;-10.00;6.15;537.43;0.01;1.67;;;200.02
0.00;0.40;0.14;300020.00;158.80;0.81;0.57;1.00;4.56;0.05;0.15;-10.00;7.19;560.99;0.01;94.99;;;300.02
0.00;0.40;0.19;400000.00;136.22;0.83;0.64;1.00;5.05;0.05;0.17;-10.00;8.08;576.31;0.01;190.10;;;400.00
0.00;0.40;0.24;500000.00;122.62;0.85;0.69;1.00;5.46;0.06;0.19;-10.00;8.85;589.85;0.01;288.52;;;500.00
0.00;0.40;0.28;600000.00;113.46;0.86;0.72;1.00;5.80;0.07;0.20;-10.00;9.55;601.80;0.01;389.59;;;600.00
0.00;0.40;0.33;700000.00;106.70;0.88;0.76;1.00;6.12;0.07;0.22;-10.00;10.19;612.24;0.01;491.87;;;700.00
0.00;0.40;0.38;800000.00;101.46;0.89;0.79;1.00;6.42;0.08;0.23;-10.00;10.80;621.43;0.01;597.48;;;800.00
0.00;0.40;0.43;900000.00;97.32;0.90;0.82;1.00;6.69;0.09;0.24;-10.00;11.37;629.42;0.01;703.98;;;900.00
0.00;0.40;0.47;1000000.00;93.96;0.91;0.84;1.00;6.96;0.09;0.25;-10.00;11.93;636.84;0.02;813.51;;;1000.00
0.00;0.40;0.52;1100000.00;91.17;0.92;0.86;1.00;7.21;0.10;0.25;-10.00;12.47;643.66;0.02;925.60;;;1100.00
0.00;0.40;0.57;1200000.00;88.96;0.93;0.88;1.00;7.45;0.11;0.26;-10.00;13.01;650.27;0.02;1042.83;;;1200.00
0.00;0.40;0.62;1300000.00;87.07;0.94;0.90;1.00;7.69;0.11;0.27;-10.00;13.53;656.53;0.02;1163.04;;;1300.00
0.00;0.40;0.66;1400000.00;85.46;0.95;0.91;1.00;7.94;0.12;0.27;-10.00;14.05;662.42;0.02;1288.06;;;1400.00
0.00;0.40;0.71;1500000.00;84.11;0.96;0.92;1.00;8.18;0.13;0.28;-10.00;14.58;667.91;0.02;1419.31;;;1500.00
0.00;0.40;0.76;1600000.00;82.95;0.96;0.94;1.00;8.42;0.13;0.28;-10.00;15.11;673.13;0.02;1555.40;;;1600.00
0.00;0.40;0.81;1700000.00;82.05;0.97;0.95;1.00;8.65;0.14;0.28;-10.00;15.62;678.67;0.02;1695.50;;;1700.00
0.00;0.40;0.85;1800000.00;81.34;0.98;0.96;1.00;8.88;0.15;0.29;-10.00;16.14;684.29;0.02;1840.12;;;1800.00
0.00;0.40;0.90;1900000.00;80.77;0.99;0.98;1.00;9.10;0.15;0.29;-10.00;16.66;689.83;0.02;1991.13;;;1900.00
0.00;0.40;0.95;2000000.00;80.43;0.99;0.99;1.00;9.31;0.16;0.29;-10.00;17.16;695.90;0.02;2146.10;;;2000.00
0.00;0.40;1.00;2100000.00;80.15;1.00;1.00;1.00;9.52;0.17;0.29;-10.00;17.66;701.84;0.02;2305.09;;;2100.00
0.00;0.40;1.04;2200000.00;79.94;1.01;1.01;1.00;9.73;0.18;0.29;-10.00;18.17;707.65;0.02;2468.71;;;2200.00
0.00;0.50;0.18;400010.00;133.49;0.83;0.61;1.00;5.09;0.05;0.17;-10.00;8.11;578.29;0.01;18.53;;;400.01
0.00;0.50;0.23;500000.00;120.05;0.84;0.67;1.00;5.50;0.06;0.19;-10.00;8.89;591.23;0.01;103.06;;;500.00
0.00;0.50;0.27;600000.00;111.06;0.86;0.70;1.00;5.86;0.07;0.21;-10.00;9.59;602.86;0.01;192.34;;;600.00
0.00;0.50;0.32;700000.00;104.57;0.87;0.74;1.00;6.17;0.07;0.22;-10.00;10.22;613.25;0.01;284.28;;;700.00
0.00;0.50;0.36;800000.00;99.59;0.88;0.77;1.00;6.47;0.08;0.23;-10.00;10.84;622.78;0.01;380.33;;;800.00
0.00;0.50;0.41;900000.00;95.59;0.89;0.80;1.00;6.74;0.09;0.24;-10.00;11.41;630.85;0.01;477.77;;;900.00
0.00;0.50;0.46;1000000.00;92.38;0.90;0.82;1.00;7.01;0.09;0.25;-10.00;11.97;638.34;0.01;579.13;;;1000.00
0.00;0.50;0.50;1100000.00;89.74;0.91;0.84;1.00;7.26;0.10;0.26;-10.00;12.52;645.27;0.02;683.93;;;1100.00
0.00;0.50;0.55;1200000.00;87.56;0.92;0.86;1.00;7.51;0.11;0.26;-10.00;13.05;651.74;0.02;792.38;;;1200.00
0.00;0.50;0.59;1300000.00;85.74;0.93;0.88;1.00;7.75;0.11;0.27;-10.00;13.57;658.00;0.02;904.84;;;1300.00
0.00;0.50;0.64;1400000.00;84.24;0.94;0.90;1.00;7.99;0.12;0.28;-10.00;14.10;664.09;0.02;1022.25;;;1400.00
0.00;0.50;0.68;1500000.00;82.99;0.95;0.91;1.00;8.22;0.12;0.28;-10.00;14.62;669.95;0.02;1145.70;;;1500.00
0.00;0.50;0.73;1600000.00;81.90;0.96;0.93;1.00;8.47;0.13;0.28;-10.00;15.15;675.37;0.02;1273.62;;;1600.00
0.00;0.50;0.77;1700000.00;80.97;0.97;0.94;1.00;8.71;0.14;0.29;-10.00;15.67;680.49;0.02;1406.49;;;1700.00
0.00;0.50;0.82;1800000.00;80.17;0.98;0.95;1.00;8.95;0.14;0.29;-10.00;16.20;685.49;0.02;1545.67;;;1800.00
0.00;0.50;0.87;1900000.00;79.66;0.98;0.96;1.00;9.17;0.15;0.29;-10.00;16.72;691.00;0.02;1688.74;;;1900.00
0.00;0.50;0.91;2000000.00;79.22;0.99;0.98;1.00;9.40;0.16;0.29;-10.00;17.24;696.39;0.02;1837.74;;;2000.00
0.00;0.50;0.96;2100000.00;78.89;1.00;0.99;1.00;9.62;0.17;0.29;-10.00;17.75;701.77;0.02;1991.07;;;2100.00
0.00;0.50;1.00;2200000.00;78.72;1.00;1.00;1.00;9.83;0.17;0.29;-10.00;18.26;707.58;0.02;2148.47;;;2200.00
0.00;0.60;0.30;700000.00;101.90;0.86;0.71;1.00;6.24;0.07;0.23;-10.00;10.27;614.45;0.01;71.96;;;700.00
0.00;0.60;0.35;800000.00;97.22;0.88;0.74;1.00;6.53;0.08;0.24;-10.00;10.89;623.97;0.01;158.59;;;800.00
0.00;0.60;0.39;900000.00;93.46;0.89;0.77;1.00;6.81;0.08;0.25;-10.00;11.46;632.38;0.01;247.42;;;900.00
0.00;0.60;0.44;1000000.00;90.40;0.90;0.80;1.00;7.07;0.09;0.26;-10.00;12.02;640.08;0.01;340.54;;;1000.00
0.00;0.60;0.48;1100000.00;87.92;0.91;0.82;1.00;7.33;0.10;0.26;-10.00;12.57;647.08;0.01;436.96;;;1100.00
0.00;0.60;0.52;1200000.00;85.85;0.92;0.84;1.00;7.57;0.10;0.27;-10.00;13.10;653.63;0.02;537.96;;;1200.00
0.00;0.60;0.57;1300000.00;84.11;0.92;0.86;1.00;7.82;0.11;0.28;-10.00;13.63;659.87;0.02;642.08;;;1300.00
0.00;0.60;0.61;1400000.00;82.68;0.93;0.88;1.00;8.06;0.12;0.28;-10.00;14.15;665.83;0.02;752.29;;;1400.00
0.00;0.60;0.65;1500000.00;81.51;0.94;0.89;1.00;8.29;0.12;0.28;-10.00;14.68;671.79;0.02;867.82;;;1500.00
0.00;0.60;0.70;1600000.00;80.53;0.95;0.91;1.00;8.53;0.13;0.29;-10.00;15.20;677.52;0.02;988.20;;;1600.00
0.00;0.60;0.74;1700000.00;79.70;0.96;0.92;1.00;8.76;0.14;0.29;-10.00;15.72;683.05;0.02;1114.25;;;1700.00
0.00;0.60;0.78;1800000.00;78.97;0.97;0.93;1.00;9.00;0.14;0.29;-10.00;16.25;688.18;0.02;1244.47;;;1800.00
0.00;0.60;0.83;1900000.00;78.39;0.98;0.95;1.00;9.24;0.15;0.30;-10.00;16.78;693.10;0.02;1381.39;;;1900.00
0.00;0.60;0.87;2000000.00;77.87;0.99;0.96;1.00;9.49;0.16;0.30;-10.00;17.32;697.88;0.02;1525.05;;;2000.00
0.00;0.60;0.91;2100000.00;77.57;0.99;0.97;1.00;9.71;0.16;0.30;-10.00;17.84;703.12;0.02;1670.06;;;2100.00
0.00;0.60;0.96;2200000.00;77.33;1.00;0.98;1.00;9.93;0.17;0.30;-10.00;18.36;708.30;0.02;1821.49;;;2200.00
0.00;0.60;1.00;2300000.00;77.16;1.00;1.00;1.00;10.16;0.18;0.30;-10.00;18.88;713.34;0.02;1978.38;;;2300.00
304.80;0.00;0.05;100040.00;311.83;0.73;0.41;1.00;3.02;0.03;0.07;-10.00;4.59;492.88;0.01;328.59;;;100.04
304.80;0.00;0.10;200020.00;204.53;0.80;0.53;1.00;3.81;0.04;0.11;-10.00;5.97;534.37;0.01;522.16;;;200.02
304.80;0.00;0.16;300020.00;161.65;0.82;0.62;1.00;4.41;0.05;0.14;-10.00;7.01;556.07;0.01;693.40;;;300.02
304.80;0.00;0.21;400010.00;139.02;0.84;0.68;1.00;4.88;0.06;0.17;-10.00;7.87;572.36;0.01;851.75;;;400.01
304.80;0.00;0.26;500000.00;125.27;0.86;0.73;1.00;5.26;0.06;0.19;-10.00;8.62;586.45;0.01;1001.78;;;500.00
304.80;0.00;0.31;600000.00;115.71;0.87;0.78;1.00;5.61;0.07;0.20;-10.00;9.31;598.40;0.01;1149.81;;;600.00
304.80;0.00;0.36;700000.00;108.64;0.88;0.81;1.00;5.92;0.08;0.21;-10.00;9.93;608.34;0.01;1293.32;;;700.00
304.80;0.00;0.42;800000.00;103.23;0.89;0.83;1.00;6.21;0.08;0.22;-10.00;10.54;617.33;0.01;1438.42;;;800.00
304.80;0.00;0.47;900000.00;98.93;0.90;0.86;1.00;6.48;0.09;0.23;-10.00;11.10;625.26;0.02;1581.26;;;900.00
304.80;0.00;0.52;1000000.00;95.49;0.92;0.88;1.00;6.74;0.10;0.24;-10.00;11.66;632.80;0.02;1726.84;;;1000.00
304.80;0.00;0.57;1100000.00;92.65;0.93;0.90;1.00;7.00;0.10;0.25;-10.00;12.19;639.60;0.02;1874.26;;;1100.00
304.80;0.00;0.62;1200000.00;90.25;0.94;0.91;1.00;7.25;0.11;0.26;-10.00;12.72;645.73;0.02;2025.28;;;1200.00
304.80;0.00;0.67;1300000.00;88.23;0.95;0.92;1.00;7.49;0.11;0.26;-10.00;13.25;651.57;0.02;2179.87;;;1300.00
304.80;0.00;0.73;1400000.00;86.71;0.96;0.94;1.00;7.72;0.12;0.27;-10.00;13.77;657.84;0.02;2339.31;;;1400.00
304.80;0.00;0.78;1500000.00;85.47;0.96;0.96;1.00;7.95;0.13;0.27;-10.00;14.28;664.03;0.02;2503.08;;;1500.00
304.80;0.00;0.83;1600000.00;84.54;0.97;0.97;1.00;8.17;0.14;0.27;-10.00;14.79;670.66;0.02;2668.61;;;1600.00
304.80;0.00;0.88;1700000.00;83.78;0.98;0.98;1.00;8.38;0.14;0.28;-10.00;15.29;677.26;0.02;2837.73;;;1700.00
304.80;0.00;0.93;1800000.00;83.18;0.99;0.99;1.00;8.59;0.15;0.28;-10.00;15.79;683.72;0.02;3012.89;;;1800.00
304.80;0.00;0.99;1900000.00;82.72;1.00;1.01;1.00;8.80;0.16;0.28;-10.00;16.29;690.10;0.02;3192.94;;;1900.00
304.80;0.00;1.04;2000000.00;82.34;1.01;1.02;1.00;9.00;0.16;0.28;-10.00;16.79;696.36;0.02;3377.22;;;2000.00
304.80;0.10;0.05;100040.00;310.61;0.73;0.41;1.00;3.03;0.03;0.07;-10.00;4.60;492.92;0.01;228.05;;;100.04
304.80;0.10;0.10;200020.00;203.95;0.79;0.53;1.00;3.82;0.04;0.11;-10.00;5.97;534.50;0.01;395.33;;;200.02
304.80;0.10;0.15;300020.00;161.30;0.82;0.61;1.00;4.41;0.05;0.14;-10.00;7.01;556.29;0.01;546.76;;;300.02
304.80;0.10;0.21;400010.00;138.68;0.84;0.68;1.00;4.88;0.06;0.17;-10.00;7.87;572.49;0.01;689.58;;;400.01
304.80;0.10;0.26;500000.00;125.00;0.86;0.73;1.00;5.27;0.06;0.19;-10.00;8.62;586.60;0.01;826.77;;;500.00
304.80;0.10;0.31;600000.00;115.47;0.87;0.77;1.00;5.61;0.07;0.20;-10.00;9.31;598.55;0.01;963.26;;;600.00
304.80;0.10;0.36;700000.00;108.43;0.88;0.80;1.00;5.92;0.08;0.21;-10.00;9.94;608.51;0.01;1096.51;;;700.00
304.80;0.10;0.41;800000.00;103.04;0.89;0.83;1.00;6.22;0.08;0.23;-10.00;10.54;617.50;0.01;1231.84;;;800.00
304.80;0.10;0.46;900000.00;98.75;0.90;0.85;1.00;6.49;0.09;0.23;-10.00;11.11;625.41;0.02;1365.76;;;900.00
304.80;0.10;0.52;1000000.00;95.32;0.92;0.87;1.00;6.75;0.10;0.24;-10.00;11.66;632.97;0.02;1502.67;;;1000.00
304.80;0.10;0.57;1100000.00;92.50;0.93;0.89;1.00;7.00;0.10;0.25;-10.00;12.20;639.83;0.02;1641.65;;;1100.00
304.80;0.10;0.62;1200000.00;90.12;0.94;0.91;1.00;7.25;0.11;0.26;-10.00;12.73;645.98;0.02;1784.39;;;1200.00
304.80;0.10;0.67;1300000.00;88.10;0.95;0.92;1.00;7.50;0.11;0.26;-10.00;13.25;651.78;0.02;1930.96;;;1300.00
304.80;0.10;0.72;1400000.00;86.57;0.96;0.94;1.00;7.73;0.12;0.27;-10.00;13.77;657.96;0.02;2082.81;;;1400.00
304.80;0.10;0.77;1500000.00;85.33;0.96;0.95;1.00;7.96;0.13;0.27;-10.00;14.29;664.17;0.02;2238.97;;;1500.00
304.80;0.10;0.83;1600000.00;84.38;0.97;0.97;1.00;8.18;0.14;0.27;-10.00;14.80;670.65;0.02;2397.82;;;1600.00
304.80;0.10;0.88;1700000.00;83.63;0.98;0.98;1.00;8.39;0.14;0.28;-10.00;15.29;677.24;0.02;2560.09;;;1700.00
304.80;0.10;0.93;1800000.00;83.04;0.99;0.99;1.00;8.60;0.15;0.28;-10.00;15.80;683.70;0.02;2728.39;;;1800.00
304.80;0.10;0.98;1900000.00;82.57;1.00;1.01;1.00;8.81;0.16;0.28;-10.00;16.30;690.07;0.02;2901.66;;;1900.00
304.80;0.10;1.03;2000000.00;82.21;1.00;1.02;1.00;9.01;0.16;0.28;-10.00;16.80;696.33;0.02;3079.22;;;2000.00
304.80;0.20;0.05;100040.00;306.91;0.73;0.40;1.00;3.05;0.03;0.08;-10.00;4.61;493.06;0.01;127.03;;;100.04
304.80;0.20;0.10;200020.00;202.18;0.79;0.52;1.00;3.83;0.04;0.11;-10.00;5.98;534.88;0.01;268.27;;;200.02
304.80;0.20;0.15;300020.00;160.22;0.82;0.61;1.00;4.42;0.05;0.14;-10.00;7.02;556.93;0.01;400.02;;;300.02
304.80;0.20;0.20;400010.00;137.67;0.84;0.67;1.00;4.90;0.06;0.17;-10.00;7.88;572.88;0.01;527.37;;;400.01
304.80;0.20;0.25;500000.00;124.15;0.85;0.72;1.00;5.28;0.06;0.19;-10.00;8.63;586.96;0.01;651.84;;;500.00
304.80;0.20;0.31;600000.00;114.76;0.87;0.76;1.00;5.63;0.07;0.20;-10.00;9.32;599.00;0.01;776.73;;;600.00
304.80;0.20;0.36;700000.00;107.79;0.88;0.80;1.00;5.94;0.08;0.22;-10.00;9.95;609.01;0.01;899.83;;;700.00
304.80;0.20;0.41;800000.00;102.46;0.89;0.83;1.00;6.23;0.08;0.23;-10.00;10.55;618.02;0.01;1025.43;;;800.00
304.80;0.20;0.46;900000.00;98.21;0.90;0.85;1.00;6.50;0.09;0.24;-10.00;11.12;625.90;0.02;1150.49;;;900.00
304.80;0.20;0.51;1000000.00;94.82;0.91;0.87;1.00;6.77;0.09;0.24;-10.00;11.67;633.46;0.02;1278.89;;;1000.00
