Alt (m);Mach number;Throttle;Power (W);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);;;Power (kW)
2133.60;0.00;0.71;1000000.00;90.57;0.95;0.93;1.00;5.75;0.09;0.26;10.00;10.28;665.54;0.02;1658.69;;;1000.00
2133.60;0.00;0.78;1100000.00;88.27;0.96;0.95;1.00;5.99;0.10;0.26;10.00;10.80;672.93;0.02;1814.50;;;1100.00
2133.60;0.00;0.86;1200000.00;86.59;0.97;0.97;1.00;6.21;0.10;0.27;10.00;11.31;680.74;0.02;1975.83;;;1200.00
2133.60;0.00;0.93;1300000.00;85.35;0.98;0.98;1.00;6.43;0.11;0.27;10.00;11.81;688.93;0.02;2139.96;;;1300.00
2133.60;0.00;1.00;1400000.00;84.42;1.00;1.00;1.00;6.63;0.12;0.27;10.00;12.31;697.23;0.02;2308.18;;;1400.00
2133.60;0.00;1.07;1500000.00;83.74;1.01;1.01;1.00;6.83;0.13;0.28;10.00;12.80;705.36;0.02;2484.04;;;1500.00
2133.60;0.10;0.07;100040.00;281.31;0.76;0.44;1.00;2.52;0.03;0.08;10.00;3.94;519.81;0.01;214.15;;;100.04
2133.60;0.10;0.14;200020.00;184.70;0.81;0.57;1.00;3.20;0.04;0.13;10.00;5.15;561.39;0.01;371.80;;;200.02
2133.60;0.10;0.21;300020.00;146.89;0.84;0.67;1.00;3.71;0.04;0.16;10.00;6.07;583.49;0.01;515.19;;;300.02
2133.60;0.10;0.28;400010.00;127.84;0.86;0.73;1.00;4.10;0.05;0.18;10.00;6.82;601.95;0.01;651.69;;;400.01
2133.60;0.10;0.35;500000.00;115.88;0.88;0.79;1.00;4.44;0.06;0.20;10.00;7.50;616.99;0.01;785.73;;;500.00
2133.60;0.10;0.43;600000.00;107.58;0.90;0.82;1.00;4.73;0.06;0.22;10.00;8.11;629.20;0.02;917.74;;;600.00
2133.60;0.10;0.50;700000.00;101.52;0.91;0.86;1.00;5.01;0.07;0.23;10.00;8.68;639.81;0.02;1050.48;;;700.00
2133.60;0.10;0.57;800000.00;96.90;0.92;0.88;1.00;5.27;0.08;0.24;10.00;9.23;649.35;0.02;1184.97;;;800.00
2133.60;0.10;0.64;900000.00;93.32;0.94;0.91;1.00;5.51;0.08;0.25;10.00;9.76;658.08;0.02;1322.23;;;900.00
2133.60;0.10;0.71;1000000.00;90.44;0.95;0.92;1.00;5.75;0.09;0.26;10.00;10.29;665.80;0.02;1464.75;;;1000.00
2133.60;0.10;0.78;1100000.00;88.14;0.96;0.94;1.00;5.99;0.10;0.26;10.00;10.81;673.15;0.02;1612.63;;;1100.00
2133.60;0.10;0.85;1200000.00;86.45;0.97;0.96;1.00;6.22;0.10;0.27;10.00;11.32;680.87;0.02;1766.47;;;1200.00
2133.60;0.10;0.92;1300000.00;85.19;0.98;0.98;1.00;6.43;0.11;0.27;10.00;11.82;688.92;0.02;1923.91;;;1300.00
2133.60;0.10;0.99;1400000.00;84.28;0.99;1.00;1.00;6.64;0.12;0.28;10.00;12.31;697.22;0.02;2085.34;;;1400.00
2133.60;0.10;1.06;1500000.00;83.60;1.00;1.01;1.00;6.84;0.13;0.28;10.00;12.81;705.33;0.02;2254.46;;;1500.00
2133.60;0.20;0.07;100040.00;278.29;0.76;0.44;1.00;2.53;0.03;0.08;10.00;3.95;519.97;0.01;128.98;;;100.04
2133.60;0.20;0.14;200020.00;183.33;0.81;0.57;1.00;3.21;0.04;0.13;10.00;5.16;561.96;0.01;263.62;;;200.02
2133.60;0.20;0.21;300020.00;145.88;0.84;0.66;1.00;3.72;0.04;0.16;10.00;6.07;584.00;0.01;389.88;;;300.02
2133.60;0.20;0.28;400010.00;126.98;0.86;0.72;1.00;4.11;0.05;0.18;10.00;6.83;602.28;0.01;513.51;;;400.01
2133.60;0.20;0.35;500000.00;115.18;0.88;0.78;1.00;4.45;0.06;0.20;10.00;7.50;617.46;0.01;636.20;;;500.00
2133.60;0.20;0.42;600000.00;106.97;0.89;0.82;1.00;4.75;0.06;0.22;10.00;8.12;629.73;0.02;758.35;;;600.00
2133.60;0.20;0.49;700000.00;100.97;0.91;0.85;1.00;5.02;0.07;0.23;10.00;8.69;640.35;0.02;881.85;;;700.00
2133.60;0.20;0.56;800000.00;96.39;0.92;0.88;1.00;5.28;0.08;0.24;10.00;9.24;649.83;0.02;1007.82;;;800.00
2133.60;0.20;0.63;900000.00;92.88;0.94;0.90;1.00;5.52;0.08;0.25;10.00;9.77;658.66;0.02;1136.93;;;900.00
2133.60;0.20;0.70;1000000.00;90.04;0.95;0.92;1.00;5.76;0.09;0.26;10.00;10.29;666.53;0.02;1271.07;;;1000.00
2133.60;0.20;0.77;1100000.00;87.75;0.96;0.94;1.00;6.00;0.10;0.26;10.00;10.82;673.80;0.02;1411.29;;;1100.00
2133.60;0.20;0.84;1200000.00;86.03;0.97;0.96;1.00;6.24;0.10;0.27;10.00;11.33;681.28;0.02;1557.94;;;1200.00
2133.60;0.20;0.91;1300000.00;84.71;0.98;0.98;1.00;6.46;0.11;0.27;10.00;11.84;688.88;0.02;1709.10;;;1300.00
2133.60;0.20;0.98;1400000.00;83.82;0.99;0.99;1.00;6.66;0.12;0.28;10.00;12.33;697.18;0.02;1863.87;;;1400.00
2133.60;0.20;1.05;1500000.00;83.17;1.00;1.01;1.00;6.87;0.12;0.28;10.00;12.83;705.30;0.02;2026.38;;;1500.00
2133.60;0.30;0.07;100040.00;273.16;0.75;0.43;1.00;2.55;0.03;0.08;10.00;3.97;520.20;0.01;42.53;;;100.04
2133.60;0.30;0.14;200020.00;181.04;0.81;0.55;1.00;3.23;0.04;0.13;10.00;5.17;562.83;0.01;154.71;;;200.02
2133.60;0.30;0.20;300020.00;144.21;0.83;0.65;1.00;3.74;0.04;0.16;10.00;6.08;584.82;0.01;263.96;;;300.02
2133.60;0.30;0.27;400010.00;125.48;0.86;0.71;1.00;4.13;0.05;0.18;10.00;6.85;602.83;0.01;374.38;;;400.01
2133.60;0.30;0.34;500000.00;113.97;0.88;0.76;1.00;4.47;0.06;0.20;10.00;7.52;618.13;0.01;485.96;;;500.00
2133.60;0.30;0.41;600000.00;105.93;0.89;0.81;1.00;4.77;0.06;0.22;10.00;8.13;630.57;0.01;598.33;;;600.00
2133.60;0.30;0.48;700000.00;100.05;0.91;0.84;1.00;5.04;0.07;0.23;10.00;8.71;641.23;0.02;712.77;;;700.00
2133.60;0.30;0.55;800000.00;95.56;0.92;0.87;1.00;5.30;0.08;0.24;10.00;9.26;650.74;0.02;830.10;;;800.00
2133.60;0.30;0.61;900000.00;92.10;0.93;0.89;1.00;5.54;0.08;0.25;10.00;9.79;659.53;0.02;951.24;;;900.00
2133.60;0.30;0.68;1000000.00;89.38;0.95;0.91;1.00;5.78;0.09;0.26;10.00;10.31;667.71;0.02;1077.21;;;1000.00
2133.60;0.30;0.75;1100000.00;87.14;0.96;0.93;1.00;6.02;0.10;0.27;10.00;10.83;675.09;0.02;1209.43;;;1100.00
2133.60;0.30;0.82;1200000.00;85.38;0.97;0.95;1.00;6.26;0.10;0.27;10.00;11.35;682.17;0.02;1348.80;;;1200.00
2133.60;0.30;0.89;1300000.00;84.06;0.98;0.97;1.00;6.48;0.11;0.28;10.00;11.86;689.57;0.02;1492.96;;;1300.00
2133.60;0.30;0.95;1400000.00;83.07;0.99;0.99;1.00;6.70;0.12;0.28;10.00;12.37;697.13;0.02;1642.45;;;1400.00
2133.60;0.30;1.02;1500000.00;82.44;1.00;1.00;1.00;6.91;0.12;0.28;10.00;12.87;705.25;0.02;1798.35;;;1500.00
2133.60;0.40;0.13;200020.00;177.69;0.80;0.54;1.00;3.25;0.04;0.13;10.00;5.19;563.86;0.01;44.15;;;200.02
2133.60;0.40;0.20;300020.00;142.00;0.83;0.63;1.00;3.76;0.04;0.16;10.00;6.10;586.27;0.01;136.76;;;300.02
2133.60;0.40;0.26;400010.00;123.42;0.85;0.69;1.00;4.16;0.05;0.19;10.00;6.87;603.74;0.01;233.65;;;400.01
2133.60;0.40;0.33;500000.00;112.23;0.87;0.75;1.00;4.50;0.06;0.21;10.00;7.54;618.92;0.01;334.18;;;500.00
2133.60;0.40;0.40;600000.00;104.45;0.89;0.79;1.00;4.79;0.06;0.22;10.00;8.16;631.66;0.01;436.79;;;600.00
2133.60;0.40;0.46;700000.00;98.74;0.90;0.82;1.00;5.07;0.07;0.23;10.00;8.73;642.41;0.02;542.16;;;700.00
2133.60;0.40;0.53;800000.00;94.38;0.92;0.85;1.00;5.33;0.08;0.25;10.00;9.28;652.03;0.02;651.10;;;800.00
2133.60;0.40;0.59;900000.00;90.99;0.93;0.88;1.00;5.57;0.08;0.25;10.00;9.81;660.68;0.02;764.00;;;900.00
2133.60;0.40;0.66;1000000.00;88.36;0.94;0.90;1.00;5.81;0.09;0.26;10.00;10.33;668.99;0.02;882.14;;;1000.00
2133.60;0.40;0.73;1100000.00;86.26;0.95;0.92;1.00;6.05;0.09;0.27;10.00;10.85;676.78;0.02;1006.57;;;1100.00
2133.60;0.40;0.79;1200000.00;84.55;0.97;0.94;1.00;6.28;0.10;0.27;10.00;11.38;683.88;0.02;1138.11;;;1200.00
2133.60;0.40;0.86;1300000.00;83.15;0.98;0.95;1.00;6.52;0.11;0.28;10.00;11.90;690.68;0.02;1275.32;;;1300.00
2133.60;0.40;0.92;1400000.00;82.14;0.99;0.97;1.00;6.74;0.11;0.28;10.00;12.41;697.88;0.02;1418.31;;;1400.00
2133.60;0.40;0.99;1500000.00;81.42;1.00;0.99;1.00;6.96;0.12;0.28;10.00;12.92;705.19;0.02;1568.79;;;1500.00
2133.60;0.40;1.06;1600000.00;80.99;1.01;1.01;1.00;7.17;0.13;0.29;10.00;13.42;713.07;0.02;1724.13;;;1600.00
2133.60;0.50;0.19;300010.00;139.11;0.83;0.61;1.00;3.79;0.04;0.17;10.00;6.12;588.13;0.01;7.50;;;300.01
2133.60;0.50;0.25;400010.00;120.88;0.85;0.67;1.00;4.20;0.05;0.19;10.00;6.89;605.09;0.01;90.56;;;400.01
2133.60;0.50;0.32;500000.00;109.94;0.87;0.72;1.00;4.54;0.05;0.21;10.00;7.57;619.88;0.01;179.74;;;500.00
2133.60;0.50;0.38;600000.00;102.49;0.88;0.77;1.00;4.83;0.06;0.23;10.00;8.18;632.78;0.01;272.73;;;600.00
2133.60;0.50;0.44;700000.00;97.01;0.90;0.81;1.00;5.11;0.07;0.24;10.00;8.76;643.84;0.01;369.21;;;700.00
2133.60;0.50;0.51;800000.00;92.83;0.91;0.83;1.00;5.37;0.07;0.25;10.00;9.31;653.56;0.02;469.77;;;800.00
2133.60;0.50;0.57;900000.00;89.60;0.92;0.86;1.00;5.61;0.08;0.26;10.00;9.84;662.34;0.02;574.77;;;900.00
2133.60;0.50;0.64;1000000.00;87.02;0.94;0.88;1.00;5.85;0.09;0.27;10.00;10.37;670.47;0.02;684.95;;;1000.00
2133.60;0.50;0.70;1100000.00;85.04;0.95;0.91;1.00;6.09;0.09;0.27;10.00;10.89;678.44;0.02;801.79;;;1100.00
2133.60;0.50;0.76;1200000.00;83.46;0.96;0.93;1.00;6.32;0.10;0.28;10.00;11.41;686.04;0.02;925.62;;;1200.00
2133.60;0.50;0.83;1300000.00;82.13;0.97;0.94;1.00;6.56;0.11;0.28;10.00;11.93;692.90;0.02;1055.31;;;1300.00
2133.60;0.50;0.89;1400000.00;81.03;0.98;0.96;1.00;6.79;0.11;0.29;10.00;12.45;699.38;0.02;1191.27;;;1400.00
2133.60;0.50;0.95;1500000.00;80.29;0.99;0.97;1.00;7.02;0.12;0.29;10.00;12.97;706.30;0.02;1335.14;;;1500.00
2133.60;0.50;1.02;1600000.00;79.76;1.00;0.99;1.00;7.24;0.13;0.29;10.00;13.48;713.27;0.02;1484.90;;;1600.00
2133.60;0.60;0.30;500000.00;107.08;0.86;0.70;1.00;4.59;0.05;0.22;10.00;7.60;621.22;0.01;21.69;;;500.00
2133.60;0.60;0.37;600000.00;100.03;0.88;0.74;1.00;4.88;0.06;0.23;10.00;8.22;633.98;0.01;105.10;;;600.00
2133.60;0.60;0.43;700000.00;94.85;0.89;0.78;1.00;5.16;0.07;0.24;10.00;8.80;645.25;0.01;192.66;;;700.00
2133.60;0.60;0.49;800000.00;90.88;0.91;0.81;1.00;5.42;0.07;0.26;10.00;9.35;655.33;0.01;285.11;;;800.00
2133.60;0.60;0.55;900000.00;87.83;0.92;0.84;1.00;5.66;0.08;0.26;10.00;9.88;664.21;0.02;382.27;;;900.00
2133.60;0.60;0.61;1000000.00;85.40;0.93;0.86;1.00;5.90;0.09;0.27;10.00;10.41;672.46;0.02;484.68;;;1000.00
2133.60;0.60;0.67;1100000.00;83.48;0.94;0.88;1.00;6.14;0.09;0.28;10.00;10.93;680.30;0.02;593.79;;;1100.00
2133.60;0.60;0.73;1200000.00;82.01;0.95;0.91;1.00;6.37;0.10;0.28;10.00;11.45;687.94;0.02;710.19;;;1200.00
2133.60;0.60;0.79;1300000.00;80.82;0.96;0.93;1.00;6.60;0.11;0.29;10.00;11.97;695.30;0.02;832.44;;;1300.00
2133.60;0.60;0.85;1400000.00;79.83;0.98;0.94;1.00;6.83;0.11;0.29;10.00;12.49;702.15;0.02;960.94;;;1400.00
2133.60;0.60;0.91;1500000.00;79.05;0.99;0.96;1.00;7.07;0.12;0.29;10.00;13.02;708.57;0.02;1097.57;;;1500.00
2133.60;0.60;0.98;1600000.00;78.44;1.00;0.97;1.00;7.31;0.13;0.30;10.00;13.55;714.82;0.02;1241.03;;;1600.00
2133.60;0.60;1.04;1700000.00;78.08;1.01;0.99;1.00;7.53;0.13;0.30;10.00;14.06;721.58;0.02;1389.55;;;1700.00
2438.40;0.00;0.07;100040.00;276.52;0.76;0.45;1.00;2.45;0.03;0.08;10.00;3.85;518.79;0.01;295.26;;;100.04
2438.40;0.00;0.15;200020.00;181.20;0.81;0.58;1.00;3.13;0.04;0.13;10.00;5.03;559.58;0.01;474.67;;;200.02
2438.40;0.00;0.22;300020.00;144.48;0.84;0.68;1.00;3.63;0.04;0.16;10.00;5.93;581.98;0.01;634.47;;;300.02
2438.40;0.00;0.29;400010.00;125.97;0.86;0.74;1.00;4.01;0.05;0.18;10.00;6.68;600.64;0.01;783.41;;;400.01
2438.40;0.00;0.36;500000.00;114.28;0.88;0.79;1.00;4.34;0.06;0.20;10.00;7.34;615.55;0.01;928.36;;;500.00
2438.40;0.00;0.44;600000.00;106.21;0.90;0.83;1.00;4.63;0.06;0.22;10.00;7.95;627.86;0.02;1071.48;;;600.00
2438.40;0.00;0.51;700000.00;100.29;0.91;0.86;1.00;4.90;0.07;0.23;10.00;8.51;638.35;0.02;1213.61;;;700.00
2438.40;0.00;0.58;800000.00;95.81;0.93;0.89;1.00;5.16;0.08;0.24;10.00;9.06;648.05;0.02;1357.76;;;800.00
2438.40;0.00;0.65;900000.00;92.33;0.94;0.91;1.00;5.40;0.08;0.25;10.00;9.58;656.58;0.02;1505.02;;;900.00
2438.40;0.00;0.73;1000000.00;89.53;0.95;0.93;1.00;5.65;0.09;0.26;10.00;10.11;664.31;0.02;1657.98;;;1000.00
2438.40;0.00;0.80;1100000.00;87.42;0.97;0.95;1.00;5.88;0.10;0.27;10.00;10.63;672.11;0.02;1817.00;;;1100.00
2438.40;0.00;0.87;1200000.00;85.88;0.98;0.97;1.00;6.11;0.10;0.27;10.00;11.14;680.25;0.02;1980.51;;;1200.00
2438.40;0.00;0.94;1300000.00;84.79;0.99;0.99;1.00;6.31;0.11;0.27;10.00;11.63;689.00;0.02;2146.50;;;1300.00
2438.40;0.00;1.02;1400000.00;83.96;1.00;1.00;1.00;6.52;0.12;0.28;10.00;12.13;697.48;0.02;2319.25;;;1400.00
2438.40;0.10;0.07;100040.00;275.57;0.76;0.45;1.00;2.46;0.03;0.08;10.00;3.85;518.85;0.01;212.72;;;100.04
2438.40;0.10;0.14;200020.00;180.79;0.81;0.58;1.00;3.13;0.04;0.13;10.00;5.04;559.78;0.01;369.33;;;200.02
2438.40;0.10;0.22;300020.00;144.12;0.84;0.67;1.00;3.63;0.04;0.16;10.00;5.94;582.11;0.01;512.54;;;300.02
2438.40;0.10;0.29;400010.00;125.70;0.86;0.74;1.00;4.01;0.05;0.18;10.00;6.68;600.76;0.01;648.66;;;400.01
2438.40;0.10;0.36;500000.00;114.05;0.88;0.79;1.00;4.34;0.06;0.20;10.00;7.34;615.70;0.01;782.49;;;500.00
2438.40;0.10;0.43;600000.00;106.01;0.90;0.83;1.00;4.64;0.06;0.22;10.00;7.95;628.03;0.02;915.71;;;600.00
2438.40;0.10;0.51;700000.00;100.10;0.91;0.86;1.00;4.91;0.07;0.23;10.00;8.52;638.53;0.02;1048.51;;;700.00
2438.40;0.10;0.58;800000.00;95.65;0.92;0.89;1.00;5.16;0.08;0.24;10.00;9.06;648.23;0.02;1184.52;;;800.00
2438.40;0.10;0.65;900000.00;92.19;0.94;0.91;1.00;5.41;0.08;0.25;10.00;9.59;656.81;0.02;1323.34;;;900.00
2438.40;0.10;0.72;1000000.00;89.41;0.95;0.93;1.00;5.65;0.09;0.26;10.00;10.11;664.57;0.02;1468.12;;;1000.00
2438.40;0.10;0.80;1100000.00;87.28;0.97;0.95;1.00;5.89;0.10;0.27;10.00;10.63;672.24;0.02;1619.54;;;1100.00
2438.40;0.10;0.87;1200000.00;85.72;0.98;0.97;1.00;6.11;0.10;0.27;10.00;11.14;680.29;0.02;1775.64;;;1200.00
2438.40;0.10;0.94;1300000.00;84.63;0.99;0.99;1.00;6.32;0.11;0.27;10.00;11.64;688.98;0.02;1934.88;;;1300.00
2438.40;0.10;1.01;1400000.00;83.82;1.00;1.00;1.00;6.53;0.12;0.28;10.00;12.13;697.47;0.02;2100.96;;;1400.00
2438.40;0.20;0.07;100040.00;272.69;0.75;0.44;1.00;2.47;0.03;0.09;10.00;3.86;519.02;0.01;129.88;;;100.04
2438.40;0.20;0.14;200020.00;179.57;0.81;0.57;1.00;3.14;0.04;0.13;10.00;5.04;560.40;0.01;263.96;;;200.02
2438.40;0.20;0.21;300020.00;143.21;0.84;0.67;1.00;3.64;0.04;0.16;10.00;5.94;582.64;0.01;390.45;;;300.02
2438.40;0.20;0.29;400010.00;124.87;0.86;0.73;1.00;4.02;0.05;0.19;10.00;6.69;601.11;0.01;513.95;;;400.01
2438.40;0.20;0.36;500000.00;113.36;0.88;0.78;1.00;4.35;0.06;0.20;10.00;7.35;616.16;0.01;636.71;;;500.00
2438.40;0.20;0.43;600000.00;105.41;0.89;0.82;1.00;4.65;0.06;0.22;10.00;7.96;628.54;0.02;760.21;;;600.00
2438.40;0.20;0.50;700000.00;99.58;0.91;0.85;1.00;4.92;0.07;0.23;10.00;8.52;639.09;0.02;883.85;;;700.00
2438.40;0.20;0.57;800000.00;95.16;0.92;0.88;1.00;5.18;0.08;0.24;10.00;9.07;648.73;0.02;1011.39;;;800.00
2438.40;0.20;0.64;900000.00;91.77;0.94;0.91;1.00;5.42;0.08;0.25;10.00;9.60;657.51;0.02;1141.96;;;900.00
2438.40;0.20;0.71;1000000.00;89.03;0.95;0.92;1.00;5.66;0.09;0.26;10.00;10.12;665.34;0.02;1278.64;;;1000.00
2438.40;0.20;0.78;1100000.00;86.90;0.96;0.94;1.00;5.90;0.10;0.27;10.00;10.64;672.87;0.02;1422.36;;;1100.00
2438.40;0.20;0.86;1200000.00;85.32;0.97;0.96;1.00;6.13;0.10;0.27;10.00;11.16;680.71;0.02;1571.40;;;1200.00
2438.40;0.20;0.93;1300000.00;84.17;0.98;0.98;1.00;6.34;0.11;0.28;10.00;11.66;688.95;0.02;1724.71;;;1300.00
2438.40;0.20;1.00;1400000.00;83.38;0.99;1.00;1.00;6.55;0.12;0.28;10.00;12.15;697.44;0.02;1884.10;;;1400.00
2438.40;0.20;1.07;1500000.00;82.78;1.01;1.01;1.00;6.75;0.12;0.28;10.00;12.65;705.69;0.02;2050.24;;;1500.00
2438.40;0.30;0.07;100040.00;267.79;0.75;0.43;1.00;2.49;0.03;0.09;10.00;3.87;519.27;0.01;45.85;;;100.04
2438.40;0.30;0.14;200020.00;177.41;0.81;0.56;1.00;3.16;0.04;0.13;10.00;5.05;561.33;0.01;157.83;;;200.02
2438.40;0.30;0.21;300020.00;141.60;0.83;0.65;1.00;3.66;0.04;0.16;10.00;5.95;583.49;0.01;267.65;;;300.02
2438.40;0.30;0.28;400010.00;123.44;0.86;0.71;1.00;4.04;0.05;0.19;10.00;6.70;601.63;0.01;378.31;;;400.01
2438.40;0.30;0.35;500000.00;112.25;0.88;0.77;1.00;4.37;0.06;0.21;10.00;7.37;616.94;0.01;490.80;;;500.00
2438.40;0.30;0.42;600000.00;104.40;0.89;0.81;1.00;4.67;0.06;0.22;10.00;7.97;629.39;0.01;603.87;;;600.00
2438.40;0.30;0.49;700000.00;98.69;0.91;0.84;1.00;4.94;0.07;0.23;10.00;8.54;639.99;0.02;718.75;;;700.00
2438.40;0.30;0.56;800000.00;94.34;0.92;0.87;1.00;5.20;0.08;0.25;10.00;9.09;649.57;0.02;837.79;;;800.00
2438.40;0.30;0.63;900000.00;91.04;0.93;0.90;1.00;5.44;0.08;0.25;10.00;9.61;658.44;0.02;960.43;;;900.00
2438.40;0.30;0.70;1000000.00;88.39;0.95;0.92;1.00;5.68;0.09;0.26;10.00;10.13;666.55;0.02;1088.85;;;1000.00
2438.40;0.30;0.77;1100000.00;86.28;0.96;0.94;1.00;5.92;0.09;0.27;10.00;10.66;674.00;0.02;1224.74;;;1100.00
2438.40;0.30;0.83;1200000.00;84.64;0.97;0.95;1.00;6.15;0.10;0.27;10.00;11.18;681.37;0.02;1366.95;;;1200.00
2438.40;0.30;0.90;1300000.00;83.44;0.98;0.97;1.00;6.38;0.11;0.28;10.00;11.69;689.11;0.02;1514.04;;;1300.00
2438.40;0.30;0.97;1400000.00;82.64;0.99;0.99;1.00;6.59;0.12;0.28;10.00;12.19;697.39;0.02;1667.39;;;1400.00
2438.40;0.30;1.04;1500000.00;82.08;1.00;1.01;1.00;6.79;0.12;0.28;10.00;12.69;705.64;0.02;1827.02;;;1500.00
2438.40;0.40;0.13;200020.00;174.25;0.80;0.55;1.00;3.18;0.03;0.13;10.00;5.07;562.49;0.01;50.29;;;200.02
2438.40;0.40;0.20;300020.00;139.37;0.83;0.64;1.00;3.68;0.04;0.17;10.00;5.97;584.75;0.01;143.53;;;300.02
2438.40;0.40;0.27;400010.00;121.45;0.85;0.70;1.00;4.07;0.05;0.19;10.00;6.72;602.51;0.01;241.21;;;400.01
2438.40;0.40;0.34;500000.00;110.53;0.87;0.75;1.00;4.40;0.06;0.21;10.00;7.38;617.72;0.01;342.35;;;500.00
2438.40;0.40;0.40;600000.00;102.96;0.89;0.80;1.00;4.70;0.06;0.23;10.00;8.00;630.51;0.01;446.23;;;600.00
2438.40;0.40;0.47;700000.00;97.42;0.90;0.83;1.00;4.97;0.07;0.24;10.00;8.56;641.17;0.02;552.28;;;700.00
2438.40;0.40;0.54;800000.00;93.22;0.92;0.86;1.00;5.22;0.07;0.25;10.00;9.11;650.88;0.02;662.98;;;800.00
2438.40;0.40;0.61;900000.00;89.97;0.93;0.88;1.00;5.47;0.08;0.26;10.00;9.64;659.60;0.02;777.76;;;900.00
2438.40;0.40;0.67;1000000.00;87.44;0.94;0.91;1.00;5.70;0.09;0.27;10.00;10.16;668.01;0.02;898.04;;;1000.00
2438.40;0.40;0.74;1100000.00;85.43;0.96;0.93;1.00;5.94;0.09;0.27;10.00;10.68;675.75;0.02;1026.09;;;1100.00
2438.40;0.40;0.81;1200000.00;83.80;0.97;0.94;1.00;6.18;0.10;0.28;10.00;11.20;682.89;0.02;1160.63;;;1200.00
2438.40;0.40;0.88;1300000.00;82.52;0.98;0.96;1.00;6.41;0.11;0.28;10.00;11.72;690.05;0.02;1301.07;;;1300.00
2438.40;0.40;0.94;1400000.00;81.65;0.99;0.98;1.00;6.64;0.11;0.28;10.00;12.23;697.58;0.02;1448.66;;;1400.00
2438.40;0.40;1.01;1500000.00;81.09;1.00;1.00;1.00;6.85;0.12;0.29;10.00;12.74;705.58;0.02;1602.32;;;1500.00
2438.40;0.50;0.19;300020.00;136.57;0.83;0.61;1.00;3.71;0.04;0.17;10.00;5.99;586.62;0.01;17.53;;;300.02
2438.40;0.50;0.26;400010.00;118.89;0.85;0.68;1.00;4.11;0.05;0.20;10.00;6.75;603.71;0.01;101.62;;;400.01
2438.40;0.50;0.32;500000.00;108.34;0.87;0.73;1.00;4.44;0.05;0.21;10.00;7.41;618.68;0.01;191.78;;;500.00
2438.40;0.50;0.39;600000.00;101.09;0.88;0.77;1.00;4.73;0.06;0.23;10.00;8.02;631.72;0.01;286.24;;;600.00
2438.40;0.50;0.45;700000.00;95.75;0.90;0.81;1.00;5.00;0.07;0.24;10.00;8.59;642.64;0.01;383.46;;;700.00
2438.40;0.50;0.52;800000.00;91.71;0.91;0.84;1.00;5.26;0.07;0.25;10.00;9.14;652.42;0.02;486.00;;;800.00
2438.40;0.50;0.58;900000.00;88.61;0.92;0.87;1.00;5.50;0.08;0.26;10.00;9.67;661.23;0.02;592.87;;;900.00
2438.40;0.50;0.65;1000000.00;86.14;0.94;0.89;1.00;5.74;0.09;0.27;10.00;10.19;669.50;0.02;705.24;;;1000.00
2438.40;0.50;0.71;1100000.00;84.28;0.95;0.91;1.00;5.98;0.09;0.28;10.00;10.71;677.62;0.02;825.69;;;1100.00
2438.40;0.50;0.78;1200000.00;82.76;0.96;0.93;1.00;6.22;0.10;0.28;10.00;11.23;685.13;0.02;952.53;;;1200.00
2438.40;0.50;0.84;1300000.00;81.49;0.97;0.95;1.00;6.45;0.11;0.28;10.00;11.75;692.02;0.02;1085.54;;;1300.00
2438.40;0.50;0.91;1400000.00;80.52;0.99;0.96;1.00;6.69;0.11;0.29;10.00;12.28;698.81;0.02;1226.73;;;1400.00
2438.40;0.50;0.97;1500000.00;79.90;0.99;0.98;1.00;6.91;0.12;0.29;10.00;12.80;706.13;0.02;1374.09;;;1500.00
2438.40;0.50;1.04;1600000.00;79.48;1.00;1.00;1.00;7.13;0.13;0.29;10.00;13.31;713.53;0.02;1527.69;;;1600.00
2438.40;0.60;0.31;500000.00;105.57;0.86;0.70;1.00;4.49;0.05;0.22;10.00;7.45;620.01;0.01;37.71;;;500.00
2438.40;0.60;0.37;600000.00;98.72;0.88;0.74;1.00;4.78;0.06;0.23;10.00;8.06;632.95;0.01;122.78;;;600.00
2438.40;0.60;0.44;700000.00;93.67;0.89;0.78;1.00;5.05;0.07;0.25;10.00;8.63;644.15;0.01;211.42;;;700.00
2438.40;0.60;0.50;800000.00;89.84;0.91;0.82;1.00;5.31;0.07;0.26;10.00;9.18;654.19;0.02;305.56;;;800.00
2438.40;0.60;0.56;900000.00;86.90;0.92;0.84;1.00;5.55;0.08;0.27;10.00;9.71;663.11;0.02;404.86;;;900.00
2438.40;0.60;0.62;1000000.00;84.56;0.93;0.87;1.00;5.79;0.08;0.27;10.00;10.23;671.49;0.02;509.56;;;1000.00
2438.40;0.60;0.68;1100000.00;82.76;0.94;0.89;1.00;6.03;0.09;0.28;10.00;10.75;679.44;0.02;622.35;;;1100.00
2438.40;0.60;0.75;1200000.00;81.37;0.96;0.91;1.00;6.26;0.10;0.28;10.00;11.27;687.26;0.02;741.59;;;1200.00
2438.40;0.60;0.81;1300000.00;80.24;0.97;0.93;1.00;6.50;0.10;0.29;10.00;11.79;694.67;0.02;867.15;;;1300.00
2438.40;0.60;0.87;1400000.00;79.34;0.98;0.95;1.00;6.73;0.11;0.29;10.00;12.32;701.46;0.02;1000.77;;;1400.00
