Alt (m);Mach number;Throttle;Power (kW);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);;;;Power (kW)
3000;0.6;0.9211228;1900000;64.249;0.98366;0.98664;0.99995;5.5436;0.12207;0.3609227;-10;17.943;715.54;0.024467;1323.34;;;;1900
3000;0.6;1.018083095;2100000;64.5243;1.002;1.0165;1;5.8599;0.1355;0.359383;-10;19.264;730.23;0.025693;1597.52;;;;2100
4000;0;0.059274624;100020;192.0744;0.67322;0.38252;0.99701;1.3266;0.019212;0.1207289;-10;3.5812;490.24;0.01609;149.77;;;;100.02
4000;0;0.177800166;300020;104.0743;0.76779;0.60938;0.9981;2.1204;0.031224;0.2228112;-10;5.9105;552.56;0.016364;359.95;;;;300.02
4000;0;0.296313856;500000;84.4777;0.82002;0.74212;0.99861;2.6466;0.042239;0.2744976;-10;7.6142;585.8;0.017733;564.09;;;;500
4000;0;0.414839398;700000;75.9424;0.85905;0.8201;0.99895;3.0792;0.05316;0.3053491;-10;9.0984;610.06;0.019185;777.09;;;;700
4000;0;0.53336494;900000;71.2465;0.89279;0.87452;0.9992;3.4811;0.064122;0.3254746;-10;10.51;629.28;0.020469;1008.94;;;;900
4000;0;0.651890482;1100000;68.6292;0.9229;0.92397;0.9994;3.8566;0.075492;0.3378872;-10;11.879;647.17;0.021752;1261.39;;;;1100
4000;0;0.770416025;1300000;67.475;0.9485;0.96354;0.99957;4.1854;0.087718;0.3436669;-10;13.181;666.89;0.023289;1528.63;;;;1300
4000;0;0.888941567;1500000;66.9816;0.9727;1.0062;0.99971;4.5069;0.10047;0.3461988;-10;14.484;685.54;0.024774;1818.81;;;;1500
4000;0;1.007467109;1700000;66.9406;0.99619;1.0513;0.99984;4.816;0.1138;0.3464104;-10;15.777;703.73;0.026259;2127.41;;;;1700
4000;0.2;0.058358131;100020;190.5568;0.66837;0.37727;0.99701;1.3328;0.01906;0.1216904;-10;3.5883;490.68;0.01589;65.3;;;;100.02
4000;0.2;0.175051053;300020;103.5338;0.76598;0.59946;0.9981;2.1252;0.031062;0.2239745;-10;5.9169;553.42;0.016241;225.15;;;;300.02
4000;0.2;0.291738141;500010;84.0455;0.81773;0.73171;0.99861;2.6529;0.042023;0.2759093;-10;7.622;586.51;0.017601;395.86;;;;500.01
4000;0.2;0.408425229;700000;75.5949;0.85731;0.8124;0.99895;3.0863;0.052917;0.3067525;-10;9.1088;610.92;0.019053;581.59;;;;700
4000;0.2;0.525118152;900000;70.9803;0.89069;0.86918;0.9992;3.4869;0.063882;0.3266951;-10;10.52;630.41;0.020358;787.95;;;;900
4000;0.2;0.641811074;1100000;68.2723;0.92102;0.91827;0.9994;3.8723;0.0751;0.3396534;-10;11.904;647.36;0.021552;1017.92;;;;1100
4000;0.2;0.758503997;1300000;67.123;0.94624;0.95696;0.99957;4.2035;0.08726;0.3454694;-10;13.21;666.84;0.023068;1264.8;;;;1300
4000;0.2;0.875196919;1500000;66.6439;0.97024;0.99764;0.99971;4.5261;0.099966;0.3479527;-10;14.511;685.37;0.02455;1534.33;;;;1500
4000;0.2;0.991889842;1700000;66.6118;0.99333;1.0417;0.99984;4.8391;0.11324;0.3481205;-10;15.816;703.31;0.026005;1825.31;;;;1700
4000;0.2;1.108582764;1900000;67.0639;1.0171;1.0811;0.99995;5.123;0.12742;0.3457734;-10;17.083;722.57;0.027639;2136.88;;;;1900
4000;0.4;0.167506002;300020;102.0466;0.76186;0.57001;0.9981;2.1357;0.030616;0.2272387;-10;5.9303;556.56;0.015928;89.51;;;;300.02
4000;0.4;0.279163642;500010;82.7561;0.81141;0.69866;0.99861;2.6727;0.041378;0.2802083;-10;7.6487;588.64;0.017202;226.9;;;;500.01
4000;0.4;0.390821283;700000;74.5332;0.85244;0.78959;0.99895;3.1086;0.052173;0.3111221;-10;9.1425;613.4;0.018648;385.62;;;;700
4000;0.4;0.502484507;900000;70.1099;0.88409;0.85047;0.9992;3.5079;0.063099;0.3307512;-10;10.553;633.31;0.019987;566.86;;;;900
4000;0.4;0.61414773;1100000;67.4889;0.91408;0.89574;0.9994;3.8957;0.074238;0.3435961;-10;11.942;650.23;0.021174;773.12;;;;1100
4000;0.4;0.725810954;1300000;66.1064;0.94002;0.9402;0.99957;4.256;0.085938;0.3507822;-10;13.294;667.09;0.022437;1002.05;;;;1300
4000;0.4;0.837474178;1500000;65.6942;0.96345;0.97656;0.99971;4.5828;0.098541;0.352983;-10;14.609;685.38;0.023893;1253.43;;;;1500
4000;0.4;0.949137402;1700000;65.6781;0.98569;1.0155;0.99984;4.9029;0.11165;0.3530695;-10;15.923;702.77;0.025304;1526.25;;;;1700
4000;0.4;1.060800625;1900000;65.9968;1.0076;1.0569;0.99995;5.2148;0.12539;0.3513647;-10;17.24;719.88;0.026719;1826.08;;;;1900
4000;0.6;0.260946715;500000;80.6011;0.80196;0.65239;0.99861;2.7058;0.040301;0.2877001;-10;7.6934;592.38;0.016548;54.56;;;;500
4000;0.6;0.365325401;700000;72.7284;0.8426;0.74394;0.99895;3.1467;0.05091;0.3188431;-10;9.1961;617.09;0.017976;185.91;;;;700
4000;0.6;0.469704086;900000;68.5818;0.87524;0.81281;0.9992;3.5477;0.061724;0.3381207;-10;10.614;637.6;0.019331;342.72;;;;900
4000;0.6;0.574082772;1100000;66.2042;0.9032;0.86609;0.9994;3.9318;0.072825;0.3502639;-10;12.001;655.33;0.020579;525.22;;;;1100
4000;0.6;0.678461458;1300000;64.7606;0.93;0.90677;0.99957;4.3113;0.084189;0.3580718;-10;13.386;670.77;0.021697;732.84;;;;1300
4000;0.6;0.782840144;1500000;64.0797;0.95314;0.94856;0.99971;4.6773;0.09612;0.3618763;-10;14.763;685.76;0.022834;965.99;;;;1500
4000;0.6;0.88721883;1700000;64.1465;0.97461;0.98125;0.99984;5.0042;0.10905;0.3614997;-10;16.092;702.78;0.024213;1221.48;;;;1700
4000;0.6;0.991597516;1900000;64.5113;0.99526;1.0158;0.99995;5.3272;0.12257;0.3594555;-10;17.433;719.16;0.025565;1505.33;;;;1900
4000;0.6;1.095976202;2100000;65.1515;1.0157;1.0529;1;5.6484;0.13682;0.3559234;-10;18.795;735.28;0.026914;1818.3;;;;2100
5000;0;0.064329817;100020;181.5228;0.66826;0.39431;0.99701;1.2181;0.018156;0.1277467;-10;3.3055;487.32;0.016562;144.32;;;;100.02
5000;0;0.192957294;300010;98.9599;0.76483;0.63263;0.9981;1.9823;0.029689;0.2343264;-10;5.5358;548.25;0.016641;355.07;;;;300.01
5000;0;0.321591201;500010;81.0737;0.82194;0.76369;0.99861;2.4854;0.040537;0.2860227;-10;7.1711;581.8;0.018127;562.24;;;;500.01
5000;0;0.450218678;700000;73.4467;0.86221;0.84128;0.99895;2.9109;0.051413;0.3157246;-10;8.6325;606.3;0.019625;785.23;;;;700
5000;0;0.578852586;900000;69.3606;0.89918;0.89712;0.9992;3.3155;0.062425;0.3343242;-10;10.046;626.02;0.020925;1033.23;;;;900
5000;0;0.707486493;1100000;67.5945;0.93005;0.9438;0.9994;3.662;0.074354;0.3430594;-10;11.377;647.81;0.02256;1298.61;;;;1100
5000;0;0.836120401;1300000;66.8899;0.95786;0.99182;0.99957;3.9915;0.086957;0.346673;-10;12.69;669;0.024211;1588.1;;;;1300
5000;0;0.964754309;1500000;66.8221;0.98454;1.0436;0.99971;4.3087;0.10023;0.3470251;-10;14.003;689.41;0.025847;1901.62;;;;1500
5000;0;1.093388217;1700000;67.5245;1.0122;1.0804;0.99984;4.5718;0.11479;0.3434149;-10;15.235;713.47;0.027906;2228.62;;;;1700
5000;0.2;0.063131983;100020;180.2383;0.6638;0.38875;0.99701;1.2231;0.018028;0.1286571;-10;3.3114;487.81;0.016377;67.79;;;;100.02
5000;0.2;0.1893707;300020;98.4386;0.76307;0.62341;0.9981;1.9867;0.029533;0.2355674;-10;5.5406;549.11;0.016519;230.55;;;;300.02
5000;0.2;0.315596794;500000;80.6848;0.81952;0.75485;0.99861;2.4913;0.040343;0.2874017;-10;7.1793;582.53;0.017996;406.43;;;;500
5000;0.2;0.441835511;700000;73.1277;0.86026;0.83363;0.99895;2.917;0.051189;0.3171021;-10;8.64;607.17;0.019502;602.63;;;;700
5000;0.2;0.568074228;900000;69.1045;0.89675;0.88951;0.9992;3.3217;0.062194;0.3355632;-10;10.056;627.01;0.020808;825.69;;;;900
5000;0.2;0.694312946;1100000;67.2415;0.92793;0.93784;0.9994;3.6777;0.073966;0.3448604;-10;11.399;647.84;0.022351;1070.41;;;;1100
5000;0.2;0.820551663;1300000;66.5611;0.95547;0.98342;0.99957;4.0082;0.086529;0.3483855;-10;12.715;668.86;0.023994;1339.68;;;;1300
5000;0.2;0.946790381;1500000;66.4738;0.9817;1.0338;0.99971;4.3297;0.099711;0.348843;-10;14.034;688.97;0.025594;1634.1;;;;1500
5000;0.2;1.073029098;1700000;67.101;1.0087;1.0751;0.99984;4.609;0.11407;0.3455823;-10;15.299;711.57;0.027505;1950.41;;;;1700
5000;0.4;0.181051234;300020;97.0109;0.75838;0.59357;0.9981;1.9984;0.029105;0.2390343;-10;5.5558;551.88;0.016184;105.45;;;;300.02
5000;0.4;0.301737976;500010;79.4892;0.8126;0.72737;0.99861;2.5103;0.039745;0.2917244;-10;7.2056;584.6;0.017595;249.99;;;;500.01
5000;0.4;0.422424718;700000;72.1774;0.85513;0.81103;0.99895;2.9364;0.050524;0.3212769;-10;8.6693;609.73;0.019119;419.93;;;;700
5000;0.4;0.543117494;900000;68.3399;0.89013;0.87021;0.9992;3.3388;0.061506;0.3393175;-10;10.084;630.1;0.02047;617.99;;;;900
5000;0.4;0.663810271;1100000;66.2404;0.92198;0.92185;0.9994;3.7244;0.072864;0.3500725;-10;11.475;648.12;0.021738;844.05;;;;1100
5000;0.4;0.784503047;1300000;65.6099;0.94883;0.96287;0.99957;4.059;0.085293;0.3534363;-10;12.8;668.81;0.02335;1093.95;;;;1300
5000;0.4;0.905195824;1500000;65.58;0.97427;1.0073;0.99971;4.3863;0.09837;0.3535975;-10;14.128;688.41;0.024917;1370.96;;;;1500
5000;0.4;1.025888601;1700000;65.9627;0.9991;1.0551;0.99984;4.7053;0.11214;0.351546;-10;15.464;707.68;0.026484;1678.07;;;;1700
5000;0.6;0.282252329;500010;77.5597;0.80328;0.67366;0.99861;2.5403;0.03878;0.2989816;-10;7.2468;588.12;0.016962;90.77;;;;500.01
5000;0.6;0.395145357;700000;70.548;0.84732;0.7719;0.99895;2.971;0.049384;0.3286974;-10;8.7209;613.72;0.018468;234.38;;;;700
5000;0.6;0.50804403;900000;66.9889;0.87997;0.83802;0.9992;3.3727;0.06029;0.346161;-10;10.138;634.69;0.019862;408.16;;;;900
5000;0.6;0.620942704;1100000;65.0088;0.91102;0.88845;0.9994;3.7617;0.07151;0.3567047;-10;11.536;652.75;0.021123;610.77;;;;1100
5000;0.6;0.733841377;1300000;64.0248;0.93888;0.93529;0.99957;4.1422;0.083232;0.3621866;-10;12.935;669.25;0.022327;842.93;;;;1300
5000;0.6;0.846740051;1500000;64.0519;0.96324;0.97263;0.99971;4.4774;0.096078;0.3620335;-10;14.28;688.34;0.023843;1101.59;;;;1500
5000;0.6;0.959638724;1700000;64.5009;0.98668;1.0123;0.99984;4.8083;0.10965;0.3595135;-10;15.641;706.73;0.025339;1393.52;;;;1700
5000;0.6;1.072537398;1900000;65.2969;1.0098;1.0558;0.99995;5.1368;0.12406;0.3551304;-10;17.026;724.84;0.026837;1719.51;;;;1900
6000;0;0.070745509;100020;171.7432;0.6611;0.4079;0.99701;1.117;0.017178;0.135021;-10;3.0496;484.68;0.017087;139.37;;;;100.02
6000;0;0.212194087;300000;94.3087;0.763;0.65225;0.9981;1.8475;0.028293;0.2458833;-10;5.1749;544.02;0.017016;350.17;;;;300
6000;0;0.353656811;500000;78.0634;0.82367;0.78376;0.99861;2.3337;0.039032;0.2970526;-10;6.7618;578.17;0.018584;563.33;;;;500
6000;0;0.495119536;700000;71.2083;0.86705;0.85623;0.99895;2.7587;0.049846;0.3256492;-10;8.2092;602.66;0.020082;798.96;;;;700
6000;0;0.636582261;900000;68.0159;0.90665;0.91733;0.9992;3.1456;0.061214;0.3409338;-10;9.5993;625.4;0.021629;1061.63;;;;900
6000;0;0.778044985;1100000;66.9258;0.93908;0.97055;0.9994;3.484;0.073618;0.3464871;-10;10.93;649.78;0.023478;1347.89;;;;1100
6000;0;0.91950771;1300000;66.7304;0.96965;1.0291;0.99957;3.8097;0.086749;0.3475019;-10;12.255;673.04;0.025301;1661.56;;;;1300
6000;0;1.060970434;1500000;67.5785;1.0014;1.0726;0.99971;4.0763;0.10137;0.3431407;-10;13.503;700.66;0.027631;1994.03;;;;1500
6000;0.2;0.06939087;100020;170.6959;0.657;0.40196;0.99701;1.1209;0.017073;0.1358494;-10;3.0542;485.24;0.016924;70.14;;;;100.02
6000;0.2;0.208137921;300010;93.8434;0.7612;0.64254;0.9981;1.8516;0.028154;0.2471023;-10;5.1792;544.78;0.016897;235.71;;;;300.01
6000;0.2;0.346884973;500000;77.6781;0.82218;0.77611;0.99861;2.3393;0.038839;0.2985259;-10;6.768;578.99;0.018452;418.71;;;;500
6000;0.2;0.485638962;700000;70.9454;0.86491;0.85099;0.99895;2.7635;0.049662;0.326856;-10;8.2169;603.66;0.019972;628.44;;;;700
6000;0.2;0.624392951;900000;67.6795;0.90467;0.91191;0.9992;3.1584;0.060912;0.3426285;-10;9.6194;625.47;0.021433;868.49;;;;900
6000;0.2;0.76314694;1100000;66.6026;0.93681;0.9631;0.9994;3.499;0.073263;0.3481687;-10;10.954;649.69;0.023265;1134.3;;;;1100
6000;0.2;0.90190093;1300000;66.3719;0.96701;1.0194;0.99957;3.8284;0.086283;0.3493788;-10;12.28;672.49;0.02505;1427.91;;;;1300
6000;0.2;1.040654919;1500000;67.0867;0.99752;1.0657;0.99971;4.1133;0.10063;0.3456563;-10;13.56;698.22;0.027191;1748.68;;;;1500
6000;0.4;0.196895714;300010;92.4793;0.75603;0.6169;0.9981;1.8635;0.027744;0.2507472;-10;5.1945;547.24;0.016545;120.67;;;;300.01
6000;0.4;0.328148586;500000;76.6118;0.81542;0.75249;0.99861;2.3567;0.038306;0.3026809;-10;6.793;581.01;0.018062;274.12;;;;500
6000;0.4;0.45940802;700000;70.1105;0.85887;0.83438;0.99895;2.7802;0.049077;0.3307484;-10;8.2429;606.42;0.019618;457.9;;;;700
6000;0.4;0.590667454;900000;66.8098;0.89728;0.89327;0.9992;3.1867;0.060129;0.3470888;-10;9.6643;627.13;0.020969;674.98;;;;900
6000;0.4;0.721926888;1100000;65.6257;0.93026;0.94336;0.9994;3.5445;0.072188;0.3533512;-10;11.024;649.52;0.022634;921.89;;;;1100
6000;0.4;0.853186323;1300000;65.4514;0.95957;0.99367;0.99957;3.8798;0.085087;0.3542922;-10;12.366;671.87;0.024373;1197.86;;;;1300
6000;0.4;0.984445757;1500000;65.9226;0.9879;1.0487;0.99971;4.207;0.098884;0.3517598;-10;13.723;693.55;0.026116;1511.59;;;;1500
6000;0.4;1.115705191;1700000;67.2804;1.0181;1.0885;0.99984;4.4747;0.11438;0.3446609;-10;15.008;720.15;0.028401;1851.42;;;;1700
6000;0.6;0.183880853;300020;90.3901;0.7497;0.56944;0.9981;1.8796;0.027118;0.2565428;-10;5.2156;551.9;0.016031;3.96;;;;300.02
6000;0.6;0.306453788;500010;74.7917;0.80491;0.70524;0.99861;2.3863;0.037396;0.3100468;-10;6.8342;584.26;0.017413;126.78;;;;500.01
6000;0.6;0.429026722;700000;68.6512;0.85088;0.79759;0.99895;2.8111;0.048056;0.3377789;-10;8.2907;610.52;0.018995;285.24;;;;700
6000;0.6;0.551605786;900000;65.6294;0.8867;0.86351;0.9992;3.214;0.059066;0.3533314;-10;9.7098;632.16;0.020421;477.96;;;;900
6000;0.6;0.674184849;1100000;64.137;0.92058;0.91551;0.9994;3.612;0.070551;0.3615534;-10;11.135;650.66;0.021704;705.91;;;;1100
6000;0.6;0.796763913;1300000;63.9674;0.9488;0.95964;0.99957;3.9605;0.083158;0.3625119;-10;12.5;671.73;0.023331;963.68;;;;1300
6000;0.6;0.919342976;1500000;64.4671;0.97565;1.0053;0.99971;4.2996;0.096701;0.3597017;-10;13.878;692.53;0.024992;1260.41;;;;1500
6000;0.6;1.04192204;1700000;65.4293;1.0021;1.0559;0.99984;4.6354;0.11123;0.3544121;-10;15.285;713.04;0.026665;1597.69;;;;1700
7000;0;0.078183382;100020;162.831;0.65231;0.42077;0.99701;1.018;0.016287;0.142411;-10;2.8022;482;0.017776;134.13;;;;100.02
7000;0;0.234503244;300000;89.9826;0.76132;0.68288;0.9981;1.7231;0.026995;0.2577047;-10;4.8427;540.15;0.017407;346.85;;;;300
7000;0;0.39083874;500000;75.3452;0.82565;0.80432;0.99861;2.1928;0.037673;0.3077692;-10;6.3825;574.55;0.019089;567.3;;;;500
7000;0;0.547174236;700000;69.3723;0.87382;0.88072;0.99895;2.6193;0.048561;0.3342677;-10;7.8332;599.92;0.0206;820.24;;;;700
7000;0;0.703509732;900000;67.1992;0.91482;0.94116;0.9992;2.9836;0.060479;0.3450777;-10;9.1973;626.89;0.022523;1099.9;;;;900
7000;0;0.859845228;1100000;66.6766;0.95046;1.0064;0.9994;3.3186;0.073344;0.3477821;-10;10.534;653.62;0.024557;1409.05;;;;1100
7000;0;1.016180724;1300000;67.4838;0.98631;1.0589;0.99957;3.6;0.087729;0.3436224;-10;11.808;684.22;0.027077;1744.66;;;;1300
7000;0.2;0.076661301;100020;161.9625;0.64861;0.41448;0.99701;1.021;0.0162;0.1431747;-10;2.8055;482.59;0.017629;71.9;;;;100.02
7000;0.2;0.229937917;300000;89.5602;0.75928;0.67184;0.9981;1.7272;0.026868;0.25892;-10;4.8479;540.82;0.017285;241.67;;;;300
7000;0.2;0.383229861;500000;75.0314;0.82412;0.79695;0.99861;2.1976;0.037516;0.3090564;-10;6.3894;575.36;0.018968;433.59;;;;500
7000;0.2;0.536521806;700000;69.1241;0.87146;0.87317;0.99895;2.624;0.048387;0.3354683;-10;7.8405;600.83;0.020489;660.61;;;;700
7000;0.2;0.68981375;900000;66.8762;0.91267;0.93461;0.9992;2.9967;0.060189;0.346744;-10;9.218;626.83;0.022316;919.6;;;;900
7000;0.2;0.843105695;1100000;66.3399;0.94787;0.99755;0.9994;3.336;0.072974;0.3495475;-10;10.562;653.05;0.024305;1209.39;;;;1100
7000;0.2;0.996397639;1300000;67.0344;0.9825;1.0521;0.99957;3.6328;0.087145;0.3459261;-10;11.863;681.9;0.026653;1532.3;;;;1300
7000;0.2;1.149689584;1500000;68.8282;1.0206;1.1047;0.99971;3.8647;0.10324;0.3369103;-10;13.086;716.85;0.029682;1879.65;;;;1500
7000;0.4;0.072546602;100020;159.2429;0.63707;0.39692;0.99701;1.0307;0.015928;0.1456199;-10;2.8166;484.23;0.017171;8.98;;;;100.02
7000;0.4;0.217596286;300000;88.3803;0.75427;0.63868;0.9981;1.7373;0.026514;0.2623767;-10;4.8605;543.1;0.016958;135.97;;;;300
7000;0.4;0.362660477;500000;74.0608;0.81973;0.77493;0.99861;2.2128;0.03703;0.3131069;-10;6.4108;577.72;0.018596;299.48;;;;500
7000;0.4;0.507724668;700000;68.3344;0.86451;0.85291;0.99895;2.6393;0.047834;0.3393449;-10;7.8616;603.35;0.020142;500.62;;;;700
7000;0.4;0.652788859;900000;65.8826;0.90658;0.91701;0.9992;3.0354;0.059294;0.3519735;-10;9.2759;626.8;0.021711;739.66;;;;900
7000;0.4;0.79785305;1100000;65.423;0.94076;0.97281;0.9994;3.3802;0.071965;0.3544462;-10;10.633;652.49;0.023656;1011.15;;;;1100
7000;0.4;0.942917241;1300000;65.8585;0.9732;1.0351;0.99957;3.7144;0.085616;0.3521026;-10;11.999;677.37;0.025611;1324.43;;;;1300
7000;0.4;1.087981432;1500000;67.4386;1.008;1.0818;0.99971;3.9856;0.10116;0.3438524;-10;13.296;707.86;0.028201;1670.44;;;;1500
7000;0.6;0.200998258;300010;86.3543;0.747;0.59401;0.9981;1.7546;0.025907;0.2685324;-10;4.8825;547.19;0.016406;28.5;;;;300.01
7000;0.6;0.334985931;500000;72.3804;0.80817;0.73628;0.99861;2.2413;0.03619;0.320376;-10;6.4513;580.84;0.017941;163.36;;;;500
7000;0.6;0.468980303;700000;67.046;0.85535;0.82346;0.99895;2.6659;0.046932;0.3458662;-10;7.9039;607.74;0.019563;339.5;;;;700
7000;0.6;0.602974675;900000;64.5912;0.89509;0.88622;0.9992;3.0774;0.058132;0.3590107;-10;9.3448;629.79;0.020992;556.16;;;;900
7000;0.6;0.736969047;1100000;63.9164;0.93035;0.94096;0.9994;3.4515;0.070308;0.3628011;-10;10.746;652.34;0.022637;809.15;;;;1100
7000;0.6;0.87096342;1300000;64.3989;0.96135;0.99282;0.99957;3.7988;0.083719;0.3600828;-10;12.14;676.05;0.024487;1106.48;;;;1300
7000;0.6;1.004957792;1500000;65.4909;0.99147;1.0512;0.99971;4.1445;0.098236;0.3540785;-10;13.567;699.18;0.026344;1450.95;;;;1500
8000;0;0.087224209;100020;154.5684;0.64236;0.4344;0.99701;0.9253;0.01546;0.1500237;-10;2.571;479.59;0.018565;129.18;;;;100.02
8000;0;0.261620302;300000;86.1265;0.76109;0.70844;0.9981;1.6025;0.025838;0.2692428;-10;4.5258;536.45;0.017915;344.05;;;;300
8000;0;0.436033836;500000;72.9219;0.82853;0.82171;0.99861;2.0649;0.036461;0.317997;-10;6.0394;571.14;0.019619;575.57;;;;500
8000;0;0.610447371;700000;68.0449;0.88323;0.90095;0.99895;2.4813;0.047631;0.3407888;-10;7.4783;599.4;0.021329;846.14;;;;700
8000;0;0.784860905;900000;66.723;0.92505;0.9734;0.9992;2.8353;0.060051;0.3475401;-10;8.8385;629.81;0.023533;1147.63;;;;900
8000;0;0.95927444;1100000;67.2919;0.96599;1.0367;0.9994;3.136;0.074021;0.3446022;-10;10.143;663.69;0.026225;1481.15;;;;1100
8000;0;1.133687974;1300000;69.2692;1.0103;1.0991;0.99957;3.3695;0.09005;0.3347652;-10;11.368;704.19;0.029695;1841.23;;;;1300
8000;0.2;0.085465265;100020;153.8525;0.63912;0.42784;0.99701;0.92759;0.015389;0.1507219;-10;2.5736;480.24;0.018433;73.42;;;;100.02
8000;0.2;0.256344527;300000;85.7085;0.75874;0.70004;0.9981;1.6072;0.025713;0.2705559;-10;4.532;536.95;0.017777;247.72;;;;300
8000;0.2;0.427240878;500000;72.6508;0.82697;0.81696;0.99861;2.0688;0.036325;0.3191836;-10;6.0453;572.07;0.019509;451.43;;;;500
8000;0.2;0.59813723;700000;67.7219;0.88139;0.89557;0.99895;2.4914;0.047405;0.3424143;-10;7.4938;599.5;0.021142;698;;;;700
8000;0.2;0.769033581;900000;66.4226;0.92275;0.96525;0.9992;2.8479;0.05978;0.349112;-10;8.8589;629.64;0.023323;979.07;;;;900
8000;0.2;0.939929932;1100000;66.8785;0.96271;1.0315;0.9994;3.1613;0.073566;0.3467325;-10;10.184;661.88;0.025857;1297.76;;;;1100
8000;0.2;1.110826284;1300000;68.7881;1.0059;1.0915;0.99957;3.407;0.089425;0.3371067;-10;11.433;700.77;0.029164;1648.79;;;;1300
8000;0.4;0.080635279;100020;151.6653;0.62755;0.40934;0.99701;0.9347;0.01517;0.1528955;-10;2.5817;482.07;0.018033;17.19;;;;100.02
8000;0.4;0.241857465;300000;84.5675;0.75289;0.66763;0.9981;1.6183;0.02537;0.2742063;-10;4.5462;538.86;0.01742;150.85;;;;300
8000;0.4;0.403095776;500000;71.8043;0.82245;0.79765;0.99861;2.0818;0.035902;0.3229465;-10;6.0645;574.56;0.019162;327.22;;;;500
8000;0.4;0.564334086;700000;66.9186;0.87242;0.87858;0.99895;2.512;0.046843;0.3465245;-10;7.5257;601.14;0.02072;549.58;;;;700
8000;0.4;0.725572396;900000;65.5158;0.91611;0.94322;0.9992;2.8862;0.058964;0.353944;-10;8.9204;629.2;0.0227;812.34;;;;900
8000;0.4;0.886810706;1100000;65.7384;0.95399;1.0128;0.9994;3.2289;0.072312;0.3527455;-10;10.295;657.84;0.024884;1118.53;;;;1100
8000;0.4;1.048049016;1300000;67.416;0.99346;1.0691;0.99957;3.5144;0.087641;0.343968;-10;11.618;691.85;0.027709;1467.57;;;;1300
8000;0.6;0.222452914;300000;82.8046;0.74549;0.61946;0.9981;1.6331;0.024842;0.280044;-10;4.5652;542.79;0.016901;52.42;;;;300
8000;0.6;0.370754857;500000;70.2921;0.8131;0.76267;0.99861;2.1072;0.035146;0.3298941;-10;6.1014;577.97;0.018532;201.26;;;;500
8000;0.6;0.5190568;700000;65.7352;0.86144;0.84766;0.99895;2.5365;0.046015;0.3527626;-10;7.5641;605.3;0.020157;398.69;;;;700
8000;0.6;0.667358742;900000;64.0008;0.90632;0.91471;0.9992;2.9472;0.057601;0.3623227;-10;9.0154;629.22;0.021722;641.74;;;;900
8000;0.6;0.815660685;1100000;64.2396;0.94236;0.97217;0.9994;3.3034;0.070664;0.3609754;-10;10.413;656.31;0.023776;930.36;;;;1100
8000;0.6;0.963962628;1300000;65.5171;0.97737;1.0391;0.99957;3.6558;0.085172;0.3539368;-10;11.861;683.18;0.025887;1278.79;;;;1300
8000;0.6;1.112264571;1500000;67.6769;1.0142;1.0891;0.99971;3.937;0.10152;0.3426418;-10;13.214;715.56;0.028649;1650.99;;;;1500
0;0;0.049995001;100020;243.6248;0.68364;0.34365;0.99701;1.7759;0.024368;0.095183;0;4.7951;515.99;0.015246;169.85;;;;100.02
0;0;0.15;300090;131.1354;0.79757;0.52726;0.9981;2.6681;0.039352;0.1768319;0;7.5645;590.48;0.016388;380.59;;;;300.09
0;0;0.250009997;500170;102.3063;0.83391;0.65217;0.99862;3.2957;0.051171;0.2266617;0;9.5662;621.41;0.017252;576.65;;;;500.17
0;0;0.350064981;700340;89.6191;0.86701;0.73793;0.99895;3.7807;0.062764;0.2587499;0;11.235;645.7;0.018446;768.94;;;;700.34
0;0;0.450004999;900280;82.3403;0.89336;0.80736;0.9992;4.2009;0.074129;0.2816231;0;12.737;665.11;0.019607;964.18;;;;900.28
0;0;0.550084975;1100500;77.5883;0.91547;0.85615;0.9994;4.5842;0.085388;0.2988716;0;14.141;681.02;0.020696;1165.59;;;;1100.5
0;0;0.650004999;1300400;74.3845;0.93791;0.89675;0.99957;4.9414;0.096729;0.3117442;0;15.481;695.11;0.02175;1375.32;;;;1300.4
0;0;0.750074978;1500600;72.0174;0.95856;0.92838;0.99971;5.2932;0.10807;0.3219907;0;16.805;707.39;0.022686;1597.92;;;;1500.6
0;0;0.850144957;1700800;70.391;0.9767;0.95863;0.99984;5.6339;0.11972;0.3294306;0;18.114;719.11;0.023611;1834.12;;;;1700.8
0;0;0.94996501;1900500;69.3708;0.99193;0.98772;0.99995;5.9477;0.13184;0.3342751;0;19.378;731.49;0.02463;2078.24;;;;1900.5
0;0;1;2000600;69.0770392;0.999862548;0.999933206;0.999975151;6.094932513;0.13816793;0.335702556;0;19.99721156;737.9487136;0.025175268;2205.321729;;;;
0;0;1.049435169;2099500;68.7868;1.0077;1.012;1;6.2404;0.14442;0.3371129;0;20.609;744.33;0.025714;2330.88;;;;2099.5
0;0.2;0.04916679;100020;240.8436;0.67782;0.33959;0.99701;1.7875;0.02409;0.0962821;0;4.8086;516.39;0.014974;48.85;;;;100.02
0;0.2;0.147480706;300020;130.2654;0.7953;0.51878;0.9981;2.6762;0.039082;0.178013;0;7.5748;591.37;0.016226;199.11;;;;300.02
