Alt (m);Mach number;Throttle;Power (W);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);;;Power (W)
0;0;0.05;100020;305.97;0.73;0.36;1;2.86;0.03;0.08;0;4.23;497.92;0.01;312.65;;;100.02
0;0;0.11;200040;201.29;0.79;0.47;1;3.63;0.04;0.12;0;5.53;542.53;0.01;500.7;;;200.04
0;0;0.16;300090;159.42;0.82;0.55;1;4.2;0.05;0.15;0;6.51;565.82;0.01;667.41;;;300.09
0;0;0.22;400090;135.71;0.83;0.62;1;4.7;0.05;0.17;0;7.36;580.42;0.01;827.83;;;400.09
0;0;0.27;500200;121.71;0.84;0.67;1;5.11;0.06;0.19;0;8.1;593.69;0.01;980.47;;;500.2
0;0;0.32;600180;112.48;0.85;0.71;1;5.46;0.07;0.21;0;8.76;605.55;0.01;1126.88;;;600.18
0;0;0.38;700070;105.74;0.86;0.75;1;5.77;0.07;0.22;0;9.37;616.14;0.01;1271.91;;;700.07
0;0;0.43;800030;100.59;0.87;0.78;1;6.06;0.08;0.23;0;9.95;625.51;0.01;1416.44;;;800.03
0;0;0.49;900030;96.59;0.88;0.8;1;6.34;0.09;0.24;0;10.5;634.03;0.02;1561.64;;;900.03
0;0;0.54;1000000;93.41;0.89;0.82;1;6.59;0.09;0.25;0;11.02;641.88;0.02;1706.36;;;1000
0;0;0.6;1100000;90.77;0.9;0.84;1;6.84;0.1;0.26;0;11.54;649.2;0.02;1854.38;;;1100
0;0;0.65;1200000;88.59;0.91;0.86;1;7.08;0.11;0.26;0;12.04;656;0.02;2004.42;;;1200
0;0;0.7;1300000;86.76;0.92;0.88;1;7.31;0.11;0.27;0;12.54;662.38;0.02;2157.72;;;1300
0;0;0.76;1400000;85.15;0.93;0.89;1;7.55;0.12;0.27;0;13.03;668.08;0.02;2315.26;;;1400
0;0;0.81;1500000;83.8;0.94;0.91;1;7.78;0.13;0.28;0;13.52;673.58;0.02;2476.72;;;1500
0;0;0.87;1600000;82.77;0.94;0.92;1;8;0.13;0.28;0;14.01;679.42;0.02;2643.01;;;1600
0;0;0.92;1700000;81.91;0.95;0.93;1;8.23;0.14;0.28;0;14.5;685.13;0.02;2812.91;;;1700
0;0;0.97;1800000;81.18;0.96;0.95;1;8.45;0.15;0.29;0;14.98;690.65;0.02;2987.67;;;1800
0;0;1;1847000;80.73;0.96;0.96;1;8.65;0.15;0.29;0;15.45;696.93;0.02;3163.58;;;1847
0;0.1;0.05;100020;304.61;0.73;0.36;1;2.87;0.03;0.08;0;4.24;497.94;0.01;215.37;;;100.02
0;0.1;0.11;200040;200.77;0.79;0.47;1;3.63;0.04;0.12;0;5.54;542.7;0.01;377.86;;;200.04
0;0.1;0.16;300040;159.12;0.82;0.55;1;4.2;0.05;0.15;0;6.51;566.07;0.01;524.63;;;300.04
0;0.1;0.22;400040;135.53;0.83;0.61;1;4.71;0.05;0.17;0;7.37;580.78;0.01;668.4;;;400.04
0;0.1;0.27;500030;121.47;0.84;0.67;1;5.12;0.06;0.19;0;8.1;593.85;0.01;806.79;;;500.03
0;0.1;0.32;600030;112.31;0.85;0.71;1;5.46;0.07;0.21;0;8.76;605.76;0.01;942.27;;;600.03
0;0.1;0.38;700010;105.57;0.86;0.75;1;5.78;0.07;0.22;0;9.38;616.35;0.01;1076.7;;;700.01
0;0.1;0.43;800000;100.43;0.87;0.78;1;6.07;0.08;0.23;0;9.95;625.73;0.01;1211.4;;;800
0;0.1;0.48;900000;96.44;0.88;0.8;1;6.34;0.09;0.24;0;10.51;634.24;0.02;1347.57;;;900
0;0.1;0.54;1000000;93.27;0.89;0.82;1;6.6;0.09;0.25;0;11.03;642.09;0.02;1483.84;;;1000
0;0.1;0.59;1100000;90.65;0.9;0.84;1;6.84;0.1;0.26;0;11.55;649.43;0.02;1623.47;;;1100
0;0.1;0.65;1200000;88.48;0.91;0.86;1;7.08;0.11;0.26;0;12.05;656.24;0.02;1765.53;;;1200
0;0.1;0.7;1300000;86.66;0.92;0.88;1;7.32;0.11;0.27;0;12.55;662.63;0.02;1910.87;;;1300
0;0.1;0.75;1400000;85.06;0.93;0.89;1;7.55;0.12;0.27;0;13.04;668.4;0.02;2060.36;;;1400
0;0.1;0.81;1500000;83.7;0.94;0.9;1;7.79;0.13;0.28;0;13.53;673.86;0.02;2214.05;;;1500
0;0.1;0.86;1600000;82.67;0.94;0.92;1;8.01;0.13;0.28;0;14.02;679.64;0.02;2373.06;;;1600
0;0.1;0.92;1700000;81.82;0.95;0.93;1;8.23;0.14;0.28;0;14.51;685.37;0.02;2535.7;;;1700
0;0.1;0.97;1800000;81.09;0.96;0.95;1;8.45;0.15;0.29;0;14.99;690.89;0.02;2702.94;;;1800
0;0.1;1.02;1900000;80.62;0.96;0.96;1;8.66;0.15;0.29;0;15.47;697;0.02;2872.88;;;1900
0;0.2;0.05;100020;300.52;0.73;0.36;1;2.89;0.03;0.08;0;4.25;498.02;0.01;117.56;;;100.02
0;0.2;0.11;200020;198.78;0.79;0.46;1;3.65;0.04;0.12;0;5.54;542.93;0.01;254;;;200.02
0;0.2;0.16;300020;158.07;0.82;0.54;1;4.21;0.05;0.15;0;6.52;566.79;0.01;381.78;;;300.02
0;0.2;0.21;400010;134.76;0.83;0.61;1;4.71;0.05;0.17;0;7.37;581.64;0.01;507.94;;;400.01
0;0.2;0.27;500010;120.63;0.84;0.66;1;5.13;0.06;0.19;0;8.11;594.32;0.01;633.18;;;500.01
0;0.2;0.32;600000;111.53;0.85;0.7;1;5.48;0.07;0.21;0;8.77;606.1;0.01;756.33;;;600
0;0.2;0.37;700000;104.86;0.86;0.74;1;5.79;0.07;0.22;0;9.38;616.7;0.01;880.11;;;700
0;0.2;0.42;800000;99.77;0.87;0.77;1;6.09;0.08;0.23;0;9.96;626.13;0.01;1005.06;;;800
0;0.2;0.48;900000;95.83;0.88;0.79;1;6.36;0.09;0.24;0;10.51;634.61;0.02;1131.76;;;900
0;0.2;0.53;1000000;92.7;0.89;0.82;1;6.61;0.09;0.25;0;11.04;642.46;0.02;1259.56;;;1000
0;0.2;0.58;1100000;90.12;0.9;0.84;1;6.86;0.1;0.26;0;11.56;649.84;0.02;1390.79;;;1100
0;0.2;0.64;1200000;87.99;0.91;0.85;1;7.1;0.11;0.26;0;12.06;656.69;0.02;1524.75;;;1200
0;0.2;0.69;1300000;86.2;0.92;0.87;1;7.33;0.11;0.27;0;12.56;663.11;0.02;1662.06;;;1300
0;0.2;0.74;1400000;84.66;0.93;0.89;1;7.57;0.12;0.27;0;13.05;669.1;0.02;1803.47;;;1400
0;0.2;0.8;1500000;83.31;0.94;0.9;1;7.8;0.12;0.28;0;13.54;674.59;0.02;1949.45;;;1500
0;0.2;0.85;1600000;82.24;0.94;0.91;1;8.03;0.13;0.28;0;14.03;680.06;0.02;2100.74;;;1600
0;0.2;0.9;1700000;81.42;0.95;0.93;1;8.25;0.14;0.28;0;14.52;685.82;0.02;2256.66;;;1700
0;0.2;0.96;1800000;80.71;0.96;0.94;1;8.47;0.15;0.29;0;15;691.36;0.02;2416.27;;;1800
0;0.2;1.01;1900000;80.15;0.96;0.95;1;8.69;0.15;0.29;0;15.49;696.91;0.02;2580.91;;;1900
0;0.3;0.05;100020;293.66;0.73;0.36;1;2.93;0.03;0.08;0;4.28;498.25;0.01;17.93;;;100.02
0;0.3;0.1;200020;195.53;0.79;0.46;1;3.68;0.04;0.12;0;5.56;543.38;0.01;129.12;;;200.02
0;0.3;0.16;300020;156.22;0.81;0.53;1;4.23;0.05;0.15;0;6.53;567.85;0.01;238.14;;;300.02
0;0.3;0.21;400010;133.46;0.83;0.59;1;4.73;0.05;0.17;0;7.38;583.06;0.01;347.37;;;400.01
0;0.3;0.26;500010;119.41;0.84;0.65;1;5.15;0.06;0.19;0;8.13;595.41;0.01;458.52;;;500.01
0;0.3;0.31;600000;110.29;0.85;0.69;1;5.51;0.07;0.21;0;8.79;606.88;0.01;570.22;;;600
0;0.3;0.36;700000;103.75;0.86;0.72;1;5.82;0.07;0.22;0;9.4;617.39;0.01;683.42;;;700
0;0.3;0.42;800000;98.78;0.87;0.76;1;6.11;0.08;0.23;0;9.98;626.88;0.01;798.67;;;800
0;0.3;0.47;900000;94.88;0.88;0.78;1;6.39;0.09;0.24;0;10.54;635.39;0.01;916.15;;;900
0;0.3;0.52;1000000;91.79;0.89;0.81;1;6.64;0.09;0.25;0;11.06;643.17;0.02;1035.79;;;1000
0;0.3;0.57;1100000;89.29;0.9;0.83;1;6.89;0.1;0.26;0;11.58;650.61;0.02;1158.69;;;1100
0;0.3;0.63;1200000;87.22;0.91;0.85;1;7.13;0.1;0.27;0;12.08;657.5;0.02;1284.64;;;1200
0;0.3;0.68;1300000;85.49;0.92;0.86;1;7.36;0.11;0.27;0;12.58;663.99;0.02;1414.2;;;1300
0;0.3;0.73;1400000;84.01;0.93;0.88;1;7.59;0.12;0.28;0;13.07;670.15;0.02;1547.78;;;1400
0;0.3;0.78;1500000;82.73;0.93;0.89;1;7.82;0.12;0.28;0;13.56;675.88;0.02;1685.71;;;1500
0;0.3;0.83;1600000;81.65;0.94;0.91;1;8.06;0.13;0.28;0;14.06;681.24;0.02;1830.63;;;1600
0;0.3;0.89;1700000;80.78;0.95;0.92;1;8.29;0.14;0.29;0;14.55;686.63;0.02;1979.03;;;1700
0;0.3;0.94;1800000;80.1;0.95;0.93;1;8.51;0.14;0.29;0;15.03;692.22;0.02;2131.38;;;1800
0;0.3;0.99;1900000;79.54;0.96;0.94;1;8.73;0.15;0.29;0;15.52;697.64;0.02;2288.91;;;1900
0;0.3;1.04;2000000;79.09;0.97;0.96;1;8.94;0.16;0.29;0;16;703.03;0.02;2451.13;;;2000
0;0.4;0.1;200020;190.84;0.78;0.45;1;3.72;0.04;0.12;0;5.59;543.91;0.01;1.61;;;200.02
0;0.4;0.15;300020;153.42;0.81;0.52;1;4.26;0.05;0.15;0;6.55;569.09;0.01;92.64;;;300.02
0;0.4;0.2;400000;131.65;0.83;0.58;1;4.75;0.05;0.18;0;7.39;585.02;0.01;185.77;;;400
0;0.4;0.25;500010;117.61;0.84;0.63;1;5.18;0.06;0.2;0;8.15;596.82;0.01;282.25;;;500.01
0;0.4;0.3;600000;108.53;0.85;0.67;1;5.54;0.07;0.21;0;8.82;608.04;0.01;382.07;;;600
0;0.4;0.36;700000;102.2;0.86;0.7;1;5.86;0.07;0.23;0;9.43;618.32;0.01;484.81;;;700
0;0.4;0.41;800000;97.34;0.87;0.74;1;6.15;0.08;0.24;0;10.01;627.85;0.01;590.32;;;800
0;0.4;0.46;900000;93.56;0.88;0.77;1;6.43;0.08;0.25;0;10.57;636.46;0.01;698.75;;;900
0;0.4;0.51;1000000;90.54;0.89;0.79;1;6.69;0.09;0.26;0;11.1;644.23;0.02;809.66;;;1000
0;0.4;0.56;1100000;88.09;0.9;0.81;1;6.94;0.1;0.26;0;11.62;651.63;0.02;925.14;;;1100
0;0.4;0.61;1200000;86.12;0.91;0.83;1;7.17;0.1;0.27;0;12.12;658.57;0.02;1042.76;;;1200
0;0.4;0.66;1300000;84.45;0.92;0.85;1;7.41;0.11;0.27;0;12.61;665.14;0.02;1164.64;;;1300
0;0.4;0.71;1400000;83.05;0.92;0.87;1;7.64;0.12;0.28;0;13.11;671.39;0.02;1290.82;;;1400
0;0.4;0.76;1500000;81.84;0.93;0.88;1;7.86;0.12;0.28;0;13.59;677.35;0.02;1420.99;;;1500
0;0.4;0.81;1600000;80.86;0.94;0.9;1;8.09;0.13;0.29;0;14.09;683.05;0.02;1557.97;;;1600
0;0.4;0.86;1700000;79.97;0.95;0.91;1;8.33;0.14;0.29;0;14.59;688.27;0.02;1699.4;;;1700
0;0.4;0.91;1800000;79.26;0.95;0.92;1;8.55;0.14;0.29;0;15.08;693.48;0.02;1845.23;;;1800
0;0.4;0.96;1900000;78.7;0.96;0.93;1;8.77;0.15;0.29;0;15.56;698.82;0.02;1995.11;;;1900
0;0.4;1.02;2000000;78.27;0.96;0.95;1;8.99;0.16;0.3;0;16.05;704.15;0.02;2150.7;;;2000
0;0.5;0.2;400010;129.21;0.83;0.56;1;4.78;0.05;0.18;0;7.41;587.31;0.01;22.18;;;400.01
0;0.5;0.25;500000;115.54;0.84;0.61;1;5.21;0.06;0.2;0;8.16;599.23;0.01;103.99;;;500
0;0.5;0.29;600000;106.49;0.85;0.65;1;5.58;0.06;0.22;0;8.84;609.86;0.01;191.24;;;600
0;0.5;0.34;700000;100.16;0.86;0.68;1;5.91;0.07;0.23;0;9.46;619.77;0.01;282.89;;;700
0;0.5;0.39;800000;95.52;0.87;0.71;1;6.2;0.08;0.24;0;10.05;629.06;0.01;379.08;;;800
0;0.5;0.44;900000;91.83;0.88;0.75;1;6.48;0.08;0.25;0;10.6;637.68;0.01;477.73;;;900
0;0.5;0.49;1000000;88.93;0.89;0.77;1;6.74;0.09;0.26;0;11.14;645.61;0.01;580.5;;;1000
0;0.5;0.54;1100000;86.58;0.89;0.79;1;6.99;0.1;0.27;0;11.66;652.97;0.02;687.29;;;1100
0;0.5;0.59;1200000;84.66;0.9;0.81;1;7.23;0.1;0.27;0;12.16;659.86;0.02;797.75;;;1200
0;0.5;0.64;1300000;83.09;0.91;0.83;1;7.46;0.11;0.28;0;12.66;666.49;0.02;912.07;;;1300
0;0.5;0.69;1400000;81.76;0.92;0.85;1;7.69;0.11;0.28;0;13.15;672.84;0.02;1030.56;;;1400
0;0.5;0.74;1500000;80.64;0.93;0.86;1;7.92;0.12;0.29;0;13.64;678.9;0.02;1153.9;;;1500
0;0.5;0.79;1600000;79.73;0.94;0.88;1;8.15;0.13;0.29;0;14.14;684.78;0.02;1283.15;;;1600
0;0.5;0.84;1700000;78.95;0.94;0.9;1;8.38;0.13;0.29;0;14.63;690.41;0.02;1417.01;;;1700
0;0.5;0.88;1800000;78.26;0.95;0.91;1;8.61;0.14;0.3;0;15.12;695.68;0.02;1555.71;;;1800
0;0.5;0.93;1900000;77.66;0.96;0.92;1;8.84;0.15;0.3;0;15.62;700.65;0.02;1700.04;;;1900
0;0.5;0.98;2000000;77.23;0.96;0.93;1;9.06;0.15;0.3;0;16.11;705.68;0.02;1847.35;;;2000
0;0.5;1.03;2100000;76.93;0.97;0.94;1;9.28;0.16;0.3;0;16.6;710.9;0.02;2001.96;;;2100
0;0.6;0.33;700000;97.82;0.86;0.66;1;5.96;0.07;0.24;0;9.5;621.85;0.01;77.66;;;700
0;0.6;0.38;800000;93.21;0.87;0.69;1;6.27;0.07;0.25;0;10.09;630.78;0.01;163.04;;;800
0;0.6;0.43;900000;89.74;0.88;0.71;1;6.54;0.08;0.26;0;10.65;639.12;0.01;252.94;;;900
0;0.6;0.47;1000000;86.96;0.88;0.74;1;6.8;0.09;0.27;0;11.18;647.09;0.01;347.02;;;1000
0;0.6;0.52;1100000;84.69;0.89;0.77;1;7.06;0.09;0.27;0;11.71;654.59;0.01;445;;;1100
0;0.6;0.57;1200000;82.89;0.9;0.79;1;7.3;0.1;0.28;0;12.22;661.51;0.02;547.97;;;1200
0;0.6;0.62;1300000;81.4;0.91;0.81;1;7.54;0.11;0.28;0;12.72;668.09;0.02;655.53;;;1300
0;0.6;0.66;1400000;80.15;0.92;0.83;1;7.77;0.11;0.29;0;13.21;674.45;0.02;766.62;;;1400
0;0.6;0.71;1500000;79.12;0.92;0.84;1;8;0.12;0.29;0;13.7;680.63;0.02;882.44;;;1500
0;0.6;0.76;1600000;78.28;0.93;0.86;1;8.22;0.13;0.3;0;14.2;686.61;0.02;1004.33;;;1600
0;0.6;0.81;1700000;77.59;0.94;0.87;1;8.45;0.13;0.3;0;14.69;692.35;0.02;1131.18;;;1700
0;0.6;0.85;1800000;76.99;0.95;0.89;1;8.67;0.14;0.3;0;15.18;697.89;0.02;1262.48;;;1800
0;0.6;0.9;1900000;76.47;0.95;0.9;1;8.9;0.15;0.3;0;15.67;703.22;0.02;1398.23;;;1900
0;0.6;0.95;2000000;76.03;0.96;0.92;1;9.13;0.15;0.3;0;16.17;708.25;0.02;1538.83;;;2000
0;0.6;1;2100000;75.7;0.97;0.93;1;9.36;0.16;0.31;0;16.68;713.12;0.02;1688.61;;;2100
0;0.6;1.04;2200000;75.51;0.97;0.94;1;9.58;0.17;0.31;0;17.17;718.01;0.02;1841.06;;;2200
304.8;0;0.06;100020;300.06;0.73;0.37;1;2.8;0.03;0.08;0;4.14;497.21;0.01;309.24;;;100.02
304.8;0;0.11;200020;197.43;0.79;0.48;1;3.55;0.04;0.12;0;5.41;541.39;0.01;495.75;;;200.02
304.8;0;0.17;300020;156.29;0.81;0.56;1;4.12;0.05;0.15;0;6.38;564.24;0.01;662.42;;;300.02
304.8;0;0.22;400010;133.24;0.83;0.62;1;4.62;0.05;0.17;0;7.22;578.83;0.01;822.17;;;400.01
304.8;0;0.28;500010;119.82;0.84;0.67;1;5.01;0.06;0.19;0;7.94;592.34;0.01;973.55;;;500.01
304.8;0;0.33;600000;110.83;0.85;0.72;1;5.36;0.07;0.21;0;8.59;604.41;0.01;1120.92;;;600
304.8;0;0.39;700000;104.26;0.86;0.75;1;5.66;0.07;0.22;0;9.19;614.93;0.01;1265.34;;;700
304.8;0;0.44;800000;99.27;0.87;0.78;1;5.95;0.08;0.23;0;9.77;624.35;0.01;1411.02;;;800
304.8;0;0.5;900000;95.41;0.89;0.81;1;6.22;0.09;0.24;0;10.31;632.86;0.02;1555.64;;;900
304.8;0;0.55;1000000;92.32;0.9;0.83;1;6.47;0.09;0.25;0;10.83;640.76;0.02;1701.98;;;1000
304.8;0;0.61;1100000;89.78;0.9;0.85;1;6.72;0.1;0.26;0;11.35;648.13;0.02;1851.52;;;1100
304.8;0;0.66;1200000;87.68;0.91;0.87;1;6.96;0.11;0.26;0;11.85;654.93;0.02;2003.04;;;1200
304.8;0;0.72;1300000;85.89;0.92;0.88;1;7.19;0.11;0.27;0;12.34;661.17;0.02;2158.8;;;1300
304.8;0;0.77;1400000;84.34;0.93;0.9;1;7.43;0.12;0.27;0;12.84;666.9;0.02;2319.03;;;1400
304.8;0;0.83;1500000;83.13;0.94;0.91;1;7.66;0.12;0.28;0;13.33;672.75;0.02;2483.68;;;1500
304.8;0;0.88;1600000;82.18;0.94;0.92;1;7.88;0.13;0.28;0;13.82;678.76;0.02;2652.59;;;1600
304.8;0;0.94;1700000;81.36;0.95;0.94;1;8.1;0.14;0.28;0;14.3;684.52;0.02;2825.89;;;1700
304.8;0;0.99;1800000;80.8;0.96;0.95;1;8.31;0.15;0.29;0;14.78;690.75;0.02;3001.61;;;1800
304.8;0;1.05;1900000;80.39;0.96;0.96;1;8.51;0.15;0.29;0;15.25;697.13;0.02;3180.98;;;1900
304.8;0.1;0.05;100020;298.77;0.73;0.37;1;2.81;0.03;0.08;0;4.15;497.24;0.01;214.43;;;100.02
304.8;0.1;0.11;200020;196.84;0.79;0.47;1;3.56;0.04;0.12;0;5.42;541.5;0.01;375.53;;;200.02
304.8;0.1;0.16;300020;155.97;0.81;0.55;1;4.13;0.05;0.15;0;6.38;564.5;0.01;522.77;;;300.02
304.8;0.1;0.22;400010;132.95;0.83;0.62;1;4.62;0.05;0.17;0;7.22;579.05;0.01;665.82;;;400.01
304.8;0.1;0.27;500010;119.55;0.84;0.67;1;5.02;0.06;0.19;0;7.94;592.5;0.01;803.89;;;500.01
304.8;0.1;0.33;600000;110.59;0.85;0.71;1;5.36;0.07;0.21;0;8.6;604.55;0.01;939.67;;;600
304.8;0.1;0.38;700000;104.05;0.86;0.75;1;5.67;0.07;0.22;0;9.2;615.07;0.01;1073.71;;;700
304.8;0.1;0.44;800000;99.07;0.87;0.78;1;5.96;0.08;0.23;0;9.77;624.52;0.01;1209.63;;;800
304.8;0.1;0.49;900000;95.23;0.88;0.81;1;6.22;0.09;0.24;0;10.31;633;0.02;1345.34;;;900
304.8;0.1;0.55;1000000;92.15;0.89;0.83;1;6.48;0.09;0.25;0;10.84;640.92;0.02;1483.14;;;1000
304.8;0.1;0.6;1100000;89.62;0.9;0.85;1;6.72;0.1;0.26;0;11.35;648.3;0.02;1624.33;;;1100
304.8;0.1;0.66;1200000;87.54;0.91;0.87;1;6.96;0.11;0.26;0;11.85;655.11;0.02;1767.84;;;1200
304.8;0.1;0.71;1300000;85.77;0.92;0.88;1;7.2;0.11;0.27;0;12.35;661.42;0.02;1915.49;;;1300
304.8;0.1;0.77;1400000;84.23;0.93;0.9;1;7.43;0.12;0.28;0;12.84;667.17;0.02;2067.72;;;1400
304.8;0.1;0.82;1500000;82.99;0.94;0.91;1;7.67;0.12;0.28;0;13.33;672.9;0.02;2224.96;;;1500
304.8;0.1;0.88;1600000;82.05;0.94;0.92;1;7.89;0.13;0.28;0;13.82;678.92;0.02;2386.36;;;1600
304.8;0.1;0.93;1700000;81.25;0.95;0.94;1;8.11;0.14;0.29;0;14.31;684.7;0.02;2552.17;;;1700
304.8;0.1;0.99;1800000;80.65;0.96;0.95;1;8.32;0.15;0.29;0;14.79;690.75;0.02;2721.48;;;1800
304.8;0.1;1.04;1900000;80.25;0.96;0.96;1;8.52;0.15;0.29;0;15.26;697.12;0.02;2894.09;;;1900
304.8;0.2;0.05;100020;294.86;0.73;0.36;1;2.83;0.03;0.08;0;4.16;497.33;0.01;119.13;;;100.02
304.8;0.2;0.11;200020;195.03;0.79;0.47;1;3.57;0.04;0.12;0;5.43;541.82;0.01;255.08;;;200.02
304.8;0.2;0.16;300020;154.99;0.81;0.55;1;4.13;0.05;0.15;0;6.39;565.26;0.01;383.07;;;300.02
304.8;0.2;0.22;400010;132.18;0.83;0.61;1;4.63;0.05;0.18;0;7.23;579.85;0.01;509.38;;;400.01
304.8;0.2;0.27;500010;118.73;0.84;0.67;1;5.03;0.06;0.2;0;7.95;592.99;0.01;634.29;;;500.01
304.8;0.2;0.32;600000;109.88;0.85;0.71;1;5.38;0.07;0.21;0;8.61;604.97;0.01;758.6;;;600
304.8;0.2;0.38;700000;103.41;0.86;0.74;1;5.68;0.07;0.22;0;9.21;615.5;0.01;882.3;;;700
304.8;0.2;0.43;800000;98.48;0.87;0.78;1;5.97;0.08;0.24;0;9.78;624.99;0.01;1008.58;;;800
304.8;0.2;0.49;900000;94.66;0.88;0.8;1;6.24;0.09;0.24;0;10.33;633.42;0.02;1135.4;;;900
304.8;0.2;0.54;1000000;91.64;0.89;0.82;1;6.49;0.09;0.25;0;10.85;641.37;0.02;1264.77;;;1000
304.8;0.2;0.6;1100000;89.14;0.9;0.84;1;6.74;0.1;0.26;0;11.36;648.79;0.02;1397.68;;;1100
304.8;0.2;0.65;1200000;87.1;0.91;0.86;1;6.98;0.1;0.27;0;11.86;655.63;0.02;1533.22;;;1200
304.8;0.2;0.7;1300000;85.38;0.92;0.88;1;7.21;0.11;0.27;0;12.36;662.1;0.02;1672.88;;;1300
304.8;0.2;0.76;1400000;83.87;0.93;0.89;1;7.45;0.12;0.28;0;12.85;667.96;0.02;1817;;;1400
304.8;0.2;0.81;1500000;82.62;0.94;0.9;1;7.68;0.12;0.28;0;13.35;673.54;0.02;1967.03;;;1500
304.8;0.2;0.87;1600000;81.67;0.94;0.92;1;7.91;0.13;0.28;0;13.84;679.42;0.02;2121.37;;;1600
304.8;0.2;0.92;1700000;80.89;0.95;0.93;1;8.13;0.14;0.29;0;14.32;685.23;0.02;2279.77;;;1700
304.8;0.2;0.97;1800000;80.22;0.96;0.95;1;8.35;0.14;0.29;0;14.81;690.83;0.02;2443.12;;;1800
304.8;0.2;1.03;1900000;79.82;0.96;0.96;1;8.55;0.15;0.29;0;15.28;697.12;0.02;2609.45;;;1900
304.8;0.3;0.05;100020;288.35;0.73;0.36;1;2.86;0.03;0.08;0;4.18;497.59;0.01;22.15;;;100.02
304.8;0.3;0.11;200020;191.93;0.79;0.46;1;3.6;0.04;0.12;0;5.44;542.31;0.01;133.34;;;200.02
304.8;0.3;0.16;300020;153.25;0.81;0.54;1;4.15;0.05;0.15;0;6.4;566.39;0.01;242.66;;;300.02
304.8;0.3;0.21;400010;130.97;0.83;0.6;1;4.64;0.05;0.18;0;7.24;581.34;0.01;352.33;;;400.01
304.8;0.3;0.26;500000;117.43;0.84;0.65;1;5.05;0.06;0.2;0;7.97;593.91;0.01;463.74;;;500
304.8;0.3;0.32;600000;108.66;0.85;0.69;1;5.4;0.07;0.21;0;8.63;605.63;0.01;576.64;;;600
304.8;0.3;0.37;700000;102.32;0.86;0.73;1;5.71;0.07;0.23;0;9.23;616.18;0.01;690.09;;;700
304.8;0.3;0.42;800000;97.49;0.87;0.76;1;6;0.08;0.24;0;9.8;625.76;0.01;806.81;;;800
304.8;0.3;0.48;900000;93.74;0.88;0.79;1;6.27;0.08;0.25;0;10.35;634.18;0.01;924.62;;;900
304.8;0.3;0.53;1000000;90.76;0.89;0.81;1;6.52;0.09;0.26;0;10.87;642.08;0.02;1045.74;;;1000
304.8;0.3;0.58;1100000;88.35;0.9;0.83;1;6.77;0.1;0.26;0;11.39;649.57;0.02;1170.45;;;1100
304.8;0.3;0.63;1200000;86.36;0.91;0.85;1;7.01;0.1;0.27;0;11.89;656.47;0.02;1298.24;;;1200
304.8;0.3;0.69;1300000;84.69;0.92;0.87;1;7.24;0.11;0.27;0;12.38;663.01;0.02;1430.04;;;1300
304.8;0.3;0.74;1400000;83.27;0.93;0.88;1;7.47;0.12;0.28;0;12.87;669.21;0.02;1566.14;;;1400
304.8;0.3;0.79;1500000;82.04;0.94;0.9;1;7.71;0.12;0.28;0;13.37;674.84;0.02;1708.36;;;1500
304.8;0.3;0.85;1600000;81.05;0.94;0.91;1;7.94;0.13;0.29;0;13.87;680.34;0.02;1856.06;;;1600
304.8;0.3;0.9;1700000;80.28;0.95;0.92;1;8.16;0.14;0.29;0;14.35;686.07;0.02;2007.42;;;1700
304.8;0.3;0.95;1800000;79.64;0.95;0.94;1;8.38;0.14;0.29;0;14.84;691.71;0.02;2163.15;;;1800
304.8;0.3;1.01;1900000;79.12;0.96;0.95;1;8.6;0.15;0.29;0;15.33;697.19;0.02;2324.83;;;1900
304.8;0.4;0.1;200020;187.45;0.78;0.45;1;3.64;0.04;0.12;0;5.47;542.89;0.01;9.08;;;200.02
304.8;0.4;0.15;300020;150.63;0.81;0.52;1;4.18;0.05;0.15;0;6.42;567.74;0.01;100.58;;;300.02
304.8;0.4;0.21;400010;129.11;0.83;0.58;1;4.66;0.05;0.18;0;7.25;583.22;0.01;193.91;;;400.01
304.8;0.4;0.26;500010;115.73;0.84;0.64;1;5.08;0.06;0.2;0;7.99;595.38;0.01;291.58;;;500.01
304.8;0.4;0.31;600000;106.97;0.85;0.68;1;5.44;0.06;0.22;0;8.65;606.81;0.01;392.82;;;600
304.8;0.4;0.36;700000;100.82;0.86;0.71;1;5.75;0.07;0.23;0;9.25;617.13;0.01;495.99;;;700
304.8;0.4;0.41;800000;96.11;0.87;0.75;1;6.04;0.08;0.24;0;9.83;626.76;0.01;603.08;;;800
304.8;0.4;0.46;900000;92.44;0.88;0.78;1;6.31;0.08;0.25;0;10.38;635.26;0.01;711.93;;;900
304.8;0.4;0.52;1000000;89.52;0.89;0.8;1;6.56;0.09;0.26;0;10.9;643.08;0.02;824.3;;;1000
304.8;0.4;0.57;1100000;87.2;0.9;0.82;1;6.81;0.1;0.27;0;11.42;650.57;0.02;941.49;;;1100
304.8;0.4;0.62;1200000;85.3;0.91;0.84;1;7.05;0.1;0.27;0;11.92;657.58;0.02;1061.49;;;1200
304.8;0.4;0.67;1300000;83.7;0.92;0.85;1;7.28;0.11;0.28;0;12.41;664.19;0.02;1185.76;;;1300
