1.5e+05,1000,5319,5319,0,0,1
1.5e+05,1000,5319,5319,13.465,0.90739,1
1.5e+05,1000,5319,5319,26.93,0.95113,1
1.5e+05,1000,5319,5319,40.395,0.96652,1
1.5e+05,1000,5319,5319,53.86,0.9743,1
1.5e+05,1000,5319,5319,67.324,0.97893,1
1.5e+05,1000,5319,5319,80.789,0.98197,1
1.5e+05,1000,5319,5319,94.254,0.98409,1
1.5e+05,1000,5319,5319,107.72,0.98563,1
1.5e+05,1000,5319,5319,121.18,0.98678,1
1.5e+05,1000,5319,5319,134.65,0.98766,1
1.5e+05,1000,5319,5319,148.11,0.98834,1
1.5e+05,1000,5319,5319,161.58,0.98887,1
1.5e+05,1000,5319,5319,175.04,0.98928,1
1.5e+05,1000,5319,5319,188.51,0.9896,1
1.5e+05,1000,5319,5319,201.97,0.98985,1
1.5e+05,1000,5319,5319,215.44,0.99004,1
1.5e+05,1000,5319,5319,228.9,0.99018,1
1.5e+05,1000,5319,5319,242.37,0.99028,1
1.5e+05,1000,5319,5319,255.83,0.99035,1
1.5e+05,1000,5319,5319,269.3,0.99038,1
1.5e+05,1000,6488,6488,0,0,28
1.5e+05,1000,6488,6488,11.039,0.88676,28
1.5e+05,1000,6488,6488,22.078,0.93972,28
1.5e+05,1000,6488,6488,33.116,0.95869,28
1.5e+05,1000,6488,6488,44.155,0.96837,28
1.5e+05,1000,6488,6488,55.194,0.97419,28
1.5e+05,1000,6488,6488,66.233,0.97805,28
1.5e+05,1000,6488,6488,77.272,0.98078,28
1.5e+05,1000,6488,6488,88.31,0.98278,28
1.5e+05,1000,6488,6488,99.349,0.9843,28
1.5e+05,1000,6488,6488,110.39,0.98548,28
1.5e+05,1000,6488,6488,121.43,0.98642,28
1.5e+05,1000,6488,6488,132.47,0.98716,28
1.5e+05,1000,6488,6488,143.5,0.98777,28
1.5e+05,1000,6488,6488,154.54,0.98826,28
1.5e+05,1000,6488,6488,165.58,0.98866,28
1.5e+05,1000,6488,6488,176.62,0.98898,28
1.5e+05,1000,6488,6488,187.66,0.98925,28
1.5e+05,1000,6488,6488,198.7,0.98946,28
1.5e+05,1000,6488,6488,209.74,0.98963,28
1.5e+05,1000,6488,6488,220.78,0.98977,28
1.5e+05,1000,7755,7755,0,0,522
1.5e+05,1000,7755,7755,9.2353,0.8651,522
1.5e+05,1000,7755,7755,18.471,0.92737,522
1.5e+05,1000,7755,7755,27.706,0.95003,522
1.5e+05,1000,7755,7755,36.941,0.96167,522
1.5e+05,1000,7755,7755,46.176,0.96871,522
1.5e+05,1000,7755,7755,55.412,0.97339,522
1.5e+05,1000,7755,7755,64.647,0.97669,522
1.5e+05,1000,7755,7755,73.882,0.97913,522
1.5e+05,1000,7755,7755,83.118,0.98099,522
1.5e+05,1000,7755,7755,92.353,0.98243,522
1.5e+05,1000,7755,7755,101.59,0.98357,522
1.5e+05,1000,7755,7755,110.82,0.98449,522
1.5e+05,1000,7755,7755,120.06,0.98524,522
1.5e+05,1000,7755,7755,129.29,0.98584,522
1.5e+05,1000,7755,7755,138.53,0.98634,522
