3.00E+05,1000,6325,0,0,0,4569.4,273
3.00E+05,1000,6325,632.5,0,0,4569.4,273
3.00E+05,1000,6325,1265,0,0,4569.4,273
3.00E+05,1000,6325,1897.5,0,0,4569.4,273
3.00E+05,1000,6325,2530,0,0,4569.4,273
3.00E+05,1000,6325,3162.5,0,0,4569.4,273
3.00E+05,1000,6325,3795,0,0,4569.4,273
3.00E+05,1000,6325,4427.5,0,0,4569.4,273
3.00E+05,1000,6325,5060,0,0,4569.4,273
3.00E+05,1000,6325,5692.5,0,0,4569.4,273
3.00E+05,1000,6325,6325,0,0,4569.4,273
3.00E+05,1000,6325,0,45.293,0,4569.4,273
3.00E+05,1000,6325,632.5,45.293,0.98861,4569.4,273
3.00E+05,1000,6325,1265,45.293,0.98702,4569.4,273
3.00E+05,1000,6325,1897.5,45.293,0.98387,4569.4,273
3.00E+05,1000,6325,2530,45.293,0.98004,4569.4,273
3.00E+05,1000,6325,3162.5,45.293,0.97571,4569.4,273
3.00E+05,1000,6325,3795,45.293,0.97099,4569.4,273
3.00E+05,1000,6325,4427.5,45.293,0.96592,4569.4,273
3.00E+05,1000,6325,5060,45.293,0.96053,4569.4,273
3.00E+05,1000,6325,5692.5,45.293,0.95484,4569.4,273
3.00E+05,1000,6325,6325,45.293,0.94889,4569.4,273
3.00E+05,1000,6325,0,90.586,0,4569.4,273
3.00E+05,1000,6325,632.5,90.586,0.98928,4569.4,273
3.00E+05,1000,6325,1265,90.586,0.99097,4569.4,273
3.00E+05,1000,6325,1897.5,90.586,0.99021,4569.4,273
3.00E+05,1000,6325,2530,90.586,0.98867,4569.4,273
3.00E+05,1000,6325,3162.5,90.586,0.98672,4569.4,273
3.00E+05,1000,6325,3795,90.586,0.98446,4569.4,273
3.00E+05,1000,6325,4427.5,90.586,0.98196,4569.4,273
3.00E+05,1000,6325,5060,90.586,0.97926,4569.4,273
3.00E+05,1000,6325,5692.5,90.586,0.97636,4569.4,273
3.00E+05,1000,6325,6325,90.586,0.97329,4569.4,273
3.00E+05,1000,6325,0,135.88,0,4569.4,273
3.00E+05,1000,6325,632.5,135.88,0.9873,4569.4,273
3.00E+05,1000,6325,1265,135.88,0.99118,4569.4,273
3.00E+05,1000,6325,1897.5,135.88,0.9916,4569.4,273
3.00E+05,1000,6325,2530,135.88,0.99103,4569.4,273
3.00E+05,1000,6325,3162.5,135.88,0.99,4569.4,273
3.00E+05,1000,6325,3795,135.88,0.98867,4569.4,273
3.00E+05,1000,6325,4427.5,135.88,0.98712,4569.4,273
3.00E+05,1000,6325,5060,135.88,0.98539,4569.4,273
3.00E+05,1000,6325,5692.5,135.88,0.98351,4569.4,273
3.00E+05,1000,6325,6325,135.88,0.98149,4569.4,273
3.00E+05,1000,6325,0,181.17,0,4569.4,273
3.00E+05,1000,6325,632.5,181.17,0.98466,4569.4,273
3.00E+05,1000,6325,1265,181.17,0.99046,4569.4,273
3.00E+05,1000,6325,1897.5,181.17,0.99174,4569.4,273
3.00E+05,1000,6325,2530,181.17,0.9918,4569.4,273
3.00E+05,1000,6325,3162.5,181.17,0.99131,4569.4,273
3.00E+05,1000,6325,3795,181.17,0.99051,4569.4,273
3.00E+05,1000,6325,4427.5,181.17,0.98948,4569.4,273
3.00E+05,1000,6325,5060,181.17,0.98828,4569.4,273
3.00E+05,1000,6325,5692.5,181.17,0.98694,4569.4,273
3.00E+05,1000,6325,6325,181.17,0.98548,4569.4,273
3.00E+05,1000,6325,0,226.47,0,4569.4,273
3.00E+05,1000,6325,632.5,226.47,0.98179,4569.4,273
3.00E+05,1000,6325,1265,226.47,0.98936,4569.4,273
3.00E+05,1000,6325,1897.5,226.47,0.99138,4569.4,273
3.00E+05,1000,6325,2530,226.47,0.99193,4569.4,273
3.00E+05,1000,6325,3162.5,226.47,0.99184,4569.4,273
3.00E+05,1000,6325,3795,226.47,0.99139,4569.4,273
3.00E+05,1000,6325,4427.5,226.47,0.99071,4569.4,273
3.00E+05,1000,6325,5060,226.47,0.98985,4569.4,273
3.00E+05,1000,6325,5692.5,226.47,0.98886,4569.4,273
3.00E+05,1000,6325,6325,226.47,0.98775,4569.4,273
3.00E+05,1000,6325,0,271.76,0,4569.4,273
3.00E+05,1000,6325,632.5,271.76,0.97879,4569.4,273
3.00E+05,1000,6325,1265,271.76,0.98808,4569.4,273
3.00E+05,1000,6325,1897.5,271.76,0.99077,4569.4,273
3.00E+05,1000,6325,2530,271.76,0.99174,4569.4,273
3.00E+05,1000,6325,3162.5,271.76,0.99197,4569.4,273
