1.5e+05,1000,7782,7782,0,0,4692.9,532
1.5e+05,1000,7782,7782,18.407,0.92696,4692.9,532
1.5e+05,1000,7782,7782,36.813,0.96146,4692.9,532
1.5e+05,1000,7782,7782,55.22,0.97324,4692.9,532
1.5e+05,1000,7782,7782,73.626,0.97902,4692.9,532
1.5e+05,1000,7782,7782,92.033,0.98234,4692.9,532
1.5e+05,1000,7782,7782,110.44,0.98442,4692.9,532
1.5e+05,1000,7782,7782,128.85,0.98578,4692.9,532
1.5e+05,1000,7782,7782,147.25,0.98669,4692.9,532
1.5e+05,1000,7782,7782,165.66,0.9873,4692.9,532
1.5e+05,1000,7782,7782,184.07,0.9877,4692.9,532
1.5e+05,1000,8978,8978,0,0,5752.2,876
1.5e+05,1000,8978,8978,15.954,0.92088,5752.2,876
1.5e+05,1000,8978,8978,31.909,0.95813,5752.2,876
1.5e+05,1000,8978,8978,47.863,0.97092,5752.2,876
1.5e+05,1000,8978,8978,63.818,0.9772,5752.2,876
1.5e+05,1000,8978,8978,79.772,0.98082,5752.2,876
1.5e+05,1000,8978,8978,95.727,0.98309,5752.2,876
1.5e+05,1000,8978,8978,111.68,0.98458,5752.2,876
1.5e+05,1000,8978,8978,127.64,0.98559,5752.2,876
1.5e+05,1000,8978,8978,143.59,0.98626,5752.2,876
1.5e+05,1000,8978,8978,159.54,0.9867,5752.2,876
1.5e+05,1000,13208,13208,0,0,9994.1,2277
1.5e+05,1000,13208,13208,10.845,0.89922,9994.1,2277
1.5e+05,1000,13208,13208,21.69,0.94605,9994.1,2277
1.5e+05,1000,13208,13208,32.535,0.96236,9994.1,2277
1.5e+05,1000,13208,13208,43.38,0.97041,9994.1,2277
1.5e+05,1000,13208,13208,54.225,0.97506,9994.1,2277
1.5e+05,1000,13208,13208,65.069,0.97797,9994.1,2277
1.5e+05,1000,13208,13208,75.914,0.97989,9994.1,2277
1.5e+05,1000,13208,13208,86.759,0.98117,9994.1,2277
1.5e+05,1000,13208,13208,97.604,0.98202,9994.1,2277
1.5e+05,1000,13208,13208,108.45,0.98258,9994.1,2277
1.5e+05,1000,15501,15501,0,0,11368,2775
1.5e+05,1000,15501,15501,9.2407,0.9028,11368,2775
1.5e+05,1000,15501,15501,18.481,0.94781,11368,2775
1.5e+05,1000,15501,15501,27.722,0.96331,11368,2775
1.5e+05,1000,15501,15501,36.963,0.97087,11368,2775
1.5e+05,1000,15501,15501,46.203,0.97515,11368,2775
1.5e+05,1000,15501,15501,55.444,0.97776,11368,2775
1.5e+05,1000,15501,15501,64.685,0.97941,11368,2775
