2.368093100900361351e-03,-1.306725236576080917e-01,4.039244530793440445e-03,-1.092537025393137406e-01,6.594053700339773047e-03,-5.119590955406942701e-02
9.346199371642243126e-01,7.964390930555088621e-01,7.469518844361087151e-01,5.180816913223051934e-01,3.497782083425197697e-01,-1.280214774966465519e-01
2.989303950806408705e-02,-2.264075276345096227e-02,2.848789569049134038e-02,-3.126252081904436209e-02,2.348204142012223772e-02,-4.561654124641347646e-02
-4.637071464980635147e-03,-2.376035884279702280e-03,-1.305715985644511842e-02,1.691804748422458607e-02,-2.669418607684578837e-02,5.543397071482385891e-02
-3.344700660666240829e-04,-3.037631958490345525e-04,3.494161265279628614e-02,-3.474766268463271718e-02,9.342644452994040838e-02,-1.026496503434401186e-01
-5.015508545342474206e-04,-3.875915331651549390e-04,3.956868921843671727e-02,-6.207722230172516703e-02,1.061081493504574258e-01,-1.838953647427450100e-01
-6.177772177011307611e-06,1.515247856037035110e-06,-1.611969040800852431e-04,-2.097850863902094888e-03,-4.634077981810415963e-04,-6.236423325589266972e-03
-5.367100251211209523e-05,-4.243547890891098462e-05,3.243014155519680780e-02,-1.353481649653554691e-02,8.618818102486584809e-02,-4.021914370848904408e-02
-1.186377595046454339e-05,-2.146991042917640528e-05,2.645929021946389487e-02,-2.891297825027228791e-02,7.036337711952715679e-02,-8.592388080183541166e-02
-1.524512241058623152e-02,1.567788571691444588e+00,-1.618046404687318446e-02,1.247808893166900024e+00,-1.624944823317588452e-02,4.262623034080145201e-01
1.202419908711766794e-01,-1.806510477921690339e-01,1.035019731674679255e-01,-1.291292799980958694e-01,6.481954008257555244e-02,-5.300815581404484840e-03
-1.823113691232329525e-02,-1.911015899529890788e-02,-3.159791877286722422e-02,3.911845131156724970e-03,-5.214522452441960887e-02,5.183843174675352439e-02
-1.576224470754167620e-03,-1.295424745562747488e-03,1.352930226854250073e-01,1.176096423168165733e-01,3.625413885324275665e-01,3.530106382753941396e-01
-1.588335647001294518e-03,-1.253385629833701775e-03,4.700705097326752374e-02,-1.066550041592025377e-01,1.275658531121217631e-01,-3.153143379014672898e-01
6.157834355218365034e-06,-6.115433290219977533e-05,-1.737112232240630230e-03,-7.504049578772002162e-03,-4.469042759894656207e-03,-2.208913210495470208e-02
7.625138725080315993e-05,2.892443834452717273e-05,1.280748621192831227e-01,1.195762860295885577e-01,3.402810692828804884e-01,3.557994850089924999e-01
